Dates,MYL
2018-06-20,39.119998931884766
2018-06-21,39.02000045776367
2018-06-25,38.9900016784668
2018-06-22,38.439998626708984
2018-06-26,38.75
2018-06-27,38.4900016784668
2018-06-28,37.27000045776367
2018-06-29,36.7599983215332
2018-07-02,36.75
2018-07-03,36.970001220703125
2018-07-05,36.61000061035156
2018-07-16,36.91999816894531
2018-09-18,37.400001525878906
2019-01-24,37.27000045776367
2019-09-05,36.529998779296875
2018-11-21,36.52000045776367
2020-01-13,36.7400016784668
2020-04-01,36.540000915527344
2020-06-19,36.58000183105469
2019-10-29,36.369998931884766
2020-01-16,35.91999816894531
2020-06-22,36.02000045776367
2018-10-03,35.869998931884766
2018-07-31,36.470001220703125
2019-03-12,36.709999084472656
2019-02-08,36.900001525878906
2019-01-07,36.560001373291016
2018-12-06,36.790000915527344
2019-08-19,37.84000015258789
2019-07-18,37.95000076293945
2019-05-15,37.20000076293945
2019-09-20,38.790000915527344
2019-11-01,38.4900016784668
2020-04-07,38.939998626708984
2020-06-25,39.56999969482422
2020-06-16,38.72999954223633
2019-11-04,37.5099983215332
2020-01-22,39.52000045776367
2019-11-07,38.84000015258789
2020-04-13,38.459999084472656
2019-07-01,38.09000015258789
2019-05-30,38.400001525878906
2018-08-15,38.79999923706055
2018-10-18,38.97999954223633
2019-03-27,38.849998474121094
2019-01-22,38.52000045776367
2018-12-21,38.849998474121094
2019-09-03,39.09000015258789
2018-11-19,39.33000183105469
2019-08-02,39.400001525878906
2020-01-28,39.54999923706055
2020-04-16,39.47999954223633
2019-11-13,39.2599983215332
2020-01-31,39.4900016784668
2018-12-04,39.47999954223633
2018-11-02,38.720001220703125
2019-07-16,38.61000061035156
2018-08-30,37.970001220703125
2018-10-01,37.95000076293945
2019-06-14,38.34000015258789
2019-05-13,37.970001220703125
2019-04-11,37.95000076293945
2019-02-06,38.060001373291016
2019-09-18,38.91999816894531
2020-02-03,38.88999938964844
2020-04-22,39.59000015258789
2019-11-19,39.119998931884766
2020-02-06,38.40999984741211
2019-11-22,37.959999084472656
2019-03-25,37.599998474121094
2019-02-21,37.25
2018-12-19,37.25
2018-07-12,37.61000061035156
2018-09-14,37.439998626708984
2018-08-13,36.68000030517578
2018-10-16,35.880001068115234
2019-07-31,35.58000183105469
2019-05-28,35.18000030517578
2019-04-26,35.2400016784668
2020-04-28,34.47999954223633
2019-11-25,33.22999954223633
2020-02-12,32.810001373291016
2020-05-01,33.25
2020-05-04,33.29999923706055
2019-06-12,33.150001525878906
2019-04-09,33.09000015258789
2019-03-08,32.45000076293945
2019-02-04,32.47999954223633
2018-07-27,32.45000076293945
2018-08-28,31.049999237060547
2019-01-03,31.979999542236328
2019-08-15,31.829999923706055
2018-10-31,31.709999084472656
2019-09-16,31.799999237060547
2020-02-18,32.59000015258789
2020-05-07,32.790000915527344
2018-08-17,31.850000381469727
2019-12-04,37.560001373291016
2020-02-21,36.849998474121094
2018-12-17,37.310001373291016
2019-08-30,37.060001373291016
2018-11-15,36.939998626708984
2019-07-29,36.459999084472656
2019-06-27,36.09000015258789
2019-04-24,35.220001220703125
2018-07-10,35.45000076293945
2018-09-12,35.15999984741211
2019-02-19,35.06999969482422
2019-01-18,33.9900016784668
2020-02-24,33.79999923706055
2020-05-13,33.880001068115234
2019-12-10,33.59000015258789
2020-02-27,34.040000915527344
2019-12-13,34.45000076293945
2020-05-19,34.459999084472656
2019-03-06,34.459999084472656
2018-11-30,34.349998474121094
2019-08-13,32.689998626708984
2019-07-12,32.0
2019-06-10,30.510000228881836
2019-05-09,30.760000228881836
2018-07-25,30.690000534057617
2018-09-27,30.719999313354492
2018-10-29,29.959999084472656
2019-10-16,29.420000076293945
2019-12-16,29.389999389648438
2020-03-04,29.09000015258789
2020-05-22,27.81999969482422
2019-10-01,27.860000610351562
