Dates,MYL
2018-06-20,38.81999969482422
2018-06-21,38.93000030517578
2018-06-25,38.95000076293945
2018-06-22,38.290000915527344
2018-06-26,38.060001373291016
2018-06-27,38.18000030517578
2018-06-28,37.27000045776367
2018-06-29,36.5
2018-07-02,36.029998779296875
2018-07-03,36.709999084472656
2018-07-05,36.13999938964844
2018-07-16,36.47999954223633
2018-09-18,36.790000915527344
2019-01-24,37.209999084472656
2019-09-05,36.529998779296875
2018-11-21,36.40999984741211
2020-01-13,36.16999816894531
2020-04-01,36.540000915527344
2020-06-19,36.11000061035156
2019-10-29,36.369998931884766
2020-01-16,35.810001373291016
2020-06-22,35.61000061035156
2018-10-03,35.40999984741211
2018-07-31,35.709999084472656
2019-03-12,36.34000015258789
2019-02-08,36.709999084472656
2019-01-07,36.20000076293945
2018-12-06,36.189998626708984
2019-08-19,36.7599983215332
2019-07-18,37.22999954223633
2019-05-15,37.09000015258789
2019-09-20,36.689998626708984
2019-11-01,38.439998626708984
2020-04-07,37.779998779296875
2020-06-25,36.5
2020-06-16,38.560001373291016
2019-11-04,36.5099983215332
2020-01-22,37.84000015258789
2019-11-07,37.59000015258789
2020-04-13,38.189998626708984
2019-07-01,37.84000015258789
2019-05-30,37.70000076293945
2018-08-15,38.15999984741211
2018-10-18,38.34000015258789
2019-03-27,38.650001525878906
2019-01-22,38.38999938964844
2018-12-21,38.79999923706055
2019-09-03,38.790000915527344
2018-11-19,38.79999923706055
2019-08-02,38.9900016784668
2020-01-28,39.119998931884766
2020-04-16,39.20000076293945
2019-11-13,39.02000045776367
2020-01-31,39.119998931884766
2018-12-04,39.34000015258789
2018-11-02,38.720001220703125
2019-07-16,38.41999816894531
2018-08-30,37.86000061035156
2018-10-01,37.720001220703125
2019-06-14,37.880001068115234
2019-05-13,37.91999816894531
2019-04-11,37.650001525878906
2019-02-06,37.189998626708984
2019-09-18,37.9900016784668
2020-02-03,38.36000061035156
2020-04-22,39.20000076293945
2019-11-19,38.70000076293945
2020-02-06,38.189998626708984
2019-11-22,37.54999923706055
2019-03-25,37.0099983215332
2019-02-21,37.060001373291016
2018-12-19,36.83000183105469
2018-07-12,36.40999984741211
2018-09-14,37.33000183105469
2018-08-13,36.41999816894531
2018-10-16,35.58000183105469
2019-07-31,35.150001525878906
2019-05-28,34.5
2019-04-26,34.5
2020-04-28,34.47999954223633
2019-11-25,33.06999969482422
2020-02-12,32.11000061035156
2020-05-01,32.65999984741211
2020-05-04,32.810001373291016
2019-06-12,33.0
2019-04-09,32.52000045776367
2019-03-08,32.279998779296875
2019-02-04,31.25
2018-07-27,32.11000061035156
2018-08-28,30.540000915527344
2019-01-03,30.610000610351562
2019-08-15,31.610000610351562
2018-10-31,31.1299991607666
2019-09-16,31.56999969482422
2020-02-18,31.40999984741211
2020-05-07,32.560001373291016
2018-08-17,31.65999984741211
