Dates,MYL
2018-06-20,38.560001373291016
2018-06-21,38.33000183105469
2018-06-25,38.099998474121094
2018-06-22,37.41999816894531
2018-06-26,37.95000076293945
2018-06-27,37.380001068115234
2018-06-28,35.88999938964844
2018-06-29,36.09000015258789
2018-07-02,35.560001373291016
2018-07-03,35.84000015258789
2018-07-05,35.810001373291016
2018-07-16,36.119998931884766
2018-09-18,36.75
2019-01-24,36.52000045776367
2019-09-05,36.02000045776367
2018-11-21,36.06999969482422
2020-01-13,36.119998931884766
2020-04-01,36.2400016784668
2020-06-19,36.02000045776367
2019-10-29,35.81999969482422
2020-01-16,35.209999084472656
2020-06-22,35.400001525878906
2018-10-03,35.31999969482422
2018-07-31,35.650001525878906
2019-03-12,36.11000061035156
2019-02-08,36.0099983215332
2019-01-07,35.95000076293945
2018-12-06,36.099998474121094
2019-08-19,36.5
2019-07-18,36.97999954223633
2019-05-15,36.33000183105469
2019-09-20,36.529998779296875
2019-11-01,37.349998474121094
2020-04-07,37.7400016784668
2020-06-25,35.04999923706055
2020-06-16,36.470001220703125
2019-11-04,36.36000061035156
2020-01-22,37.2400016784668
2019-11-07,37.43000030517578
2020-04-13,37.720001220703125
2019-07-01,37.310001373291016
2019-05-30,37.619998931884766
2018-08-15,38.15999984741211
2018-10-18,38.060001373291016
2019-03-27,38.41999816894531
2019-01-22,37.709999084472656
2018-12-21,38.290000915527344
2019-09-03,38.65999984741211
2018-11-19,38.529998779296875
2019-08-02,38.70000076293945
2020-01-28,39.06999969482422
2020-04-16,38.86000061035156
2019-11-13,38.75
2020-01-31,38.75
2018-12-04,38.779998779296875
2018-11-02,37.97999954223633
2019-07-16,37.86000061035156
2018-08-30,37.290000915527344
2018-10-01,37.40999984741211
2019-06-14,37.630001068115234
2019-05-13,37.27000045776367
2019-04-11,37.08000183105469
2019-02-06,37.099998474121094
2019-09-18,37.939998626708984
2020-02-03,38.209999084472656
2020-04-22,38.59000015258789
2019-11-19,37.779998779296875
2020-02-06,37.58000183105469
2019-11-22,37.02000045776367
2019-03-25,36.90999984741211
2019-02-21,36.2599983215332
2018-12-19,36.380001068115234
2018-07-12,36.29999923706055
2018-09-14,36.56999969482422
2018-08-13,35.529998779296875
2018-10-16,34.77000045776367
2019-07-31,34.97999954223633
2019-05-28,33.09000015258789
2019-04-26,34.33000183105469
2020-04-28,32.2599983215332
2019-11-25,31.540000915527344
2020-02-12,31.8799991607666
2020-05-01,32.40999984741211
2020-05-04,32.560001373291016
2019-06-12,32.189998626708984
2019-04-09,32.150001525878906
2019-03-08,31.3700008392334
2019-02-04,30.760000228881836
2018-07-27,30.440000534057617
2018-08-28,30.329999923706055
2019-01-03,30.350000381469727
2019-08-15,30.65999984741211
2018-10-31,30.760000228881836
2019-09-16,31.1200008392334
2020-02-18,31.309999465942383
2020-05-07,31.329999923706055
2018-08-17,31.030000686645508
2019-12-04,34.75
2020-02-21,35.93000030517578
2018-12-17,35.779998779296875
2019-08-30,36.43000030517578
2018-11-15,35.81999969482422
2019-07-29,35.68000030517578
2019-06-27,34.02000045776367
2019-04-24,34.029998779296875
2018-07-10,34.720001220703125
2018-09-12,34.31999969482422
2019-02-19,33.439998626708984
2019-01-18,33.029998779296875
2020-02-24,32.900001525878906
2020-05-13,33.34000015258789
2019-12-10,33.029998779296875
2020-02-27,33.029998779296875
2019-12-13,33.61000061035156
2020-05-19,33.33000183105469
2019-03-06,33.439998626708984
2018-11-30,32.709999084472656
2019-08-13,31.389999389648438
2019-07-12,30.450000762939453
2019-06-10,29.100000381469727
2019-05-09,29.309999465942383
2018-07-25,30.0
2018-09-27,29.829999923706055
2018-10-29,28.969999313354492
2019-10-16,28.649999618530273
2019-12-16,28.5
2020-03-04,27.59000015258789
2020-05-22,26.860000610351562
2019-10-01,26.18000030517578
2019-12-19,26.030000686645508
2018-09-10,26.09000015258789
2019-05-24,26.299999237060547
2018-08-09,27.139999389648438
2019-04-22,26.979999542236328
2019-03-21,26.8700008392334
2019-01-16,27.170000076293945
2019-08-28,27.549999237060547
2018-11-13,28.649999618530273
2018-10-12,29.639999389648438
2019-06-25,28.360000610351562
2020-03-10,28.6299991607666
2020-05-28,28.809999465942383
2019-10-07,29.010000228881836
2020-03-13,29.170000076293945
2019-10-10,29.170000076293945
2020-03-16,28.75
2020-06-03,29.280000686645508
2018-11-28,28.350000381469727
2018-09-25,28.020000457763672
2018-07-23,27.760000228881836
2018-08-24,28.489999771118164
2019-07-10,28.389999389648438
2019-05-07,28.350000381469727
2019-04-05,28.510000228881836
2019-03-04,29.68000030517578
2019-01-31,30.0
2019-09-12,30.229999542236328
2019-12-31,30.690000534057617
2020-03-19,30.829999923706055
2020-01-03,30.229999542236328
2020-06-09,29.850000381469727
2019-02-15,30.479999542236328
2019-01-14,31.290000915527344
2018-07-06,30.719999313354492
2018-08-07,31.010000228881836
2018-10-10,31.59000015258789
2018-12-13,31.709999084472656
2019-08-26,31.520000457763672
2019-07-25,30.899999618530273
2019-05-22,30.979999542236328
2019-03-19,30.899999618530273
2020-01-06,30.530000686645508
2020-03-25,26.0
2020-06-12,26.049999237060547
2019-10-22,26.450000762939453
2020-01-09,27.350000381469727
2020-06-15,27.149999618530273
2019-10-25,27.049999237060547
2020-03-31,26.6299991607666
2020-06-18,26.350000381469727
2019-04-03,26.6200008392334
2018-08-22,27.239999771118164
2018-10-25,27.18000030517578
2019-01-29,27.290000915527344
2018-12-28,27.56999969482422
2018-11-26,27.93000030517578
2019-08-09,28.190000534057617
2019-07-08,28.540000915527344
2019-06-06,28.479999542236328
2019-09-10,28.31999969482422
2020-01-15,27.940000534057617
2020-04-03,27.969999313354492
2019-10-31,27.829999923706055
2020-04-06,27.950000762939453
2020-06-24,28.149999618530273
2018-11-09,28.389999389648438
2019-07-23,27.540000915527344
2019-06-21,26.6200008392334
2019-05-20,27.010000228881836
2019-04-18,27.459999084472656
2018-09-06,27.309999465942383
2018-10-08,27.06999969482422
2019-02-13,26.969999313354492
2018-12-11,26.850000381469727
2019-09-25,26.799999237060547
2020-01-21,26.59000015258789
2020-04-09,26.81999969482422
2019-11-06,26.440000534057617
2020-01-24,26.56999969482422
2020-01-27,26.459999084472656
2020-04-15,26.420000076293945
2018-12-26,26.329999923706055
2019-08-07,26.06999969482422
2019-06-04,26.510000228881836
2018-09-21,26.889999389648438
2018-07-19,26.809999465942383
2018-08-20,26.860000610351562
2018-10-23,27.110000610351562
2019-05-03,27.700000762939453
2019-04-01,27.3799991607666
2019-02-28,21.520000457763672
2019-11-12,21.229999542236328
2020-01-30,21.6200008392334
2019-11-15,21.760000228881836
2020-04-21,19.729999542236328
2019-04-16,20.1200008392334
2019-03-15,19.399999618530273
2019-02-11,19.889999389648438
2019-01-10,19.6299991607666
2019-08-22,19.139999389648438
2018-11-07,19.450000762939453
2018-08-03,19.149999618530273
2018-09-04,18.93000030517578
2019-06-19,18.93000030517578
2019-09-23,17.709999084472656
2019-11-18,17.25
2020-02-05,17.1299991607666
2020-04-24,16.6299991607666
2019-03-29,16.899999618530273
2019-11-21,17.450000762939453
2020-04-27,17.309999465942383
2020-02-11,17.31999969482422
2020-04-30,17.200000762939453
2019-05-01,17.40999984741211
2019-02-26,17.479999542236328
2019-01-25,16.90999984741211
2018-12-24,17.030000686645508
2019-09-06,16.90999984741211
2018-07-17,16.959999084472656
2018-09-19,17.270000457763672
2019-08-05,17.75
2019-10-08,18.079999923706055
2019-12-11,17.739999771118164
2019-11-27,17.770000457763672
2020-02-14,18.139999389648438
2020-05-06,18.5
2019-01-08,18.690000534057617
2018-12-07,18.889999389648438
2019-08-20,19.270000457763672
2018-11-05,19.139999389648438
2019-07-19,19.40999984741211
2018-10-04,19.270000457763672
2019-06-17,19.020000457763672
2019-05-16,18.850000381469727
2018-08-01,18.549999237060547
2019-03-13,18.65999984741211
2019-12-03,18.860000610351562
2020-02-20,18.8700008392334
2019-12-06,18.399999618530273
2020-05-12,17.709999084472656
2019-12-09,17.6299991607666
2020-02-26,17.65999984741211
2020-05-15,17.770000457763672
2019-03-28,18.020000457763672
2018-09-17,18.299999237060547
2018-08-16,18.299999237060547
2018-10-19,18.3700008392334
2019-04-29,19.700000762939453
2019-01-23,20.579999923706055
2019-09-04,20.6200008392334
2018-11-20,20.049999237060547
2019-07-02,19.649999618530273
2019-05-31,19.09000015258789
2019-12-12,17.65999984741211
2020-05-18,17.309999465942383
2019-09-27,18.079999923706055
2020-03-03,18.829999923706055
2020-05-21,19.049999237060547
2019-05-14,18.93000030517578
2018-08-31,17.959999084472656
2018-07-30,17.579999923706055
2018-10-02,17.68000030517578
2019-04-12,18.770000457763672
2019-03-11,18.989999771118164
2019-02-07,18.8700008392334
2019-07-17,18.920000076293945
2019-09-19,18.260000228881836
2019-10-21,18.440000534057617
2019-12-18,18.3700008392334
2020-03-06,18.489999771118164
2019-10-03,19.299999237060547
2020-03-09,19.309999465942383
2020-05-27,18.709999084472656
2019-12-24,19.290000915527344
2020-03-12,19.719999313354492
2018-12-20,19.850000381469727
2019-08-01,20.450000762939453
2018-08-14,20.90999984741211
2018-07-13,21.59000015258789
2018-10-17,21.68000030517578
2019-05-29,21.65999984741211
2019-03-26,21.43000030517578
2019-02-22,21.059999465942383
2019-10-04,21.049999237060547
2019-11-05,20.90999984741211
2019-12-27,20.600000381469727
2020-06-02,20.6299991607666
2019-12-30,19.420000076293945
2020-03-18,19.799999237060547
2020-06-05,19.510000228881836
2019-07-15,19.110000610351562
2018-12-03,19.030000686645508
2019-06-13,18.809999465942383
2019-01-04,18.100000381469727
2018-08-29,18.280000686645508
2019-02-05,18.56999969482422
2018-11-01,18.600000381469727
2019-08-16,18.290000915527344
2019-04-10,18.360000610351562
2019-09-17,18.31999969482422
2019-10-15,18.65999984741211
2020-01-02,18.440000534057617
2020-06-08,18.479999542236328
2019-10-18,18.6200008392334
2020-03-24,18.719999313354492
2020-06-11,18.270000457763672
2020-01-08,18.110000610351562
2019-04-25,18.030000686645508
2019-07-30,18.010000228881836
2019-02-20,18.030000686645508
2018-07-11,18.149999618530273
2018-09-13,18.719999313354492
2018-10-15,18.770000457763672
2019-06-28,19.219999313354492
2018-12-18,18.889999389648438
2018-11-16,19.229999542236328
2019-10-02,19.68000030517578
2020-03-27,17.75
2020-01-10,17.079999923706055
2019-10-24,16.969999313354492
2020-03-30,16.790000915527344
2020-06-17,17.0
2020-01-14,17.170000076293945
2020-04-02,17.149999618530273
2019-01-02,16.8700008392334
2019-08-14,17.25
2018-10-30,17.15999984741211
2019-06-11,17.15999984741211
2019-05-10,17.059999465942383
2019-04-08,17.020000457763672
2018-08-27,17.229999542236328
2018-07-26,17.5
2018-09-28,17.81999969482422
2019-03-07,18.25
2019-10-30,18.559999465942383
2020-01-17,18.6200008392334
2020-06-23,18.15999984741211
2020-04-08,18.530000686645508
2020-06-26,18.639999389648438
2019-03-22,19.010000228881836
2019-01-17,19.0
2019-08-29,18.56999969482422
2018-11-14,18.6299991607666
2019-06-26,18.709999084472656
2018-09-11,19.110000610351562
2018-07-09,19.010000228881836
2018-08-10,18.579999923706055
2019-04-23,18.649999618530273
2019-09-30,18.850000381469727
2020-01-23,19.280000686645508
2019-11-08,19.399999618530273
2020-04-14,19.809999465942383
2019-11-11,19.520000457763672
2020-01-29,19.520000457763672
2020-04-17,19.3799991607666
2018-07-24,19.229999542236328
2018-09-26,20.049999237060547
2019-05-08,20.100000381469727
2019-03-05,20.1200008392334
2019-02-01,20.579999923706055
2018-12-31,20.719999313354492
2018-11-29,20.610000610351562
2019-08-12,20.739999771118164
2019-07-11,20.43000030517578
2019-09-13,20.68000030517578
2019-11-14,21.020000457763672
2020-04-20,21.760000228881836
2020-02-04,21.559999465942383
2020-04-23,21.5
2018-12-14,21.540000915527344
2019-08-27,21.389999389648438
2018-08-08,21.510000228881836
2018-10-11,20.8799991607666
2018-11-12,21.530000686645508
2019-07-26,21.829999923706055
2019-06-24,21.610000610351562
2019-05-23,21.239999771118164
2019-03-20,21.5
2019-01-15,21.829999923706055
2019-11-20,22.510000228881836
2020-02-07,22.469999313354492
2020-02-10,22.450000762939453
2020-04-29,22.540000915527344
2019-11-26,22.229999542236328
2020-02-13,22.09000015258789
2019-01-30,21.290000915527344
2018-08-23,21.489999771118164
2018-09-24,20.979999542236328
2018-11-27,20.790000915527344
2018-10-26,20.670000076293945
2019-07-09,20.68000030517578
2019-06-07,20.059999465942383
2019-05-06,19.6299991607666
2019-04-04,19.209999084472656
2019-09-11,18.350000381469727
2019-11-29,16.56999969482422
2020-05-05,16.790000915527344
2019-12-02,16.25
2020-02-19,16.110000610351562
2020-05-08,15.859999656677246
2019-05-21,14.649999618530273
2019-03-18,13.819999694824219
2018-09-07,14.0
2018-08-06,14.210000038146973
2018-10-09,13.050000190734863
2019-02-14,13.569999694824219
2018-12-12,12.75
2019-07-24,15.050000190734863
2019-09-26,13.25
2019-10-28,13.630000114440918
2019-12-05,14.9399995803833
2020-05-11,15.039999961853027
2019-07-03,14.199999809265137
2020-02-25,13.529999732971191
2020-05-14,14.880000114440918
2020-02-28,14.279999732971191
2019-08-08,14.430000305175781
2019-06-05,14.84000015258789
2018-07-20,14.029999732971191
2018-08-21,13.600000381469727
2018-10-24,13.680000305175781
2019-04-02,13.760000228881836
2019-03-01,14.039999961853027
2019-01-28,14.449999809265137
2018-12-27,15.449999809265137
2019-09-09,15.550000190734863
2020-03-02,16.049999237060547
2020-05-20,15.130000114440918
2019-12-17,14.789999961853027
2020-03-05,15.5600004196167
2019-02-12,15.520000457763672
2019-01-11,15.109999656677246
2018-12-10,14.779999732971191
2019-08-23,15.0600004196167
2018-11-08,15.300000190734863
2019-07-22,15.779999732971191
2019-06-20,16.239999771118164
2018-09-05,16.559999465942383
2019-04-17,16.59000015258789
2019-09-24,15.880000114440918
2019-12-20,15.739999771118164
2020-05-26,16.530000686645508
2019-04-30,16.559999465942383
2019-12-23,17.110000610351562
2020-03-11,17.299999237060547
2020-05-29,16.8799991607666
2019-12-26,16.15999984741211
2020-06-01,15.449999809265137
2019-05-02,14.920000076293945
2019-02-27,14.800000190734863
2018-11-23,15.59000015258789
2019-08-06,15.84000015258789
2018-07-18,16.09000015258789
2018-09-20,15.720000267028809
2018-10-22,15.4399995803833
2019-07-05,15.90999984741211
2019-06-03,16.079999923706055
2019-10-09,16.850000381469727
2019-10-11,16.6200008392334
2020-03-17,17.0
2020-06-04,17.25
2019-10-14,17.459999084472656
2020-03-20,17.260000228881836
2018-11-06,17.540000915527344
2019-06-18,17.889999389648438
2019-05-17,18.219999313354492
2019-04-15,17.190000534057617
2019-03-14,16.239999771118164
2019-01-09,15.649999618530273
2018-08-02,15.289999961853027
2018-10-05,15.880000114440918
2019-08-21,15.890000343322754
2019-10-17,16.200000762939453
2020-03-23,15.989999771118164
2020-06-10,15.84000015258789
2019-02-25,16.040000915527344
2020-01-07,15.640000343322754
2020-03-26,15.760000228881836
2019-10-23,15.550000190734863
