Dates,MYL
2018-06-20,38.869998931884766
2018-06-21,38.630001068115234
2018-06-25,38.310001373291016
2018-06-22,38.11000061035156
2018-06-26,38.290000915527344
2018-06-27,37.45000076293945
2018-06-28,36.33000183105469
2018-06-29,36.13999938964844
2018-07-02,36.630001068115234
2018-07-03,35.959999084472656
2018-07-05,36.279998779296875
2018-07-16,36.630001068115234
2018-09-18,37.11000061035156
2019-01-24,36.66999816894531
2019-09-05,36.150001525878906
2018-11-21,36.220001220703125
2020-01-13,36.58000183105469
2020-04-01,36.400001525878906
2020-06-19,36.369998931884766
2019-10-29,35.91999816894531
2020-01-16,35.63999938964844
2020-06-22,35.529998779296875
2018-10-03,35.68000030517578
2018-07-31,36.290000915527344
2019-03-12,36.58000183105469
2019-02-08,36.099998474121094
2019-01-07,36.220001220703125
2018-12-06,36.65999984741211
2019-08-19,37.310001373291016
2019-07-18,37.5
2019-05-15,36.52000045776367
2019-09-20,38.45000076293945
2019-11-01,37.72999954223633
2020-04-07,38.540000915527344
2020-06-25,39.22999954223633
2020-06-16,36.61000061035156
2019-11-04,37.209999084472656
2020-01-22,37.540000915527344
2019-11-07,38.52000045776367
2020-04-13,37.81999969482422
2019-07-01,37.849998474121094
2019-05-30,38.150001525878906
2018-08-15,38.40999984741211
2018-10-18,38.75
2019-03-27,38.56999969482422
2019-01-22,37.86000061035156
2018-12-21,38.689998626708984
2019-09-03,38.880001068115234
2018-11-19,39.189998626708984
2019-08-02,39.27000045776367
2020-01-28,39.33000183105469
2020-04-16,39.130001068115234
2019-11-13,39.15999984741211
2020-01-31,39.47999954223633
2018-12-04,38.93000030517578
2018-11-02,38.2400016784668
2019-07-16,37.9900016784668
2018-08-30,37.63999938964844
2018-10-01,37.709999084472656
2019-06-14,38.040000915527344
2019-05-13,37.47999954223633
2019-04-11,37.209999084472656
2019-02-06,37.810001373291016
2019-09-18,38.2400016784668
2020-02-03,38.72999954223633
2020-04-22,38.9900016784668
2019-11-19,38.189998626708984
2020-02-06,37.619998931884766
2019-11-22,37.11000061035156
2019-03-25,37.06999969482422
2019-02-21,36.599998474121094
2018-12-19,36.47999954223633
2018-07-12,37.13999938964844
2018-09-14,36.599998474121094
2018-08-13,36.029998779296875
2018-10-16,35.290000915527344
2019-07-31,35.310001373291016
2019-05-28,34.61000061035156
2019-04-26,34.58000183105469
2020-04-28,32.599998474121094
2019-11-25,32.11000061035156
2020-02-12,32.369998931884766
2020-05-01,33.11000061035156
2020-05-04,33.02000045776367
2019-06-12,32.41999816894531
2019-04-09,32.209999084472656
2019-03-08,31.65999984741211
2019-02-04,32.11000061035156
2018-07-27,30.530000686645508
2018-08-28,31.010000228881836
2019-01-03,31.290000915527344
2019-08-15,31.18000030517578
2018-10-31,31.309999465942383
2019-09-16,31.25
2020-02-18,32.43000030517578
2020-05-07,31.68000030517578
2018-08-17,31.3700008392334
2019-12-04,36.43000030517578
2020-02-21,36.54999923706055
2018-12-17,37.150001525878906
2019-08-30,36.95000076293945
2018-11-15,35.939998626708984
2019-07-29,35.7599983215332
2019-06-27,34.22999954223633
2019-04-24,35.13999938964844
2018-07-10,34.91999816894531
2018-09-12,34.599998474121094
2019-02-19,33.90999984741211
2019-01-18,33.380001068115234
2020-02-24,33.4900016784668
2020-05-13,33.470001220703125
2019-12-10,33.4900016784668
2020-02-27,34.040000915527344
2019-12-13,34.040000915527344
2020-05-19,33.86000061035156
2019-03-06,34.099998474121094
2018-11-30,32.959999084472656
2019-08-13,31.84000015258789
2019-07-12,30.549999237060547
2019-06-10,30.299999237060547
2019-05-09,29.6200008392334
2018-07-25,30.40999984741211
2018-09-27,30.040000915527344
2018-10-29,29.049999237060547
2019-10-16,28.84000015258789
2019-12-16,28.829999923706055
2020-03-04,27.719999313354492
2020-05-22,27.360000610351562
2019-10-01,26.459999084472656
2019-12-19,26.209999084472656
2018-09-10,27.709999084472656
2019-05-24,27.43000030517578
2018-08-09,27.270000457763672
2019-04-22,27.399999618530273
2019-03-21,27.920000076293945
2019-01-16,27.229999542236328
2019-08-28,28.84000015258789
2018-11-13,29.75
2018-10-12,29.8700008392334
2019-06-25,28.940000534057617
2020-03-10,29.110000610351562
2020-05-28,29.549999237060547
2019-10-07,29.510000228881836
2020-03-13,29.350000381469727
2019-10-10,29.260000228881836
2020-03-16,29.549999237060547
2020-06-03,29.59000015258789
2018-11-28,28.889999389648438
2018-09-25,28.059999465942383
2018-07-23,28.209999084472656
2018-08-24,29.040000915527344
2019-07-10,28.530000686645508
2019-05-07,28.770000457763672
2019-04-05,30.81999969482422
2019-03-04,29.950000762939453
2019-01-31,30.760000228881836
2019-09-12,30.829999923706055
2019-12-31,31.079999923706055
2020-03-19,30.969999313354492
2020-01-03,30.350000381469727
2020-06-09,30.469999313354492
2019-02-15,31.040000915527344
2019-01-14,31.739999771118164
2018-07-06,31.25
2018-08-07,31.520000457763672
2018-10-10,31.84000015258789
2018-12-13,32.099998474121094
2019-08-26,31.6200008392334
2019-07-25,31.059999465942383
2019-05-22,31.260000228881836
2019-03-19,30.969999313354492
2020-01-06,30.6200008392334
2020-03-25,26.010000228881836
2020-06-12,26.389999389648438
2019-10-22,27.450000762939453
2020-01-09,28.079999923706055
2020-06-15,27.389999389648438
2019-10-25,27.059999465942383
2020-03-31,26.81999969482422
2020-06-18,26.610000610351562
2019-04-03,27.15999984741211
2018-08-22,27.3700008392334
2018-10-25,27.469999313354492
2019-01-29,28.0
2018-12-28,28.09000015258789
2018-11-26,28.18000030517578
2019-08-09,28.6200008392334
2019-07-08,28.709999084472656
2019-06-06,29.25
2019-09-10,28.690000534057617
2020-01-15,28.31999969482422
2020-04-03,28.18000030517578
2019-10-31,28.25
2020-04-06,28.239999771118164
2020-06-24,28.34000015258789
2018-11-09,28.469999313354492
2019-07-23,27.610000610351562
2019-06-21,26.979999542236328
2019-05-20,27.420000076293945
2019-04-18,27.6299991607666
2018-09-06,27.770000457763672
2018-10-08,27.1200008392334
2019-02-13,27.219999313354492
2018-12-11,27.010000228881836
2019-09-25,26.969999313354492
2020-01-21,26.93000030517578
2020-04-09,27.06999969482422
2019-11-06,26.729999542236328
2020-01-24,26.850000381469727
2020-01-27,26.719999313354492
2020-04-15,26.600000381469727
2018-12-26,26.440000534057617
2019-08-07,26.68000030517578
2019-06-04,27.040000915527344
2018-09-21,27.25
2018-07-19,26.989999771118164
2018-08-20,27.06999969482422
2018-10-23,27.68000030517578
2019-05-03,28.010000228881836
2019-04-01,28.260000228881836
2019-02-28,21.530000686645508
2019-11-12,21.889999389648438
2020-01-30,22.760000228881836
2019-11-15,22.170000076293945
2020-04-21,20.079999923706055
2019-04-16,20.40999984741211
2019-03-15,20.049999237060547
2019-02-11,20.209999084472656
2019-01-10,19.639999389648438
2019-08-22,19.420000076293945
2018-11-07,19.670000076293945
2018-08-03,19.649999618530273
2018-09-04,19.170000076293945
2019-06-19,18.979999542236328
2019-09-23,17.8700008392334
2019-11-18,18.0
2020-02-05,17.209999084472656
2020-04-24,16.799999237060547
2019-03-29,17.190000534057617
2019-11-21,17.81999969482422
2020-04-27,17.770000457763672
2020-02-11,17.450000762939453
2020-04-30,17.399999618530273
2019-05-01,17.56999969482422
2019-02-26,17.510000228881836
2019-01-25,17.15999984741211
2018-12-24,17.3799991607666
2019-09-06,17.020000457763672
2018-07-17,17.270000457763672
2018-09-19,17.75
2019-08-05,18.100000381469727
2019-10-08,18.209999084472656
2019-12-11,18.31999969482422
2019-11-27,17.959999084472656
2020-02-14,18.649999618530273
2020-05-06,18.65999984741211
2019-01-08,18.969999313354492
2018-12-07,19.040000915527344
2019-08-20,19.440000534057617
2018-11-05,19.350000381469727
2019-07-19,19.68000030517578
2018-10-04,19.489999771118164
2019-06-17,19.270000457763672
2019-05-16,19.6200008392334
2018-08-01,19.1299991607666
2019-03-13,19.040000915527344
2019-12-03,19.219999313354492
2020-02-20,18.969999313354492
2019-12-06,18.43000030517578
2020-05-12,17.90999984741211
2019-12-09,17.850000381469727
2020-02-26,18.100000381469727
2020-05-15,18.049999237060547
2019-03-28,18.34000015258789
2018-09-17,18.90999984741211
2018-08-16,18.440000534057617
2018-10-19,18.459999084472656
2019-04-29,20.780000686645508
2019-01-23,21.43000030517578
2019-09-04,20.899999618530273
2018-11-20,20.31999969482422
2019-07-02,19.84000015258789
2019-05-31,19.350000381469727
2019-12-12,18.200000762939453
2020-05-18,18.489999771118164
2019-09-27,19.09000015258789
2020-03-03,19.479999542236328
2020-05-21,19.1299991607666
2019-05-14,19.719999313354492
2018-08-31,18.040000915527344
2018-07-30,17.610000610351562
2018-10-02,18.530000686645508
2019-04-12,19.190000534057617
2019-03-11,19.09000015258789
2019-02-07,19.09000015258789
2019-07-17,19.040000915527344
2019-09-19,18.34000015258789
2019-10-21,18.790000915527344
2019-12-18,18.670000076293945
2020-03-06,19.149999618530273
2019-10-03,19.899999618530273
2020-03-09,19.469999313354492
2020-05-27,19.270000457763672
2019-12-24,19.739999771118164
2020-03-12,20.219999313354492
2018-12-20,20.520000457763672
2019-08-01,21.190000534057617
2018-08-14,21.8799991607666
2018-07-13,22.530000686645508
2018-10-17,22.239999771118164
2019-05-29,21.690000534057617
2019-03-26,21.799999237060547
2019-02-22,21.43000030517578
2019-10-04,21.290000915527344
2019-11-05,21.0
