Dates,BLL
2019-11-25,4066300.0
2020-02-12,2723300.0
2020-05-01,2949900.0
2020-05-04,2938300.0
2019-06-12,4392700.0
2019-04-09,3209100.0
2019-03-08,3078300.0
2019-02-04,2340100.0
2018-07-27,3292700.0
2018-08-28,4563400.0
2019-01-03,3502000.0
2019-08-15,3313700.0
2018-10-31,2875900.0
2019-09-16,3405500.0
2020-02-18,6233900.0
2020-05-07,4513300.0
2018-08-17,3148700.0
2019-12-04,2651300.0
2020-02-21,2675400.0
2018-12-17,2347000.0
2019-08-30,4123600.0
2018-11-15,3121200.0
2019-07-29,3403200.0
2019-06-27,2954300.0
2019-04-24,4713900.0
2018-07-10,7831700.0
2018-09-12,3726700.0
2019-02-19,3679400.0
2019-01-18,2152700.0
2020-02-24,1426700.0
2020-05-13,3259000.0
2019-12-10,2794100.0
2020-02-27,2969400.0
2019-12-13,3127200.0
2020-05-19,4113800.0
2019-03-06,3701500.0
2018-11-30,3413900.0
2019-08-13,5434400.0
2019-07-12,4138500.0
2019-06-10,5203100.0
2019-05-09,4327300.0
2018-07-25,3488000.0
2018-09-27,3341200.0
2018-10-29,3670700.0
2019-10-16,2823800.0
2019-12-16,3617700.0
2020-03-04,4634500.0
2020-05-22,6172100.0
2019-10-01,6108500.0
2019-12-19,1451600.0
2018-09-10,3380400.0
2019-05-24,2820900.0
2018-08-09,3078900.0
2019-04-22,3575400.0
2019-03-21,3910500.0
2019-01-16,3105100.0
2019-08-28,2709700.0
2018-11-13,2973300.0
2018-10-12,3122800.0
2019-06-25,2445100.0
2020-03-10,2058400.0
2020-05-28,1783300.0
2019-10-07,2387200.0
2020-03-13,2827800.0
2019-10-10,3273500.0
2020-03-16,2477000.0
2020-06-03,2328000.0
2018-11-28,3093800.0
2018-09-25,2198800.0
2018-07-23,3401400.0
2018-08-24,2970200.0
2019-07-10,2543000.0
2019-05-07,2338700.0
2019-04-05,3065800.0
2019-03-04,7825100.0
2019-01-31,4064500.0
2019-09-12,2456500.0
2019-12-31,3055300.0
2020-03-19,2349400.0
2020-01-03,3031400.0
2020-06-09,2926400.0
2019-02-15,3518400.0
2019-01-14,2559500.0
2018-07-06,2095000.0
2018-08-07,1942900.0
2018-10-10,3568200.0
2018-12-13,2998500.0
2019-08-26,1972000.0
2019-07-25,2454200.0
2019-05-22,1877700.0
2019-03-19,1813500.0
2020-01-06,1295600.0
2020-03-25,2507000.0
2020-06-12,3253100.0
2019-10-22,2349100.0
2020-01-09,1533300.0
2020-06-15,1996900.0
2019-10-25,1395900.0
2020-03-31,1833600.0
2020-06-18,1872600.0
2019-04-03,3404900.0
2018-08-22,2518000.0
2018-10-25,4074000.0
2019-01-29,3171800.0
2018-12-28,3153700.0
2018-11-26,2252200.0
2019-08-09,2555800.0
2019-07-08,1905200.0
2019-06-06,1261200.0
2019-09-10,1378100.0
2020-01-15,2483800.0
2020-04-03,2291800.0
2019-10-31,1808400.0
2020-04-06,1918500.0
2020-06-24,2795400.0
2018-11-09,2181600.0
2019-07-23,1640900.0
2019-06-21,2377000.0
2019-05-20,1316800.0
2019-04-18,2416600.0
2018-09-06,1662600.0
2018-10-08,2192000.0
2019-02-13,1910000.0
2018-12-11,1541800.0
2019-09-25,1889500.0
2020-01-21,1420100.0
2020-04-09,1643100.0
2019-11-06,1650200.0
2020-01-24,2430100.0
2020-01-27,1442300.0
2020-04-15,1396700.0
2018-12-26,1065900.0
2019-08-07,890100.0
2019-06-04,968900.0
2018-09-21,1851300.0
2018-07-19,1786700.0
2018-08-20,2207700.0
2018-10-23,3054000.0
2019-05-03,2416400.0
2019-04-01,3294800.0
2019-02-28,2521600.0
2019-11-12,1902100.0
2020-01-30,1282400.0
2019-11-15,3499100.0
2020-04-21,2883700.0
2019-04-16,2767400.0
2019-03-15,2689300.0
2019-02-11,2214700.0
2019-01-10,1786300.0
2019-08-22,2935800.0
2018-11-07,1946700.0
2018-08-03,2827600.0
2018-09-04,2695900.0
2019-06-19,1369000.0
2019-09-23,2728500.0
2019-11-18,2275900.0
2020-02-05,2379100.0
2020-04-24,2530400.0
2019-03-29,2290300.0
2019-11-21,2490900.0
2020-04-27,3256800.0
2020-02-11,2918800.0
2020-04-30,2065800.0
2019-05-01,2020100.0
2019-02-26,2053300.0
2019-01-25,1150800.0
2018-12-24,2046700.0
2019-09-06,1933300.0
2018-07-17,1130400.0
2018-09-19,2167900.0
2019-08-05,1920900.0
2019-10-08,1537200.0
2019-12-11,2237800.0
2019-11-27,2807300.0
2020-02-14,2402000.0
2020-05-06,2279300.0
2019-01-08,2557800.0
2018-12-07,10224100.0
2019-08-20,2293100.0
2018-11-05,3204400.0
2019-07-19,1320500.0
2018-10-04,1497800.0
2019-06-17,1988800.0
2019-05-16,1680700.0
2018-08-01,2241900.0
2019-03-13,1802000.0
2019-12-03,1601800.0
2020-02-20,1880700.0
2019-12-06,2336100.0
2020-05-12,1645400.0
2019-12-09,3391500.0
2020-02-26,2067600.0
2020-05-15,1169900.0
2019-03-28,1074000.0
2018-09-17,1191900.0
2018-08-16,1452600.0
2018-10-19,1897600.0
2019-04-29,1791800.0
2019-01-23,1589200.0
2019-09-04,2916300.0
2018-11-20,3521400.0
2019-07-02,2848200.0
2019-05-31,2466200.0
2019-12-12,2384400.0
2020-05-18,1810000.0
2019-09-27,2102200.0
2020-03-03,1643900.0
2020-05-21,1138600.0
2019-05-14,2357700.0
2018-08-31,2740500.0
2018-07-30,1738300.0
2018-10-02,1701600.0
2019-04-12,1604600.0
2019-03-11,1932300.0
2019-02-07,1719200.0
2019-07-17,1433200.0
2019-09-19,1932400.0
2019-10-21,1556500.0
2019-12-18,1984600.0
2020-03-06,1982200.0
2019-10-03,923700.0
2020-03-09,1911100.0
2020-05-27,1241800.0
2019-12-24,1321100.0
2020-03-12,2103500.0
2018-12-20,2212600.0
2019-08-01,3770600.0
2018-08-14,6394200.0
2018-07-13,4790400.0
2018-10-17,3284700.0
2019-05-29,2414700.0
2019-03-26,1824800.0
2019-02-22,2805800.0
2019-10-04,2183900.0
2019-11-05,1788500.0
2019-12-27,3757500.0
2020-06-02,1895200.0
2019-12-30,2465000.0
2020-03-18,2927000.0
2020-06-05,1594700.0
2019-07-15,2346900.0
2018-12-03,2915100.0
2019-06-13,2095500.0
2019-01-04,3304000.0
2018-08-29,1676900.0
2019-02-05,2199800.0
2018-11-01,1597500.0
2019-08-16,1574600.0
2019-04-10,1710900.0
2019-09-17,1586700.0
2019-10-15,2165400.0
2020-01-02,1277300.0
2020-06-08,1705800.0
2019-10-18,1613200.0
2020-03-24,2296300.0
2020-06-11,2081700.0
2020-01-08,1917400.0
2019-04-25,1576700.0
2019-07-30,1609800.0
2019-02-20,1380700.0
2018-07-11,1346100.0
2018-09-13,2202000.0
2018-10-15,1698600.0
2019-06-28,2473300.0
2018-12-18,5009000.0
2018-11-16,3905300.0
2019-10-02,2702800.0
2020-03-27,3982900.0
2020-01-10,2757000.0
2019-10-24,3782900.0
2020-03-30,1904900.0
2020-06-17,1180200.0
2020-01-14,1876600.0
2020-04-02,1671100.0
2019-01-02,1638300.0
2019-08-14,1360400.0
2018-10-30,3636700.0
2019-06-11,2211100.0
2019-05-10,1486300.0
2019-04-08,1868000.0
2018-08-27,1146800.0
2018-07-26,2619300.0
2018-09-28,1671500.0
2019-03-07,1283600.0
2019-10-30,668800.0
2020-01-17,1411800.0
2020-06-23,1932000.0
2020-04-08,1445700.0
2020-06-26,1487100.0
2019-03-22,4137000.0
2019-01-17,2603800.0
2019-08-29,1636100.0
2018-11-14,1923000.0
2019-06-26,2216600.0
2018-09-11,2352300.0
2018-07-09,1716400.0
2018-08-10,1727500.0
2019-04-23,2150200.0
2019-09-30,2377700.0
2020-01-23,4150400.0
2019-11-08,2103100.0
2020-04-14,741900.0
2019-11-11,1343400.0
2020-01-29,1366100.0
2020-04-17,1310900.0
2018-07-24,1822100.0
2018-09-26,2178900.0
2019-05-08,2371000.0
2019-03-05,2490400.0
2019-02-01,2518500.0
2018-12-31,2040800.0
2018-11-29,2585200.0
2019-08-12,1621400.0
2019-07-11,2296500.0
2019-09-13,2224400.0
2019-11-14,2089100.0
2020-04-20,2071600.0
2020-02-04,1629800.0
2020-04-23,1592800.0
2018-12-14,3200300.0
2019-08-27,2422700.0
2018-08-08,2035700.0
2018-10-11,4428500.0
2018-11-12,2743800.0
2019-07-26,1656800.0
2019-06-24,2674800.0
2019-05-23,1999200.0
2019-03-20,2747700.0
2019-01-15,2472300.0
2019-11-20,2922100.0
2020-02-07,5057900.0
2020-02-10,2665000.0
2020-04-29,2515200.0
2019-11-26,1684300.0
2020-02-13,1769300.0
2019-01-30,1122300.0
2018-08-23,1889600.0
2018-09-24,1883400.0
2018-11-27,1386700.0
2018-10-26,1130400.0
2019-07-09,1403900.0
2019-06-07,2853700.0
2019-05-06,2524100.0
2019-04-04,4313700.0
2019-09-11,3990100.0
2019-11-29,4412000.0
2020-05-05,2610800.0
2019-12-02,2494200.0
2020-02-19,2327500.0
2020-05-08,2258600.0
2019-05-21,2418000.0
2019-03-18,3092900.0
2018-09-07,3415300.0
2018-08-06,2321100.0
2018-10-09,3204100.0
2019-02-14,5489700.0
2018-12-12,3641200.0
2019-07-24,5024000.0
2019-09-26,3188500.0
2019-10-28,3830000.0
2019-12-05,3951200.0
2020-05-11,4180800.0
2019-07-03,3478200.0
2020-02-25,3144900.0
2020-05-14,3414000.0
2020-02-28,3738400.0
2019-08-08,3774700.0
2019-06-05,4810000.0
2018-07-20,3267400.0
2018-08-21,3559800.0
2018-10-24,2608700.0
2019-04-02,2401800.0
2019-03-01,2659000.0
2019-01-28,2541800.0
2018-12-27,4218700.0
2019-09-09,1721800.0
2020-03-02,3187000.0
2020-05-20,1738000.0
2019-12-17,1760500.0
2020-03-05,1531800.0
2019-02-12,903700.0
2019-01-11,2131300.0
2018-12-10,1157500.0
2019-08-23,2105000.0
2018-11-08,1549500.0
2019-07-22,1376700.0
2019-06-20,1598500.0
2018-09-05,1328000.0
2019-04-17,1426500.0
2019-09-24,1610300.0
2019-12-20,1656900.0
2020-05-26,1055100.0
2019-04-30,1392400.0
2019-12-23,3789400.0
2020-03-11,3755900.0
2020-05-29,2144400.0
2019-12-26,1879400.0
2020-06-01,2653200.0
2019-05-02,1578300.0
2019-02-27,1788500.0
2018-11-23,2276900.0
2019-08-06,2220300.0
2018-07-18,1194900.0
2018-09-20,1419900.0
2018-10-22,902800.0
2019-07-05,1998700.0
2019-06-03,1961300.0
2019-10-09,2204400.0
2019-10-11,3565300.0
2020-03-17,1470000.0
2020-06-04,2153800.0
2019-10-14,1862600.0
2020-03-20,2850500.0
2018-11-06,2928800.0
2019-06-18,2297200.0
2019-05-17,1147800.0
2019-04-15,1257900.0
2019-03-14,2715700.0
2019-01-09,2204300.0
2018-08-02,2256100.0
2018-10-05,2893100.0
2019-08-21,1867700.0
2019-10-17,1358100.0
2020-03-23,3058600.0
2020-06-10,1280800.0
2019-02-25,1123600.0
2020-01-07,1211200.0
2020-03-26,1304700.0
2019-10-23,2967000.0
