Dates,BLL
2018-06-20,35.68000030517578
2018-06-21,35.119998931884766
2018-06-25,35.470001220703125
2018-06-22,35.470001220703125
2018-06-26,35.630001068115234
2018-06-27,35.2400016784668
2018-06-28,34.709999084472656
2018-06-29,35.279998779296875
2018-07-02,35.08000183105469
2018-07-03,35.84000015258789
2018-07-05,35.810001373291016
2018-07-16,36.29999923706055
2018-09-18,36.93000030517578
2019-01-24,37.099998474121094
2019-09-05,37.29999923706055
2018-11-21,37.849998474121094
2020-01-13,37.4900016784668
2020-04-01,37.2400016784668
2020-06-19,37.310001373291016
2019-10-29,37.77000045776367
2020-01-16,37.61000061035156
2020-06-22,37.56999969482422
2018-10-03,37.41999816894531
2018-07-31,37.97999954223633
2019-03-12,37.77000045776367
2019-02-08,38.0
2019-01-07,38.58000183105469
2018-12-06,38.439998626708984
2019-08-19,38.5
2019-07-18,38.81999969482422
2019-05-15,38.0
2019-09-20,40.40999984741211
2019-11-01,41.20000076293945
2020-04-07,41.41999816894531
2020-06-25,41.41999816894531
2020-06-16,41.209999084472656
2019-11-04,40.279998779296875
2020-01-22,39.5099983215332
2019-11-07,39.47999954223633
2020-04-13,39.40999984741211
2019-07-01,40.220001220703125
2019-05-30,39.9900016784668
2018-08-15,40.63999938964844
2018-10-18,40.91999816894531
2019-03-27,40.4900016784668
2019-01-22,40.38999938964844
2018-12-21,40.720001220703125
2019-09-03,41.20000076293945
2018-11-19,41.61000061035156
2019-08-02,41.65999984741211
2020-01-28,41.689998626708984
2020-04-16,41.599998474121094
2019-11-13,41.34000015258789
2020-01-31,41.349998474121094
2018-12-04,41.86000061035156
2018-11-02,41.9900016784668
2019-07-16,42.560001373291016
2018-08-30,42.43000030517578
2018-10-01,42.720001220703125
2019-06-14,43.31999969482422
2019-05-13,43.689998626708984
2019-04-11,43.93000030517578
2019-02-06,44.220001220703125
2019-09-18,44.220001220703125
2020-02-03,44.279998779296875
2020-04-22,44.279998779296875
2019-11-19,44.29999923706055
2020-02-06,44.13999938964844
2019-11-22,44.02000045776367
2019-03-25,44.130001068115234
2019-02-21,43.84000015258789
2018-12-19,43.7599983215332
2018-07-12,43.77000045776367
2018-09-14,44.75
2018-08-13,45.130001068115234
2018-10-16,45.61000061035156
2019-07-31,45.869998931884766
2019-05-28,45.689998626708984
2019-04-26,43.779998779296875
2020-04-28,43.43000030517578
2019-11-25,43.63999938964844
2020-02-12,43.97999954223633
2020-05-01,44.849998474121094
2020-05-04,45.84000015258789
2019-06-12,45.63999938964844
2019-04-09,45.619998931884766
2019-03-08,45.11000061035156
2019-02-04,44.220001220703125
2018-07-27,43.630001068115234
2018-08-28,43.2400016784668
2019-01-03,42.52000045776367
2019-08-15,43.34000015258789
2018-10-31,43.79999923706055
2019-09-16,44.54999923706055
2020-02-18,44.5
2020-05-07,46.630001068115234
2018-08-17,47.20000076293945
2019-12-04,47.2599983215332
2020-02-21,47.939998626708984
2018-12-17,48.59000015258789
2019-08-30,48.310001373291016
2018-11-15,48.189998626708984
2019-07-29,48.369998931884766
2019-06-27,48.86000061035156
2019-04-24,48.65999984741211
2018-07-10,49.97999954223633
2018-09-12,49.47999954223633
2019-02-19,48.599998474121094
2019-01-18,49.040000915527344
2020-02-24,48.810001373291016
2020-05-13,48.58000183105469
2019-12-10,48.150001525878906
2020-02-27,48.5
2019-12-13,49.33000183105469
2020-05-19,48.9900016784668
2019-03-06,49.189998626708984
2018-11-30,48.95000076293945
2019-08-13,47.939998626708984
2019-07-12,47.970001220703125
2019-06-10,47.79999923706055
2019-05-09,47.77000045776367
2018-07-25,48.029998779296875
2018-09-27,48.29999923706055
2018-10-29,47.650001525878906
2019-10-16,46.540000915527344
2019-12-16,46.439998626708984
2020-03-04,45.4900016784668
2020-05-22,43.93000030517578
2019-10-01,43.54999923706055
2019-12-19,42.31999969482422
2018-09-10,42.2400016784668
2019-05-24,42.619998931884766
2018-08-09,44.61000061035156
2019-04-22,45.029998779296875
2019-03-21,44.400001525878906
2019-01-16,43.869998931884766
2019-08-28,44.689998626708984
2018-11-13,45.36000061035156
2018-10-12,46.720001220703125
2019-06-25,46.349998474121094
2020-03-10,46.72999954223633
2020-05-28,47.52000045776367
2019-10-07,47.72999954223633
2020-03-13,48.349998474121094
2019-10-10,48.349998474121094
2020-03-16,48.540000915527344
2020-06-03,49.47999954223633
2018-11-28,49.91999816894531
2018-09-25,50.02000045776367
2018-07-23,50.63999938964844
2018-08-24,50.86000061035156
2019-07-10,50.709999084472656
2019-05-07,50.7400016784668
2019-04-05,51.15999984741211
2019-03-04,48.810001373291016
2019-01-31,51.880001068115234
2019-09-12,51.47999954223633
2019-12-31,51.81999969482422
2020-03-19,52.400001525878906
2020-01-03,52.5099983215332
2020-06-09,52.84000015258789
2019-02-15,53.459999084472656
2019-01-14,53.90999984741211
2018-07-06,54.970001220703125
2018-08-07,54.630001068115234
2018-10-10,54.08000183105469
2018-12-13,53.970001220703125
2019-08-26,54.09000015258789
2019-07-25,54.13999938964844
2019-05-22,54.560001373291016
2019-03-19,54.790000915527344
2020-01-06,54.63999938964844
2020-03-25,54.58000183105469
2020-06-12,54.70000076293945
2019-10-22,54.83000183105469
2020-01-09,54.380001068115234
2020-06-15,55.11000061035156
2019-10-25,55.130001068115234
2020-03-31,54.400001525878906
2020-06-18,53.720001220703125
2019-04-03,55.029998779296875
2018-08-22,55.619998931884766
2018-10-25,56.630001068115234
2019-01-29,56.970001220703125
2018-12-28,56.869998931884766
2018-11-26,57.2400016784668
2019-08-09,57.779998779296875
2019-07-08,57.689998626708984
2019-06-06,57.959999084472656
2019-09-10,57.93000030517578
2020-01-15,57.61000061035156
2020-04-03,57.900001525878906
2019-10-31,57.790000915527344
2020-04-06,57.84000015258789
2020-06-24,57.619998931884766
2018-11-09,57.849998474121094
2019-07-23,57.959999084472656
2019-06-21,57.869998931884766
2019-05-20,57.7599983215332
2019-04-18,57.79999923706055
2018-09-06,57.38999938964844
2018-10-08,57.439998626708984
2019-02-13,57.630001068115234
2018-12-11,58.029998779296875
2019-09-25,57.970001220703125
2020-01-21,58.119998931884766
2020-04-09,57.369998931884766
2019-11-06,57.0
2020-01-24,57.02000045776367
2020-01-27,58.43000030517578
2020-04-15,58.56999969482422
2018-12-26,58.56999969482422
2019-08-07,58.560001373291016
2019-06-04,59.029998779296875
2018-09-21,59.11000061035156
2018-07-19,59.380001068115234
2018-08-20,58.65999984741211
2018-10-23,56.38999938964844
2019-05-03,60.09000015258789
2019-04-01,60.58000183105469
2019-02-28,61.40999984741211
2019-11-12,61.540000915527344
2020-01-30,61.209999084472656
2019-11-15,62.38999938964844
2020-04-21,63.220001220703125
2019-04-16,63.43000030517578
2019-03-15,62.36000061035156
2019-02-11,62.5099983215332
2019-01-10,61.849998474121094
2019-08-22,61.91999816894531
2018-11-07,61.95000076293945
2018-08-03,61.40999984741211
2018-09-04,60.560001373291016
2019-06-19,61.18000030517578
2019-09-23,61.02000045776367
2019-11-18,60.2599983215332
2020-02-05,60.20000076293945
2020-04-24,60.060001373291016
2019-03-29,61.16999816894531
2019-11-21,61.97999954223633
2020-04-27,63.58000183105469
2020-02-11,64.33999633789062
2020-04-30,65.69000244140625
2019-05-01,65.77999877929688
2019-02-26,65.8499984741211
2019-01-25,66.2699966430664
2018-12-24,64.5199966430664
2019-09-06,64.70999908447266
2018-07-17,65.27999877929688
2018-09-19,65.4000015258789
2019-08-05,66.0
2019-10-08,66.69000244140625
2019-12-11,66.45999908447266
2019-11-27,66.86000061035156
2020-02-14,67.30000305175781
2020-05-06,66.88999938964844
2019-01-08,67.55000305175781
2018-12-07,68.05999755859375
2019-08-20,69.62999725341797
2018-11-05,70.26000213623047
2019-07-19,71.66999816894531
2018-10-04,70.94000244140625
2019-06-17,70.44999694824219
2019-05-16,70.04000091552734
2018-08-01,70.29000091552734
2019-03-13,70.08999633789062
2019-12-03,69.45999908447266
2020-02-20,69.12999725341797
2019-12-06,68.81999969482422
2020-05-12,68.51000213623047
2019-12-09,67.58999633789062
2020-02-26,70.52999877929688
2020-05-15,70.4800033569336
2019-03-28,71.20999908447266
2018-09-17,71.52999877929688
2018-08-16,71.16999816894531
2018-10-19,71.37999725341797
2019-04-29,71.62999725341797
2019-01-23,71.98999786376953
2019-09-04,71.0
2018-11-20,71.0
2019-07-02,73.58999633789062
2019-05-31,72.94999694824219
2019-12-12,73.5
2020-05-18,72.93000030517578
2019-09-27,75.29000091552734
2020-03-03,76.08000183105469
2020-05-21,76.25
2019-05-14,76.69000244140625
2018-08-31,76.52999877929688
2018-07-30,76.79000091552734
2018-10-02,78.23999786376953
2019-04-12,79.66999816894531
2019-03-11,79.05000305175781
2019-02-07,79.20999908447266
2019-07-17,79.20999908447266
2019-09-19,77.87999725341797
2019-10-21,78.20999908447266
2019-12-18,78.98999786376953
2020-03-06,77.80000305175781
2019-10-03,79.47000122070312
2020-03-09,79.94999694824219
2020-05-27,79.47000122070312
2019-12-24,80.02999877929688
2020-03-12,78.68000030517578
2018-12-20,78.12000274658203
2019-08-01,74.5999984741211
2018-08-14,71.30000305175781
2018-07-13,70.76000213623047
2018-10-17,72.33000183105469
2019-05-29,71.93000030517578
2019-03-26,72.19000244140625
2019-02-22,72.19999694824219
2019-10-04,73.55999755859375
2019-11-05,73.6500015258789
2019-12-27,73.80999755859375
2020-06-02,73.62000274658203
2019-12-30,74.5
2020-03-18,72.83000183105469
2020-06-05,73.75
2019-07-15,72.66000366210938
2018-12-03,72.4800033569336
2019-06-13,71.87999725341797
2019-01-04,69.62000274658203
2018-08-29,70.43000030517578
2019-02-05,71.86000061035156
2018-11-01,71.87999725341797
2019-08-16,70.7300033569336
2019-04-10,71.83000183105469
2019-09-17,71.37000274658203
2019-10-15,72.52999877929688
2020-01-02,72.52999877929688
2020-06-08,72.11000061035156
2019-10-18,71.16000366210938
2020-03-24,72.18000030517578
2020-06-11,72.86000061035156
2020-01-08,71.75
2019-04-25,70.83000183105469
2019-07-30,70.68000030517578
2019-02-20,71.2699966430664
2018-07-11,71.18000030517578
2018-09-13,71.27999877929688
2018-10-15,71.18000030517578
2019-06-28,72.41000366210938
2018-12-18,68.83999633789062
2018-11-16,68.01000213623047
2019-10-02,66.3499984741211
2020-03-27,64.45999908447266
2020-01-10,64.62999725341797
2019-10-24,64.8499984741211
2020-03-30,64.19000244140625
2020-06-17,64.0
2020-01-14,63.529998779296875
2020-04-02,64.51000213623047
2019-01-02,64.70999908447266
2019-08-14,65.38999938964844
2018-10-30,65.41000366210938
2019-06-11,66.9800033569336
2019-05-10,66.77999877929688
2019-04-08,66.05999755859375
2018-08-27,65.5999984741211
2018-07-26,64.6500015258789
2018-09-28,64.77999877929688
2019-03-07,66.2699966430664
2019-10-30,65.51000213623047
2020-01-17,65.37000274658203
2020-06-23,65.5
2020-04-08,65.72000122070312
2020-06-26,65.3499984741211
2019-03-22,63.02000045776367
2019-01-17,62.439998626708984
2019-08-29,63.459999084472656
2018-11-14,63.11000061035156
2019-06-26,63.099998474121094
2018-09-11,63.150001525878906
2018-07-09,63.29999923706055
2018-08-10,63.75
2019-04-23,63.65999984741211
2019-09-30,63.4900016784668
2020-01-23,63.81999969482422
2019-11-08,64.45999908447266
2020-04-14,65.0199966430664
2019-11-11,64.22000122070312
2020-01-29,64.48999786376953
2020-04-17,64.31999969482422
2018-07-24,64.19999694824219
2018-09-26,63.400001525878906
2019-05-08,63.349998474121094
2019-03-05,64.06999969482422
2019-02-01,63.709999084472656
2018-12-31,63.83000183105469
2018-11-29,64.6500015258789
2019-08-12,65.91999816894531
2019-07-11,66.01000213623047
2019-09-13,66.19000244140625
2019-11-14,66.68000030517578
2020-04-20,68.06999969482422
2020-02-04,68.88999938964844
2020-04-23,68.55000305175781
2018-12-14,69.66000366210938
2019-08-27,71.11000061035156
2018-08-08,71.23999786376953
2018-10-11,70.88999938964844
2018-11-12,72.33000183105469
2019-07-26,72.43000030517578
2019-06-24,71.0
2019-05-23,71.86000061035156
2019-03-20,72.44000244140625
2019-01-15,73.56999969482422
2019-11-20,74.86000061035156
2020-02-07,73.98999786376953
2020-02-10,76.16000366210938
2020-04-29,75.98999786376953
2019-11-26,76.58999633789062
2020-02-13,75.51000213623047
2019-01-30,75.8499984741211
2018-08-23,77.11000061035156
2018-09-24,77.01000213623047
2018-11-27,76.95999908447266
2018-10-26,76.04000091552734
2019-07-09,76.27999877929688
2019-06-07,75.48999786376953
2019-05-06,74.11000061035156
2019-04-04,74.9800033569336
2019-09-11,71.9800033569336
2019-11-29,68.16999816894531
2020-05-05,70.79000091552734
2019-12-02,74.38999938964844
2020-02-19,76.66000366210938
2020-05-08,75.87999725341797
2019-05-21,73.63999938964844
2019-03-18,69.98999786376953
2018-09-07,69.25
2018-08-06,68.81999969482422
2018-10-09,61.66999816894531
2019-02-14,59.58000183105469
2018-12-12,53.90999984741211
2019-07-24,57.849998474121094
2019-09-26,58.72999954223633
2019-10-28,55.150001525878906
2019-12-05,54.33000183105469
2020-05-11,51.2599983215332
2019-07-03,53.790000915527344
2020-02-25,55.72999954223633
2020-05-14,58.0
2020-02-28,60.689998626708984
2019-08-08,64.12999725341797
2019-06-05,63.7400016784668
2018-07-20,61.56999969482422
2018-08-21,63.72999954223633
2018-10-24,61.810001373291016
2019-04-02,64.01000213623047
2019-03-01,65.69999694824219
2019-01-28,64.9800033569336
2018-12-27,67.72000122070312
2019-09-09,66.48999786376953
2020-03-02,66.37999725341797
2020-05-20,66.45999908447266
2019-12-17,66.26000213623047
2020-03-05,68.18000030517578
2019-02-12,68.33999633789062
2019-01-11,65.4000015258789
2018-12-10,64.5
2019-08-23,64.7699966430664
2018-11-08,63.72999954223633
2019-07-22,65.5
2019-06-20,66.54000091552734
2018-09-05,66.69000244140625
2019-04-17,65.16999816894531
2019-09-24,63.810001373291016
2019-12-20,64.75
2020-05-26,65.44000244140625
2019-04-30,65.72000122070312
2019-12-23,62.31999969482422
2020-03-11,63.560001373291016
2020-05-29,62.939998626708984
2019-12-26,61.900001525878906
2020-06-01,60.52000045776367
2019-05-02,59.790000915527344
2019-02-27,60.849998474121094
2018-11-23,63.40999984741211
2019-08-06,64.05000305175781
2018-07-18,64.05999755859375
2018-09-20,63.54999923706055
2018-10-22,63.61000061035156
2019-07-05,65.33999633789062
2019-06-03,66.95999908447266
2019-10-09,69.0999984741211
2019-10-11,69.95999908447266
2020-03-17,70.73999786376953
2020-06-04,70.87000274658203
2019-10-14,72.13999938964844
2020-03-20,73.54000091552734
2018-11-06,73.73999786376953
2019-06-18,72.33999633789062
2019-05-17,72.02999877929688
2019-04-15,72.05000305175781
2019-03-14,67.11000061035156
2019-01-09,67.02999877929688
2018-08-02,66.25
2018-10-05,69.94000244140625
2019-08-21,69.30000305175781
2019-10-17,69.43000030517578
2020-03-23,70.5199966430664
2020-06-10,69.81999969482422
2019-02-25,70.55999755859375
2020-01-07,68.8499984741211
2020-03-26,67.0999984741211
2019-10-23,67.2300033569336
