Dates,MNST
2018-06-20,55.040000915527344
2018-06-21,55.29999923706055
2018-06-25,55.959999084472656
2018-06-22,56.099998474121094
2018-06-26,56.0099983215332
2018-06-27,55.7400016784668
2018-06-28,55.79999923706055
2018-06-29,56.47999954223633
2018-07-02,56.970001220703125
2018-07-03,57.58000183105469
2018-07-05,56.72999954223633
2018-07-16,57.54999923706055
2018-09-18,58.18000030517578
2019-01-24,58.83000183105469
2019-09-05,58.9900016784668
2018-11-21,60.45000076293945
2020-01-13,60.689998626708984
2020-04-01,60.79999923706055
2020-06-19,60.880001068115234
2019-10-29,60.619998931884766
2020-01-16,60.720001220703125
2020-06-22,60.83000183105469
2018-10-03,60.810001373291016
2018-07-31,60.529998779296875
2019-03-12,61.02000045776367
2019-02-08,61.540000915527344
2019-01-07,60.27000045776367
2018-12-06,59.599998474121094
2019-08-19,59.7400016784668
2019-07-18,58.38999938964844
2019-05-15,58.43000030517578
2019-09-20,58.209999084472656
2019-11-01,59.029998779296875
2020-04-07,59.279998779296875
2020-06-25,59.0099983215332
2020-06-16,58.77000045776367
2019-11-04,59.84000015258789
2020-01-22,60.279998779296875
2019-11-07,60.040000915527344
2020-04-13,60.939998626708984
2019-07-01,60.779998779296875
2019-05-30,61.43000030517578
2018-08-15,61.81999969482422
2018-10-18,61.70000076293945
2019-03-27,60.97999954223633
2019-01-22,60.650001525878906
2018-12-21,60.5
2019-09-03,60.209999084472656
2018-11-19,60.380001068115234
2019-08-02,60.58000183105469
2020-01-28,60.540000915527344
2020-04-16,60.209999084472656
2019-11-13,60.470001220703125
2020-01-31,60.619998931884766
2018-12-04,60.869998931884766
2018-11-02,59.79999923706055
2019-07-16,59.709999084472656
2018-08-30,58.04999923706055
2018-10-01,57.7599983215332
2019-06-14,58.150001525878906
2019-05-13,58.7599983215332
2019-04-11,59.09000015258789
2019-02-06,58.41999816894531
2019-09-18,59.09000015258789
2020-02-03,59.29999923706055
2020-04-22,59.81999969482422
2019-11-19,57.59000015258789
2020-02-06,57.720001220703125
2019-11-22,57.849998474121094
2019-03-25,58.11000061035156
2019-02-21,58.11000061035156
2018-12-19,57.16999816894531
2018-07-12,56.18000030517578
2018-09-14,56.38999938964844
2018-08-13,55.58000183105469
2018-10-16,55.880001068115234
2019-07-31,56.04999923706055
2019-05-28,56.41999816894531
2019-04-26,53.779998779296875
2020-04-28,52.75
2019-11-25,52.5
2020-02-12,51.68000030517578
2020-05-01,52.099998474121094
2020-05-04,52.2400016784668
2019-06-12,51.5
2019-04-09,52.060001373291016
2019-03-08,52.0099983215332
2019-02-04,51.11000061035156
2018-07-27,51.900001525878906
2018-08-28,51.06999969482422
2019-01-03,50.70000076293945
2019-08-15,50.470001220703125
2018-10-31,51.619998931884766
2019-09-16,52.630001068115234
2020-02-18,52.86000061035156
2020-05-07,53.52000045776367
2018-08-17,53.97999954223633
2019-12-04,54.22999954223633
2020-02-21,54.709999084472656
2018-12-17,49.41999816894531
2019-08-30,54.29999923706055
2018-11-15,54.68000030517578
2019-07-29,54.52000045776367
2019-06-27,54.209999084472656
2019-04-24,54.18000030517578
2018-07-10,55.22999954223633
2018-09-12,55.84000015258789
2019-02-19,55.70000076293945
2019-01-18,55.540000915527344
2020-02-24,55.689998626708984
2020-05-13,56.75
2019-12-10,56.90999984741211
2020-02-27,57.43000030517578
2019-12-13,58.630001068115234
2020-05-19,58.900001525878906
2019-03-06,59.22999954223633
2018-11-30,57.65999984741211
2019-08-13,56.790000915527344
2019-07-12,57.40999984741211
2019-06-10,56.40999984741211
2019-05-09,57.25
2018-07-25,57.119998931884766
2018-09-27,53.06999969482422
2018-10-29,52.5099983215332
2019-10-16,50.88999938964844
2019-12-16,50.630001068115234
2020-03-04,49.18000030517578
2020-05-22,48.599998474121094
2019-10-01,48.15999984741211
2019-12-19,47.7599983215332
2018-09-10,47.7400016784668
2019-05-24,47.810001373291016
2018-08-09,48.439998626708984
2019-04-22,48.790000915527344
2019-03-21,48.16999816894531
2019-01-16,47.84000015258789
2019-08-28,48.439998626708984
2018-11-13,49.16999816894531
2018-10-12,51.400001525878906
2019-06-25,52.79999923706055
2020-03-10,51.880001068115234
2020-05-28,52.849998474121094
2019-10-07,53.459999084472656
2020-03-13,54.04999923706055
2019-10-10,53.5099983215332
2020-03-16,53.88999938964844
2020-06-03,54.52000045776367
2018-11-28,54.52000045776367
2018-09-25,54.849998474121094
2018-07-23,54.93000030517578
2018-08-24,55.689998626708984
2019-07-10,55.060001373291016
2019-05-07,55.189998626708984
2019-04-05,55.349998474121094
2019-03-04,56.119998931884766
2019-01-31,57.130001068115234
2019-09-12,57.470001220703125
2019-12-31,57.40999984741211
2020-03-19,57.27000045776367
2020-01-03,56.93000030517578
2020-06-09,57.119998931884766
2019-02-15,57.79999923706055
2019-01-14,57.97999954223633
2018-07-06,58.95000076293945
2018-08-07,58.0
2018-10-10,58.58000183105469
2018-12-13,57.93000030517578
2019-08-26,58.209999084472656
2019-07-25,58.29999923706055
2019-05-22,58.209999084472656
2019-03-19,58.27000045776367
2020-01-06,58.41999816894531
2020-03-25,57.90999984741211
2020-06-12,63.220001220703125
2019-10-22,63.25
2020-01-09,64.29000091552734
2020-06-15,62.5099983215332
2019-10-25,61.5099983215332
2020-03-31,61.22999954223633
2020-06-18,60.08000183105469
2019-04-03,60.45000076293945
2018-08-22,59.470001220703125
2018-10-25,59.38999938964844
2019-01-29,59.56999969482422
2018-12-28,59.869998931884766
2018-11-26,60.279998779296875
2019-08-09,57.529998779296875
2019-07-08,56.29999923706055
2019-06-06,54.16999816894531
2019-09-10,52.939998626708984
2020-01-15,53.40999984741211
2020-04-03,54.709999084472656
2019-10-31,54.560001373291016
2020-04-06,54.369998931884766
2020-06-24,53.7400016784668
2018-11-09,53.04999923706055
2019-07-23,52.22999954223633
2019-06-21,52.45000076293945
2019-05-20,52.41999816894531
2019-04-18,52.72999954223633
2018-09-06,52.75
2018-10-08,53.029998779296875
2019-02-13,54.18000030517578
