Dates,MNST
2018-06-20,55.540000915527344
2018-06-21,55.970001220703125
2018-06-25,56.86000061035156
2018-06-22,56.630001068115234
2018-06-26,56.2400016784668
2018-06-27,55.93000030517578
2018-06-28,56.779998779296875
2018-06-29,57.29999923706055
2018-07-02,57.58000183105469
2018-07-03,57.68000030517578
2018-07-05,57.63999938964844
2018-07-16,58.439998626708984
2018-09-18,58.720001220703125
2019-01-24,59.56999969482422
2019-09-05,60.2400016784668
2018-11-21,60.9900016784668
2020-01-13,61.209999084472656
2020-04-01,61.06999969482422
2020-06-19,62.16999816894531
2019-10-29,61.029998779296875
2020-01-16,61.13999938964844
2020-06-22,61.58000183105469
2018-10-03,60.9900016784668
2018-07-31,61.08000183105469
2019-03-12,62.119998931884766
2019-02-08,61.650001525878906
2019-01-07,60.630001068115234
2018-12-06,59.709999084472656
2019-08-19,60.02000045776367
2019-07-18,58.77000045776367
2019-05-15,59.349998474121094
2019-09-20,59.2599983215332
2019-11-01,59.40999984741211
2020-04-07,59.790000915527344
2020-06-25,59.400001525878906
2020-06-16,60.97999954223633
2019-11-04,60.70000076293945
2020-01-22,60.439998626708984
2019-11-07,61.779998779296875
2020-04-13,61.34000015258789
2019-07-01,61.66999816894531
2019-05-30,62.16999816894531
2018-08-15,62.09000015258789
2018-10-18,61.86000061035156
2019-03-27,61.0099983215332
2019-01-22,60.68000030517578
2018-12-21,60.650001525878906
2019-09-03,60.439998626708984
2018-11-19,60.790000915527344
2019-08-02,61.380001068115234
2020-01-28,60.81999969482422
2020-04-16,60.88999938964844
2019-11-13,60.93000030517578
2020-01-31,61.45000076293945
2018-12-04,61.34000015258789
2018-11-02,60.34000015258789
2019-07-16,59.7599983215332
2018-08-30,58.09000015258789
2018-10-01,58.290000915527344
2019-06-14,58.939998626708984
2019-05-13,59.529998779296875
2019-04-11,59.720001220703125
2019-02-06,59.38999938964844
2019-09-18,59.31999969482422
2020-02-03,60.380001068115234
2020-04-22,59.849998474121094
2019-11-19,58.29999923706055
2020-02-06,57.93000030517578
2019-11-22,58.310001373291016
2019-03-25,58.31999969482422
2019-02-21,58.279998779296875
2018-12-19,57.36000061035156
2018-07-12,57.189998626708984
2018-09-14,56.66999816894531
2018-08-13,55.970001220703125
2018-10-16,56.189998626708984
2019-07-31,56.4900016784668
2019-05-28,56.54999923706055
2019-04-26,53.900001525878906
2020-04-28,52.83000183105469
2019-11-25,53.290000915527344
2020-02-12,52.20000076293945
2020-05-01,53.099998474121094
2020-05-04,52.630001068115234
2019-06-12,51.83000183105469
2019-04-09,52.11000061035156
2019-03-08,52.09000015258789
2019-02-04,52.63999938964844
2018-07-27,52.02000045776367
2018-08-28,52.5099983215332
2019-01-03,51.04999923706055
2019-08-15,51.31999969482422
2018-10-31,52.970001220703125
2019-09-16,52.849998474121094
2020-02-18,54.45000076293945
2020-05-07,54.099998474121094
2018-08-17,54.709999084472656
2019-12-04,54.790000915527344
2020-02-21,55.90999984741211
2018-12-17,54.13999938964844
2019-08-30,56.84000015258789
2018-11-15,54.75
2019-07-29,55.779998779296875
2019-06-27,54.4900016784668
2019-04-24,55.29999923706055
2018-07-10,55.77000045776367
2018-09-12,57.040000915527344
2019-02-19,55.779998779296875
2019-01-18,56.029998779296875
2020-02-24,57.31999969482422
2020-05-13,56.81999969482422
2019-12-10,57.7599983215332
2020-02-27,59.099998474121094
2019-12-13,58.79999923706055
2020-05-19,59.68000030517578
2019-03-06,60.0
2018-11-30,57.83000183105469
2019-08-13,58.27000045776367
2019-07-12,57.40999984741211
2019-06-10,56.95000076293945
2019-05-09,57.58000183105469
2018-07-25,57.439998626708984
2018-09-27,53.43000030517578
2018-10-29,52.689998626708984
2019-10-16,51.25
2019-12-16,51.22999954223633
2020-03-04,49.439998626708984
2020-05-22,49.209999084472656
2019-10-01,48.22999954223633
2019-12-19,47.95000076293945
2018-09-10,49.099998474121094
2019-05-24,49.439998626708984
2018-08-09,49.040000915527344
2019-04-22,49.220001220703125
2019-03-21,48.7599983215332
2019-01-16,48.0
2019-08-28,49.790000915527344
2018-11-13,49.72999954223633
2018-10-12,52.83000183105469
2019-06-25,53.33000183105469
2020-03-10,53.2599983215332
2020-05-28,54.369998931884766
2019-10-07,54.150001525878906
2020-03-13,54.7599983215332
2019-10-10,53.810001373291016
2020-03-16,54.27000045776367
2020-06-03,55.58000183105469
2018-11-28,55.47999954223633
2018-09-25,55.18000030517578
2018-07-23,55.36000061035156
2018-08-24,55.849998474121094
2019-07-10,55.560001373291016
2019-05-07,55.47999954223633
2019-04-05,56.220001220703125
2019-03-04,57.2400016784668
2019-01-31,57.95000076293945
2019-09-12,58.18000030517578
2019-12-31,57.61000061035156
2020-03-19,57.36000061035156
2020-01-03,57.43000030517578
2020-06-09,57.88999938964844
2019-02-15,58.0
2019-01-14,58.88999938964844
2018-07-06,59.310001373291016
2018-08-07,58.630001068115234
2018-10-10,58.720001220703125
2018-12-13,58.22999954223633
2019-08-26,58.70000076293945
2019-07-25,58.880001068115234
2019-05-22,58.439998626708984
2019-03-19,58.540000915527344
2020-01-06,58.7400016784668
2020-03-25,58.7400016784668
2020-06-12,63.83000183105469
2019-10-22,64.73999786376953
2020-01-09,65.0199966430664
2020-06-15,62.619998931884766
2019-10-25,61.7400016784668
2020-03-31,61.59000015258789
2020-06-18,60.61000061035156
2019-04-03,61.189998626708984
2018-08-22,60.22999954223633
2018-10-25,59.77000045776367
2019-01-29,59.66999816894531
2018-12-28,60.27000045776367
2018-11-26,60.599998474121094
2019-08-09,57.91999816894531
2019-07-08,56.5
2019-06-06,54.20000076293945
2019-09-10,53.5099983215332
2020-01-15,54.54999923706055
