Dates,MNST
2019-01-23,2100600.0
2019-09-04,2710500.0
2018-11-20,2882200.0
2019-07-02,2933000.0
2019-05-31,5387600.0
2019-12-12,6562000.0
2020-05-18,5492100.0
2019-09-27,12247300.0
2020-03-03,5254400.0
2020-05-21,5282000.0
2019-05-14,3415200.0
2018-08-31,2614500.0
2018-07-30,3056300.0
2018-10-02,1756100.0
2019-04-12,2452100.0
2019-03-11,2081200.0
2019-02-07,1734000.0
2019-07-17,2382600.0
2019-09-19,2584500.0
2019-10-21,1682900.0
2019-12-18,2266800.0
2020-03-06,3197900.0
2019-10-03,2048300.0
2020-03-09,2213500.0
2020-05-27,2537900.0
2019-12-24,1860600.0
2020-03-12,2024600.0
2018-12-20,2954100.0
2019-08-01,3896900.0
2018-08-14,2325500.0
2018-07-13,3876900.0
2018-10-17,2009800.0
2019-05-29,4554400.0
2019-03-26,3223300.0
2019-02-22,4348500.0
2019-10-04,2764400.0
2019-11-05,1636600.0
2019-12-27,4152100.0
2020-06-02,2149000.0
2019-12-30,2329800.0
2020-03-18,3274200.0
2020-06-05,2587500.0
2019-07-15,2036800.0
2018-12-03,1472400.0
2019-06-13,3439200.0
2019-01-04,4820600.0
2018-08-29,3699700.0
2019-02-05,2717300.0
2018-11-01,3968500.0
2019-08-16,2729900.0
2019-04-10,1329800.0
2019-09-17,1549600.0
2019-10-15,2474300.0
2020-01-02,1266900.0
2020-06-08,2067400.0
2019-10-18,1825900.0
2020-03-24,4168200.0
2020-06-11,3509800.0
2020-01-08,1654100.0
2019-04-25,1853200.0
2019-07-30,1505900.0
2019-02-20,1746300.0
2018-07-11,1762100.0
2018-09-13,2735900.0
2018-10-15,2675700.0
2019-06-28,2205600.0
2018-12-18,2436700.0
2018-11-16,2383800.0
2019-10-02,3309300.0
2020-03-27,4528400.0
2020-01-10,5541400.0
2019-10-24,6899600.0
2020-03-30,6600300.0
2020-06-17,2694300.0
2020-01-14,3551200.0
2020-04-02,2532800.0
2019-01-02,2543900.0
2019-08-14,2521100.0
2018-10-30,2890800.0
2019-06-11,1712000.0
2019-05-10,2484800.0
2019-04-08,2087800.0
2018-08-27,1483300.0
2018-07-26,1587400.0
2018-09-28,2585500.0
2019-03-07,1726900.0
2019-10-30,1099400.0
2020-01-17,2182300.0
2020-06-23,2663900.0
2020-04-08,2491200.0
2020-06-26,2949100.0
2019-03-22,2616900.0
2019-01-17,2668400.0
2019-08-29,5684400.0
2018-11-14,3247000.0
2019-06-26,2865600.0
2018-09-11,2191500.0
2018-07-09,1676200.0
2018-08-10,1905300.0
2019-04-23,2733200.0
2019-09-30,2824800.0
2020-01-23,7353900.0
2019-11-08,2485200.0
2020-04-14,660200.0
2019-11-11,1638500.0
2020-01-29,2265000.0
2020-04-17,1655300.0
2018-07-24,1670900.0
2018-09-26,1783000.0
2019-05-08,1741100.0
2019-03-05,2234600.0
2019-02-01,3367800.0
2018-12-31,3026800.0
2018-11-29,3306500.0
2019-08-12,4468200.0
2019-07-11,2709900.0
2019-09-13,2884400.0
2019-11-14,2947100.0
2020-04-20,2614400.0
2020-02-04,4423100.0
2020-04-23,2375500.0
2018-12-14,1989900.0
2019-08-27,2238500.0
2018-08-08,2349400.0
2018-10-11,2239500.0
2018-11-12,2714700.0
2019-07-26,1849300.0
2019-06-24,2494300.0
2019-05-23,3366300.0
2019-03-20,4519500.0
2019-01-15,5786000.0
2019-11-20,2919200.0
2020-02-07,4301000.0
2020-02-10,2392900.0
2020-04-29,3272400.0
2019-11-26,2160600.0
2020-02-13,1562900.0
2019-01-30,1945100.0
2018-08-23,2659300.0
2018-09-24,2386600.0
2018-11-27,3222400.0
2018-10-26,3325100.0
2019-07-09,2973300.0
2019-06-07,3311000.0
2019-05-06,2842300.0
2019-04-04,3500500.0
2019-09-11,7126500.0
2019-11-29,7217500.0
2020-05-05,4547200.0
2019-12-02,5292000.0
2020-02-19,6529900.0
2020-05-08,5455400.0
2019-05-21,6143800.0
2019-03-18,5468900.0
2018-09-07,8481000.0
2018-08-06,6512700.0
2018-10-09,7600500.0
2019-02-14,7748600.0
2018-12-12,6075200.0
2019-07-24,6056400.0
2019-09-26,6467000.0
2019-10-28,6263100.0
2019-12-05,5791700.0
2020-05-11,5705700.0
2019-07-03,7752300.0
2020-02-25,4715900.0
2020-05-14,5455200.0
2020-02-28,3997900.0
2019-08-08,3625200.0
2019-06-05,2879400.0
2018-07-20,3815900.0
2018-08-21,3088100.0
2018-10-24,2787100.0
2019-04-02,4762700.0
2019-03-01,4299600.0
2019-01-28,2198100.0
2018-12-27,2559200.0
2019-09-09,2706500.0
2020-03-02,4836700.0
2020-05-20,3491200.0
2019-12-17,2102300.0
2020-03-05,3174600.0
2019-02-12,2852800.0
2019-01-11,2107100.0
2018-12-10,2438400.0
2019-08-23,1649300.0
2018-11-08,2555900.0
2019-07-22,2923600.0
2019-06-20,2864700.0
2018-09-05,2849700.0
2019-04-17,3523100.0
2019-09-24,1782600.0
2019-12-20,1915800.0
2020-05-26,2775000.0
2019-04-30,1735300.0
2019-12-23,2210600.0
2020-03-11,3274700.0
2020-05-29,2054900.0
2019-12-26,3151700.0
2020-06-01,1951800.0
2019-05-02,2048100.0
2019-02-27,4498900.0
2018-11-23,2206300.0
2019-08-06,2120800.0
2018-07-18,2573600.0
2018-09-20,1865500.0
2018-10-22,1702300.0
2019-07-05,2904700.0
2019-06-03,2021900.0
2019-10-09,3067900.0
2019-10-11,3114500.0
2020-03-17,1769800.0
2020-06-04,2406700.0
2019-10-14,1783600.0
2020-03-20,2952100.0
2018-11-06,2752400.0
2019-06-18,2477500.0
2019-05-17,1670400.0
2019-04-15,1464800.0
2019-03-14,2392700.0
2019-01-09,2106000.0
2018-08-02,1685600.0
2018-10-05,1655300.0
2019-08-21,1554600.0
2019-10-17,1586400.0
2020-03-23,4331800.0
2020-06-10,1627300.0
2019-02-25,1450000.0
2020-01-07,2158200.0
2020-03-26,1745200.0
2019-10-23,2046000.0
