Dates,MNST
2018-06-20,56.06999969482422
2018-06-21,56.150001525878906
2018-06-25,57.02000045776367
2018-06-22,57.29999923706055
2018-06-26,56.77000045776367
2018-06-27,56.54999923706055
2018-06-28,56.91999816894531
2018-06-29,57.72999954223633
2018-07-02,57.9900016784668
2018-07-03,58.09000015258789
2018-07-05,58.18000030517578
2018-07-16,58.630001068115234
2018-09-18,58.84000015258789
2019-01-24,59.650001525878906
2019-09-05,60.5
2018-11-21,61.22999954223633
2020-01-13,61.2400016784668
2020-04-01,61.47999954223633
2020-06-19,62.31999969482422
2019-10-29,61.97999954223633
2020-01-16,61.560001373291016
2020-06-22,61.709999084472656
2018-10-03,61.65999984741211
2018-07-31,61.279998779296875
2019-03-12,62.279998779296875
2019-02-08,62.59000015258789
2019-01-07,61.93000030517578
2018-12-06,60.540000915527344
2019-08-19,60.81999969482422
2019-07-18,59.77000045776367
2019-05-15,59.61000061035156
2019-09-20,59.90999984741211
2019-11-01,60.27000045776367
2020-04-07,59.9900016784668
2020-06-25,59.900001525878906
2020-06-16,62.400001525878906
2019-11-04,61.0
2020-01-22,61.2599983215332
2019-11-07,61.810001373291016
2020-04-13,62.060001373291016
2019-07-01,61.93000030517578
2019-05-30,62.279998779296875
2018-08-15,62.63999938964844
2018-10-18,62.5
2019-03-27,61.75
2019-01-22,61.18000030517578
2018-12-21,61.119998931884766
2019-09-03,61.33000183105469
2018-11-19,60.869998931884766
2019-08-02,61.40999984741211
2020-01-28,61.869998931884766
2020-04-16,61.0
2019-11-13,61.0099983215332
2020-01-31,61.61000061035156
2018-12-04,61.470001220703125
2018-11-02,60.970001220703125
2019-07-16,60.709999084472656
2018-08-30,59.66999816894531
2018-10-01,58.58000183105469
2019-06-14,59.33000183105469
2019-05-13,59.720001220703125
2019-04-11,59.91999816894531
2019-02-06,59.880001068115234
2019-09-18,59.630001068115234
2020-02-03,60.66999816894531
2020-04-22,60.869998931884766
2019-11-19,59.54999923706055
2020-02-06,58.470001220703125
2019-11-22,58.88999938964844
2019-03-25,59.130001068115234
2019-02-21,58.77000045776367
2018-12-19,58.77000045776367
