Dates,ILMN
2018-06-20,285.25
2018-06-21,284.32000732421875
2018-06-25,282.29998779296875
2018-06-22,271.67999267578125
2018-06-26,273.0899963378906
2018-06-27,270.45001220703125
2018-06-28,268.9200134277344
2018-06-29,276.79998779296875
2018-07-02,274.6600036621094
2018-07-03,279.5199890136719
2018-07-05,277.0
2018-07-16,280.0400085449219
2018-09-18,285.2099914550781
2019-01-24,287.8299865722656
2019-09-05,288.5199890136719
2018-11-21,295.1700134277344
2020-01-13,302.510009765625
2020-04-01,301.1600036621094
2020-06-19,299.510009765625
2019-10-29,303.1099853515625
2020-01-16,305.8999938964844
2020-06-22,308.6499938964844
2018-10-03,310.2799987792969
2018-07-31,305.30999755859375
2019-03-12,307.8699951171875
2019-02-08,309.4100036621094
2019-01-07,298.20001220703125
2018-12-06,287.8500061035156
2019-08-19,304.1600036621094
2019-07-18,320.3399963378906
2019-05-15,318.7900085449219
2019-09-20,328.6700134277344
2019-11-01,330.3399963378906
2020-04-07,336.04998779296875
2020-06-25,335.94000244140625
2020-06-16,332.3699951171875
2019-11-04,329.44000244140625
2020-01-22,326.79998779296875
2019-11-07,327.1499938964844
2020-04-13,325.0
2019-07-01,326.3399963378906
2019-05-30,324.1099853515625
2018-08-15,323.80999755859375
2018-10-18,326.1199951171875
2019-03-27,330.0199890136719
2019-01-22,333.2799987792969
2018-12-21,335.1000061035156
2019-09-03,341.760009765625
2018-11-19,342.19000244140625
2019-08-02,344.2300109863281
2020-01-28,349.5299987792969
2020-04-16,351.7300109863281
2019-11-13,349.8900146484375
2020-01-31,344.6300048828125
2018-12-04,347.010009765625
2018-11-02,343.1199951171875
2019-07-16,342.989990234375
2018-08-30,345.0899963378906
2018-10-01,347.1000061035156
2019-06-14,350.95001220703125
2019-05-13,350.7900085449219
2019-04-11,346.1700134277344
2019-02-06,348.0
2019-09-18,346.239990234375
2020-02-03,350.9800109863281
2020-04-22,356.5
2019-11-19,353.510009765625
2020-02-06,357.0199890136719
2019-11-22,360.4800109863281
2019-03-25,362.5299987792969
2019-02-21,364.489990234375
2018-12-19,365.3399963378906
2018-07-12,361.5799865722656
2018-09-14,358.7699890136719
2018-08-13,342.5899963378906
2018-10-16,326.0
2019-07-31,320.4700012207031
2019-05-28,321.3599853515625
2019-04-26,304.5799865722656
2020-04-28,304.010009765625
2019-11-25,316.25
2020-02-12,313.29998779296875
2020-05-01,314.5
2020-05-04,322.739990234375
2019-06-12,318.8699951171875
2019-04-09,312.7099914550781
2019-03-08,310.82000732421875
2019-02-04,301.6300048828125
2018-07-27,288.9200134277344
2018-08-28,289.3699951171875
2019-01-03,286.1400146484375
2019-08-15,286.19000244140625
2018-10-31,289.2699890136719
2019-09-16,307.3299865722656
2020-02-18,307.5199890136719
2020-05-07,316.2300109863281
2018-08-17,321.3299865722656
2019-12-04,318.2900085449219
2020-02-21,323.70001220703125
2018-12-17,339.5400085449219
2019-08-30,324.57000732421875
2018-11-15,310.04998779296875
2019-07-29,308.2099914550781
2019-06-27,306.29998779296875
2019-04-24,303.57000732421875
2018-07-10,314.82000732421875
2018-09-12,300.29998779296875
2019-02-19,292.0400085449219
2019-01-18,302.2099914550781
2020-02-24,304.7099914550781
2020-05-13,311.6099853515625
2019-12-10,313.45001220703125
2020-02-27,320.8800048828125
2019-12-13,331.9599914550781
2020-05-19,331.1400146484375
2019-03-06,342.4599914550781
2018-11-30,333.3699951171875
2019-08-13,323.1099853515625
2019-07-12,318.70001220703125
2019-06-10,315.0799865722656
2019-05-09,324.7099914550781
2018-07-25,332.010009765625
2018-09-27,330.82000732421875
2018-10-29,326.0299987792969
2019-10-16,307.8500061035156
2019-12-16,309.3500061035156
2020-03-04,301.760009765625
2020-05-22,288.05999755859375
2019-10-01,278.760009765625
2019-12-19,271.0
2018-09-10,273.8699951171875
2019-05-24,285.2200012207031
2018-08-09,295.3599853515625
2019-04-22,295.5799865722656
2019-03-21,289.9200134277344
2019-01-16,283.7900085449219
2019-08-28,290.0299987792969
2018-11-13,301.05999755859375
2018-10-12,284.3999938964844
2019-06-25,295.5
2020-03-10,299.3500061035156
2020-05-28,303.1099853515625
2019-10-07,299.010009765625
2020-03-13,300.0
2019-10-10,305.04998779296875
2020-03-16,306.1000061035156
2020-06-03,306.260009765625
2018-11-28,301.6400146484375
2018-09-25,297.07000732421875
2018-07-23,298.489990234375
2018-08-24,293.29998779296875
2019-07-10,287.1499938964844
2019-05-07,280.5199890136719
2019-04-05,268.6199951171875
2019-03-04,273.0299987792969
2019-01-31,279.5299987792969
2019-09-12,278.3500061035156
2019-12-31,279.30999755859375
2020-03-19,280.239990234375
2020-01-03,274.3500061035156
2020-06-09,275.1000061035156
2019-02-15,283.9100036621094
2019-01-14,287.0199890136719
2018-07-06,290.7099914550781
2018-08-07,291.8599853515625
2018-10-10,294.0199890136719
2018-12-13,299.1400146484375
2019-08-26,298.010009765625
2019-07-25,295.54998779296875
2019-05-22,297.55999755859375
2019-03-19,301.9200134277344
2020-01-06,300.30999755859375
2020-03-25,299.5
2020-06-12,308.3699951171875
2019-10-22,313.57000732421875
2020-01-09,304.0
2020-06-15,303.2099914550781
2019-10-25,298.04998779296875
2020-03-31,289.2799987792969
2020-06-18,285.5
2019-04-03,294.8699951171875
2018-08-22,299.75
2018-10-25,306.3800048828125
2019-01-29,306.25
2018-12-28,306.6499938964844
2018-11-26,303.4200134277344
2019-08-09,306.1300048828125
2019-07-08,309.760009765625
2019-06-06,313.30999755859375
2019-09-10,308.3999938964844
2020-01-15,301.6199951171875
2020-04-03,304.1499938964844
2019-10-31,299.6600036621094
2020-04-06,301.1199951171875
2020-06-24,305.54998779296875
2018-11-09,314.0799865722656
2019-07-23,311.2699890136719
2019-06-21,317.0400085449219
2019-05-20,311.8399963378906
2019-04-18,316.1600036621094
2018-09-06,314.0899963378906
2018-10-08,315.3500061035156
2019-02-13,314.3999938964844
2018-12-11,322.80999755859375
2019-09-25,331.17999267578125
2020-01-21,333.67999267578125
2020-04-09,327.17999267578125
2019-11-06,315.3500061035156
2020-01-24,312.5
2020-01-27,315.75
2020-04-15,314.010009765625
2018-12-26,314.0
2019-08-07,312.5
2019-06-04,305.19000244140625
2018-09-21,306.8500061035156
2018-07-19,309.30999755859375
2018-08-20,308.3999938964844
2018-10-23,308.6300048828125
2019-05-03,314.6400146484375
2019-04-01,316.0
2019-02-28,317.5199890136719
2019-11-12,316.1000061035156
2020-01-30,310.6400146484375
2019-11-15,306.3599853515625
2020-04-21,300.4200134277344
2019-04-16,301.54998779296875
2019-03-15,301.0
2019-02-11,307.4100036621094
2019-01-10,307.1000061035156
2019-08-22,300.3500061035156
2018-11-07,304.1700134277344
2018-08-03,303.95001220703125
2018-09-04,305.5
2019-06-19,311.6400146484375
2019-09-23,312.7699890136719
2019-11-18,307.29998779296875
2020-02-05,309.0
2020-04-24,306.1000061035156
2019-03-29,302.7200012207031
2019-11-21,304.0799865722656
2020-04-27,314.57000732421875
2020-02-11,317.0899963378906
2020-04-30,320.4800109863281
2019-05-01,334.57000732421875
2019-02-26,333.54998779296875
2019-01-25,333.8900146484375
2018-12-24,338.5400085449219
2019-09-06,340.42999267578125
2018-07-17,344.69000244140625
2018-09-19,347.3999938964844
2019-08-05,346.3299865722656
2019-10-08,352.25
2019-12-11,355.8399963378906
2019-11-27,357.6099853515625
2020-02-14,354.8800048828125
2020-05-06,354.4800109863281
2019-01-08,352.5299987792969
2018-12-07,354.6400146484375
2019-08-20,367.989990234375
2018-11-05,365.30999755859375
2019-07-19,371.6199951171875
2018-10-04,373.6499938964844
2019-06-17,372.1000061035156
2019-05-16,368.7900085449219
2018-08-01,371.3800048828125
2019-03-13,359.0299987792969
2019-12-03,303.9200134277344
2020-02-20,300.5199890136719
2019-12-06,301.4599914550781
2020-05-12,302.0899963378906
2019-12-09,295.95001220703125
2020-02-26,291.0
2020-05-15,293.8699951171875
2019-03-28,297.07000732421875
2018-09-17,301.9700012207031
2018-08-16,297.9200134277344
2018-10-19,296.0799865722656
2019-04-29,298.8800048828125
2019-01-23,294.8299865722656
2019-09-04,296.3999938964844
2018-11-20,298.6300048828125
2019-07-02,292.5799865722656
2019-05-31,286.760009765625
2019-12-12,285.3699951171875
2020-05-18,285.5899963378906
2019-09-27,291.3999938964844
2020-03-03,292.3599853515625
2020-05-21,288.7300109863281
2019-05-14,288.010009765625
2018-08-31,284.1400146484375
2018-07-30,282.4100036621094
2018-10-02,285.489990234375
2019-04-12,286.5899963378906
2019-03-11,284.510009765625
2019-02-07,284.7099914550781
2019-07-17,285.7099914550781
2019-09-19,278.1199951171875
2019-10-21,279.20001220703125
2019-12-18,283.25
2020-03-06,281.0799865722656
2019-10-03,283.3800048828125
2020-03-09,280.0799865722656
2020-05-27,269.8599853515625
2019-12-24,268.0
2020-03-12,271.1600036621094
2018-12-20,269.6300048828125
2019-08-01,265.4100036621094
2018-08-14,263.29998779296875
2018-07-13,277.8299865722656
2018-10-17,291.95001220703125
2019-05-29,297.80999755859375
2019-03-26,296.79998779296875
2019-02-22,297.239990234375
2019-10-04,297.7799987792969
2019-11-05,301.20001220703125
2019-12-27,302.82000732421875
2020-06-02,304.79998779296875
2019-12-30,293.8399963378906
2020-03-18,292.510009765625
2020-06-05,297.4200134277344
2019-07-15,298.3800048828125
2018-12-03,300.010009765625
2019-06-13,295.4800109863281
2019-01-04,285.6700134277344
2018-08-29,286.04998779296875
2019-02-05,296.510009765625
2018-11-01,299.0299987792969
2019-08-16,286.0
2019-04-10,291.3999938964844
2019-09-17,295.0
2019-10-15,302.1000061035156
2020-01-02,302.489990234375
2020-06-08,308.8399963378906
2019-10-18,307.6400146484375
2020-03-24,309.20001220703125
2020-06-11,307.17999267578125
2020-01-08,309.75
2019-04-25,308.3599853515625
2019-07-30,308.5400085449219
2019-02-20,309.010009765625
2018-07-11,279.760009765625
2018-09-13,291.4800109863281
2018-10-15,300.0
2019-06-28,292.8999938964844
2018-12-18,291.95001220703125
2018-11-16,296.8399963378906
2019-10-02,300.1400146484375
2020-03-27,300.6400146484375
2020-01-10,293.05999755859375
2019-10-24,293.3299865722656
2020-03-30,290.260009765625
2020-06-17,290.82000732421875
2020-01-14,294.25
2020-04-02,294.239990234375
2019-01-02,294.8999938964844
2019-08-14,299.239990234375
2018-10-30,301.92999267578125
2019-06-11,307.0
2019-05-10,308.3900146484375
2019-04-08,309.3599853515625
2018-08-27,312.05999755859375
2018-07-26,314.2099914550781
2018-09-28,315.2699890136719
2019-03-07,318.8399963378906
2019-10-30,318.6199951171875
2020-01-17,316.7699890136719
2020-06-23,315.5199890136719
2020-04-08,319.3599853515625
2020-06-26,318.989990234375
2019-03-22,319.6400146484375
2019-01-17,323.6000061035156
2019-08-29,324.1099853515625
2018-11-14,317.44000244140625
2019-06-26,319.0
2018-09-11,319.57000732421875
2018-07-09,325.1700134277344
2018-08-10,320.510009765625
2019-04-23,320.75
2019-09-30,318.0799865722656
2020-01-23,324.7900085449219
2019-11-08,328.0
2020-04-14,330.4100036621094
2019-11-11,330.1400146484375
2020-01-29,329.42999267578125
2020-04-17,324.760009765625
2018-07-24,327.70001220703125
2018-09-26,323.2900085449219
2019-05-08,321.010009765625
2019-03-05,318.7699890136719
2019-02-01,326.1099853515625
2018-12-31,326.739990234375
2018-11-29,332.6400146484375
2019-08-12,333.6600036621094
2019-07-11,312.8299865722656
2019-09-13,317.0199890136719
2019-11-14,318.0199890136719
2020-04-20,321.5899963378906
2020-02-04,320.4599914550781
2020-04-23,322.1300048828125
2018-12-14,328.17999267578125
2019-08-27,326.6600036621094
2018-08-08,318.2799987792969
2018-10-11,311.4599914550781
2018-11-12,312.4200134277344
2019-07-26,312.1099853515625
2019-06-24,295.25
2019-05-23,288.8599853515625
2019-03-20,292.1300048828125
2019-01-15,295.7900085449219
2019-11-20,297.6099853515625
2020-02-07,299.80999755859375
2020-02-10,293.80999755859375
2020-04-29,293.5
2019-11-26,295.0899963378906
2020-02-13,291.5299987792969
2019-01-30,290.55999755859375
2018-08-23,292.0899963378906
2018-09-24,296.9100036621094
2018-11-27,300.5
2018-10-26,297.7300109863281
2019-07-09,294.7900085449219
2019-06-07,279.0
2019-05-06,269.0400085449219
2019-04-04,271.04998779296875
2019-09-11,258.9700012207031
2019-11-29,252.42999267578125
2020-05-05,265.3500061035156
2019-12-02,270.7200012207031
2020-02-19,273.1000061035156
2020-05-08,272.3699951171875
2019-05-21,265.9599914550781
2019-03-18,255.36000061035156
2018-09-07,257.2300109863281
2018-08-06,241.47000122070312
2018-10-09,222.32000732421875
2019-02-14,211.24000549316406
2018-12-12,205.77999877929688
2019-07-24,207.49000549316406
2019-09-26,196.77999877929688
2019-10-28,199.0
2019-12-05,229.0
2020-05-11,234.5399932861328
2019-07-03,243.8699951171875
2020-02-25,247.30999755859375
2020-05-14,250.42999267578125
2020-02-28,259.7099914550781
2019-08-08,266.0400085449219
2019-06-05,267.8999938964844
2018-07-20,251.13999938964844
2018-08-21,254.16000366210938
2018-10-24,259.45001220703125
2019-04-02,269.5
2019-03-01,280.3999938964844
2019-01-28,276.1700134277344
2018-12-27,279.4599914550781
2019-09-09,281.5
2020-03-02,292.0799865722656
2020-05-20,288.260009765625
2019-12-17,294.0400085449219
2020-03-05,306.4200134277344
2019-02-12,309.010009765625
2019-01-11,307.79998779296875
2018-12-10,309.010009765625
2019-08-23,311.42999267578125
2018-11-08,305.7900085449219
2019-07-22,311.8999938964844
2019-06-20,304.6000061035156
2018-09-05,314.8399963378906
2019-04-17,312.1499938964844
2019-09-24,303.30999755859375
2019-12-20,304.0899963378906
2020-05-26,307.8399963378906
2019-04-30,310.6000061035156
2019-12-23,312.29998779296875
2020-03-11,308.04998779296875
2020-05-29,306.2900085449219
2019-12-26,314.4700012207031
2020-06-01,320.2300109863281
2019-05-02,319.6499938964844
2019-02-27,321.1600036621094
2018-11-23,338.3299865722656
2019-08-06,339.6700134277344
2018-07-18,344.92999267578125
2018-09-20,344.04998779296875
2018-10-22,346.1099853515625
2019-07-05,353.7200012207031
2019-06-03,349.260009765625
2019-10-09,360.010009765625
2019-10-11,359.30999755859375
2020-03-17,358.0
2020-06-04,358.3599853515625
2019-10-14,355.8800048828125
2020-03-20,355.0
2018-11-06,352.5799865722656
2019-06-18,350.7900085449219
2019-05-17,354.0
2019-04-15,354.7099914550781
2019-03-14,335.8500061035156
2019-01-09,333.44000244140625
2018-08-02,335.19000244140625
2018-10-05,346.1099853515625
2019-08-21,355.0899963378906
2019-10-17,359.07000732421875
2020-03-23,363.0
2020-06-10,357.6000061035156
2019-02-25,360.1199951171875
2020-01-07,354.0299987792969
2020-03-26,351.8599853515625
2019-10-23,357.260009765625
