Dates,ILMN
2018-06-20,288.8800048828125
2018-06-21,289.44000244140625
2018-06-25,286.8999938964844
2018-06-22,286.20001220703125
2018-06-26,276.510009765625
2018-06-27,278.4599914550781
2018-06-28,277.7699890136719
2018-06-29,281.19000244140625
2018-07-02,279.1199951171875
2018-07-03,282.75
2018-07-05,282.8800048828125
2018-07-16,286.95001220703125
2018-09-18,289.1199951171875
2019-01-24,293.2200012207031
2019-09-05,297.25
2018-11-21,304.9800109863281
2020-01-13,308.5199890136719
2020-04-01,314.9599914550781
2020-06-19,307.3699951171875
2019-10-29,308.0799865722656
2020-01-16,311.0899963378906
2020-06-22,312.54998779296875
2018-10-03,313.6499938964844
2018-07-31,314.7699890136719
2019-03-12,316.6099853515625
2019-02-08,317.1600036621094
2019-01-07,314.0
2018-12-06,300.0
2019-08-19,325.2200012207031
2019-07-18,332.239990234375
2019-05-15,332.9200134277344
2019-09-20,335.19000244140625
2019-11-01,337.5799865722656
2020-04-07,341.0799865722656
2020-06-25,339.04998779296875
2020-06-16,338.6499938964844
2019-11-04,333.5299987792969
2020-01-22,332.239990234375
2019-11-07,331.2200012207031
2020-04-13,329.760009765625
2019-07-01,332.0
2019-05-30,329.82000732421875
2018-08-15,329.8399963378906
2018-10-18,334.0
2019-03-27,335.9100036621094
2019-01-22,338.239990234375
2018-12-21,343.1099853515625
2019-09-03,346.20001220703125
2018-11-19,350.989990234375
2019-08-02,350.7099914550781
2020-01-28,353.3999938964844
2020-04-16,357.92999267578125
2019-11-13,354.7099914550781
2020-01-31,352.95001220703125
2018-12-04,351.42999267578125
2018-11-02,350.0
2019-07-16,349.6400146484375
2018-08-30,353.4700012207031
2018-10-01,352.3800048828125
2019-06-14,356.1000061035156
2019-05-13,357.7699890136719
2019-04-11,353.55999755859375
2019-02-06,354.7699890136719
2019-09-18,351.8699951171875
2020-02-03,356.510009765625
2020-04-22,360.6300048828125
2019-11-19,359.3299865722656
2020-02-06,362.0
2019-11-22,365.8599853515625
2019-03-25,368.0
2019-02-21,372.6099853515625
2018-12-19,371.9100036621094
2018-07-12,368.8399963378906
2018-09-14,363.5899963378906
2018-08-13,358.739990234375
2018-10-16,336.8999938964844
2019-07-31,330.05999755859375
2019-05-28,327.80999755859375
2019-04-26,322.42999267578125
2020-04-28,316.1199951171875
2019-11-25,324.3299865722656
2020-02-12,321.5799865722656
2020-05-01,328.0
2020-05-04,329.42999267578125
2019-06-12,329.92999267578125
2019-04-09,328.42999267578125
2019-03-08,318.9800109863281
2019-02-04,314.9100036621094
2018-07-27,320.0299987792969
2018-08-28,300.8599853515625
2019-01-03,300.7099914550781
2019-08-15,303.2300109863281
2018-10-31,304.04998779296875
2019-09-16,316.8999938964844
2020-02-18,314.739990234375
2020-05-07,329.8500061035156
2018-08-17,329.3999938964844
2019-12-04,326.67999267578125
2020-02-21,343.0400085449219
2018-12-17,349.32000732421875
2019-08-30,339.6099853515625
2018-11-15,326.07000732421875
2019-07-29,316.7799987792969
2019-06-27,314.5199890136719
2019-04-24,319.8500061035156
2018-07-10,327.0899963378906
2018-09-12,320.739990234375
2019-02-19,308.75
2019-01-18,312.7300109863281
2020-02-24,314.5
2020-05-13,317.3699951171875
2019-12-10,322.25
2020-02-27,334.3800048828125
2019-12-13,341.0
2020-05-19,338.8500061035156
2019-03-06,350.3599853515625
2018-11-30,356.8800048828125
2019-08-13,334.9100036621094
2019-07-12,334.4599914550781
2019-06-10,324.79998779296875
2019-05-09,331.4599914550781
2018-07-25,342.3399963378906
2018-09-27,342.17999267578125
2018-10-29,332.8800048828125
2019-10-16,327.79998779296875
2019-12-16,317.6099853515625
2020-03-04,320.67999267578125
2020-05-22,304.30999755859375
2019-10-01,295.8699951171875
2019-12-19,280.4800109863281
2018-09-10,293.70001220703125
2019-05-24,299.6400146484375
2018-08-09,305.0
2019-04-22,304.8900146484375
2019-03-21,297.8999938964844
2019-01-16,298.69000244140625
2019-08-28,303.45001220703125
2018-11-13,314.1199951171875
2018-10-12,298.8399963378906
2019-06-25,306.1300048828125
2020-03-10,309.8900146484375
2020-05-28,309.1700134277344
2019-10-07,305.239990234375
2020-03-13,307.3900146484375
2019-10-10,312.5199890136719
2020-03-16,313.3800048828125
2020-06-03,314.75
2018-11-28,312.3699951171875
2018-09-25,308.1300048828125
2018-07-23,304.42999267578125
2018-08-24,303.989990234375
2019-07-10,293.4800109863281
2019-05-07,289.6199951171875
2019-04-05,281.75
2019-03-04,284.1300048828125
2019-01-31,286.30999755859375
2019-09-12,284.989990234375
2019-12-31,284.20001220703125
2020-03-19,285.3599853515625
2020-01-03,283.1700134277344
2020-06-09,284.9700012207031
2019-02-15,289.6000061035156
2019-01-14,292.8299865722656
2018-07-06,296.6199951171875
2018-08-07,295.260009765625
2018-10-10,299.82000732421875
2018-12-13,304.5199890136719
2019-08-26,303.54998779296875
2019-07-25,302.989990234375
2019-05-22,302.0
2019-03-19,306.30999755859375
2020-01-06,305.04998779296875
2020-03-25,309.3699951171875
2020-06-12,314.67999267578125
2019-10-22,322.32000732421875
2020-01-09,321.6499938964844
2020-06-15,308.9100036621094
2019-10-25,305.70001220703125
2020-03-31,298.6600036621094
2020-06-18,294.92999267578125
2019-04-03,300.489990234375
2018-08-22,306.1000061035156
2018-10-25,310.8900146484375
2019-01-29,309.5
2018-12-28,310.54998779296875
2018-11-26,310.29998779296875
2019-08-09,311.70001220703125
