Dates,ILMN
2019-04-18,843300.0
2018-09-06,1093600.0
2018-10-08,920600.0
2019-02-13,1040000.0
2018-12-11,888900.0
2019-09-25,1455100.0
2020-01-21,1127300.0
2020-04-09,975400.0
2019-11-06,1225300.0
2020-01-24,1136600.0
2020-01-27,528200.0
2020-04-15,1369200.0
2018-12-26,907000.0
2019-08-07,1277600.0
2019-06-04,2152300.0
2018-09-21,1621100.0
2018-07-19,1161200.0
2018-08-20,853400.0
2018-10-23,831300.0
2019-05-03,1192800.0
2019-04-01,891300.0
2019-02-28,908400.0
2019-11-12,714900.0
2020-01-30,1028500.0
2019-11-15,1095800.0
2020-04-21,1082500.0
2019-04-16,1066100.0
2019-03-15,894700.0
2019-02-11,843400.0
2019-01-10,744000.0
2019-08-22,766500.0
2018-11-07,869500.0
2018-08-03,627500.0
2018-09-04,707900.0
2019-06-19,599900.0
2019-09-23,1153800.0
2019-11-18,649000.0
2020-02-05,635300.0
2020-04-24,844700.0
2019-03-29,1062300.0
2019-11-21,916600.0
2020-04-27,710000.0
2020-02-11,503300.0
2020-04-30,1313400.0
2019-05-01,1069000.0
2019-02-26,795800.0
2019-01-25,543300.0
2018-12-24,578400.0
2019-09-06,741400.0
2018-07-17,911800.0
2018-09-19,950400.0
2019-08-05,909700.0
2019-10-08,981400.0
2019-12-11,1575200.0
2019-11-27,754700.0
2020-02-14,753900.0
2020-05-06,738000.0
2019-01-08,681200.0
2018-12-07,1230500.0
2019-08-20,990200.0
2018-11-05,487200.0
2019-07-19,540900.0
2018-10-04,599600.0
2019-06-17,754600.0
2019-05-16,940500.0
2018-08-01,1234300.0
2019-03-13,1837200.0
2019-12-03,8475800.0
2020-02-20,3522900.0
2019-12-06,1840900.0
2020-05-12,1269700.0
2019-12-09,1620600.0
2020-02-26,1733900.0
2020-05-15,1230300.0
2019-03-28,1438500.0
2018-09-17,929000.0
2018-08-16,834400.0
2018-10-19,909600.0
2019-04-29,1122200.0
2019-01-23,2350300.0
2019-09-04,1747800.0
2018-11-20,1245000.0
2019-07-02,1047600.0
2019-05-31,1300000.0
2019-12-12,991800.0
2020-05-18,839700.0
2019-09-27,824800.0
2020-03-03,829600.0
2020-05-21,746900.0
2019-05-14,801800.0
2018-08-31,1033700.0
2018-07-30,694900.0
2018-10-02,909100.0
2019-04-12,715500.0
2019-03-11,621600.0
2019-02-07,505600.0
2019-07-17,449700.0
2019-09-19,1223600.0
2019-10-21,809600.0
2019-12-18,659400.0
2020-03-06,620300.0
2019-10-03,591200.0
2020-03-09,665800.0
2020-05-27,1402200.0
2019-12-24,1345400.0
2020-03-12,1734300.0
2018-12-20,1350600.0
2019-08-01,1571500.0
2018-08-14,1295000.0
2018-07-13,1824700.0
2018-10-17,1961500.0
2019-05-29,1261300.0
2019-03-26,1000200.0
2019-02-22,971200.0
2019-10-04,951400.0
2019-11-05,789600.0
2019-12-27,1758200.0
2020-06-02,689800.0
2019-12-30,1330600.0
2020-03-18,700100.0
2020-06-05,621200.0
2019-07-15,635900.0
2018-12-03,641600.0
2019-06-13,762500.0
2019-01-04,1337100.0
2018-08-29,842400.0
2019-02-05,676900.0
2018-11-01,519700.0
2019-08-16,1078700.0
2019-04-10,837000.0
2019-09-17,512400.0
2019-10-15,677700.0
2020-01-02,722000.0
2020-06-08,618300.0
2019-10-18,652400.0
2020-03-24,596200.0
2020-06-11,597900.0
2020-01-08,618900.0
2019-04-25,714500.0
2019-07-30,603600.0
2019-02-20,978900.0
2018-07-11,4902500.0
2018-09-13,2371500.0
2018-10-15,1042000.0
2019-06-28,1095000.0
2018-12-18,905500.0
2018-11-16,903500.0
2019-10-02,739400.0
2020-03-27,754700.0
2020-01-10,826600.0
2019-10-24,932600.0
2020-03-30,935600.0
2020-06-17,743500.0
2020-01-14,607200.0
2020-04-02,377300.0
2019-01-02,562000.0
2019-08-14,750200.0
2018-10-30,996500.0
2019-06-11,862200.0
2019-05-10,1073700.0
2019-04-08,576800.0
2018-08-27,604900.0
2018-07-26,713300.0
2018-09-28,1090600.0
2019-03-07,719900.0
2019-10-30,444400.0
2020-01-17,833600.0
2020-06-23,662800.0
2020-04-08,704600.0
2020-06-26,473000.0
2019-03-22,935900.0
2019-01-17,792100.0
2019-08-29,789600.0
2018-11-14,799300.0
2019-06-26,791600.0
2018-09-11,623000.0
2018-07-09,806900.0
2018-08-10,685900.0
2019-04-23,861800.0
2019-09-30,699600.0
2020-01-23,1794800.0
2019-11-08,1000700.0
2020-04-14,364100.0
2019-11-11,865900.0
2020-01-29,441600.0
2020-04-17,854800.0
2018-07-24,461600.0
2018-09-26,813900.0
2019-05-08,1346100.0
2019-03-05,760800.0
2019-02-01,789100.0
2018-12-31,679700.0
2018-11-29,879700.0
2019-08-12,951500.0
2019-07-11,2338800.0
2019-09-13,2174200.0
2019-11-14,1178500.0
2020-04-20,722700.0
2020-02-04,1122800.0
2020-04-23,1289500.0
2018-12-14,826100.0
2019-08-27,944400.0
2018-08-08,1070000.0
2018-10-11,859100.0
2018-11-12,1129200.0
2019-07-26,1251700.0
2019-06-24,3328100.0
2019-05-23,1460500.0
2019-03-20,1040000.0
2019-01-15,1110000.0
2019-11-20,1839700.0
2020-02-07,706500.0
2020-02-10,1125300.0
2020-04-29,1219500.0
2019-11-26,3528500.0
2020-02-13,1871800.0
2019-01-30,2215300.0
2018-08-23,1494500.0
2018-09-24,813600.0
2018-11-27,1339000.0
2018-10-26,698100.0
2019-07-09,722400.0
2019-06-07,1443900.0
2019-05-06,1604900.0
2019-04-04,1423800.0
2019-09-11,2319000.0
2019-11-29,2678200.0
2020-05-05,1768200.0
2019-12-02,1353700.0
2020-02-19,956000.0
2020-05-08,1079400.0
2019-05-21,1117600.0
2019-03-18,1678600.0
2018-09-07,1466500.0
2018-08-06,1860200.0
2018-10-09,2318800.0
2019-02-14,2480900.0
2018-12-12,1908100.0
2019-07-24,1701200.0
2019-09-26,1885500.0
2019-10-28,1738300.0
2019-12-05,3159500.0
2020-05-11,2088000.0
2019-07-03,1758600.0
2020-02-25,1722500.0
2020-05-14,1792100.0
2020-02-28,1360700.0
2019-08-08,1717300.0
2019-06-05,1686200.0
2018-07-20,1915300.0
2018-08-21,1258600.0
2018-10-24,871800.0
2019-04-02,1418700.0
2019-03-01,1505400.0
2019-01-28,1430400.0
2018-12-27,1201200.0
2019-09-09,1119200.0
2020-03-02,1133300.0
2020-05-20,1113100.0
2019-12-17,946400.0
2020-03-05,1277900.0
2019-02-12,1678400.0
2019-01-11,1285000.0
2018-12-10,1030300.0
2019-08-23,850800.0
2018-11-08,978800.0
2019-07-22,830200.0
2019-06-20,971100.0
2018-09-05,1283200.0
2019-04-17,991400.0
2019-09-24,1009900.0
2019-12-20,610400.0
2020-05-26,700100.0
2019-04-30,563700.0
2019-12-23,553800.0
2020-03-11,687100.0
2020-05-29,1164300.0
2019-12-26,1471600.0
2020-06-01,1075300.0
2019-05-02,907100.0
2019-02-27,1202000.0
2018-11-23,1120200.0
2019-08-06,1046500.0
2018-07-18,1664100.0
2018-09-20,1038700.0
2018-10-22,710300.0
2019-07-05,1470800.0
2019-06-03,1215600.0
2019-10-09,1480400.0
2019-10-11,1802700.0
2020-03-17,617000.0
2020-06-04,861200.0
2019-10-14,889000.0
2020-03-20,1054800.0
2018-11-06,1059400.0
2019-06-18,830600.0
2019-05-17,655900.0
2019-04-15,749900.0
2019-03-14,1314500.0
2019-01-09,698200.0
2018-08-02,600100.0
2018-10-05,744100.0
2019-08-21,735200.0
2019-10-17,650200.0
2020-03-23,1608100.0
2020-06-10,878000.0
2019-02-25,776700.0
2020-01-07,807700.0
2020-03-26,659400.0
2019-10-23,879700.0
