Dates,DUK
2018-06-20,69.9065933227539
2018-06-21,70.56719970703125
2018-06-25,71.04432678222656
2018-06-22,72.5582504272461
2018-06-26,72.29216003417969
2018-06-27,72.96195220947266
2018-06-28,72.69586944580078
2018-06-29,72.5582504272461
2018-07-02,73.18216705322266
2018-07-03,73.22804260253906
2018-07-05,73.96207427978516
2018-07-16,74.8887710571289
2018-09-18,72.15453338623047
2019-01-24,72.96195220947266
2019-09-05,73.75103759765625
2018-11-21,73.86114501953125
2020-01-13,73.97124481201172
2020-04-01,74.11804962158203
2020-06-19,73.99877166748047
2019-10-29,73.80609130859375
2020-01-16,74.50341033935547
2020-06-22,73.99877166748047
2018-10-03,73.37484741210938
2018-07-31,73.30143737792969
2019-03-12,73.5675277709961
2019-02-08,74.44835662841797
2019-01-07,74.40248107910156
2018-12-06,74.1088638305664
2019-08-19,74.8887710571289
2019-07-18,74.36578369140625
2019-05-15,73.81526184082031
2019-09-20,74.82454681396484
2019-11-01,74.43000030517578
2020-04-07,74.20980072021484
2020-06-25,73.79692840576172
2020-06-16,74.14556884765625
2019-11-04,74.2189712524414
2020-01-22,74.26485443115234
2019-11-07,74.52175903320312
2020-04-13,75.10897827148438
2019-07-01,75.90477752685547
2019-05-30,76.3595199584961
2018-08-15,75.92333221435547
2018-10-18,75.43147277832031
2019-03-27,75.01385498046875
2019-01-22,75.06025695800781
2018-12-21,75.5521240234375
2019-09-03,74.79112243652344
2018-11-19,74.5683822631836
2019-08-02,74.92105102539062
2020-01-28,75.46859741210938
2020-04-16,75.39434814453125
2019-11-13,75.5614013671875
2020-01-31,77.20403289794922
2018-12-04,77.4638900756836
2018-11-02,76.53585052490234
2019-07-16,76.3873519897461
2018-08-30,75.52428436279297
2018-10-01,75.06953430175781
2019-06-14,76.23887634277344
2019-05-13,75.82124328613281
2019-04-11,76.17391204833984
2019-02-06,76.02542877197266
2019-09-18,74.32711029052734
2020-02-03,74.81896209716797
2020-04-22,74.07652282714844
2019-11-19,73.88163757324219
2020-02-06,73.13919830322266
2019-11-22,72.47100067138672
2019-03-25,73.25984191894531
2019-02-21,74.26212310791016
2018-12-19,73.82595825195312
2018-07-12,74.63335418701172
2018-09-14,73.49185943603516
2018-08-13,74.18789672851562
2018-10-16,75.54283905029297
2019-07-31,76.22959899902344
2019-05-28,76.33167266845703
2019-04-26,75.98829650878906
2020-04-28,74.22502136230469
2019-11-25,74.23429870605469
2020-02-12,74.36421203613281
2020-05-01,75.1159439086914
2020-05-04,74.95816040039062
2019-06-12,75.41291809082031
2019-04-09,76.79569244384766
2019-03-08,76.69361114501953
2019-02-04,76.37808227539062
2018-07-27,78.65179443359375
2018-08-28,77.62165832519531
2019-01-03,75.99757385253906
2019-08-15,77.45460510253906
2018-10-31,77.79798889160156
2019-09-16,76.68434143066406
2020-02-18,75.78413391113281
2020-05-07,76.64720916748047
2018-08-17,77.56597900390625
2019-12-04,78.26200866699219
2020-02-21,78.60538482666016
2018-12-17,78.26200866699219
2019-08-30,79.42206573486328
2018-11-15,79.73760223388672
2019-07-29,80.13666534423828
2019-06-27,80.20161437988281
2019-04-24,80.8090591430664
2018-07-10,81.31563568115234
2018-09-12,82.21621704101562
2019-02-19,83.04176330566406
2019-01-18,81.09986114501953
2020-02-24,81.38129425048828
2020-05-13,81.5970687866211
2019-12-10,82.39447021484375
2020-02-27,82.17870330810547
