Dates,DUK
2020-03-18,2383600.0
2020-06-05,1986100.0
2019-07-15,1960700.0
2018-12-03,2501700.0
2019-06-13,2009200.0
2019-01-04,3044000.0
2018-08-29,3015800.0
2019-02-05,3129600.0
2018-11-01,2311700.0
2019-08-16,2470800.0
2019-04-10,2608800.0
2019-09-17,2382200.0
2019-10-15,2320000.0
2020-01-02,2483600.0
2020-06-08,1904600.0
2019-10-18,2617100.0
2020-03-24,2051700.0
2020-06-11,3041900.0
2020-01-08,1550200.0
2019-04-25,1743700.0
2019-07-30,2199800.0
2019-02-20,1763400.0
2018-07-11,1818100.0
2018-09-13,2761600.0
2018-10-15,2675100.0
2019-06-28,1831200.0
2018-12-18,2454100.0
2018-11-16,2647100.0
2019-10-02,3105900.0
2020-03-27,2626800.0
2020-01-10,2186900.0
2019-10-24,4125000.0
2020-03-30,6146200.0
2020-06-17,4871000.0
2020-01-14,3843000.0
2020-04-02,5441900.0
2019-01-02,3905700.0
2019-08-14,3567000.0
2018-10-30,4274200.0
2019-06-11,16085000.0
2019-05-10,6414900.0
2019-04-08,7570700.0
2018-08-27,5763100.0
2018-07-26,6254300.0
2018-09-28,6569900.0
2019-03-07,3229500.0
2019-10-30,1325600.0
2020-01-17,4202000.0
2020-06-23,3954400.0
2020-04-08,3503600.0
2020-06-26,3055400.0
2019-03-22,2964700.0
2019-01-17,3798500.0
2019-08-29,3208900.0
2018-11-14,4994400.0
2019-06-26,5842000.0
2018-09-11,5092800.0
2018-07-09,4597500.0
2018-08-10,2969500.0
2019-04-23,4003000.0
2019-09-30,4867400.0
2020-01-23,6715300.0
2019-11-08,5060700.0
2020-04-14,804500.0
2019-11-11,2314000.0
2020-01-29,2596200.0
2020-04-17,2237700.0
2018-07-24,2540700.0
2018-09-26,3921800.0
2019-05-08,2825400.0
2019-03-05,2410300.0
2019-02-01,3980900.0
2018-12-31,2583300.0
2018-11-29,2377200.0
2019-08-12,3225000.0
2019-07-11,2979000.0
2019-09-13,3009800.0
2019-11-14,2357300.0
2020-04-20,3244200.0
2020-02-04,3053500.0
2020-04-23,3429000.0
2018-12-14,3638500.0
2019-08-27,3824900.0
2018-08-08,2218600.0
2018-10-11,2481100.0
2018-11-12,3696500.0
2019-07-26,2335700.0
2019-06-24,3273100.0
2019-05-23,3175200.0
2019-03-20,2666200.0
2019-01-15,2802600.0
2019-11-20,2319300.0
2020-02-07,1611100.0
2020-02-10,2747900.0
2020-04-29,2647800.0
2019-11-26,2993100.0
2020-02-13,4377700.0
2019-01-30,5132500.0
2018-08-23,6300400.0
2018-09-24,6256900.0
2018-11-27,2809100.0
2018-10-26,2711000.0
2019-07-09,3520000.0
2019-06-07,5282900.0
2019-05-06,4093000.0
2019-04-04,3152200.0
2019-09-11,4782900.0
2019-11-29,7910900.0
2020-05-05,6803600.0
2019-12-02,5060500.0
2020-02-19,4284200.0
2020-05-08,4327400.0
2019-05-21,5522600.0
2019-03-18,5616000.0
2018-09-07,6386600.0
2018-08-06,6268200.0
2018-10-09,7684400.0
2019-02-14,6156000.0
2018-12-12,7118500.0
2019-07-24,6712800.0
2019-09-26,6426500.0
2019-10-28,6361700.0
2019-12-05,8975700.0
2020-05-11,7060100.0
2019-07-03,6516900.0
2020-02-25,6573700.0
2020-05-14,6163700.0
2020-02-28,5091300.0
2019-08-08,5300800.0
2019-06-05,5115500.0
2018-07-20,4600700.0
2018-08-21,3665500.0
2018-10-24,2907200.0
2019-04-02,3960100.0
2019-03-01,3522900.0
2019-01-28,6729500.0
2018-12-27,6538900.0
2019-09-09,3800500.0
2020-03-02,3812800.0
2020-05-20,3694300.0
2019-12-17,2335100.0
2020-03-05,4299100.0
2019-02-12,3144000.0
2019-01-11,3682900.0
2018-12-10,3089900.0
2019-08-23,3298100.0
2018-11-08,3723900.0
2019-07-22,2593100.0
2019-06-20,3135500.0
2018-09-05,2997600.0
2019-04-17,3536500.0
2019-09-24,3036700.0
2019-12-20,2947400.0
2020-05-26,2781000.0
2019-04-30,3581900.0
2019-12-23,3426400.0
2020-03-11,2875200.0
2020-05-29,3924200.0
2019-12-26,3524700.0
2020-06-01,3998300.0
2019-05-02,3649300.0
2019-02-27,5250700.0
2018-11-23,6747800.0
2019-08-06,3020800.0
2018-07-18,2710900.0
2018-09-20,3108000.0
2018-10-22,2760600.0
2019-07-05,3910200.0
2019-06-03,3606600.0
2019-10-09,3957600.0
2019-10-11,4018500.0
2020-03-17,2438800.0
2020-06-04,3446800.0
2019-10-14,2449600.0
2020-03-20,3640800.0
2018-11-06,3353300.0
2019-06-18,2771000.0
2019-05-17,3023400.0
2019-04-15,2721400.0
2019-03-14,4974100.0
2019-01-09,3935700.0
2018-08-02,4501000.0
2018-10-05,3865100.0
2019-08-21,4181800.0
2019-10-17,3480100.0
2020-03-23,8089900.0
2020-06-10,3878700.0
2019-02-25,3771600.0
2020-01-07,3675900.0
2020-03-26,3984800.0
2019-10-23,5321500.0
