Dates,DUK
2018-06-20,76.19000244140625
2018-06-21,76.91000366210938
2018-06-25,77.43000030517578
2018-06-22,79.08000183105469
2018-06-26,78.79000091552734
2018-06-27,79.5199966430664
2018-06-28,79.2300033569336
2018-06-29,79.08000183105469
2018-07-02,79.76000213623047
2018-07-03,79.80999755859375
2018-07-05,80.61000061035156
2018-07-16,81.62000274658203
2018-09-18,78.63999938964844
2019-01-24,79.5199966430664
2019-09-05,80.37999725341797
2018-11-21,80.5
2020-01-13,80.62000274658203
2020-04-01,80.77999877929688
2020-06-19,80.6500015258789
2019-10-29,80.44000244140625
2020-01-16,81.19999694824219
2020-06-22,80.6500015258789
2018-10-03,79.97000122070312
2018-07-31,79.88999938964844
2019-03-12,80.18000030517578
2019-02-08,81.13999938964844
2019-01-07,81.08999633789062
2018-12-06,80.7699966430664
2019-08-19,81.62000274658203
2019-07-18,81.05000305175781
2019-05-15,80.44999694824219
2019-09-20,81.55000305175781
2019-11-01,81.12000274658203
2020-04-07,80.87999725341797
2020-06-25,80.43000030517578
2020-06-16,80.80999755859375
2019-11-04,80.88999938964844
2020-01-22,80.94000244140625
2019-11-07,81.22000122070312
2020-04-13,81.86000061035156
2019-07-01,81.79000091552734
2019-05-30,82.27999877929688
2018-08-15,81.80999755859375
2018-10-18,81.27999877929688
2019-03-27,80.83000183105469
2019-01-22,80.87999725341797
2018-12-21,81.41000366210938
2019-09-03,80.58999633789062
2018-11-19,80.3499984741211
2019-08-02,80.7300033569336
2020-01-28,81.31999969482422
2020-04-16,81.23999786376953
2019-11-13,81.41999816894531
2020-01-31,83.19000244140625
2018-12-04,83.47000122070312
2018-11-02,82.47000122070312
2019-07-16,82.30999755859375
2018-08-30,81.37999725341797
2018-10-01,80.88999938964844
2019-06-14,82.1500015258789
2019-05-13,81.69999694824219
2019-04-11,82.08000183105469
2019-02-06,81.91999816894531
2019-09-18,80.08999633789062
2020-02-03,80.62000274658203
2020-04-22,79.81999969482422
2019-11-19,79.61000061035156
2020-02-06,78.80999755859375
2019-11-22,78.08999633789062
2019-03-25,78.94000244140625
2019-02-21,80.0199966430664
2018-12-19,79.55000305175781
2018-07-12,80.41999816894531
2018-09-14,79.19000244140625
2018-08-13,79.94000244140625
2018-10-16,81.4000015258789
2019-07-31,82.13999938964844
2019-05-28,82.25
2019-04-26,81.87999725341797
2020-04-28,79.9800033569336
2019-11-25,79.98999786376953
2020-02-12,80.12999725341797
2020-05-01,80.94000244140625
2020-05-04,80.7699966430664
2019-06-12,81.26000213623047
2019-04-09,82.75
2019-03-08,82.63999938964844
2019-02-04,82.30000305175781
2018-07-27,84.75
2018-08-28,83.63999938964844
2019-01-03,81.88999938964844
2019-08-15,83.45999908447266
2018-10-31,83.83000183105469
2019-09-16,82.62999725341797
2020-02-18,81.66000366210938
2020-05-07,82.58999633789062
2018-08-17,83.58000183105469
2019-12-04,84.33000183105469
2020-02-21,84.69999694824219
2018-12-17,84.33000183105469
2019-08-30,85.58000183105469
2018-11-15,85.91999816894531
2019-07-29,86.3499984741211
2019-06-27,86.41999816894531
2019-04-24,86.13999938964844
2018-07-10,86.68000030517578
2018-09-12,87.63999938964844
2019-02-19,88.5199966430664
2019-01-18,86.44999694824219
2020-02-24,86.75
2020-05-13,86.9800033569336
2019-12-10,87.83000183105469
2020-02-27,87.5999984741211
2019-12-13,87.5999984741211
2020-05-19,88.56999969482422
2019-03-06,89.62000274658203
2018-11-30,90.05000305175781
2019-08-13,89.83000183105469
2019-07-12,89.98999786376953
2019-06-10,90.51000213623047
2019-05-09,90.79000091552734
2018-07-25,89.5999984741211
2018-09-27,90.9000015258789
2018-10-29,90.75
2019-10-16,88.08999633789062
2019-12-16,87.66000366210938
2020-03-04,87.2300033569336
2020-05-22,88.13999938964844
2019-10-01,87.66999816894531
2019-12-19,83.91000366210938
2018-09-10,85.25
2019-05-24,85.95999908447266
2018-08-09,86.12000274658203
2019-04-22,86.30000305175781
2019-03-21,84.69999694824219
2019-01-16,84.66999816894531
2019-08-28,85.37000274658203
2018-11-13,85.01000213623047
2018-10-12,86.08000183105469
2019-06-25,84.80999755859375
2020-03-10,85.2699966430664
2020-05-28,84.61000061035156
2019-10-07,83.66000366210938
2020-03-13,85.13999938964844
2019-10-10,85.2699966430664
2020-03-16,85.63999938964844
2020-06-03,85.5999984741211
2018-11-28,85.61000061035156
2018-09-25,86.12999725341797
2018-07-23,86.69999694824219
2018-08-24,85.8499984741211
2019-07-10,85.6500015258789
2019-05-07,85.62999725341797
2019-04-05,86.05000305175781
2019-03-04,87.77999877929688
2019-01-31,87.77999877929688
2019-09-12,87.81999969482422
2019-12-31,88.5
2020-03-19,88.45999908447266
2020-01-03,89.4800033569336
2020-06-09,90.30000305175781
2019-02-15,90.16999816894531
2019-01-14,90.2300033569336
2018-07-06,89.58999633789062
2018-08-07,87.81999969482422
2018-10-10,87.51000213623047
2018-12-13,87.94000244140625
2019-08-26,88.8499984741211
2019-07-25,89.58999633789062
2019-05-22,89.91000366210938
2019-03-19,89.4800033569336
2020-01-06,88.87999725341797
2020-03-25,89.27999877929688
2020-06-12,89.66000366210938
2019-10-22,89.52999877929688
2020-01-09,89.87999725341797
2020-06-15,89.52999877929688
2019-10-25,89.56999969482422
2020-03-31,89.58000183105469
2020-06-18,90.19999694824219
2019-04-03,90.36000061035156
2018-08-22,90.51000213623047
2018-10-25,90.55999755859375
2019-01-29,90.36000061035156
2018-12-28,90.6500015258789
2018-11-26,90.05999755859375
2019-08-09,89.12000274658203
2019-07-08,89.37999725341797
2019-06-06,89.91000366210938
2019-09-10,90.69999694824219
2020-01-15,90.7699966430664
2020-04-03,91.52999877929688
2019-10-31,90.4800033569336
2020-04-06,89.37999725341797
2020-06-24,90.0
2018-11-09,89.27999877929688
2019-07-23,89.12999725341797
2019-06-21,88.8499984741211
2019-05-20,89.3499984741211
2019-04-18,90.52999877929688
2018-09-06,90.11000061035156
2018-10-08,90.25
2019-02-13,89.94000244140625
2018-12-11,90.26000213623047
2019-09-25,90.44999694824219
2020-01-21,90.44000244140625
2020-04-09,89.08999633789062
2019-11-06,89.05999755859375
2020-01-24,89.13999938964844
2020-01-27,88.7300033569336
2020-04-15,89.01000213623047
2018-12-26,89.68000030517578
2019-08-07,90.44999694824219
2019-06-04,90.31999969482422
2018-09-21,89.58000183105469
2018-07-19,91.12000274658203
2018-08-20,90.41000366210938
2018-10-23,89.80999755859375
2019-05-03,90.16000366210938
