Dates,DUK
2018-06-20,75.7699966430664
2018-06-21,76.06999969482422
2018-06-25,76.76000213623047
2018-06-22,77.47000122070312
2018-06-26,78.6500015258789
2018-06-27,78.5
2018-06-28,79.0999984741211
2018-06-29,78.51000213623047
2018-07-02,78.9000015258789
2018-07-03,79.44999694824219
2018-07-05,79.61000061035156
2018-07-16,80.48999786376953
2018-09-18,78.37000274658203
2019-01-24,77.9000015258789
2019-09-05,79.69000244140625
2018-11-21,80.0999984741211
2020-01-13,79.9800033569336
2020-04-01,80.08000183105469
2020-06-19,80.54000091552734
2019-10-29,79.9000015258789
2020-01-16,80.51000213623047
2020-06-22,80.0
2018-10-03,79.66999816894531
2018-07-31,78.77999877929688
2019-03-12,79.69000244140625
2019-02-08,80.41000366210938
2019-01-07,80.75
2018-12-06,80.5999984741211
2019-08-19,80.76000213623047
2019-07-18,80.13999938964844
2019-05-15,79.51000213623047
2019-09-20,80.29000091552734
2019-11-01,80.80000305175781
2020-04-07,80.0
2020-06-25,80.18000030517578
2020-06-16,80.27999877929688
2019-11-04,80.8499984741211
2020-01-22,80.5199966430664
2019-11-07,80.77999877929688
2020-04-13,81.30999755859375
2019-07-01,80.55000305175781
2019-05-30,81.58000183105469
2018-08-15,81.62000274658203
2018-10-18,80.83000183105469
2019-03-27,80.54000091552734
2019-01-22,80.66999816894531
2018-12-21,80.66000366210938
2019-09-03,80.30000305175781
2018-11-19,80.16000366210938
2019-08-02,80.19000244140625
2020-01-28,80.63999938964844
2020-04-16,80.87000274658203
2019-11-13,81.23999786376953
2020-01-31,81.51000213623047
2018-12-04,82.62000274658203
2018-11-02,81.94000244140625
2019-07-16,82.26000213623047
2018-08-30,81.2699966430664
2018-10-01,80.61000061035156
2019-06-14,80.55000305175781
2019-05-13,81.04000091552734
2019-04-11,81.26000213623047
2019-02-06,81.66000366210938
2019-09-18,79.62000274658203
2020-02-03,79.2699966430664
2020-04-22,78.52999877929688
2019-11-19,79.43000030517578
2020-02-06,78.55000305175781
2019-11-22,78.04000091552734
2019-03-25,78.0
2019-02-21,79.0999984741211
2018-12-19,79.19000244140625
2018-07-12,79.91000366210938
2018-09-14,78.5199966430664
2018-08-13,78.55999755859375
2018-10-16,79.83000183105469
2019-07-31,81.3499984741211
2019-05-28,81.80999755859375
2019-04-26,81.83000183105469
2020-04-28,79.66999816894531
2019-11-25,79.01000213623047
2020-02-12,79.70999908447266
2020-05-01,79.75
2020-05-04,80.19000244140625
2019-06-12,80.91000366210938
2019-04-09,81.2300033569336
2019-03-08,82.33000183105469
2019-02-04,82.20999908447266
2018-07-27,82.27999877929688
2018-08-28,83.41000366210938
2019-01-03,81.41999816894531
2019-08-15,81.87999725341797
2018-10-31,82.62999725341797
2019-09-16,82.04000091552734
2020-02-18,80.95999908447266
2020-05-07,80.88999938964844
2018-08-17,82.68000030517578
2019-12-04,83.44000244140625
2020-02-21,83.58999633789062
2018-12-17,83.33000183105469
2019-08-30,84.25
2018-11-15,85.19999694824219
2019-07-29,85.30000305175781
2019-06-27,85.6500015258789
2019-04-24,84.04000091552734
2018-07-10,85.88999938964844
2018-09-12,86.5
2019-02-19,87.80000305175781
2019-01-18,86.12000274658203
2020-02-24,86.19999694824219
