Dates,DTE
2018-06-20,99.29000091552734
2018-06-21,100.06999969482422
2018-06-25,100.44999694824219
2018-06-22,102.79000091552734
2018-06-26,103.19999694824219
2018-06-27,104.18000030517578
2018-06-28,103.94000244140625
2018-06-29,103.62999725341797
2018-07-02,104.58999633789062
2018-07-03,105.0199966430664
2018-07-05,106.33000183105469
2018-07-16,107.02999877929688
2018-09-18,103.1500015258789
2019-01-24,104.0
2019-09-05,105.66000366210938
2018-11-21,105.91999816894531
2020-01-13,106.19000244140625
2020-04-01,106.30000305175781
2020-06-19,106.37999725341797
2019-10-29,106.05999755859375
2020-01-16,107.37000274658203
2020-06-22,106.5999984741211
2018-10-03,106.43000030517578
2018-07-31,106.72000122070312
2019-03-12,108.30000305175781
2019-02-08,108.81999969482422
2019-01-07,108.61000061035156
2018-12-06,107.77999877929688
2019-08-19,108.54000091552734
2019-07-18,107.83999633789062
2019-05-15,108.69999694824219
2019-09-20,110.0999984741211
2019-11-01,110.5
2020-04-07,110.3499984741211
2020-06-25,110.16000366210938
2020-06-16,110.72000122070312
2019-11-04,110.33999633789062
2020-01-22,110.79000091552734
2019-11-07,111.04000091552734
2020-04-13,112.2699966430664
2019-07-01,113.18000030517578
2019-05-30,113.62000274658203
2018-08-15,113.30000305175781
2018-10-18,112.72000122070312
2019-03-27,111.2300033569336
2019-01-22,111.43000030517578
2018-12-21,111.9000015258789
2019-09-03,111.33999633789062
2018-11-19,110.7300033569336
2019-08-02,111.2699966430664
2020-01-28,111.86000061035156
2020-04-16,111.13999938964844
2019-11-13,111.66999816894531
2020-01-31,113.2699966430664
2018-12-04,114.0
2018-11-02,112.95999908447266
2019-07-16,113.4000015258789
2018-08-30,113.22000122070312
2018-10-01,113.0199966430664
2019-06-14,113.76000213623047
2019-05-13,112.30000305175781
2019-04-11,112.33999633789062
2019-02-06,112.51000213623047
2019-09-18,109.08999633789062
2020-02-03,109.18000030517578
2020-04-22,109.06999969482422
2019-11-19,108.51000213623047
2020-02-06,107.48999786376953
2019-11-22,106.48999786376953
2019-03-25,107.41000366210938
2019-02-21,109.12999725341797
2018-12-19,109.02999877929688
2018-07-12,110.76000213623047
2018-09-14,108.62999725341797
2018-08-13,109.37999725341797
2018-10-16,111.62000274658203
2019-07-31,112.58999633789062
2019-05-28,113.63999938964844
2019-04-26,112.73999786376953
2020-04-28,110.58000183105469
2019-11-25,110.13999938964844
2020-02-12,110.12000274658203
2020-05-01,111.23999786376953
2020-05-04,111.29000091552734
2019-06-12,111.16000366210938
2019-04-09,112.94000244140625
2019-03-08,112.30000305175781
2019-02-04,111.94000244140625
2018-07-27,117.69999694824219
2018-08-28,115.05000305175781
2019-01-03,112.8499984741211
2019-08-15,113.62999725341797
2018-10-31,114.36000061035156
2019-09-16,112.4000015258789
2020-02-18,112.08999633789062
2020-05-07,111.37999725341797
2018-08-17,113.36000061035156
2019-12-04,114.83999633789062
2020-02-21,116.13999938964844
2018-12-17,116.37999725341797
