Dates,DTE
2018-06-20,92.85140228271484
2018-06-21,93.58081817626953
2018-06-25,93.93616485595703
2018-06-22,96.12443542480469
2018-06-26,96.50785064697266
2018-06-27,97.4242935180664
2018-06-28,97.19985961914062
2018-06-29,96.90997314453125
2018-07-02,97.80770874023438
2018-07-03,98.20980834960938
2018-07-05,99.43486785888672
2018-07-16,100.0894775390625
2018-09-18,96.46109008789062
2019-01-24,97.25597381591797
2019-09-05,98.80831909179688
2018-11-21,99.05145263671875
2020-01-13,99.303955078125
2020-04-01,99.40682220458984
2020-06-19,99.48162841796875
2019-10-29,99.18238067626953
2020-01-16,100.40744018554688
2020-06-22,99.68737030029297
2018-10-03,99.52838134765625
2018-07-31,99.79959106445312
2019-03-12,101.27713012695312
2019-02-08,101.7634048461914
2019-01-07,101.56702423095703
2018-12-06,100.79084014892578
2019-08-19,101.50155639648438
2019-07-18,100.8469467163086
2019-05-15,101.65117645263672
2019-09-20,102.96040344238281
2019-11-01,103.33446502685547
2020-04-07,103.1941909790039
2020-06-25,103.01651000976562
2020-06-16,103.54019927978516
2019-11-04,103.18482971191406
2020-01-22,103.60565948486328
2019-11-07,103.83944702148438
2020-04-13,104.98969268798828
2019-07-01,105.84068298339844
2019-05-30,106.25215148925781
2018-08-15,105.95289611816406
2018-10-18,105.4104995727539
2019-03-27,104.01713562011719
2019-01-22,104.20415496826172
2018-12-21,104.64368438720703
2019-09-03,104.1199951171875
2018-11-19,103.54955291748047
2019-08-02,104.05451965332031
2020-01-28,104.60626983642578
2020-04-16,103.93296813964844
2019-11-13,104.42859649658203
2020-01-31,105.92483520507812
2018-12-04,106.60750579833984
2018-11-02,105.63494110107422
2019-07-16,106.0464096069336
2018-08-30,105.87808990478516
2018-10-01,105.69105529785156
2019-06-14,106.3830795288086
2019-05-13,105.83926391601562
2019-04-11,105.87696075439453
2019-02-06,106.03718566894531
2019-09-18,102.81393432617188
2020-02-03,102.89875793457031
2020-04-22,102.79508209228516
2019-11-19,102.26730346679688
2020-02-06,101.30598449707031
2019-11-22,100.36351776123047
2019-03-25,101.2305908203125
2019-02-21,102.85163116455078
2018-12-19,102.75737762451172
2018-07-12,104.38787078857422
2018-09-14,102.3803939819336
2018-08-13,103.0872573852539
2018-10-16,105.19839477539062
2019-07-31,106.1125717163086
2019-05-28,107.10215759277344
2019-04-26,106.25395202636719
2020-04-28,104.21822357177734
2019-11-25,103.80352783203125
2020-02-12,103.78468322753906
2020-05-01,104.84024810791016
2020-05-04,104.88736724853516
2019-06-12,104.76486206054688
2019-04-09,106.44244384765625
2019-03-08,105.83926391601562
2019-02-04,105.4999771118164
2018-07-27,110.9285888671875
2018-08-28,108.4310531616211
2019-01-03,106.35762023925781
2019-08-15,107.09273529052734
2018-10-31,107.78073120117188
2019-09-16,105.93350982666016
2020-02-18,105.64134216308594
2020-05-07,104.9721908569336
2018-08-17,106.83827209472656
2019-12-04,108.23312377929688
2020-02-21,109.45833587646484
2018-12-17,109.68453216552734
2019-08-30,111.34329223632812
2018-11-15,112.20093536376953
2019-07-29,113.04914855957031
2019-06-27,112.4271240234375
2019-04-24,112.44596099853516
2018-07-10,112.18207550048828
2018-09-12,112.35172271728516
2019-02-19,111.68257904052734
2019-01-18,110.03324890136719
2020-02-24,109.95784759521484
2020-05-13,109.98612213134766
2019-12-10,110.74010467529297
2020-02-27,110.64585876464844
2019-12-13,110.90032196044922
2020-05-19,112.85123443603516
2019-03-06,112.30460357666016
2018-11-30,112.31401824951172
2019-08-13,112.52135467529297
2019-07-12,112.64389038085938
2019-06-10,112.44596099853516
2019-05-09,112.97374725341797
2018-07-25,111.90876007080078
2018-09-27,112.9266357421875
2018-10-29,112.30440521240234
2019-10-16,108.42855834960938
2019-12-16,107.9440689086914
2020-03-04,108.11507415771484
2020-05-22,108.80854797363281
2019-10-01,108.34306335449219
2019-12-19,103.49826049804688
2018-09-10,104.16323852539062
2019-05-24,104.64772033691406
2018-08-09,104.60022735595703
2019-04-22,104.78070831298828
2019-03-21,102.49129486083984
2019-01-16,102.91876983642578
2019-08-28,104.48621368408203
2018-11-13,104.1347427368164
2018-10-12,105.05619812011719
2019-06-25,104.56221771240234
2020-03-10,106.11065673828125
2020-05-28,106.26264953613281
2019-10-07,104.4482192993164
2020-03-13,105.68316650390625
2019-10-10,106.13915252685547
2020-03-16,107.5261001586914
2020-06-03,107.32661437988281
2018-11-28,107.38360595703125
2018-09-25,108.55205535888672
2018-07-23,109.72050476074219
2018-08-24,108.41905975341797
2019-07-10,108.39056396484375
2019-05-07,109.17903900146484
2019-04-05,109.52101135253906
2019-03-04,111.85791778564453
2019-01-31,111.48744201660156
2019-09-12,111.51593780517578
2019-12-31,111.43045043945312
2020-03-19,111.22145080566406
2020-01-03,112.38040924072266
2020-06-09,112.62738800048828
2019-02-15,113.0833740234375
2019-01-14,113.51085662841797
2018-07-06,113.37786102294922
2018-08-07,113.24486541748047
2018-10-10,113.8148422241211
2018-12-13,114.47982025146484
2019-08-26,115.6767578125
2019-07-25,116.59822845458984
2019-05-22,117.52919006347656
2019-03-19,116.6742172241211
2020-01-06,116.18024444580078
2020-03-25,116.23724365234375
2020-06-12,117.377197265625
2019-10-22,116.7502212524414
2020-01-09,116.94972229003906
2020-06-15,116.61722564697266
2019-10-25,116.2562484741211
2020-03-31,116.3702392578125
2020-06-18,117.03521728515625
2019-04-03,117.50069427490234
2018-08-22,117.85218048095703
2018-10-25,117.94718933105469
2019-01-29,118.15615844726562
2018-12-28,118.6778564453125
2018-11-26,118.06522369384766
2019-08-09,116.91654968261719
2019-07-08,117.1654281616211
2019-06-06,117.96949768066406
2019-09-10,119.54894256591797
2020-01-15,119.75952911376953
2020-04-03,120.52532196044922
2019-10-31,119.83611297607422
2020-04-06,118.48641204833984
2020-06-24,119.40534973144531
2018-11-09,118.50555419921875
2019-07-23,118.60128021240234
2019-06-21,118.18966674804688
2019-05-20,117.56745910644531
2019-04-18,118.6778564453125
2018-09-06,117.37602233886719
2018-10-08,117.95993041992188
2019-02-13,117.74933624267578
2018-12-11,118.62042999267578
2019-09-25,119.09903717041016
2020-01-21,119.13732147216797
2020-04-09,117.5578842163086
2019-11-06,117.5578842163086
2020-01-24,117.94078826904297
2020-01-27,117.47174072265625
2020-04-15,117.873779296875
2018-12-26,118.73529815673828
2019-08-07,118.85972595214844
2019-06-04,119.02246856689453
2018-09-21,118.333251953125
2018-07-19,120.33386993408203
2018-08-20,118.70658111572266
2018-10-23,118.81187438964844
2019-05-03,119.86483764648438
2019-04-01,119.73081970214844
2019-02-28,119.24262237548828
2019-11-12,117.76848602294922
2020-01-30,118.3141098022461
2019-11-15,120.59233093261719
2020-04-21,121.96117401123047
2019-04-16,120.73590850830078
2019-03-15,120.30516815185547
2019-02-11,121.3389663696289
2019-01-10,121.99945068359375
2019-08-22,121.93244171142578
2018-11-07,121.76972198486328
2018-08-03,122.80353546142578
2018-09-04,123.79906463623047
2019-06-19,123.28214263916016
2019-09-23,120.47745513916016
2019-11-18,119.40534973144531
2020-02-05,118.9075927734375
2020-04-24,120.10413360595703
2019-03-29,121.41554260253906
2019-11-21,120.98478698730469
2020-04-27,123.60761260986328
2020-02-11,124.02880096435547
2020-04-30,123.08113861083984
2019-05-01,122.74610137939453
2019-02-26,122.16219329833984
2019-01-25,123.62675476074219
2018-12-24,123.35871887207031
2019-09-06,124.91607666015625
2018-07-17,125.10895538330078
2018-09-19,124.3664321899414
2019-08-05,125.8128890991211
2019-10-08,126.49754333496094
2019-12-11,126.43004608154297
2019-11-27,126.89290618896484
2020-02-14,125.57181549072266
2020-05-06,122.91997528076172
2019-01-08,123.00675964355469
2018-12-07,123.3153305053711
2019-08-20,123.70105743408203
2018-11-05,125.20536804199219
2019-07-19,126.41075134277344
2018-10-04,126.19861602783203
2019-06-17,126.35289764404297
2019-05-16,126.53612518310547
2018-08-01,126.86398315429688
2019-03-13,126.92184448242188
2019-12-03,125.74537658691406
2020-02-20,125.35002136230469
2019-12-06,124.92572784423828
2020-05-12,125.43680572509766
2019-12-09,126.6711196899414
2020-02-26,124.1928482055664
2020-05-15,124.01927947998047
2019-03-28,123.59498596191406
2018-09-17,123.15140533447266
2018-08-16,123.48890686035156
2018-10-19,124.75214385986328
2019-04-29,124.37606048583984
2019-01-23,123.3828353881836
2019-09-04,122.57283020019531
2018-11-20,124.4435806274414
2019-07-02,124.06749725341797
2019-05-31,122.38960266113281
2019-12-12,123.25748443603516
2020-05-18,123.6046142578125
2019-09-27,124.67500305175781
2020-03-03,124.75214385986328
2020-05-21,123.51783752441406
2019-05-14,123.65284729003906
2018-08-31,121.65674591064453
2018-07-30,124.06749725341797
2018-10-02,124.67500305175781
2019-04-12,126.12145233154297
2019-03-11,124.94502258300781
2019-02-07,125.85145568847656
2019-07-17,125.60075378417969
2019-09-19,123.80712890625
2019-10-21,125.50431060791016
2019-12-18,125.74537658691406
2020-03-06,124.90644073486328
2019-10-03,125.34037017822266
2020-03-09,125.03179168701172
2020-05-27,127.17257690429688
2019-12-24,127.34613037109375
2020-03-12,125.27288055419922
2018-12-20,124.27965545654297
2019-08-01,123.4021224975586
2018-08-14,123.980712890625
2018-07-13,124.63643646240234
2018-10-17,124.61715698242188
2019-05-29,124.75799560546875
2019-03-26,126.3316879272461
2019-02-22,126.98252868652344
2019-10-04,127.86653137207031
2019-11-05,128.0996551513672
2019-12-27,128.5076446533203
2020-06-02,127.73050689697266
2019-12-30,129.85787963867188
2020-03-18,129.97447204589844
2020-06-05,129.624755859375
2019-07-15,128.70191955566406
2018-12-03,129.1584930419922
2019-06-13,129.3819122314453
2019-01-04,127.46823120117188
2018-08-29,126.87567901611328
2019-02-05,128.45907592773438
2018-11-01,128.66305541992188
2019-08-16,126.45795440673828
2019-04-10,126.1471176147461
2019-09-17,126.5648193359375
2019-10-15,126.17625427246094
2020-01-02,124.44715881347656
2020-06-08,125.34085083007812
2019-10-18,125.56426239013672
2020-03-24,125.7779769897461
2020-06-11,123.69916534423828
2020-01-08,125.50598907470703
2019-04-25,125.29227447509766
2019-07-30,125.62256622314453
2019-02-20,125.41856384277344
2018-07-11,124.54430389404297
2018-09-13,122.08663177490234
2018-10-15,122.9706039428711
2019-06-28,123.36888122558594
2018-12-18,123.67974090576172
2018-11-16,123.36888122558594
2019-10-02,121.4843521118164
2020-03-27,120.1729507446289
2020-01-10,120.3575210571289
2019-10-24,118.29814147949219
2020-03-30,117.04501342773438
2020-06-17,117.25872802734375
2020-01-14,117.12273406982422
2020-04-02,119.11412048339844
2019-01-02,120.1729507446289
2019-08-14,120.29924011230469
2018-10-30,119.96896362304688
2019-06-11,120.0952377319336
2019-05-10,120.55179595947266
2019-04-08,119.8426742553711
2018-08-27,119.91067504882812
2018-07-26,120.5323715209961
2018-09-28,120.69751739501953
2019-03-07,121.39692687988281
2019-10-30,121.36779022216797
2020-01-17,119.85238647460938
2020-06-23,120.4643783569336
2020-04-08,121.67864227294922
2020-06-26,121.7757797241211
2019-03-22,121.64950561523438
2019-01-17,121.71749877929688
2019-08-29,121.34835052490234
2018-11-14,121.75634002685547
2019-06-26,121.35807800292969
2018-09-11,122.28160095214844
2018-07-09,124.84749603271484
2018-08-10,126.0129165649414
2019-04-23,126.62992095947266
2019-09-30,126.98248291015625
2020-01-23,127.1783447265625
2019-11-08,126.10105895996094
2020-04-14,125.51345825195312
2019-11-11,125.89540100097656
2020-01-29,126.21859741210938
2020-04-17,126.35570526123047
2018-07-24,127.18814086914062
2018-09-26,126.04230499267578
2019-05-08,126.34589385986328
2019-03-05,126.31652069091797
2019-02-01,125.89540100097656
2018-12-31,125.82684326171875
2018-11-29,126.00313568115234
2019-08-12,126.27735137939453
2019-07-11,126.91392517089844
2019-09-13,127.57008361816406
2019-11-14,129.2643585205078
2020-04-20,130.17515563964844
2020-02-04,131.06637573242188
2020-04-23,131.16429138183594
2018-12-14,129.88136291503906
2019-08-27,131.13491821289062
2018-08-08,130.01846313476562
