Dates,DTE
2019-11-18,841000.0
2020-02-05,822700.0
2020-04-24,850200.0
2019-03-29,902000.0
2019-11-21,773500.0
2020-04-27,806700.0
2020-02-11,688400.0
2020-04-30,636100.0
2019-05-01,601000.0
2019-02-26,603900.0
2019-01-25,490600.0
2018-12-24,898200.0
2019-09-06,724900.0
2018-07-17,1091400.0
2018-09-19,1340500.0
2019-08-05,726100.0
2019-10-08,585800.0
2019-12-11,1421700.0
2019-11-27,769300.0
2020-02-14,870700.0
2020-05-06,669500.0
2019-01-08,592500.0
2018-12-07,1117000.0
2019-08-20,898700.0
2018-11-05,828900.0
2019-07-19,457100.0
2018-10-04,535100.0
2019-06-17,727600.0
2019-05-16,974400.0
2018-08-01,643500.0
2019-03-13,673800.0
2019-12-03,571600.0
2020-02-20,1149600.0
2019-12-06,731500.0
2020-05-12,694700.0
2019-12-09,804400.0
2020-02-26,662400.0
2020-05-15,612200.0
2019-03-28,938100.0
2018-09-17,1037700.0
2018-08-16,757200.0
2018-10-19,930800.0
2019-04-29,1145800.0
2019-01-23,776000.0
2019-09-04,994600.0
2018-11-20,809600.0
2019-07-02,773300.0
2019-05-31,929100.0
2019-12-12,946900.0
2020-05-18,829700.0
2019-09-27,952900.0
2020-03-03,819200.0
2020-05-21,564300.0
2019-05-14,867300.0
2018-08-31,1081000.0
2018-07-30,843500.0
2018-10-02,921300.0
2019-04-12,1439400.0
2019-03-11,1182600.0
2019-02-07,822200.0
2019-07-17,838500.0
2019-09-19,1128500.0
2019-10-21,879200.0
2019-12-18,1098800.0
2020-03-06,693100.0
2019-10-03,613700.0
2020-03-09,958500.0
2020-05-27,1025200.0
2019-12-24,1125000.0
2020-03-12,1498000.0
2018-12-20,1091200.0
2019-08-01,986600.0
2018-08-14,1189300.0
2018-07-13,794700.0
2018-10-17,2471900.0
2019-05-29,900100.0
2019-03-26,1187800.0
2019-02-22,1966900.0
2019-10-04,865700.0
2019-11-05,770900.0
2019-12-27,1635300.0
2020-06-02,2079100.0
2019-12-30,1065700.0
2020-03-18,1340400.0
2020-06-05,1269500.0
2019-07-15,749700.0
2018-12-03,935200.0
2019-06-13,912400.0
2019-01-04,1152900.0
2018-08-29,1731300.0
2019-02-05,1220800.0
2018-11-01,945600.0
2019-08-16,1283300.0
2019-04-10,1186700.0
2019-09-17,1109500.0
2019-10-15,1102300.0
2020-01-02,641300.0
2020-06-08,1391500.0
2019-10-18,908600.0
2020-03-24,892100.0
2020-06-11,2473800.0
2020-01-08,1062400.0
2019-04-25,996700.0
2019-07-30,943000.0
2019-02-20,818800.0
2018-07-11,1509100.0
2018-09-13,1383400.0
2018-10-15,2898300.0
2019-06-28,5250800.0
2018-12-18,1853900.0
2018-11-16,1697200.0
2019-10-02,1509500.0
2020-03-27,1416600.0
2020-01-10,1004000.0
2019-10-24,1489400.0
2020-03-30,1419700.0
2020-06-17,1078600.0
2020-01-14,1212000.0
2020-04-02,1131600.0
2019-01-02,1236600.0
2019-08-14,1042400.0
2018-10-30,1487300.0
2019-06-11,1116300.0
2019-05-10,737600.0
2019-04-08,973400.0
2018-08-27,810400.0
2018-07-26,2053900.0
2018-09-28,1792200.0
2019-03-07,885800.0
2019-10-30,683200.0
2020-01-17,1244000.0
2020-06-23,889600.0
2020-04-08,1236300.0
2020-06-26,901500.0
2019-03-22,810200.0
2019-01-17,896000.0
2019-08-29,809900.0
2018-11-14,925400.0
2019-06-26,938700.0
2018-09-11,846300.0
2018-07-09,1421900.0
2018-08-10,2211500.0
2019-04-23,1432100.0
2019-09-30,1504600.0
2020-01-23,3450000.0
2019-11-08,871100.0
2020-04-14,340100.0
2019-11-11,602300.0
2020-01-29,695200.0
2020-04-17,1364400.0
2018-07-24,837800.0
2018-09-26,933600.0
2019-05-08,1163900.0
2019-03-05,955500.0
2019-02-01,733800.0
2018-12-31,716100.0
2018-11-29,807500.0
2019-08-12,1214400.0
2019-07-11,1010800.0
2019-09-13,1179900.0
2019-11-14,907900.0
2020-04-20,641800.0
2020-02-04,1015400.0
2020-04-23,1284100.0
2018-12-14,1421800.0
2019-08-27,1117400.0
2018-08-08,1248900.0
2018-10-11,938100.0
2018-11-12,812800.0
2019-07-26,1029500.0
2019-06-24,1459000.0
2019-05-23,1234600.0
2019-03-20,962300.0
2019-01-15,1405800.0
2019-11-20,1510700.0
2020-02-07,1238700.0
2020-02-10,850100.0
2020-04-29,805800.0
2019-11-26,819000.0
2020-02-13,858100.0
2019-01-30,1733300.0
2018-08-23,1625000.0
2018-09-24,1269300.0
2018-11-27,941400.0
2018-10-26,1117000.0
2019-07-09,1715500.0
2019-06-07,2081800.0
2019-05-06,1444500.0
2019-04-04,1499900.0
2019-09-11,2247800.0
2019-11-29,2907800.0
2020-05-05,2517000.0
2019-12-02,3049400.0
2020-02-19,1837900.0
2020-05-08,2002500.0
2019-05-21,2678100.0
2019-03-18,3072400.0
2018-09-07,3275200.0
2018-08-06,3070700.0
2018-10-09,2626600.0
2019-02-14,2238600.0
2018-12-12,2782100.0
2019-07-24,3017400.0
2019-09-26,2669900.0
2019-10-28,2920400.0
2019-12-05,4536900.0
2020-05-11,2192800.0
2019-07-03,2128300.0
2020-02-25,2268200.0
2020-05-14,1607000.0
2020-02-28,1704100.0
2019-08-08,1480100.0
2019-06-05,1916700.0
2018-07-20,2145300.0
2018-08-21,1636300.0
2018-10-24,1815600.0
2019-04-02,1103100.0
2019-03-01,1285100.0
2019-01-28,1357100.0
2018-12-27,2435100.0
2019-09-09,1149900.0
2020-03-02,1139100.0
2020-05-20,1208900.0
2019-12-17,1265600.0
2020-03-05,1186600.0
2019-02-12,1088500.0
2019-01-11,1253600.0
2018-12-10,975400.0
2019-08-23,1082100.0
2018-11-08,936900.0
2019-07-22,909000.0
2019-06-20,1512300.0
2018-09-05,1364600.0
2019-04-17,1218700.0
2019-09-24,1052800.0
2019-12-20,931700.0
2020-05-26,1356700.0
2019-04-30,1731500.0
2019-12-23,1340600.0
2020-03-11,1018600.0
2020-05-29,1047400.0
2019-12-26,1410600.0
2020-06-01,1870800.0
2019-05-02,1501600.0
2019-02-27,2760800.0
2018-11-23,1367100.0
2019-08-06,1404600.0
2018-07-18,1400100.0
2018-09-20,1196700.0
2018-10-22,803800.0
2019-07-05,1080200.0
2019-06-03,1244000.0
2019-10-09,1092600.0
2019-10-11,2275200.0
2020-03-17,915500.0
2020-06-04,1135900.0
2019-10-14,784000.0
2020-03-20,952300.0
2018-11-06,1124700.0
2019-06-18,1219800.0
2019-05-17,1380300.0
2019-04-15,1377500.0
2019-03-14,1454700.0
2019-01-09,1069900.0
2018-08-02,1195000.0
2018-10-05,1035900.0
2019-08-21,759500.0
2019-10-17,768000.0
2020-03-23,3208300.0
2020-06-10,1310500.0
2019-02-25,1834500.0
2020-01-07,1733600.0
2020-03-26,1160700.0
2019-10-23,2398400.0
