Dates,DTE
2018-06-20,98.91000366210938
2018-06-21,99.2300033569336
2018-06-25,100.13999938964844
2018-06-22,100.66999816894531
2018-06-26,102.6500015258789
2018-06-27,103.02999877929688
2018-06-28,104.45999908447266
2018-06-29,104.02999877929688
2018-07-02,103.73999786376953
2018-07-03,104.52999877929688
2018-07-05,105.25
2018-07-16,106.33999633789062
2018-09-18,106.94999694824219
2019-01-24,102.7699966430664
2019-09-05,104.41999816894531
2018-11-21,105.83000183105469
2020-01-13,105.9800033569336
2020-04-01,106.01000213623047
2020-06-19,106.55000305175781
2019-10-29,106.12000274658203
2020-01-16,106.22000122070312
2020-06-22,106.94999694824219
2018-10-03,106.86000061035156
2018-07-31,105.70999908447266
2019-03-12,107.98999786376953
2019-02-08,109.0199966430664
2019-01-07,108.81999969482422
2018-12-06,108.5
2019-08-19,108.31999969482422
2019-07-18,107.76000213623047
2019-05-15,107.7699966430664
2019-09-20,107.7699966430664
2019-11-01,110.12000274658203
2020-04-07,110.56999969482422
2020-06-25,110.06999969482422
2020-06-16,110.30000305175781
2019-11-04,110.9800033569336
2020-01-22,110.51000213623047
2019-11-07,110.69999694824219
2020-04-13,111.01000213623047
2019-07-01,112.0999984741211
2019-05-30,113.04000091552734
2018-08-15,113.87000274658203
2018-10-18,113.38999938964844
2019-03-27,112.88999938964844
2019-01-22,111.26000213623047
2018-12-21,111.58999633789062
2019-09-03,112.0199966430664
2018-11-19,111.05999755859375
2019-08-02,111.02999877929688
2020-01-28,111.56999969482422
2020-04-16,111.86000061035156
2019-11-13,111.52999877929688
2020-01-31,111.87999725341797
2018-12-04,113.25
2018-11-02,113.13999938964844
2019-07-16,113.29000091552734
2018-08-30,113.55000305175781
2018-10-01,113.02999877929688
2019-06-14,113.18000030517578
2019-05-13,112.55000305175781
2019-04-11,112.43000030517578
2019-02-06,112.06999969482422
2019-09-18,112.5999984741211
2020-02-03,109.13999938964844
2020-04-22,108.87000274658203
2019-11-19,109.27999877929688
2020-02-06,108.31999969482422
2019-11-22,107.83000183105469
2019-03-25,106.63999938964844
2019-02-21,107.69999694824219
2018-12-19,108.75
2018-07-12,109.41999816894531
2018-09-14,110.44999694824219
2018-08-13,108.36000061035156
2018-10-16,109.37999725341797
2019-07-31,111.81999969482422
2019-05-28,112.8499984741211
2019-04-26,113.62999725341797
2020-04-28,113.18000030517578
2019-11-25,110.4800033569336
2020-02-12,110.0
2020-05-01,109.9000015258789
2020-05-04,111.02999877929688
2019-06-12,111.54000091552734
2019-04-09,111.45999908447266
2019-03-08,113.01000213623047
2019-02-04,112.55000305175781
2018-07-27,112.26000213623047
2018-08-28,116.5199966430664
2019-01-03,115.37000274658203
2019-08-15,113.12000274658203
2018-10-31,114.05999755859375
2019-09-16,113.80000305175781
2020-02-18,112.4000015258789
2020-05-07,112.41999816894531
2018-08-17,111.75
2019-12-04,113.38999938964844
2020-02-21,115.4800033569336
2018-12-17,116.0999984741211
2019-08-30,116.66000366210938
2018-11-15,118.2300033569336
2019-07-29,118.97000122070312
2019-06-27,119.38999938964844
2019-04-24,118.48999786376953
2018-07-10,120.51000213623047
2018-09-12,119.01000213623047
2019-02-19,119.8499984741211
2019-01-18,118.25
2020-02-24,116.93000030517578
2020-05-13,116.86000061035156
2019-12-10,116.75
2020-02-27,117.69000244140625
2019-12-13,117.66999816894531
2020-05-19,117.91999816894531
2019-03-06,118.76000213623047
2018-11-30,119.58000183105469
2019-08-13,119.93000030517578
2019-07-12,119.3499984741211
2019-06-10,119.69999694824219
2019-05-09,119.4800033569336
2018-07-25,120.13999938964844
2018-09-27,118.95999908447266
2018-10-29,119.08000183105469
2019-10-16,118.55000305175781
2019-12-16,114.48999786376953
2020-03-04,114.0999984741211
2020-05-22,114.12999725341797
2019-10-01,114.5999984741211
2019-12-19,114.25
2018-09-10,108.95999908447266
2019-05-24,109.18000030517578
2018-08-09,110.52999877929688
2019-04-22,110.37999725341797
2019-03-21,110.18000030517578
2019-01-16,108.0
2019-08-28,107.83000183105469
2018-11-13,109.38999938964844
2018-10-12,109.52999877929688
2019-06-25,110.20999908447266
2020-03-10,109.45999908447266
2020-05-28,111.79000091552734
2019-10-07,111.18000030517578
2020-03-13,109.44000244140625
2019-10-10,110.80000305175781
2020-03-16,111.62000274658203
2020-06-03,113.18000030517578
2018-11-28,113.12000274658203
2018-09-25,113.11000061035156
2018-07-23,114.23999786376953
2018-08-24,115.29000091552734
2019-07-10,114.22000122070312
2019-05-07,114.02999877929688
2019-04-05,114.41999816894531
2019-03-04,115.23999786376953
2019-01-31,117.75
2019-09-12,116.36000061035156
2019-12-31,117.30000305175781
2020-03-19,117.29000091552734
2020-01-03,112.86000061035156
2020-06-09,118.11000061035156
2019-02-15,118.55999755859375
2019-01-14,119.12000274658203
2018-07-06,119.5
2018-08-07,119.3499984741211
2018-10-10,119.69999694824219
2018-12-13,119.79000091552734
2019-08-26,120.27999877929688
2019-07-25,121.23999786376953
2019-05-22,123.0
2019-03-19,123.76000213623047
2020-01-06,123.16999816894531
2020-03-25,121.94000244140625
2020-06-12,122.44000244140625
2019-10-22,123.62999725341797
2020-01-09,123.12999725341797
2020-06-15,122.98999786376953
2019-10-25,122.94999694824219
2020-03-31,122.75
2020-06-18,122.62999725341797
2019-04-03,123.20999908447266
2018-08-22,123.91000366210938
2018-10-25,124.16999816894531
2019-01-29,124.36000061035156
2018-12-28,123.62999725341797
2018-11-26,124.0
2019-08-09,123.20999908447266
2019-07-08,122.41999816894531
2019-06-06,122.5
2019-09-10,123.73999786376953
2020-01-15,125.12999725341797
2020-04-03,125.16999816894531
2019-10-31,125.88999938964844
2020-04-06,125.29000091552734
2020-06-24,123.6500015258789
2018-11-09,124.5199966430664
2019-07-23,123.58999633789062
2019-06-21,123.70999908447266
2019-05-20,124.05999755859375
2019-04-18,122.76000213623047
2018-09-06,123.6500015258789
2018-10-08,122.66999816894531
2019-02-13,123.83999633789062
2018-12-11,123.0999984741211
2019-09-25,123.55000305175781
2020-01-21,124.62999725341797
2020-04-09,124.26000213623047
2019-11-06,122.83999633789062
2020-01-24,122.77999877929688
2020-01-27,123.25
2020-04-15,122.83000183105469
2018-12-26,123.48999786376953
2019-08-07,123.5199966430664
2019-06-04,124.72000122070312
2018-09-21,124.13999938964844
2018-07-19,123.87999725341797
2018-08-20,125.27999877929688
2018-10-23,124.19999694824219
2019-05-03,124.38999938964844
2019-04-01,125.33000183105469
2019-02-28,125.04000091552734
2019-11-12,124.41999816894531
2020-01-30,123.41999816894531
2019-11-15,123.6500015258789
2020-04-21,125.70999908447266
2019-04-16,127.05999755859375
2019-03-15,126.31999969482422
