Dates,DTE
2018-06-20,97.86000061035156
2018-06-21,99.08000183105469
2018-06-25,99.93000030517578
2018-06-22,100.48999786376953
2018-06-26,102.55999755859375
2018-06-27,102.94000244140625
2018-06-28,103.58999633789062
2018-06-29,103.0
2018-07-02,103.47000122070312
2018-07-03,104.16000366210938
2018-07-05,104.87999725341797
2018-07-16,106.19000244140625
2018-09-18,102.7300033569336
2019-01-24,101.87999725341797
2019-09-05,104.2699966430664
2018-11-21,105.25
2020-01-13,105.37000274658203
2020-04-01,105.55000305175781
2020-06-19,106.19000244140625
2019-10-29,105.55000305175781
2020-01-16,106.22000122070312
2020-06-22,105.69999694824219
2018-10-03,105.80000305175781
2018-07-31,104.80999755859375
2019-03-12,107.4800033569336
2019-02-08,108.30999755859375
2019-01-07,108.20999908447266
2018-12-06,107.36000061035156
2019-08-19,107.63999938964844
2019-07-18,106.2699966430664
2019-05-15,107.13999938964844
2019-09-20,107.7699966430664
2019-11-01,109.87999725341797
2020-04-07,109.27999877929688
2020-06-25,109.5199966430664
2020-06-16,109.95999908447266
2019-11-04,110.26000213623047
2020-01-22,110.0199966430664
2019-11-07,110.69999694824219
2020-04-13,110.9800033569336
2019-07-01,111.83000183105469
2019-05-30,112.80000305175781
2018-08-15,112.83999633789062
2018-10-18,112.18000030517578
2019-03-27,110.69999694824219
2019-01-22,111.12000274658203
2018-12-21,110.66999816894531
2019-09-03,110.69000244140625
2018-11-19,110.45999908447266
2019-08-02,110.51000213623047
2020-01-28,111.37999725341797
2020-04-16,110.80999755859375
2019-11-13,111.51000213623047
2020-01-31,111.69999694824219
2018-12-04,112.73999786376953
2018-11-02,112.45999908447266
2019-07-16,112.98999786376953
2018-08-30,112.97000122070312
2018-10-01,112.76000213623047
2019-06-14,112.2300033569336
2019-05-13,111.16000366210938
2019-04-11,111.55999755859375
2019-02-06,111.48999786376953
2019-09-18,108.69000244140625
2020-02-03,108.08000183105469
2020-04-22,108.45999908447266
2019-11-19,108.41000366210938
2020-02-06,106.88999938964844
2019-11-22,106.43000030517578
2019-03-25,106.41000366210938
2019-02-21,107.69999694824219
2018-12-19,108.12000274658203
2018-07-12,109.41999816894531
2018-09-14,107.73999786376953
2018-08-13,107.38999938964844
2018-10-16,109.30000305175781
