Dates,ALK
2018-06-20,63.20000076293945
2018-06-21,64.05000305175781
2018-06-25,62.90999984741211
2018-06-22,61.7400016784668
2018-06-26,60.630001068115234
2018-06-27,60.0099983215332
2018-06-28,60.33000183105469
2018-06-29,60.38999938964844
2018-07-02,61.18000030517578
2018-07-03,61.66999816894531
2018-07-05,62.13999938964844
2018-07-16,62.34000015258789
2018-09-18,63.4900016784668
2019-01-24,62.88999938964844
2019-09-05,60.189998626708984
2018-11-21,60.86000061035156
2020-01-13,61.43000030517578
2020-04-01,61.40999984741211
2020-06-19,61.79999923706055
2019-10-29,63.189998626708984
2020-01-16,63.790000915527344
2020-06-22,60.630001068115234
2018-10-03,61.540000915527344
2018-07-31,59.0099983215332
2019-03-12,59.11000061035156
2019-02-08,64.76000213623047
2019-01-07,63.650001525878906
2018-12-06,62.380001068115234
2019-08-19,62.83000183105469
2019-07-18,61.08000183105469
2019-05-15,61.599998474121094
2019-09-20,62.79999923706055
2019-11-01,63.119998931884766
2020-04-07,63.86000061035156
2020-06-25,64.1500015258789
2020-06-16,63.75
2019-11-04,63.22999954223633
2020-01-22,61.88999938964844
2019-11-07,62.75
2020-04-13,63.7400016784668
2019-07-01,64.30999755859375
2019-05-30,65.0
2018-08-15,66.83999633789062
2018-10-18,66.58999633789062
2019-03-27,64.9000015258789
2019-01-22,64.69999694824219
2018-12-21,64.83000183105469
2019-09-03,65.68000030517578
2018-11-19,66.91000366210938
2019-08-02,67.37000274658203
2020-01-28,67.19000244140625
2020-04-16,67.48999786376953
2019-11-13,67.87000274658203
2020-01-31,68.37999725341797
2018-12-04,67.04000091552734
2018-11-02,66.87999725341797
2019-07-16,68.1500015258789
2018-08-30,68.97000122070312
2018-10-01,67.76000213623047
2019-06-14,68.41999816894531
2019-05-13,68.91000366210938
2019-04-11,69.27999877929688
2019-02-06,69.23999786376953
2019-09-18,69.68000030517578
2020-02-03,69.75
2020-04-22,70.08000183105469
2019-11-19,67.29000091552734
2020-02-06,66.1500015258789
2019-11-22,67.12000274658203
2019-03-25,68.9800033569336
2019-02-21,68.86000061035156
2018-12-19,67.76000213623047
2018-07-12,66.26000213623047
2018-09-14,66.69000244140625
2018-08-13,66.81999969482422
2018-10-16,66.08000183105469
2019-07-31,65.30999755859375
2019-05-28,62.61000061035156
2019-04-26,60.22999954223633
2020-04-28,59.810001373291016
2019-11-25,61.56999969482422
2020-02-12,61.86000061035156
2020-05-01,63.86000061035156
2020-05-04,64.48999786376953
2019-06-12,62.369998931884766
2019-04-09,62.58000183105469
2019-03-08,63.540000915527344
2019-02-04,62.9900016784668
2018-07-27,61.11000061035156
2018-08-28,63.060001373291016
2019-01-03,61.470001220703125
2019-08-15,61.0
2018-10-31,63.2400016784668
2019-09-16,61.41999816894531
2020-02-18,63.689998626708984
2020-05-07,63.880001068115234
2018-08-17,63.900001525878906
2019-12-04,64.5999984741211
2020-02-21,66.19000244140625
2018-12-17,65.70999908447266
2019-08-30,65.97000122070312
2018-11-15,65.76000213623047
2019-07-29,67.58000183105469
2019-06-27,67.20999908447266
2019-04-24,67.70999908447266
2018-07-10,67.98999786376953
2018-09-12,67.30000305175781
2019-02-19,67.0199966430664
2019-01-18,68.5199966430664
2020-02-24,69.41000366210938
2020-05-13,68.9000015258789
2019-12-10,70.75
2020-02-27,74.73999786376953
2019-12-13,72.94000244140625
2020-05-19,73.26000213623047
2019-03-06,72.83999633789062
2018-11-30,70.02999877929688
2019-08-13,69.61000061035156
2019-07-12,64.94000244140625
2019-06-10,63.47999954223633
2019-05-09,62.43000030517578
2018-07-25,62.02000045776367
2018-09-27,61.34000015258789
2018-10-29,62.29999923706055
2019-10-16,61.290000915527344
2019-12-16,62.65999984741211
2020-03-04,62.029998779296875
2020-05-22,60.68000030517578
2019-10-01,59.34000015258789
2019-12-19,57.58000183105469
2018-09-10,60.790000915527344
2019-05-24,60.7400016784668
2018-08-09,60.310001373291016
2019-04-22,60.849998474121094
2019-03-21,61.52000045776367
2019-01-16,58.119998931884766
2019-08-28,60.0
2018-11-13,60.119998931884766
2018-10-12,60.650001525878906
2019-06-25,62.18000030517578
2020-03-10,63.400001525878906
2020-05-28,64.13999938964844
2019-10-07,64.36000061035156
2020-03-13,64.27999877929688
2019-10-10,64.9000015258789
2020-03-16,64.41999816894531
2020-06-03,64.86000061035156
2018-11-28,63.959999084472656
2018-09-25,63.709999084472656
2018-07-23,65.77999877929688
2018-08-24,63.47999954223633
2019-07-10,64.52999877929688
2019-05-07,64.55999755859375
2019-04-05,64.66000366210938
2019-03-04,63.95000076293945
2019-01-31,64.36000061035156
2019-09-12,64.4800033569336
2019-12-31,64.73999786376953
2020-03-19,64.81999969482422
2020-01-03,65.2300033569336
2020-06-09,65.2699966430664
2019-02-15,66.30000305175781
2019-01-14,66.69000244140625
2018-07-06,66.69999694824219
2018-08-07,66.56999969482422
2018-10-10,66.31999969482422
2018-12-13,64.55999755859375
2019-08-26,63.34000015258789
2019-07-25,62.86000061035156
2019-05-22,62.400001525878906
2019-03-19,62.75
2020-01-06,62.939998626708984
2020-03-25,61.97999954223633
2020-06-12,61.70000076293945
2019-10-22,61.310001373291016
2020-01-09,59.5
2020-06-15,57.779998779296875
2019-10-25,55.83000183105469
2020-03-31,55.95000076293945
2020-06-18,55.619998931884766
2019-04-03,55.41999816894531
