Dates,ALK
2018-06-20,62.599998474121094
2018-06-21,63.220001220703125
2018-06-25,62.72999954223633
2018-06-22,61.369998931884766
2018-06-26,60.599998474121094
2018-06-27,59.66999816894531
2018-06-28,59.529998779296875
2018-06-29,60.369998931884766
2018-07-02,59.43000030517578
2018-07-03,60.7400016784668
2018-07-05,61.79999923706055
2018-07-16,61.529998779296875
2018-09-18,62.36000061035156
2019-01-24,62.02000045776367
2019-09-05,59.869998931884766
2018-11-21,59.849998474121094
2020-01-13,60.720001220703125
2020-04-01,61.18000030517578
2020-06-19,61.349998474121094
2019-10-29,62.529998779296875
2020-01-16,62.939998626708984
2020-06-22,60.58000183105469
2018-10-03,60.2599983215332
2018-07-31,58.83000183105469
2019-03-12,58.209999084472656
2019-02-08,57.970001220703125
2019-01-07,63.09000015258789
2018-12-06,61.18000030517578
2019-08-19,62.369998931884766
2019-07-18,60.88999938964844
2019-05-15,60.040000915527344
2019-09-20,61.83000183105469
2019-11-01,62.09000015258789
2020-04-07,63.25
2020-06-25,63.83000183105469
2020-06-16,63.709999084472656
2019-11-04,62.56999969482422
2020-01-22,61.310001373291016
2019-11-07,62.0
2020-04-13,62.290000915527344
2019-07-01,63.83000183105469
2019-05-30,64.37000274658203
2018-08-15,64.80000305175781
2018-10-18,66.58000183105469
2019-03-27,64.7300033569336
2019-01-22,64.58999633789062
2018-12-21,63.95000076293945
2019-09-03,65.0
2018-11-19,65.7699966430664
2019-08-02,66.11000061035156
2020-01-28,66.94000244140625
2020-04-16,66.91999816894531
2019-11-13,66.94000244140625
2020-01-31,67.52999877929688
2018-12-04,66.7699966430664
2018-11-02,66.44000244140625
2019-07-16,66.70999908447266
2018-08-30,67.73999786376953
2018-10-01,67.58000183105469
2019-06-14,67.81999969482422
2019-05-13,67.91999816894531
2019-04-11,68.80000305175781
2019-02-06,68.1500015258789
2019-09-18,69.43000030517578
2020-02-03,68.97000122070312
2020-04-22,69.75
2019-11-19,66.75
2020-02-06,66.06999969482422
2019-11-22,66.22000122070312
2019-03-25,68.20999908447266
2019-02-21,68.05999755859375
2018-12-19,67.41000366210938
2018-07-12,65.81999969482422
2018-09-14,65.94999694824219
2018-08-13,66.12999725341797
2018-10-16,65.9000015258789
2019-07-31,64.69999694824219
2019-05-28,62.36000061035156
2019-04-26,60.16999816894531
2020-04-28,59.630001068115234
2019-11-25,60.86000061035156
2020-02-12,61.25
2020-05-01,61.58000183105469
2020-05-04,63.90999984741211
2019-06-12,62.099998474121094
2019-04-09,61.869998931884766
2019-03-08,62.4900016784668
2019-02-04,61.33000183105469
2018-07-27,60.86000061035156
2018-08-28,59.54999923706055
2019-01-03,60.220001220703125
2019-08-15,60.2400016784668
2018-10-31,60.880001068115234
2019-09-16,61.349998474121094
2020-02-18,61.720001220703125
2020-05-07,63.349998474121094
2018-08-17,63.279998779296875
2019-12-04,63.290000915527344
2020-02-21,64.83000183105469
2018-12-17,65.30999755859375
2019-08-30,65.23999786376953
2018-11-15,65.05000305175781
2019-07-29,66.27999877929688
2019-06-27,66.91000366210938
2019-04-24,66.2699966430664
2018-07-10,66.70999908447266
2018-09-12,67.01000213623047
2019-02-19,66.30999755859375
2019-01-18,67.36000061035156
2020-02-24,68.4800033569336
2020-05-13,68.44999694824219
2019-12-10,68.83000183105469
2020-02-27,71.68000030517578
2019-12-13,72.87999725341797
2020-05-19,72.19999694824219
2019-03-06,72.63999938964844
2018-11-30,69.16999816894531
2019-08-13,68.81999969482422
2019-07-12,64.43000030517578
2019-06-10,62.869998931884766
2019-05-09,62.22999954223633
2018-07-25,61.650001525878906
2018-09-27,61.20000076293945
2018-10-29,60.5
2019-10-16,60.91999816894531
2019-12-16,62.08000183105469
2020-03-04,61.43000030517578
2020-05-22,59.369998931884766
2019-10-01,59.150001525878906
2019-12-19,57.41999816894531
2018-09-10,57.65999984741211
2019-05-24,58.52000045776367
2018-08-09,59.540000915527344
2019-04-22,60.029998779296875
2019-03-21,59.310001373291016
2019-01-16,57.279998779296875
2019-08-28,58.66999816894531
2018-11-13,59.56999969482422
2018-10-12,60.2400016784668
2019-06-25,60.41999816894531
2020-03-10,59.470001220703125
2020-05-28,62.70000076293945
2019-10-07,62.63999938964844
2020-03-13,63.880001068115234
2019-10-10,64.86000061035156
2020-03-16,64.12999725341797
2020-06-03,64.18000030517578
2018-11-28,63.59000015258789
2018-09-25,63.18000030517578
2018-07-23,65.37999725341797
2018-08-24,62.52000045776367
2019-07-10,63.0099983215332
2019-05-07,63.77000045776367
2019-04-05,63.86000061035156
2019-03-04,63.20000076293945
2019-01-31,63.560001373291016
2019-09-12,63.45000076293945
2019-12-31,64.36000061035156
2020-03-19,63.849998474121094
2020-01-03,64.41999816894531
2020-06-09,64.0999984741211
2019-02-15,65.4000015258789
2019-01-14,66.30000305175781
2018-07-06,66.55999755859375
2018-08-07,65.68000030517578
2018-10-10,66.08999633789062
2018-12-13,64.52999877929688
2019-08-26,63.2400016784668
2019-07-25,62.5099983215332
2019-05-22,62.11000061035156
2019-03-19,62.560001373291016
2020-01-06,62.650001525878906
2020-03-25,61.209999084472656
2020-06-12,60.970001220703125
2019-10-22,60.27000045776367
2020-01-09,59.220001220703125
2020-06-15,57.619998931884766
2019-10-25,55.83000183105469
2020-03-31,55.20000076293945
2020-06-18,54.95000076293945
2019-04-03,54.599998474121094
2018-08-22,53.70000076293945
2018-10-25,54.43000030517578
2019-01-29,55.2599983215332
2018-12-28,55.459999084472656
2018-11-26,55.220001220703125
2019-08-09,55.91999816894531
2019-07-08,54.880001068115234
2019-06-06,55.02000045776367
2019-09-10,54.2400016784668
2020-01-15,53.38999938964844
2020-04-03,53.529998779296875
2019-10-31,53.79999923706055
2020-04-06,54.72999954223633
2020-06-24,55.279998779296875
2018-11-09,56.11000061035156
2019-07-23,57.119998931884766
2019-06-21,57.720001220703125
2019-05-20,57.130001068115234
2019-04-18,57.9900016784668
2018-09-06,57.81999969482422
2018-10-08,57.540000915527344
2019-02-13,57.720001220703125
2018-12-11,58.86000061035156
2019-09-25,59.77000045776367
2020-01-21,59.81999969482422
2020-04-09,60.189998626708984
2019-11-06,61.06999969482422
2020-01-24,60.70000076293945
2020-01-27,60.04999923706055
2020-04-15,60.18000030517578
2018-12-26,60.279998779296875
2019-08-07,58.25
2019-06-04,58.70000076293945
2018-09-21,60.150001525878906
2018-07-19,61.18000030517578
2018-08-20,61.720001220703125
2018-10-23,61.97999954223633
2019-05-03,62.349998474121094
2019-04-01,61.150001525878906
2019-02-28,60.25
2019-11-12,60.310001373291016
2020-01-30,59.459999084472656
2019-11-15,59.29999923706055
2020-04-21,59.220001220703125
2019-04-16,60.08000183105469
2019-03-15,60.5
2019-02-11,61.599998474121094
2019-01-10,61.68000030517578
2019-08-22,61.220001220703125
2018-11-07,61.900001525878906
2018-08-03,60.599998474121094
2018-09-04,59.40999984741211
2019-06-19,60.369998931884766
2019-09-23,59.849998474121094
2019-11-18,58.72999954223633
2020-02-05,58.5
2020-04-24,57.81999969482422
2019-03-29,57.849998474121094
2019-11-21,59.68000030517578
2020-04-27,61.209999084472656
2020-02-11,60.290000915527344
2020-04-30,60.4900016784668
2019-05-01,60.56999969482422
2019-02-26,60.529998779296875
2019-01-25,60.52000045776367
2018-12-24,61.0099983215332
2019-09-06,61.619998931884766
2018-07-17,62.4900016784668
2018-09-19,62.5099983215332
2019-08-05,62.380001068115234
2019-10-08,60.31999969482422
2019-12-11,60.29999923706055
2019-11-27,61.90999984741211
2020-02-14,61.650001525878906
2020-05-06,61.41999816894531
