Dates,ALK
2018-06-20,62.599998474121094
2018-06-21,63.29999923706055
2018-06-25,63.54999923706055
2018-06-22,62.59000015258789
2018-06-26,61.939998626708984
2018-06-27,60.630001068115234
2018-06-28,60.040000915527344
2018-06-29,60.38999938964844
2018-07-02,60.16999816894531
2018-07-03,61.25
2018-07-05,61.90999984741211
2018-07-16,61.9900016784668
2018-09-18,62.47999954223633
2019-01-24,63.470001220703125
2019-09-05,61.56999969482422
2018-11-21,60.83000183105469
2020-01-13,60.81999969482422
2020-04-01,61.4900016784668
2020-06-19,61.40999984741211
2019-10-29,62.529998779296875
2020-01-16,63.290000915527344
2020-06-22,63.40999984741211
2018-10-03,60.5
2018-07-31,61.459999084472656
2019-03-12,59.209999084472656
2019-02-08,58.0
2019-01-07,64.23999786376953
2018-12-06,62.5
2019-08-19,62.45000076293945
2019-07-18,62.54999923706055
2019-05-15,60.54999923706055
2019-09-20,61.84000015258789
2019-11-01,62.58000183105469
2020-04-07,63.52000045776367
2020-06-25,64.18000030517578
2020-06-16,64.23999786376953
2019-11-04,63.560001373291016
2020-01-22,63.0
2019-11-07,62.0
2020-04-13,62.66999816894531
2019-07-01,63.900001525878906
2019-05-30,64.51000213623047
2018-08-15,64.80000305175781
2018-10-18,66.95999908447266
2019-03-27,66.22000122070312
2019-01-22,64.9800033569336
2018-12-21,64.66999816894531
2019-09-03,65.0
2018-11-19,65.86000061035156
2019-08-02,66.62000274658203
2020-01-28,67.43000030517578
2020-04-16,67.23999786376953
2019-11-13,67.68000030517578
2020-01-31,68.0999984741211
2018-12-04,68.30000305175781
2018-11-02,66.80999755859375
2019-07-16,67.23999786376953
2018-08-30,68.0
2018-10-01,69.1500015258789
2019-06-14,68.0
2019-05-13,68.2300033569336
2019-04-11,68.80000305175781
2019-02-06,69.13999938964844
2019-09-18,69.51000213623047
2020-02-03,70.0
2020-04-22,69.87999725341797
2019-11-19,69.3499984741211
2020-02-06,67.41999816894531
2019-11-22,66.56999969482422
2019-03-25,68.33999633789062
2019-02-21,68.80999755859375
2018-12-19,68.70999908447266
2018-07-12,67.44999694824219
2018-09-14,66.69000244140625
2018-08-13,66.66999816894531
2018-10-16,66.58999633789062
2019-07-31,65.8499984741211
2019-05-28,64.56999969482422
2019-04-26,62.15999984741211
2020-04-28,60.7400016784668
2019-11-25,61.5
2020-02-12,61.70000076293945
2020-05-01,61.939998626708984
2020-05-04,64.83999633789062
2019-06-12,64.27999877929688
2019-04-09,62.36000061035156
2019-03-08,62.880001068115234
2019-02-04,62.54999923706055
2018-07-27,63.130001068115234
2018-08-28,61.45000076293945
2019-01-03,61.880001068115234
2019-08-15,62.06999969482422
2018-10-31,61.0
2019-09-16,64.0
2020-02-18,61.720001220703125
2020-05-07,64.12000274658203
2018-08-17,63.849998474121094
2019-12-04,63.79999923706055
2020-02-21,64.83000183105469
2018-12-17,65.97000122070312
2019-08-30,65.58000183105469
2018-11-15,66.01000213623047
2019-07-29,66.27999877929688
2019-06-27,67.95999908447266
2019-04-24,67.08000183105469
2018-07-10,67.22000122070312
2018-09-12,67.75
2019-02-19,66.75
2019-01-18,67.4800033569336
2020-02-24,68.7699966430664
2020-05-13,69.86000061035156
2019-12-10,69.19000244140625
2020-02-27,72.37000274658203
2019-12-13,74.5
2020-05-19,73.37000274658203
2019-03-06,73.87999725341797
2018-11-30,71.75
2019-08-13,69.48999786376953
2019-07-12,68.80999755859375
2019-06-10,64.94000244140625
2019-05-09,64.19999694824219
2018-07-25,63.040000915527344
2018-09-27,62.08000183105469
2018-10-29,60.619998931884766
2019-10-16,62.09000015258789
2019-12-16,62.31999969482422
2020-03-04,62.75
2020-05-22,61.5
2019-10-01,60.7599983215332
2019-12-19,58.790000915527344
2018-09-10,57.97999954223633
2019-05-24,60.09000015258789
2018-08-09,60.90999984741211
2019-04-22,60.540000915527344
2019-03-21,59.93000030517578
2019-01-16,60.29999923706055
2019-08-28,58.95000076293945
2018-11-13,60.29999923706055
2018-10-12,61.029998779296875
2019-06-25,60.59000015258789
2020-03-10,61.400001525878906
2020-05-28,63.0
2019-10-07,63.38999938964844
2020-03-13,64.80999755859375
2019-10-10,65.44000244140625
2020-03-16,64.8499984741211
2020-06-03,64.83999633789062
2018-11-28,64.79000091552734
2018-09-25,64.31999969482422
2018-07-23,65.72000122070312
2018-08-24,64.23999786376953
2019-07-10,63.0099983215332
2019-05-07,64.5
2019-04-05,64.81999969482422
2019-03-04,64.48999786376953
2019-01-31,64.16999816894531
2019-09-12,64.63999938964844
2019-12-31,64.5999984741211
2020-03-19,64.3499984741211
2020-01-03,64.66000366210938
2020-06-09,64.69999694824219
2019-02-15,65.44000244140625
2019-01-14,66.5999984741211
2018-07-06,66.94999694824219
2018-08-07,66.41000366210938
2018-10-10,66.91999816894531
2018-12-13,65.86000061035156
2019-08-26,63.75
2019-07-25,63.439998626708984
2019-05-22,62.86000061035156
2019-03-19,62.79999923706055
2020-01-06,62.7400016784668
2020-03-25,62.599998474121094
2020-06-12,61.97999954223633
