Dates,ALK
2018-06-20,63.54999923706055
2018-06-21,64.75
2018-06-25,64.86000061035156
2018-06-22,62.900001525878906
2018-06-26,61.95000076293945
2018-06-27,60.689998626708984
2018-06-28,60.529998779296875
2018-06-29,61.369998931884766
2018-07-02,61.279998779296875
2018-07-03,62.290000915527344
2018-07-05,62.349998474121094
2018-07-16,62.43000030517578
2018-09-18,63.86000061035156
2019-01-24,63.470001220703125
2019-09-05,61.81999969482422
2018-11-21,61.349998474121094
2020-01-13,61.56999969482422
2020-04-01,62.06999969482422
2020-06-19,62.5099983215332
2019-10-29,64.5
2020-01-16,63.959999084472656
2020-06-22,63.459999084472656
2018-10-03,61.599998474121094
2018-07-31,61.5099983215332
2019-03-12,59.630001068115234
2019-02-08,64.87000274658203
2019-01-07,65.76000213623047
2018-12-06,63.2400016784668
2019-08-19,63.5099983215332
2019-07-18,62.900001525878906
2019-05-15,61.869998931884766
2019-09-20,63.08000183105469
2019-11-01,63.40999984741211
2020-04-07,64.45999908447266
2020-06-25,64.63999938964844
2020-06-16,64.4800033569336
2019-11-04,63.560001373291016
2020-01-22,63.02000045776367
2019-11-07,63.31999969482422
2020-04-13,63.84000015258789
2019-07-01,65.38999938964844
2019-05-30,65.44000244140625
2018-08-15,67.01000213623047
2018-10-18,67.69000244140625
2019-03-27,66.47000122070312
2019-01-22,65.31999969482422
2018-12-21,64.97000122070312
2019-09-03,65.76000213623047
2018-11-19,67.66999816894531
2019-08-02,67.51000213623047
2020-01-28,68.08999633789062
2020-04-16,67.56999969482422
2019-11-13,68.31999969482422
2020-01-31,69.04000091552734
2018-12-04,68.55999755859375
2018-11-02,67.70999908447266
2019-07-16,68.56999969482422
2018-08-30,69.31999969482422
2018-10-01,69.30999755859375
2019-06-14,68.72000122070312
2019-05-13,69.05000305175781
2019-04-11,69.87999725341797
2019-02-06,69.69000244140625
2019-09-18,70.44000244140625
2020-02-03,70.41000366210938
2020-04-22,70.75
2019-11-19,69.98999786376953
2020-02-06,67.87000274658203
2019-11-22,67.66000366210938
2019-03-25,70.0
2019-02-21,69.19000244140625
2018-12-19,69.13999938964844
2018-07-12,67.79000091552734
2018-09-14,66.87000274658203
2018-08-13,67.11000061035156
2018-10-16,66.87999725341797
2019-07-31,66.08999633789062
2019-05-28,65.0199966430664
2019-04-26,62.560001373291016
2020-04-28,61.560001373291016
2019-11-25,63.150001525878906
2020-02-12,62.41999816894531
2020-05-01,64.0199966430664
2020-05-04,65.98999786376953
2019-06-12,64.30999755859375
2019-04-09,62.90999984741211
2019-03-08,63.7599983215332
2019-02-04,63.20000076293945
2018-07-27,63.540000915527344
2018-08-28,63.970001220703125
2019-01-03,62.79999923706055
2019-08-15,63.13999938964844
2018-10-31,63.40999984741211
2019-09-16,64.26000213623047
2020-02-18,63.959999084472656
2020-05-07,65.30000305175781
2018-08-17,64.36000061035156
2019-12-04,64.76000213623047
2020-02-21,66.91000366210938
2018-12-17,66.45999908447266
2019-08-30,66.66000366210938
2018-11-15,66.73999786376953
2019-07-29,67.9800033569336
2019-06-27,68.44999694824219
2019-04-24,67.87999725341797
2018-07-10,68.2300033569336
2018-09-12,68.6500015258789
2019-02-19,68.12999725341797
2019-01-18,70.0
2020-02-24,69.72000122070312
2020-05-13,70.3499984741211
2019-12-10,71.66000366210938
2020-02-27,74.76000213623047
