Dates,ALK
2018-06-20,1359800.0
2018-06-21,1707900.0
2018-06-25,1637000.0
2018-06-22,970500.0
2018-06-26,1112300.0
2018-06-27,1873300.0
2018-06-28,1418500.0
2018-06-29,1126700.0
2018-07-02,1284100.0
2018-07-03,1669100.0
2018-07-05,1841400.0
2018-07-16,832600.0
2018-09-18,1499400.0
2019-01-24,1392600.0
2019-09-05,2632600.0
2018-11-21,1443300.0
2020-01-13,1057500.0
2020-04-01,1240300.0
2020-06-19,1239400.0
2019-10-29,2548100.0
2020-01-16,1335000.0
2020-06-22,3030100.0
2018-10-03,1926800.0
2018-07-31,2931200.0
2019-03-12,3050800.0
2019-02-08,6391700.0
2019-01-07,2802800.0
2018-12-06,1707000.0
2019-08-19,1454200.0
2019-07-18,2044100.0
2019-05-15,1853500.0
2019-09-20,1378500.0
2019-11-01,1170700.0
2020-04-07,1197200.0
2020-06-25,1095700.0
2020-06-16,739100.0
2019-11-04,973000.0
2020-01-22,1178700.0
2019-11-07,580800.0
2020-04-13,977300.0
2019-07-01,2064900.0
2019-05-30,1592400.0
2018-08-15,1489200.0
2018-10-18,1156200.0
2019-03-27,1042700.0
2019-01-22,865200.0
2018-12-21,1171100.0
2019-09-03,1429400.0
2018-11-19,2105400.0
2019-08-02,1039100.0
2020-01-28,1333300.0
2020-04-16,767200.0
2019-11-13,1567100.0
2020-01-31,2046500.0
2018-12-04,1019200.0
2018-11-02,1026000.0
2019-07-16,867700.0
2018-08-30,1498700.0
2018-10-01,1029300.0
2019-06-14,858100.0
2019-05-13,910700.0
2019-04-11,1265200.0
2019-02-06,1164200.0
2019-09-18,890100.0
2020-02-03,1008500.0
2020-04-22,1735400.0
2019-11-19,1436200.0
2020-02-06,2251300.0
2019-11-22,1326900.0
2019-03-25,2563000.0
2019-02-21,1397800.0
2018-12-19,1728900.0
2018-07-12,2153000.0
2018-09-14,2126500.0
2018-08-13,1243200.0
2018-10-16,1110100.0
2019-07-31,1933100.0
2019-05-28,3395100.0
2019-04-26,2617100.0
2020-04-28,2602200.0
2019-11-25,3094600.0
2020-02-12,1375400.0
2020-05-01,1369800.0
2020-05-04,1688500.0
2019-06-12,1712400.0
2019-04-09,1195900.0
2019-03-08,985300.0
2019-02-04,2098500.0
2018-07-27,2290600.0
2018-08-28,2672000.0
2019-01-03,1802800.0
2019-08-15,1086000.0
2018-10-31,1252200.0
2019-09-16,1821700.0
2020-02-18,1400100.0
2020-05-07,1686000.0
2018-08-17,1629800.0
2019-12-04,1154400.0
2020-02-21,1106200.0
2018-12-17,991100.0
2019-08-30,1046400.0
2018-11-15,982900.0
2019-07-29,1337400.0
2019-06-27,1030200.0
2019-04-24,933900.0
2018-07-10,902800.0
2018-09-12,1033600.0
2019-02-19,1415200.0
2019-01-18,1182200.0
2020-02-24,900200.0
2020-05-13,1786100.0
2019-12-10,3108900.0
2020-02-27,3739100.0
2019-12-13,2557000.0
2020-05-19,3025500.0
2019-03-06,2803500.0
2018-11-30,4564200.0
2019-08-13,2716000.0
2019-07-12,2372500.0
2019-06-10,2470800.0
2019-05-09,2137900.0
2018-07-25,2916100.0
2018-09-27,3666500.0
2018-10-29,2354100.0
2019-10-16,1449800.0
2019-12-16,1742800.0
2020-03-04,1364900.0
2020-05-22,2026400.0
2019-10-01,2229400.0
2019-12-19,857800.0
2018-09-10,1474200.0
2019-05-24,1084600.0
2018-08-09,1351500.0
2019-04-22,1564100.0
2019-03-21,1296400.0
2019-01-16,2421400.0
2019-08-28,2309900.0
2018-11-13,1552300.0
2018-10-12,1128000.0
2019-06-25,1345900.0
2020-03-10,1694100.0
2020-05-28,1370200.0
2019-10-07,1986000.0
2020-03-13,1308200.0
2019-10-10,1261400.0
2020-03-16,1404900.0
2020-06-03,1569800.0
2018-11-28,1094000.0
