Dates,KHC
2018-06-20,56.66228485107422
2018-06-21,56.23983383178711
2018-06-25,56.81508255004883
2018-06-22,56.91394805908203
2018-06-26,56.81508255004883
2018-06-27,56.34768295288086
2018-06-28,56.311729431152344
2018-06-29,56.464534759521484
2018-07-02,55.80839157104492
2018-07-03,56.3027458190918
2018-07-05,57.4802131652832
2018-07-16,57.91165542602539
2018-09-18,57.498191833496094
2019-01-24,57.5251579284668
2019-09-05,57.291465759277344
2018-11-21,57.201576232910156
2020-01-13,57.39032745361328
2020-04-01,56.3027458190918
2020-06-19,56.6712646484375
2019-10-29,55.35897445678711
2020-01-16,55.13426971435547
2020-06-22,54.550025939941406
2018-10-03,54.19948196411133
2018-07-31,53.63322067260742
2019-03-12,53.78601837158203
2019-02-08,54.361270904541016
2019-01-07,54.16353225708008
2018-12-06,54.18150329589844
2019-08-19,54.154537200927734
2019-07-18,53.282676696777344
2019-05-15,53.390533447265625
2019-09-20,57.95659255981445
2019-11-01,55.99714660644531
2020-04-07,55.11629104614258
2020-06-25,54.18150329589844
2020-06-16,53.92983627319336
2019-11-04,53.61524200439453
2020-01-22,53.282676696777344
2019-11-07,53.49839401245117
2020-04-13,53.111900329589844
2019-07-01,54.533599853515625
2019-05-30,55.432960510253906
2018-08-15,55.087745666503906
2018-10-18,54.36099624633789
2019-03-27,54.09755325317383
2019-01-22,53.416221618652344
2018-12-21,53.62516784667969
2019-09-03,54.11572265625
2018-11-19,53.40714645385742
2019-08-02,53.870445251464844
2020-01-28,52.88933181762695
2020-04-16,52.93475341796875
2019-11-13,51.47216796875
2020-01-31,51.78103256225586
2018-12-04,51.59934616088867
2018-11-02,51.408573150634766
2019-07-16,51.99905776977539
2018-08-30,52.4714469909668
2018-10-01,53.70692825317383
2019-06-14,54.04304504394531
2019-05-13,53.57065963745117
2019-04-11,53.007423400878906
2019-02-06,51.87187957763672
2019-09-18,51.68110656738281
2020-02-03,52.29884338378906
2020-04-22,51.89004898071289
2019-11-19,51.34498596191406
2020-02-06,50.563724517822266
2019-11-22,50.11859130859375
2019-03-25,50.00049591064453
2019-02-21,50.06407928466797
2018-12-19,50.4547119140625
2018-07-12,50.80900192260742
2018-09-14,50.509220123291016
2018-08-13,50.43653869628906
2018-10-16,50.772666931152344
2019-07-31,51.835540771484375
2019-05-28,50.936187744140625
2019-04-26,50.63640594482422
2020-04-28,48.89219665527344
2019-11-25,49.27374267578125
2020-02-12,49.48268508911133
2020-05-01,50.363868713378906
2020-05-04,51.23596954345703
2019-06-12,50.4547119140625
2019-04-09,52.28976058959961
2019-03-08,51.06336212158203
2019-02-04,51.417659759521484
2018-07-27,50.6727409362793
2018-08-28,50.854427337646484
2019-01-03,49.646202087402344
2019-08-15,50.43653869628906
2018-10-31,50.736328125
2019-09-16,49.93690490722656
2020-02-18,51.05427932739258
2020-05-07,46.085121154785156
2018-08-17,47.59313201904297
2019-12-04,48.56515884399414
2020-02-21,48.646915435791016
2018-12-17,48.42889404296875
2019-08-30,49.046630859375
2018-11-15,48.75592803955078
2019-07-29,48.49248123168945
2019-06-27,47.82024002075195
2019-04-24,47.79725646972656
2018-07-10,47.880001068115234
2018-09-12,47.705322265625
2019-02-19,46.83192825317383
2019-01-18,47.0341911315918
2020-02-24,46.923866271972656
2020-05-13,46.95145034790039
2019-12-10,47.62257766723633
2020-02-27,47.05257797241211
2019-12-13,47.061771392822266
2020-05-19,46.99742126464844
2019-03-06,47.27322769165039
2018-11-30,45.94935607910156
2019-08-13,45.52644729614258
2019-07-12,44.78176498413086
2019-06-10,44.37725830078125
2019-05-09,44.478389739990234
2018-07-25,44.36805725097656
2018-09-27,44.561126708984375
2018-10-29,43.63257598876953
2019-10-16,43.044189453125
2019-12-16,42.428226470947266
2020-03-04,41.453704833984375
2020-05-22,41.233062744140625
2019-10-01,40.497581481933594
2019-12-19,39.10935592651367
2018-09-10,39.798866271972656
2019-05-24,40.23096466064453
2018-08-09,40.05629348754883
2019-04-22,39.569026947021484
2019-03-21,39.8448371887207
2019-01-16,39.817256927490234
2019-08-28,40.902099609375
2018-11-13,41.674354553222656
2018-10-12,41.71113204956055
2019-06-25,41.49048614501953
2020-03-10,41.92258071899414
2020-05-28,41.9317741394043
2019-10-07,42.520164489746094
2020-03-13,43.126930236816406
2019-10-10,43.06257629394531
2020-03-16,43.283226013183594
2020-06-03,43.69693374633789
2018-11-28,43.46709442138672
2018-09-25,43.26483917236328
2018-07-23,42.78676986694336
2018-08-24,42.979835510253906
2019-07-10,43.117740631103516
2019-05-07,43.09935760498047
2019-04-05,42.979835510253906
2019-03-04,44.1841926574707
2019-01-31,43.908382415771484
2019-09-12,43.88080596923828
2019-12-31,44.25774383544922
2020-03-19,43.84402847290039
2020-01-03,43.42112731933594
2020-06-09,43.63257598876953
2019-02-15,43.513065338134766
2019-01-14,44.23016357421875
2018-07-06,43.798065185546875
2018-08-07,43.522254943847656
2018-10-10,43.7796745300293
2018-12-13,43.917579650878906
2019-08-26,44.36805725097656
2019-07-25,44.29451370239258
2019-05-22,32.13145446777344
2019-03-19,31.469518661499023
2020-01-06,30.44902992248535
2020-03-25,29.603225708007812
2020-06-12,30.51338768005371
2019-10-22,29.78709602355957
2020-01-09,30.55015754699707
2020-06-15,30.3754825592041
2019-10-25,30.209999084472656
2020-03-31,29.67951011657715
2020-06-18,29.87495231628418
2019-04-03,29.94009780883789
2018-08-22,29.772579193115234
2018-10-25,30.06109046936035
2019-01-29,29.660898208618164
2018-12-28,29.865646362304688
2018-11-26,29.809803009033203
2019-08-09,29.902873992919922
2019-07-08,29.80049705505371
2019-06-06,30.479896545410156
2019-09-10,30.05178451538086
2020-01-15,30.247228622436523
2020-04-03,30.6195011138916
2019-10-31,30.377525329589844
2020-04-06,30.61019515991211
2020-06-24,30.386831283569336
2018-11-09,30.247228622436523
2019-07-23,29.856340408325195
2019-06-21,30.014556884765625
2019-05-20,30.424055099487305
2019-04-18,30.87078094482422
2018-09-06,30.889400482177734
2018-10-08,30.66603660583496
2019-02-13,30.69395637512207
2018-12-11,30.70326805114746
2019-09-25,30.77771759033203
2020-01-21,30.842863082885742
2020-04-09,30.74979591369629
2019-11-06,30.61019515991211
2020-01-24,30.67534065246582
2020-01-27,30.6195011138916
2020-04-15,30.805633544921875
2018-12-26,30.48920440673828
2019-08-07,30.26584243774414
2019-06-04,30.768407821655273
2018-09-21,30.963851928710938
2018-07-19,30.93593406677246
2018-08-20,30.70326805114746
2018-10-23,29.94940757751465
2019-05-03,30.321683883666992
2019-04-01,30.498510360717773
2019-02-28,30.247228622436523
2019-11-12,30.182079315185547
2020-01-30,30.321683883666992
2019-11-15,30.386831283569336
2020-04-21,29.753963470458984
2019-04-16,30.03316879272461
2019-03-15,30.154159545898438
2019-02-11,30.209999084472656
2019-01-10,30.275146484375
2019-08-22,29.586442947387695
2018-11-07,29.763273239135742
2018-08-03,29.670202255249023
2018-09-04,29.270009994506836
2019-06-19,28.953577041625977
2019-09-23,27.045673370361328
2019-11-18,26.692014694213867
2020-02-05,25.86142921447754
2020-04-24,26.097389221191406
2019-03-29,26.82415199279785
2019-11-21,27.060117721557617
2020-04-27,26.87134552001953
2020-02-11,27.012922286987305
2020-04-30,27.126184463500977
2019-05-01,28.60802459716797
