Dates,KHC
2018-06-20,62.0
2018-06-21,62.25
2018-06-25,62.65999984741211
2018-06-22,62.81999969482422
2018-06-26,62.349998474121094
2018-06-27,62.5099983215332
2018-06-28,62.505001068115234
2018-06-29,62.130001068115234
2018-07-02,61.52000045776367
2018-07-03,62.33000183105469
2018-07-05,62.63999938964844
2018-07-16,63.66999816894531
2018-09-18,63.619998931884766
2019-01-24,63.33000183105469
2019-09-05,63.5099983215332
2018-11-21,63.290000915527344
2020-01-13,63.5
2020-04-01,62.59000015258789
2020-06-19,62.54999923706055
2019-10-29,61.540000915527344
2020-01-16,60.880001068115234
2020-06-22,60.54999923706055
2018-10-03,60.13999938964844
2018-07-31,59.150001525878906
2019-03-12,58.939998626708984
2019-02-08,60.22999954223633
2019-01-07,59.887001037597656
2018-12-06,59.81999969482422
2019-08-19,60.0099983215332
2019-07-18,59.25
2019-05-15,58.24300003051758
2019-09-20,60.380001068115234
2019-11-01,62.150001525878906
2020-04-07,61.07500076293945
2020-06-25,59.5
2020-06-16,59.68000030517578
2019-11-04,59.099998474121094
2020-01-22,58.83000183105469
2019-11-07,59.43000030517578
2020-04-13,58.97999954223633
2019-07-01,58.83000183105469
2019-05-30,59.77000045776367
2018-08-15,60.61000061035156
2018-10-18,59.59000015258789
2019-03-27,59.34000015258789
2019-01-22,58.75
2018-12-21,58.7599983215332
2019-09-03,59.18000030517578
2018-11-19,58.790000915527344
2019-08-02,58.560001373291016
2020-01-28,58.165000915527344
2020-04-16,57.630001068115234
2019-11-13,56.54999923706055
2020-01-31,56.290000915527344
2018-12-04,56.060001373291016
2018-11-02,56.16999816894531
2019-07-16,56.810001373291016
2018-08-30,56.689998626708984
2018-10-01,57.79999923706055
2019-06-14,58.900001525878906
2019-05-13,58.599998474121094
2019-04-11,57.70000076293945
2019-02-06,56.380001068115234
2019-09-18,56.81999969482422
2020-02-03,57.220001220703125
2020-04-22,57.04999923706055
2019-11-19,56.23500061035156
2020-02-06,55.599998474121094
2019-11-22,55.06999969482422
2019-03-25,54.31999969482422
2019-02-21,54.400001525878906
2018-12-19,55.224998474121094
2018-07-12,55.459999084472656
2018-09-14,55.380001068115234
2018-08-13,55.13999938964844
2018-10-16,55.22999954223633
2019-07-31,55.849998474121094
2019-05-28,55.59000015258789
2019-04-26,55.72999954223633
2020-04-28,53.56999969482422
2019-11-25,53.029998779296875
2020-02-12,54.04999923706055
2020-05-01,54.4900016784668
2020-05-04,55.29999923706055
2019-06-12,55.43000030517578
2019-04-09,56.099998474121094
2019-03-08,56.09000015258789
2019-02-04,55.529998779296875
2018-07-27,55.70500183105469
2018-08-28,55.34000015258789
2019-01-03,54.29999923706055
2019-08-15,54.720001220703125
2018-10-31,55.33000183105469
2019-09-16,53.77000045776367
2020-02-18,54.61000061035156
2020-05-07,50.4109992980957
2018-08-17,51.040000915527344
2019-12-04,52.43000030517578
2020-02-21,52.900001525878906
2018-12-17,52.939998626708984
2019-08-30,53.06999969482422
2018-11-15,53.5099983215332
2019-07-29,52.97999954223633
2019-06-27,52.16999816894531
2019-04-24,51.45000076293945
2018-07-10,51.77000045776367
2018-09-12,51.72999954223633
2019-02-19,50.709999084472656
2019-01-18,50.720001220703125
2020-02-24,50.83000183105469
2020-05-13,50.95000076293945
2019-12-10,50.584999084472656
2020-02-27,50.619998931884766
2019-12-13,50.83000183105469
2020-05-19,50.779998779296875
2019-03-06,50.880001068115234
2018-11-30,49.86000061035156
2019-08-13,48.52000045776367
2019-07-12,48.51499938964844
2019-06-10,47.189998626708984
2019-05-09,48.130001068115234
2018-07-25,48.22999954223633
2018-09-27,48.0
2018-10-29,47.374000549316406
2019-10-16,46.369998931884766
2019-12-16,45.880001068115234
2020-03-04,44.869998931884766
2020-05-22,44.41999816894531
2019-10-01,43.94599914550781
2019-12-19,42.439998626708984
2018-09-10,41.599998474121094
2019-05-24,42.279998779296875
2018-08-09,43.38999938964844
2019-04-22,42.34000015258789
2019-03-21,42.28499984741211
2019-01-16,42.97999954223633
2019-08-28,43.5
2018-11-13,44.0099983215332
2018-10-12,45.040000915527344
2019-06-25,44.77000045776367
2020-03-10,44.790000915527344
2020-05-28,44.78499984741211
2019-10-07,45.439998626708984
2020-03-13,46.2400016784668
2019-10-10,46.63999938964844
2020-03-16,46.310001373291016
2020-06-03,47.0
2018-11-28,46.5099983215332
2018-09-25,46.58000183105469
2018-07-23,46.400001525878906
2018-08-24,46.65999984741211
2019-07-10,46.060001373291016
2019-05-07,46.40999984741211
2019-04-05,46.52000045776367
2019-03-04,46.939998626708984
2019-01-31,47.525001525878906
2019-09-12,47.38999938964844
2019-12-31,47.459999084472656
2020-03-19,47.48500061035156
2020-01-03,46.81999969482422
2020-06-09,46.63999938964844
2019-02-15,46.880001068115234
2019-01-14,47.5
2018-07-06,47.61000061035156
2018-08-07,46.88999938964844
2018-10-10,47.34000015258789
2018-12-13,47.630001068115234
2019-08-26,47.630001068115234
2019-07-25,47.849998474121094
2019-05-22,34.5099983215332
2019-03-19,34.060001373291016
2020-01-06,33.040000915527344
2020-03-25,32.04999923706055
2020-06-12,31.81999969482422
2019-10-22,32.349998474121094
2020-01-09,32.77000045776367
2020-06-15,32.65999984741211
2019-10-25,32.75
2020-03-31,31.809999465942383
2020-06-18,31.600000381469727
2019-04-03,31.650999069213867
2018-08-22,31.856000900268555
2018-10-25,31.899999618530273
2019-01-29,31.850000381469727
2018-12-28,31.649999618530273
2018-11-26,31.530000686645508
2019-08-09,31.8799991607666
2019-07-08,31.739999771118164
2019-06-06,31.920000076293945
2019-09-10,32.189998626708984
2020-01-15,32.029998779296875
2020-04-03,32.5099983215332
2019-10-31,32.40999984741211
2020-04-06,32.68000030517578
2020-06-24,32.54999923706055
2018-11-09,32.415000915527344
2019-07-23,32.02000045776367
2019-06-21,32.02000045776367
