Dates,SHW
2020-05-05,538.3200073242188
2019-12-02,552.4099731445312
2020-02-19,574.8599853515625
2020-05-08,566.0399780273438
2019-05-21,544.52001953125
2019-03-18,538.3400268554688
2018-09-07,546.4600219726562
2018-08-06,534.6500244140625
2018-10-09,509.3599853515625
2019-02-14,505.4599914550781
2018-12-12,450.6600036621094
2019-07-24,434.19000244140625
2019-09-26,410.19000244140625
2019-10-28,448.9599914550781
2019-12-05,457.0299987792969
2020-05-11,422.80999755859375
2019-07-03,460.4100036621094
2020-02-25,474.8299865722656
2020-05-14,473.2699890136719
2020-02-28,471.489990234375
2019-08-08,486.4800109863281
2019-06-05,481.75
2018-07-20,444.5199890136719
2018-08-21,439.9700012207031
2018-10-24,442.5899963378906
2019-04-02,462.9800109863281
2019-03-01,484.9700012207031
2019-01-28,491.9700012207031
2018-12-27,518.1699829101562
2019-09-09,492.4100036621094
2020-03-02,510.6499938964844
2020-05-20,499.9800109863281
2019-12-17,501.989990234375
2020-03-05,518.0599975585938
2019-02-12,514.9099731445312
2019-01-11,492.8900146484375
2018-12-10,505.3599853515625
2019-08-23,508.6700134277344
2018-11-08,506.739990234375
2019-07-22,514.8400268554688
2019-06-20,519.8800048828125
2018-09-05,559.6300048828125
2019-04-17,543.6199951171875
2019-09-24,529.75
2019-12-20,529.8699951171875
2020-05-26,539.739990234375
2019-04-30,536.5999755859375
2019-12-23,533.2999877929688
2020-03-11,553.5800170898438
2020-05-29,563.77001953125
2019-12-26,563.760009765625
2020-06-01,554.7000122070312
2019-05-02,545.6199951171875
2019-02-27,568.3800048828125
2018-11-23,586.1199951171875
2019-08-06,575.6500244140625
2018-07-18,575.6099853515625
2018-09-20,571.25
2018-10-22,577.3300170898438
2019-07-05,585.8900146484375
2019-06-03,585.5
2019-10-09,595.9199829101562
2019-10-11,596.2999877929688
2020-03-17,594.9299926757812
2020-06-04,599.1799926757812
2019-10-14,603.3599853515625
2020-03-20,593.0
2018-11-06,590.9500122070312
2019-06-18,584.27001953125
2019-05-17,585.8800048828125
2019-04-15,585.780029296875
2019-03-14,576.1799926757812
2019-01-09,561.2899780273438
2018-08-02,572.0
2018-10-05,588.3400268554688
2019-08-21,588.0
2019-10-17,585.0399780273438
2020-03-23,591.780029296875
2020-06-10,594.4500122070312
2019-02-25,589.6799926757812
2020-01-07,575.1900024414062
2020-03-26,574.2999877929688
2019-10-23,573.8800048828125
