Dates,SHW
2018-06-20,399.989990234375
2018-06-21,398.9800109863281
2018-06-25,398.8999938964844
2018-06-22,397.17999267578125
2018-06-26,402.57000732421875
2018-06-27,406.70001220703125
2018-06-28,407.19000244140625
2018-06-29,412.92999267578125
2018-07-02,407.8500061035156
2018-07-03,412.8599853515625
2018-07-05,410.1400146484375
2018-07-16,414.3800048828125
2018-09-18,418.4800109863281
2019-01-24,419.2099914550781
2019-09-05,417.989990234375
2018-11-21,417.4599914550781
2020-01-13,422.7900085449219
2020-04-01,419.75
2020-06-19,425.0
2019-10-29,431.8399963378906
2020-01-16,429.2099914550781
2020-06-22,427.55999755859375
2018-10-03,426.989990234375
2018-07-31,435.0
2019-03-12,438.4100036621094
2019-02-08,449.69000244140625
2019-01-07,450.8299865722656
2018-12-06,444.75
2019-08-19,444.4599914550781
2019-07-18,441.0899963378906
2019-05-15,440.9700012207031
2019-09-20,445.3800048828125
2019-11-01,445.7799987792969
2020-04-07,445.92999267578125
2020-06-25,447.6600036621094
2020-06-16,445.3699951171875
2019-11-04,444.9100036621094
2020-01-22,446.8800048828125
2019-11-07,440.4200134277344
2020-04-13,439.7300109863281
2019-07-01,443.1300048828125
2019-05-30,444.9599914550781
2018-08-15,444.8699951171875
2018-10-18,449.0
2019-03-27,445.8900146484375
2019-01-22,440.9599914550781
2018-12-21,448.9100036621094
2019-09-03,457.4200134277344
2018-11-19,458.8999938964844
2019-08-02,457.45001220703125
2020-01-28,458.6499938964844
2020-04-16,459.0
2019-11-13,459.95001220703125
2020-01-31,461.989990234375
2018-12-04,464.95001220703125
2018-11-02,465.75
2019-07-16,468.2099914550781
2018-08-30,470.8800048828125
2018-10-01,470.75
2019-06-14,471.6300048828125
2019-05-13,469.9100036621094
2019-04-11,469.9599914550781
2019-02-06,474.6300048828125
2019-09-18,478.2200012207031
2020-02-03,479.4599914550781
2020-04-22,479.6400146484375
2019-11-19,469.7300109863281
2020-02-06,468.3399963378906
2019-11-22,462.57000732421875
2019-03-25,460.04998779296875
2019-02-21,458.0
2018-12-19,462.4700012207031
2018-07-12,459.9800109863281
2018-09-14,455.69000244140625
2018-08-13,442.70001220703125
2018-10-16,442.9700012207031
2019-07-31,444.1400146484375
2019-05-28,435.1000061035156
2019-04-26,424.44000244140625
2020-04-28,418.8599853515625
2019-11-25,415.7699890136719
2020-02-12,407.1199951171875
2020-05-01,415.260009765625
2020-05-04,413.75
2019-06-12,413.1499938964844
2019-04-09,408.95001220703125
2019-03-08,406.6700134277344
2019-02-04,404.94000244140625
2018-07-27,403.7200012207031
2018-08-28,376.760009765625
2019-01-03,377.9100036621094
2019-08-15,378.4599914550781
2018-10-31,385.32000732421875
2019-09-16,400.3699951171875
2020-02-18,400.8800048828125
2020-05-07,409.3599853515625
2018-08-17,406.5
2019-12-04,406.32000732421875
2020-02-21,416.0299987792969
2018-12-17,417.1300048828125
2019-08-30,417.42999267578125
2018-11-15,415.29998779296875
2019-07-29,418.4599914550781
2019-06-27,426.3999938964844
2019-04-24,424.3399963378906
2018-07-10,427.1300048828125
2018-09-12,424.8800048828125
2019-02-19,412.3500061035156
2019-01-18,419.1099853515625
2020-02-24,418.8999938964844
2020-05-13,420.0299987792969
2019-12-10,412.1300048828125
2020-02-27,416.6199951171875
2019-12-13,422.3399963378906
2020-05-19,424.2799987792969
2019-03-06,434.0
2018-11-30,422.2099914550781
2019-08-13,404.9700012207031
2019-07-12,407.05999755859375
2019-06-10,395.3999938964844
2019-05-09,400.54998779296875
2018-07-25,396.9700012207031
2018-09-27,395.1400146484375
2018-10-29,388.6400146484375
2019-10-16,395.0
2019-12-16,388.3599853515625
2020-03-04,394.9700012207031
2020-05-22,385.0
2019-10-01,387.9200134277344
2019-12-19,376.3599853515625
2018-09-10,386.8299865722656
2019-05-24,391.1700134277344
2018-08-09,396.5400085449219
2019-04-22,393.82000732421875
2019-03-21,395.1700134277344
2019-01-16,390.8800048828125
2019-08-28,396.760009765625
2018-11-13,402.5899963378906
2018-10-12,401.9800109863281
2019-06-25,402.8299865722656
2020-03-10,400.67999267578125
2020-05-28,398.8800048828125
2019-10-07,400.05999755859375
2020-03-13,383.4800109863281
2019-10-10,388.20001220703125
2020-03-16,396.32000732421875
2020-06-03,402.30999755859375
2018-11-28,398.9800109863281
2018-09-25,396.82000732421875
2018-07-23,394.8500061035156
2018-08-24,398.75
2019-07-10,397.0
2019-05-07,403.2799987792969
2019-04-05,409.67999267578125
2019-03-04,427.69000244140625
2019-01-31,428.489990234375
2019-09-12,419.75
2019-12-31,421.8900146484375
2020-03-19,422.82000732421875
2020-01-03,421.25
2020-06-09,421.67999267578125
2019-02-15,423.95001220703125
2019-01-14,437.9800109863281
2018-07-06,439.1000061035156
2018-08-07,436.45001220703125
2018-10-10,439.5199890136719
2018-12-13,441.04998779296875
2019-08-26,443.29998779296875
2019-07-25,440.6600036621094
2019-05-22,441.739990234375
2019-03-19,442.75
2020-01-06,438.2200012207031
2020-03-25,441.9599914550781
2020-06-12,440.5199890136719
2019-10-22,437.8800048828125
2020-01-09,440.7099914550781
2020-06-15,438.0899963378906
2019-10-25,430.760009765625
2020-03-31,422.32000732421875
2020-06-18,417.5400085449219
2019-04-03,428.5299987792969
2018-08-22,429.55999755859375
2018-10-25,427.1700134277344
2019-01-29,429.1700134277344
2018-12-28,433.19000244140625
2018-11-26,431.9599914550781
2019-08-09,436.2699890136719
2019-07-08,433.5199890136719
2019-06-06,435.25
2019-09-10,429.7799987792969
2020-01-15,424.0
2020-04-03,426.4700012207031
2019-10-31,428.29998779296875
2020-04-06,432.4700012207031
2020-06-24,431.7900085449219
2018-11-09,435.4700012207031
2019-07-23,437.2699890136719
2019-06-21,441.6000061035156
2019-05-20,446.8299865722656
2019-04-18,449.80999755859375
2018-09-06,448.5
2018-10-08,446.07000732421875
2019-02-13,444.5
2018-12-11,445.6000061035156
2019-09-25,445.6199951171875
2020-01-21,444.1499938964844
2020-04-09,450.6099853515625
2019-11-06,451.0
2020-01-24,453.6499938964844
2020-01-27,455.4700012207031
2020-04-15,465.1000061035156
2018-12-26,460.8399963378906
2019-08-07,457.2900085449219
2019-06-04,458.260009765625
2018-09-21,455.94000244140625
2018-07-19,455.9800109863281
2018-08-20,456.0
2018-10-23,453.6099853515625
2019-05-03,457.20001220703125
2019-04-01,455.8299865722656
2019-02-28,450.6700134277344
2019-11-12,447.32000732421875
2020-01-30,444.6600036621094
2019-11-15,443.4599914550781
2020-04-21,434.8500061035156
2019-04-16,436.8900146484375
2019-03-15,434.42999267578125
2019-02-11,435.1600036621094
2019-01-10,438.45001220703125
2019-08-22,434.2799987792969
2018-11-07,434.510009765625
2018-08-03,435.5199890136719
2018-09-04,432.489990234375
2019-06-19,433.32000732421875
2019-09-23,434.2099914550781
2019-11-18,428.1499938964844
2020-02-05,429.4100036621094
2020-04-24,422.989990234375
2019-03-29,427.20001220703125
2019-11-21,435.3900146484375
2020-04-27,449.8999938964844
2020-02-11,466.55999755859375
2020-04-30,478.989990234375
2019-05-01,477.0400085449219
2019-02-26,477.3699951171875
2019-01-25,474.57000732421875
2018-12-24,479.1400146484375
2019-09-06,478.1099853515625
2018-07-17,474.2699890136719
2018-09-19,471.67999267578125
2019-08-05,466.7799987792969
2019-10-08,472.4200134277344
2019-12-11,471.6099853515625
2019-11-27,470.3999938964844
2020-02-14,467.239990234375
2020-05-06,462.9200134277344
2019-01-08,457.8999938964844
2018-12-07,458.2900085449219
2019-08-20,463.6600036621094
2018-11-05,465.0799865722656
2019-07-19,470.2699890136719
2018-10-04,467.3399963378906
2019-06-17,467.010009765625
2019-05-16,463.25
2018-08-01,467.1499938964844
2019-03-13,465.29998779296875
2019-12-03,471.0
2020-02-20,473.989990234375
2019-12-06,474.1400146484375
2020-05-12,467.82000732421875
2019-12-09,459.7699890136719
2020-02-26,461.07000732421875
2020-05-15,461.69000244140625
2019-03-28,492.260009765625
2018-09-17,501.44000244140625
2018-08-16,510.5299987792969
2018-10-19,513.3300170898438
2019-04-29,512.2999877929688
2019-01-23,516.4299926757812
2019-09-04,519.75
2018-11-20,523.260009765625
2019-07-02,513.6199951171875
2019-05-31,506.1400146484375
2019-12-12,501.7699890136719
2020-05-18,514.7100219726562
2019-09-27,523.4500122070312
2020-03-03,524.0
2020-05-21,522.52001953125
2019-05-14,527.0
2018-08-31,524.3499755859375
2018-07-30,521.6199951171875
2018-10-02,532.02001953125
2019-04-12,536.739990234375
2019-03-11,526.0800170898438
2019-02-07,534.1099853515625
2019-07-17,531.6500244140625
2019-09-19,523.0700073242188
2019-10-21,517.739990234375
2019-12-18,519.989990234375
2020-03-06,522.8599853515625
2019-10-03,529.8300170898438
2020-03-09,529.8099975585938
2020-05-27,528.6699829101562
2019-12-24,535.3099975585938
2020-03-12,539.6400146484375
2018-12-20,539.0
2019-08-01,534.4199829101562
2018-08-14,522.52001953125
2018-07-13,530.6500244140625
2018-10-17,548.97998046875
2019-05-29,543.4500122070312
2019-03-26,536.010009765625
2019-02-22,539.0
2019-10-04,543.97998046875
2019-11-05,550.72998046875
2019-12-27,554.0800170898438
2020-06-02,550.6500244140625
2019-12-30,552.0999755859375
2020-03-18,546.510009765625
2020-06-05,550.5399780273438
2019-07-15,551.6599731445312
2018-12-03,550.52001953125
2019-06-13,553.1099853515625
2019-01-04,545.4500122070312
2018-08-29,545.0900268554688
2019-02-05,552.4299926757812
2018-11-01,553.47998046875
2019-08-16,551.0
2019-04-10,557.0800170898438
2019-09-17,558.8499755859375
2019-10-15,564.4400024414062
2020-01-02,555.9099731445312
2020-06-08,559.5599975585938
2019-10-18,565.1500244140625
2020-03-24,567.0
2020-06-11,562.1500244140625
2020-01-08,562.760009765625
2019-04-25,578.3599853515625
2019-07-30,570.0
2019-02-20,575.0
2018-07-11,580.0
2018-09-13,581.219970703125
2018-10-15,583.3099975585938
2019-06-28,587.1400146484375
2018-12-18,589.0
2018-11-16,580.4099731445312
2019-10-02,584.530029296875
2020-03-27,573.989990234375
2020-01-10,575.8099975585938
2019-10-24,578.1799926757812
2020-03-30,581.4600219726562
2020-06-17,583.0
2020-01-14,589.2999877929688
2020-04-02,593.0900268554688
2019-01-02,595.0
2019-08-14,597.0
2018-10-30,591.7000122070312
2019-06-11,588.6400146484375
2019-05-10,584.1900024414062
2019-04-08,576.6400146484375
2018-08-27,576.0
2018-07-26,582.2000122070312
2018-09-28,587.4199829101562
2019-03-07,586.989990234375
2019-10-30,586.5599975585938
2020-01-17,580.5700073242188
2020-06-23,578.3300170898438
2020-04-08,583.0
2020-06-26,575.5900268554688
2019-03-22,580.7100219726562
2019-01-17,579.239990234375
2019-08-29,575.75
2018-11-14,575.7100219726562
2019-06-26,580.530029296875
2018-09-11,579.2000122070312
2018-07-09,580.8900146484375
2018-08-10,580.6599731445312
2019-04-23,579.72998046875
2019-09-30,579.6699829101562
2020-01-23,582.6099853515625
2019-11-08,584.1900024414062
2020-04-14,583.9500122070312
2019-11-11,582.1799926757812
2020-01-29,585.0599975585938
2020-04-17,580.8099975585938
2018-07-24,583.8300170898438
2018-09-26,585.1199951171875
2019-05-08,571.530029296875
2019-03-05,565.719970703125
2019-02-01,566.1400146484375
2018-12-31,570.3300170898438
2018-11-29,573.1400146484375
2019-08-12,571.1900024414062
2019-07-11,575.25
2019-09-13,578.969970703125
2019-11-14,587.7899780273438
2020-04-20,589.8200073242188
2020-02-04,595.0700073242188
2020-04-23,598.25
2018-12-14,596.6099853515625
2019-08-27,596.6300048828125
2018-08-08,599.9500122070312
2018-10-11,589.9500122070312
2018-11-12,592.9600219726562
2019-07-26,598.0
2019-06-24,570.77001953125
2019-05-23,564.0
2019-03-20,578.0800170898438
2019-01-15,589.989990234375
2019-11-20,587.47998046875
2020-02-07,585.5800170898438
2020-02-10,581.3200073242188
2020-04-29,574.760009765625
2019-11-26,581.1500244140625
2020-02-13,581.989990234375
2019-01-30,582.5700073242188
2018-08-23,585.4500122070312
2018-09-24,583.8800048828125
2018-11-27,592.3900146484375
2018-10-26,591.280029296875
2019-07-09,583.1900024414062
2019-06-07,571.969970703125
2019-05-06,570.7999877929688
2019-04-04,565.1300048828125
2019-09-11,548.3499755859375
2019-11-29,516.75
