Dates,SHW
2019-07-29,416.760009765625
2019-06-27,414.8999938964844
2019-04-24,420.989990234375
2018-07-10,423.9599914550781
2018-09-12,415.260009765625
2019-02-19,410.0400085449219
2019-01-18,410.4599914550781
2020-02-24,415.1000061035156
2020-05-13,411.5400085449219
2019-12-10,403.44000244140625
2020-02-27,416.4800109863281
2019-12-13,419.760009765625
2020-05-19,424.07000732421875
2019-03-06,418.3399963378906
2018-11-30,406.6000061035156
2019-08-13,401.0299987792969
2019-07-12,389.5
2019-06-10,393.4599914550781
2019-05-09,390.8500061035156
2018-07-25,391.54998779296875
2018-09-27,385.8900146484375
2018-10-29,386.0
2019-10-16,376.45001220703125
2019-12-16,383.9100036621094
2020-03-04,380.239990234375
2020-05-22,379.3900146484375
2019-10-01,376.54998779296875
2019-12-19,365.239990234375
2018-09-10,386.7200012207031
2019-05-24,391.1700134277344
2018-08-09,389.5799865722656
2019-04-22,393.4599914550781
2019-03-21,392.2300109863281
2019-01-16,380.3900146484375
2019-08-28,390.4700012207031
2018-11-13,395.9800109863281
2018-10-12,398.7900085449219
2019-06-25,398.1400146484375
2020-03-10,399.54998779296875
2020-05-28,395.92999267578125
2019-10-07,397.79998779296875
2020-03-13,381.44000244140625
2019-10-10,386.94000244140625
2020-03-16,394.5299987792969
2020-06-03,398.5299987792969
2018-11-28,393.9700012207031
2018-09-25,393.3900146484375
2018-07-23,390.260009765625
2018-08-24,392.8299865722656
2019-07-10,397.0
2019-05-07,403.0
2019-04-05,405.2300109863281
2019-03-04,421.5199890136719
2019-01-31,417.0199890136719
2019-09-12,418.9599914550781
2019-12-31,421.8299865722656
2020-03-19,421.04998779296875
2020-01-03,418.1099853515625
2020-06-09,421.010009765625
2019-02-15,423.7099914550781
2019-01-14,437.239990234375
2018-07-06,433.989990234375
2018-08-07,431.7799987792969
2018-10-10,439.17999267578125
2018-12-13,437.54998779296875
2019-08-26,439.2699890136719
2019-07-25,439.70001220703125
2019-05-22,439.8800048828125
2019-03-19,437.67999267578125
2020-01-06,434.32000732421875
2020-03-25,440.32000732421875
2020-06-12,433.20001220703125
2019-10-22,436.6199951171875
2020-01-09,437.75
2020-06-15,431.42999267578125
2019-10-25,422.260009765625
2020-03-31,414.04998779296875
2020-06-18,416.9700012207031
2019-04-03,427.989990234375
2018-08-22,422.70001220703125
2018-10-25,425.2099914550781
2019-01-29,428.82000732421875
2018-12-28,431.0299987792969
2018-11-26,431.3500061035156
2019-08-09,430.2699890136719
2019-07-08,429.260009765625
2019-06-06,433.6300048828125
2019-09-10,420.7200012207031
2020-01-15,422.3900146484375
2020-04-03,420.3999938964844
2019-10-31,426.69000244140625
2020-04-06,431.2200012207031
2020-06-24,430.7099914550781
2018-11-09,433.3299865722656
2019-07-23,437.1700134277344
2019-06-21,440.67999267578125
2019-05-20,444.3800048828125
2019-04-18,449.2300109863281
2018-09-06,446.42999267578125
2018-10-08,443.739990234375
2019-02-13,443.7099914550781
2018-12-11,443.260009765625
2019-09-25,441.5299987792969
2020-01-21,443.7699890136719
2020-04-09,450.4700012207031
2019-11-06,442.9100036621094
2020-01-24,452.42999267578125
2020-01-27,451.8900146484375
2020-04-15,460.44000244140625
2018-12-26,457.8999938964844
2019-08-07,451.29998779296875
2019-06-04,456.6700134277344
2018-09-21,451.5299987792969
2018-07-19,454.8299865722656
2018-08-20,447.5
2018-10-23,452.6700134277344
2019-05-03,455.9100036621094
2019-04-01,452.3999938964844
2019-02-28,446.9800109863281
2019-11-12,444.510009765625
2020-01-30,441.9599914550781
2019-11-15,439.9200134277344
2020-04-21,430.8900146484375
2019-04-16,434.4100036621094
2019-03-15,430.9200134277344
2019-02-11,433.2799987792969
2019-01-10,435.67999267578125
2019-08-22,424.510009765625
2018-11-07,431.9200134277344
2018-08-03,431.44000244140625
2018-09-04,430.57000732421875
2019-06-19,430.7200012207031
2019-09-23,427.0299987792969
2019-11-18,426.44000244140625
2020-02-05,424.57000732421875
2020-04-24,419.45001220703125
2019-03-29,426.80999755859375
2019-11-21,435.3900146484375
2020-04-27,449.7699890136719
2020-02-11,466.55999755859375
2020-04-30,473.9800109863281
2019-05-01,471.54998779296875
2019-02-26,470.8699951171875
2019-01-25,473.8699951171875
2018-12-24,479.010009765625
2019-09-06,473.6499938964844
2018-07-17,467.760009765625
2018-09-19,464.7699890136719
2019-08-05,465.0
2019-10-08,471.6600036621094
2019-12-11,465.69000244140625
2019-11-27,465.9599914550781
2020-02-14,463.3299865722656
2020-05-06,454.2699890136719
2019-01-08,454.75
2018-12-07,458.2900085449219
2019-08-20,461.29998779296875
2018-11-05,463.3900146484375
2019-07-19,470.1600036621094
2018-10-04,466.1400146484375
2019-06-17,462.7900085449219
2019-05-16,462.1400146484375
2018-08-01,457.5400085449219
2019-03-13,465.20001220703125
2019-12-03,469.7300109863281
2020-02-20,473.8699951171875
2019-12-06,467.5400085449219
2020-05-12,456.8500061035156
2019-12-09,457.69000244140625
2020-02-26,456.6000061035156
2020-05-15,454.5899963378906
2019-03-28,490.2300109863281
2018-09-17,501.1300048828125
2018-08-16,509.29998779296875
2018-10-19,512.2999877929688
2019-04-29,510.1400146484375
2019-01-23,515.02001953125
2019-09-04,513.0399780273438
2018-11-20,512.9500122070312
2019-07-02,510.4700012207031
2019-05-31,495.3599853515625
2019-12-12,498.8699951171875
2020-05-18,512.989990234375
2019-09-27,523.3099975585938
2020-03-03,519.760009765625
2020-05-21,515.72998046875
2019-05-14,525.8499755859375
2018-08-31,515.260009765625
2018-07-30,520.2000122070312
2018-10-02,530.0900268554688
2019-04-12,528.4400024414062
2019-03-11,524.0
2019-02-07,527.6599731445312
2019-07-17,523.5
2019-09-19,512.5999755859375
2019-10-21,513.4600219726562
2019-12-18,515.3900146484375
2020-03-06,522.6900024414062
2019-10-03,524.6799926757812
2020-03-09,526.75
2020-05-27,527.1799926757812
2019-12-24,534.6699829101562
2020-03-12,534.52001953125
2018-12-20,534.739990234375
2019-08-01,523.030029296875
2018-08-14,521.72998046875
2018-07-13,527.4000244140625
2018-10-17,538.9500122070312
2019-05-29,541.52001953125
2019-03-26,527.489990234375
2019-02-22,537.52001953125
2019-10-04,542.8400268554688
2019-11-05,549.780029296875
2019-12-27,550.5399780273438
2020-06-02,541.6500244140625
2019-12-30,542.5
2020-03-18,544.5399780273438
2020-06-05,548.3499755859375
2019-07-15,544.280029296875
2018-12-03,549.8699951171875
2019-06-13,544.8599853515625
2019-01-04,541.010009765625
2018-08-29,543.1900024414062
2019-02-05,548.8400268554688
2018-11-01,549.280029296875
2019-08-16,545.9400024414062
2019-04-10,555.6599731445312
2019-09-17,558.7000122070312
2019-10-15,550.010009765625
2020-01-02,550.3499755859375
2020-06-08,558.8900146484375
2019-10-18,564.239990234375
2020-03-24,560.5399780273438
2020-06-11,560.8599853515625
2020-01-08,550.4099731445312
2019-04-25,566.8900146484375
2019-07-30,563.8699951171875
2019-02-20,574.0499877929688
2018-07-11,574.9299926757812
2018-09-13,578.239990234375
2018-10-15,581.6099853515625
2019-06-28,586.22998046875
2018-12-18,572.3200073242188
2018-11-16,579.6400146484375
2019-10-02,571.0
2020-03-27,564.9099731445312
2020-01-10,575.239990234375
2019-10-24,569.4600219726562
2020-03-30,581.3499755859375
2020-06-17,579.4099731445312
2020-01-14,587.239990234375
2020-04-02,589.739990234375
2019-01-02,593.4500122070312
2019-08-14,592.77001953125
2018-10-30,586.0800170898438
2019-06-11,584.2000122070312
2019-05-10,576.02001953125
2019-04-08,568.5599975585938
2018-08-27,574.8300170898438
2018-07-26,580.010009765625
2018-09-28,587.1799926757812
2019-03-07,584.8599853515625
2019-10-30,583.1300048828125
2020-01-17,574.8300170898438
2020-06-23,577.9099731445312
2020-04-08,571.3099975585938
2020-06-26,572.5
2019-03-22,578.5399780273438
2019-01-17,576.5700073242188
2019-08-29,570.8499755859375
2018-11-14,575.489990234375
2019-06-26,576.8099975585938
2018-09-11,572.22998046875
2018-07-09,579.510009765625
2018-08-10,578.1400146484375
2019-04-23,572.6099853515625
2019-09-30,577.8499755859375
2020-01-23,580.97998046875
2019-11-08,583.260009765625
2020-04-14,581.1400146484375
2019-11-11,581.5999755859375
2020-01-29,581.6900024414062
2020-04-17,578.739990234375
2018-07-24,583.5399780273438
2018-09-26,571.8499755859375
2019-05-08,564.4500122070312
2019-03-05,563.4099731445312
2019-02-01,560.3599853515625
2018-12-31,569.280029296875
2018-11-29,565.6300048828125
2019-08-12,567.0900268554688
2019-07-11,574.8599853515625
2019-09-13,574.469970703125
2019-11-14,584.5599975585938
2020-04-20,584.97998046875
2020-02-04,594.469970703125
2020-04-23,593.0599975585938
2018-12-14,592.9299926757812
2019-08-27,596.5399780273438
2018-08-08,594.8400268554688
2018-10-11,584.27001953125
2018-11-12,591.0499877929688
2019-07-26,590.260009765625
2019-06-24,568.9000244140625
2019-05-23,556.989990234375
2019-03-20,574.9099731445312
2019-01-15,586.969970703125
2019-11-20,582.4400024414062
2020-02-07,581.9000244140625
2020-02-10,572.5499877929688
2020-04-29,572.280029296875
2019-11-26,577.0399780273438
2020-02-13,580.1400146484375
2019-01-30,579.760009765625
2018-08-23,585.4500122070312
2018-09-24,581.780029296875
2018-11-27,589.0499877929688
2018-10-26,584.0800170898438
2019-07-09,573.3400268554688
2019-06-07,567.0999755859375
2019-05-06,550.9600219726562
2019-04-04,550.6099853515625
2019-09-11,525.3599853515625
2019-11-29,516.75
2020-05-05,538.3200073242188
2019-12-02,540.5800170898438
2020-02-19,574.780029296875
2020-05-08,554.9099731445312
2019-05-21,541.0
2019-03-18,527.1599731445312
2018-09-07,546.02001953125
2018-08-06,520.1400146484375
2018-10-09,482.6400146484375
2019-02-14,499.3299865722656
2018-12-12,406.07000732421875
2019-07-24,420.3800048828125
2019-09-26,402.8599853515625
2019-10-28,445.1199951171875
2019-12-05,412.70001220703125
2020-05-11,396.70001220703125
2019-07-03,454.0199890136719
2020-02-25,451.6600036621094
2020-05-14,466.1400146484375
2020-02-28,459.6600036621094
2019-08-08,481.8299865722656
2019-06-05,459.5199890136719
2018-07-20,424.9800109863281
2018-08-21,436.9100036621094
2018-10-24,420.0299987792969
2019-04-02,458.6199951171875
2019-03-01,463.3500061035156
2019-01-28,488.30999755859375
2018-12-27,492.1499938964844
2019-09-09,489.20001220703125
2020-03-02,504.3900146484375
2020-05-20,492.67999267578125
2019-12-17,485.0299987792969
2020-03-05,516.75
2019-02-12,495.8699951171875
2019-01-11,484.8999938964844
2018-12-10,500.2900085449219
2019-08-23,498.70001220703125
2018-11-08,506.05999755859375
2019-07-22,511.4599914550781
2019-06-20,508.7300109863281
2018-09-05,538.8599853515625
2019-04-17,536.3699951171875
2019-09-24,526.4400024414062
2019-12-20,528.8400268554688
2020-05-26,532.6900024414062
2019-04-30,524.02001953125
2019-12-23,528.5599975585938
2020-03-11,549.6799926757812
2020-05-29,558.8400268554688
2019-12-26,553.4600219726562
2020-06-01,548.3200073242188
2019-05-02,545.5499877929688
2019-02-27,568.3800048828125
2018-11-23,572.25
2019-08-06,563.739990234375
2018-07-18,564.6300048828125
2018-09-20,570.0
2018-10-22,577.2999877929688
2019-07-05,583.1300048828125
2019-06-03,582.8599853515625
2019-10-09,590.010009765625
2019-10-11,593.8499755859375
2020-03-17,582.4600219726562
2020-06-04,597.1099853515625
2019-10-14,594.1599731445312
2020-03-20,575.1599731445312
2018-11-06,585.2899780273438
2019-06-18,575.0
2019-05-17,581.77001953125
2019-04-15,580.9600219726562
2019-03-14,546.3200073242188
2019-01-09,547.6199951171875
2018-08-02,570.010009765625
2018-10-05,576.3599853515625
2019-08-21,582.0
2019-10-17,581.7000122070312
2020-03-23,584.6699829101562
2020-06-10,582.469970703125
2019-02-25,576.3300170898438
2020-01-07,566.6500244140625
2020-03-26,573.2100219726562
2019-10-23,557.530029296875
