Dates,SHW
2018-06-20,394.4700012207031
2018-06-21,394.7699890136719
2018-06-25,394.7699890136719
2018-06-22,390.4700012207031
2018-06-26,395.8500061035156
2018-06-27,397.5
2018-06-28,398.0199890136719
2018-06-29,405.6000061035156
2018-07-02,403.4800109863281
2018-07-03,400.17999267578125
2018-07-05,404.0199890136719
2018-07-16,407.67999267578125
2018-09-18,414.0400085449219
2019-01-24,412.70001220703125
2019-09-05,414.239990234375
2018-11-21,411.3500061035156
2020-01-13,414.1099853515625
2020-04-01,415.510009765625
2020-06-19,415.6000061035156
2019-10-29,424.3599853515625
2020-01-16,423.3599853515625
2020-06-22,422.32000732421875
2018-10-03,417.3299865722656
2018-07-31,418.0
2019-03-12,427.010009765625
2019-02-08,433.20001220703125
2019-01-07,442.7900085449219
2018-12-06,438.6600036621094
2019-08-19,438.67999267578125
2019-07-18,434.45001220703125
2019-05-15,435.5199890136719
2019-09-20,439.67999267578125
2019-11-01,441.3999938964844
2020-04-07,440.4599914550781
2020-06-25,443.05999755859375
2020-06-16,441.8699951171875
2019-11-04,439.69000244140625
2020-01-22,433.20001220703125
2019-11-07,433.8800048828125
2020-04-13,433.2799987792969
2019-07-01,437.54998779296875
2019-05-30,441.1099853515625
2018-08-15,440.6199951171875
2018-10-18,444.1099853515625
2019-03-27,438.8900146484375
2019-01-22,435.2699890136719
2018-12-21,439.57000732421875
2019-09-03,447.25
2018-11-19,451.69000244140625
2019-08-02,450.6199951171875
2020-01-28,454.20001220703125
2020-04-16,452.9700012207031
2019-11-13,453.4599914550781
2020-01-31,457.989990234375
2018-12-04,459.760009765625
2018-11-02,459.5199890136719
2019-07-16,463.6400146484375
2018-08-30,463.3699951171875
2018-10-01,465.0
2019-06-14,467.5899963378906
2019-05-13,466.70001220703125
2019-04-11,463.4100036621094
2019-02-06,468.7699890136719
2019-09-18,471.6400146484375
2020-02-03,474.5400085449219
2020-04-22,467.5899963378906
2019-11-19,462.7300109863281
2020-02-06,459.3500061035156
2019-11-22,457.0799865722656
2019-03-25,453.92999267578125
2019-02-21,453.6099853515625
2018-12-19,456.9100036621094
2018-07-12,453.6099853515625
2018-09-14,440.5199890136719
2018-08-13,436.9100036621094
2018-10-16,437.69000244140625
2019-07-31,438.8900146484375
2019-05-28,421.8999938964844
2019-04-26,414.2200012207031
2020-04-28,404.3900146484375
2019-11-25,403.1499938964844
2020-02-12,401.3699951171875
2020-05-01,402.0199890136719
2020-05-04,407.3399963378906
2019-06-12,403.3599853515625
2019-04-09,401.1700134277344
2019-03-08,401.5199890136719
2019-02-04,388.010009765625
2018-07-27,386.30999755859375
2018-08-28,355.2799987792969
2019-01-03,358.1700134277344
2019-08-15,362.4100036621094
2018-10-31,366.2900085449219
2019-09-16,387.5199890136719
2020-02-18,391.5299987792969
2020-05-07,397.2300109863281
2018-08-17,399.44000244140625
2019-12-04,402.7099914550781
2020-02-21,406.04998779296875
2018-12-17,409.45001220703125
2019-08-30,407.510009765625
2018-11-15,408.3999938964844
2019-07-29,409.1400146484375
2019-06-27,413.5400085449219
2019-04-24,406.04998779296875
2018-07-10,415.70001220703125
2018-09-12,410.9100036621094
2019-02-19,402.3599853515625
2019-01-18,408.1199951171875
2020-02-24,408.9200134277344
2020-05-13,409.2799987792969
2019-12-10,401.75
2020-02-27,399.739990234375
2019-12-13,414.6099853515625
2020-05-19,418.4800109863281
