Dates,SHW
2018-06-20,397.6400146484375
2018-06-21,395.67999267578125
2018-06-25,397.010009765625
2018-06-22,395.7300109863281
2018-06-26,396.75
2018-06-27,401.0
2018-06-28,398.80999755859375
2018-06-29,405.6000061035156
2018-07-02,405.75
2018-07-03,407.010009765625
2018-07-05,407.20001220703125
2018-07-16,409.510009765625
2018-09-18,415.0
2019-01-24,414.8399963378906
2019-09-05,416.2200012207031
2018-11-21,417.2699890136719
2020-01-13,414.54998779296875
2020-04-01,418.3900146484375
2020-06-19,416.6600036621094
2019-10-29,424.3599853515625
2020-01-16,425.0
2020-06-22,425.6499938964844
2018-10-03,425.9200134277344
2018-07-31,424.0
2019-03-12,431.0400085449219
2019-02-08,439.9800109863281
2019-01-07,449.0
2018-12-06,443.44000244140625
2019-08-19,440.0
2019-07-18,438.80999755859375
2019-05-15,437.8800048828125
2019-09-20,441.2099914550781
2019-11-01,442.1400146484375
2020-04-07,444.0
2020-06-25,444.4100036621094
2020-06-16,444.55999755859375
2019-11-04,443.42999267578125
2020-01-22,444.3999938964844
2019-11-07,435.0
2020-04-13,435.6400146484375
2019-07-01,441.3399963378906
2019-05-30,443.0
2018-08-15,443.94000244140625
2018-10-18,445.0
2019-03-27,445.0
2019-01-22,439.3299865722656
2018-12-21,439.9800109863281
2019-09-03,448.54998779296875
2018-11-19,455.3800048828125
2019-08-02,451.6400146484375
2020-01-28,455.92999267578125
2020-04-16,454.760009765625
2019-11-13,454.2099914550781
2020-01-31,457.989990234375
2018-12-04,462.0
2018-11-02,460.07000732421875
2019-07-16,465.0
2018-08-30,467.010009765625
2018-10-01,469.92999267578125
2019-06-14,469.0400085449219
2019-05-13,469.8599853515625
2019-04-11,463.94000244140625
2019-02-06,469.9100036621094
2019-09-18,472.5
2020-02-03,476.1700134277344
2020-04-22,479.6400146484375
2019-11-19,467.2300109863281
2020-02-06,468.3399963378906
2019-11-22,461.1600036621094
2019-03-25,459.6099853515625
2019-02-21,455.4100036621094
2018-12-19,458.8500061035156
2018-07-12,458.1600036621094
2018-09-14,455.1300048828125
2018-08-13,440.8999938964844
2018-10-16,440.0
2019-07-31,442.20001220703125
2019-05-28,427.42999267578125
2019-04-26,422.1400146484375
2020-04-28,412.8599853515625
2019-11-25,414.0899963378906
2020-02-12,406.69000244140625
2020-05-01,404.2200012207031
2020-05-04,413.3800048828125
2019-06-12,410.5299987792969
2019-04-09,407.5199890136719
2019-03-08,405.9800109863281
2019-02-04,397.55999755859375
2018-07-27,401.6700134277344
2018-08-28,368.0
2019-01-03,365.8500061035156
2019-08-15,375.7900085449219
2018-10-31,367.82000732421875
2019-09-16,389.760009765625
2020-02-18,392.67999267578125
2020-05-07,400.5299987792969
2018-08-17,400.07000732421875
2019-12-04,402.7099914550781
2020-02-21,409.30999755859375
2018-12-17,412.6499938964844
2019-08-30,409.25
2018-11-15,410.3500061035156
2019-07-29,409.75
2019-06-27,419.1300048828125
2019-04-24,410.5799865722656
2018-07-10,417.3900146484375
2018-09-12,423.9200134277344
2019-02-19,407.8599853515625
2019-01-18,411.9700012207031
2020-02-24,409.4100036621094
2020-05-13,420.0
2019-12-10,408.6400146484375
2020-02-27,404.2799987792969
2019-12-13,416.0799865722656
2020-05-19,419.8399963378906
2019-03-06,427.55999755859375
2018-11-30,419.19000244140625
2019-08-13,400.05999755859375
2019-07-12,399.6499938964844
2019-06-10,388.8699951171875
