Dates,SHW
2018-06-20,389500.0
2018-06-21,587300.0
2018-06-25,519800.0
2018-06-22,739300.0
2018-06-26,610700.0
2018-06-27,656300.0
2018-06-28,749900.0
2018-06-29,786500.0
2018-07-02,455600.0
2018-07-03,380100.0
2018-07-05,441400.0
2018-07-16,412300.0
2018-09-18,450100.0
2019-01-24,500800.0
2019-09-05,526400.0
2018-11-21,649500.0
2020-01-13,539600.0
2020-04-01,522600.0
2020-06-19,508400.0
2019-10-29,575100.0
2020-01-16,573800.0
2020-06-22,597600.0
2018-10-03,889600.0
2018-07-31,1518000.0
2019-03-12,891200.0
2019-02-08,1313100.0
2019-01-07,827600.0
2018-12-06,532400.0
2019-08-19,707500.0
2019-07-18,558500.0
2019-05-15,567100.0
2019-09-20,525700.0
2019-11-01,437000.0
2020-04-07,350500.0
2020-06-25,328300.0
2020-06-16,431200.0
2019-11-04,507300.0
2020-01-22,810000.0
2019-11-07,624000.0
2020-04-13,581500.0
2019-07-01,580900.0
2019-05-30,405900.0
2018-08-15,424100.0
2018-10-18,631200.0
2019-03-27,441100.0
2019-01-22,513500.0
2018-12-21,626500.0
2019-09-03,887000.0
2018-11-19,746200.0
2019-08-02,403300.0
2020-01-28,474000.0
2020-04-16,437700.0
2019-11-13,429300.0
2020-01-31,563000.0
2018-12-04,428200.0
2018-11-02,547300.0
2019-07-16,331800.0
2018-08-30,648300.0
2018-10-01,470800.0
2019-06-14,360000.0
2019-05-13,391600.0
2019-04-11,598800.0
2019-02-06,331500.0
2019-09-18,663100.0
2020-02-03,498300.0
2020-04-22,1882500.0
2019-11-19,889200.0
2020-02-06,720000.0
2019-11-22,539900.0
2019-03-25,645100.0
2019-02-21,802300.0
2018-12-19,658700.0
2018-07-12,606700.0
2018-09-14,1492200.0
2018-08-13,745600.0
2018-10-16,616300.0
2019-07-31,504100.0
2019-05-28,1267000.0
2019-04-26,1008800.0
2020-04-28,927200.0
2019-11-25,862100.0
2020-02-12,661700.0
2020-05-01,863300.0
2020-05-04,834500.0
2019-06-12,860200.0
2019-04-09,896700.0
2019-03-08,584800.0
2019-02-04,812900.0
2018-07-27,997700.0
2018-08-28,2447100.0
2019-01-03,2141700.0
2019-08-15,1073600.0
2018-10-31,1302600.0
2019-09-16,1586400.0
2020-02-18,1100000.0
2020-05-07,1233800.0
2018-08-17,701100.0
