Dates,SHW
2019-12-04,584100.0
2020-02-21,696400.0
2018-12-17,810400.0
2019-08-30,671500.0
2018-11-15,646200.0
2019-07-29,888800.0
2019-06-27,1326300.0
2019-04-24,734800.0
2018-07-10,801000.0
2018-09-12,848600.0
2019-02-19,1493900.0
2019-01-18,721000.0
2020-02-24,293300.0
2020-05-13,598600.0
2019-12-10,853600.0
2020-02-27,889600.0
2019-12-13,571000.0
2020-05-19,603100.0
2019-03-06,987100.0
2018-11-30,1056600.0
2019-08-13,1288200.0
2019-07-12,736600.0
2019-06-10,710100.0
2019-05-09,536100.0
2018-07-25,453100.0
2018-09-27,804300.0
2018-10-29,1031300.0
2019-10-16,1066200.0
2019-12-16,932500.0
2020-03-04,772100.0
2020-05-22,1145700.0
2019-10-01,1284000.0
2019-12-19,355200.0
2018-09-10,652600.0
2019-05-24,601400.0
2018-08-09,555100.0
2019-04-22,514800.0
2019-03-21,507500.0
2019-01-16,862400.0
2019-08-28,1057500.0
2018-11-13,863300.0
2018-10-12,591300.0
2019-06-25,982600.0
2020-03-10,435000.0
2020-05-28,566500.0
2019-10-07,566400.0
2020-03-13,2572500.0
2019-10-10,1081300.0
2020-03-16,817400.0
2020-06-03,1429200.0
2018-11-28,932900.0
2018-09-25,741400.0
2018-07-23,619600.0
2018-08-24,907900.0
2019-07-10,716800.0
2019-05-07,672700.0
2019-04-05,1042800.0
2019-03-04,1668900.0
2019-01-31,798200.0
2019-09-12,741000.0
2019-12-31,616800.0
2020-03-19,498600.0
2020-01-03,467200.0
2020-06-09,510500.0
2019-02-15,422500.0
2019-01-14,743000.0
2018-07-06,411000.0
2018-08-07,476900.0
2018-10-10,415800.0
2018-12-13,593600.0
2019-08-26,496500.0
2019-07-25,557700.0
2019-05-22,350300.0
2019-03-19,538100.0
2020-01-06,586600.0
2020-03-25,750800.0
2020-06-12,521500.0
2019-10-22,387400.0
2020-01-09,549000.0
2020-06-15,547300.0
2019-10-25,1023500.0
2020-03-31,893100.0
2020-06-18,719300.0
2019-04-03,559100.0
2018-08-22,489100.0
2018-10-25,803700.0
2019-01-29,760100.0
2018-12-28,801300.0
2018-11-26,479200.0
2019-08-09,401700.0
2019-07-08,417700.0
2019-06-06,431000.0
2019-09-10,1071600.0
2020-01-15,435100.0
2020-04-03,545600.0
2019-10-31,622000.0
2020-04-06,317200.0
2020-06-24,845400.0
2018-11-09,595300.0
2019-07-23,421200.0
2019-06-21,578300.0
2019-05-20,398200.0
2019-04-18,422900.0
2018-09-06,403000.0
2018-10-08,388200.0
2019-02-13,457600.0
2018-12-11,359300.0
2019-09-25,609100.0
2020-01-21,410900.0
2020-04-09,448600.0
2019-11-06,555100.0
2020-01-24,761800.0
2020-01-27,788900.0
2020-04-15,1253500.0
2018-12-26,578300.0
2019-08-07,493200.0
2019-06-04,338400.0
2018-09-21,597500.0
2018-07-19,573700.0
2018-08-20,709900.0
2018-10-23,495900.0
2019-05-03,366400.0
2019-04-01,452500.0
2019-02-28,544100.0
2019-11-12,439000.0
2020-01-30,375300.0
2019-11-15,501000.0
2020-04-21,544300.0
2019-04-16,420700.0
2019-03-15,346500.0
2019-02-11,593800.0
2019-01-10,458700.0
2019-08-22,526300.0
2018-11-07,433600.0
2018-08-03,341000.0
2018-09-04,655600.0
2019-06-19,365300.0
2019-09-23,507200.0
2019-11-18,436500.0
2020-02-05,417700.0
2020-04-24,482000.0
2019-03-29,522500.0
2019-11-21,764800.0
2020-04-27,738900.0
2020-02-11,863000.0
2020-04-30,967400.0
2019-05-01,493400.0
2019-02-26,626700.0
2019-01-25,447200.0
2018-12-24,557700.0
2019-09-06,478100.0
2018-07-17,416700.0
2018-09-19,693800.0
2019-08-05,569100.0
2019-10-08,534400.0
2019-12-11,750000.0
2019-11-27,383800.0
2020-02-14,484600.0
2020-05-06,437400.0
2019-01-08,374000.0
2018-12-07,549100.0
2019-08-20,420500.0
2018-11-05,334000.0
2019-07-19,214100.0
2018-10-04,227700.0
2019-06-17,315600.0
2019-05-16,284200.0
2018-08-01,495200.0
2019-03-13,410700.0
2019-12-03,424300.0
2020-02-20,333600.0
2019-12-06,502600.0
2020-05-12,578400.0
2019-12-09,581000.0
2020-02-26,488200.0
2020-05-15,534400.0
2019-03-28,2113100.0
2018-09-17,914400.0
2018-08-16,889800.0
2018-10-19,592900.0
2019-04-29,648900.0
2019-01-23,569000.0
2019-09-04,636600.0
2018-11-20,538500.0
2019-07-02,420400.0
2019-05-31,510900.0
2019-12-12,568200.0
2020-05-18,744800.0
2019-09-27,533300.0
2020-03-03,330700.0
2020-05-21,237700.0
2019-05-14,523800.0
2018-08-31,516300.0
2018-07-30,430500.0
2018-10-02,602200.0
2019-04-12,482300.0
2019-03-11,403100.0
2019-02-07,489000.0
2019-07-17,416000.0
2019-09-19,613000.0
2019-10-21,349000.0
2019-12-18,326900.0
2020-03-06,299800.0
2019-10-03,415400.0
2020-03-09,424700.0
2020-05-27,311100.0
2019-12-24,355200.0
2020-03-12,432100.0
2018-12-20,328000.0
2019-08-01,460800.0
2018-08-14,482400.0
2018-07-13,513500.0
2018-10-17,626200.0
2019-05-29,396100.0
2019-03-26,419300.0
2019-02-22,346000.0
2019-10-04,323100.0
2019-11-05,521400.0
2019-12-27,803800.0
2020-06-02,483900.0
2019-12-30,533300.0
2020-03-18,466400.0
2020-06-05,283100.0
2019-07-15,359900.0
2018-12-03,337400.0
2019-06-13,486000.0
2019-01-04,502600.0
2018-08-29,349100.0
2019-02-05,357200.0
2018-11-01,305000.0
2019-08-16,361900.0
2019-04-10,404000.0
2019-09-17,439500.0
2019-10-15,721200.0
2020-01-02,286400.0
2020-06-08,416100.0
2019-10-18,403500.0
2020-03-24,415300.0
2020-06-11,454200.0
2020-01-08,799700.0
2019-04-25,1108000.0
2019-07-30,612800.0
2019-02-20,454500.0
2018-07-11,432900.0
2018-09-13,528800.0
2018-10-15,615100.0
2019-06-28,536800.0
2018-12-18,790300.0
2018-11-16,511100.0
2019-10-02,610400.0
2020-03-27,830000.0
2020-01-10,522500.0
2019-10-24,597800.0
2020-03-30,376500.0
2020-06-17,325400.0
2020-01-14,450800.0
2020-04-02,360000.0
2019-01-02,285900.0
2019-08-14,377300.0
2018-10-30,484300.0
2019-06-11,688000.0
2019-05-10,627400.0
2019-04-08,722000.0
2018-08-27,662100.0
2018-07-26,427000.0
2018-09-28,720600.0
2019-03-07,306000.0
2019-10-30,236500.0
2020-01-17,333800.0
2020-06-23,458200.0
2020-04-08,426600.0
2020-06-26,397400.0
2019-03-22,333600.0
2019-01-17,255300.0
2019-08-29,414400.0
2018-11-14,271300.0
2019-06-26,434700.0
2018-09-11,404500.0
2018-07-09,452800.0
2018-08-10,378700.0
2019-04-23,334700.0
2019-09-30,380400.0
2020-01-23,741500.0
2019-11-08,232400.0
2020-04-14,98100.0
2019-11-11,151100.0
2020-01-29,175100.0
2020-04-17,232000.0
2018-07-24,289100.0
2018-09-26,648600.0
2019-05-08,545200.0
2019-03-05,642200.0
2019-02-01,601200.0
2018-12-31,628800.0
2018-11-29,748400.0
2019-08-12,334000.0
2019-07-11,435500.0
2019-09-13,603400.0
2019-11-14,486800.0
2020-04-20,498300.0
2020-02-04,714500.0
2020-04-23,532000.0
2018-12-14,364600.0
2019-08-27,432400.0
2018-08-08,466800.0
2018-10-11,411100.0
2018-11-12,396500.0
2019-07-26,635500.0
2019-06-24,1074300.0
2019-05-23,901200.0
2019-03-20,839300.0
2019-01-15,640800.0
2019-11-20,813300.0
2020-02-07,661800.0
2020-02-10,568200.0
2020-04-29,506200.0
2019-11-26,407900.0
2020-02-13,369800.0
2019-01-30,279500.0
2018-08-23,305400.0
2018-09-24,413100.0
2018-11-27,493000.0
2018-10-26,340600.0
2019-07-09,383200.0
2019-06-07,565800.0
2019-05-06,843500.0
2019-04-04,724100.0
2019-09-11,781700.0
2019-11-29,1359800.0
2020-05-05,840300.0
2019-12-02,737600.0
2020-02-19,736700.0
2020-05-08,591900.0
2019-05-21,657300.0
2019-03-18,1161500.0
2018-09-07,943100.0
2018-08-06,1042600.0
2018-10-09,1089700.0
2019-02-14,1424600.0
2018-12-12,1578900.0
2019-07-24,1981200.0
2019-09-26,1712700.0
2019-10-28,1027200.0
2019-12-05,1262800.0
2020-05-11,958900.0
2019-07-03,1245100.0
2020-02-25,922300.0
2020-05-14,854300.0
2020-02-28,663500.0
2019-08-08,753200.0
2019-06-05,1280200.0
2018-07-20,1143500.0
2018-08-21,1085900.0
2018-10-24,683800.0
2019-04-02,731100.0
2019-03-01,811900.0
2019-01-28,590300.0
2018-12-27,1064700.0
2019-09-09,857300.0
2020-03-02,754400.0
2020-05-20,623300.0
2019-12-17,742000.0
2020-03-05,608100.0
2019-02-12,582400.0
2019-01-11,328200.0
2018-12-10,372400.0
2019-08-23,305100.0
2018-11-08,269100.0
2019-07-22,467000.0
2019-06-20,521500.0
2018-09-05,962200.0
2019-04-17,686400.0
2019-09-24,413700.0
2019-12-20,394800.0
2020-05-26,373900.0
2019-04-30,341900.0
2019-12-23,390900.0
2020-03-11,492400.0
2020-05-29,798600.0
2019-12-26,622600.0
2020-06-01,488900.0
2019-05-02,543700.0
2019-02-27,886300.0
2018-11-23,618900.0
2019-08-06,555000.0
2018-07-18,630000.0
2018-09-20,535100.0
2018-10-22,279200.0
2019-07-05,459300.0
2019-06-03,451700.0
2019-10-09,549300.0
2019-10-11,438500.0
2020-03-17,346900.0
2020-06-04,527400.0
2019-10-14,515300.0
2020-03-20,635900.0
2018-11-06,884800.0
2019-06-18,697500.0
2019-05-17,507900.0
2019-04-15,374400.0
2019-03-14,961100.0
2019-01-09,735200.0
2018-08-02,876100.0
2018-10-05,434600.0
2019-08-21,409600.0
2019-10-17,278300.0
2020-03-23,704700.0
2020-06-10,444400.0
2019-02-25,493200.0
2020-01-07,416100.0
2020-03-26,328500.0
2019-10-23,549500.0
