Dates,COG
2018-06-20,24.110000610351562
2018-06-21,24.100000381469727
2018-06-25,24.799999237060547
2018-06-22,23.059999465942383
2018-06-26,23.239999771118164
2018-06-27,23.75
2018-06-28,23.5
2018-06-29,23.68000030517578
2018-07-02,23.600000381469727
2018-07-03,23.799999237060547
2018-07-05,23.510000228881836
2018-07-16,23.420000076293945
2018-09-18,23.709999084472656
2019-01-24,23.860000610351562
2019-09-05,23.549999237060547
2018-11-21,23.780000686645508
2020-01-13,23.290000915527344
2020-04-01,23.290000915527344
2020-06-19,23.65999984741211
2019-10-29,23.59000015258789
2020-01-16,23.950000762939453
2020-06-22,24.40999984741211
2018-10-03,24.350000381469727
2018-07-31,24.40999984741211
2019-03-12,24.270000457763672
2019-02-08,25.0
2019-01-07,24.0
2018-12-06,22.84000015258789
2019-08-19,22.81999969482422
2019-07-18,23.149999618530273
2019-05-15,23.280000686645508
2019-09-20,23.100000381469727
2019-11-01,23.530000686645508
2020-04-07,23.700000762939453
2020-06-25,23.6299991607666
2020-06-16,23.399999618530273
2019-11-04,23.469999313354492
2020-01-22,23.59000015258789
2019-11-07,23.559999465942383
2020-04-13,23.6200008392334
2019-07-01,23.010000228881836
2019-05-30,23.5
2018-08-15,23.6299991607666
2018-10-18,24.209999084472656
2019-03-27,24.75
2019-01-22,24.329999923706055
2018-12-21,24.399999618530273
2019-09-03,24.040000915527344
2018-11-19,24.079999923706055
2019-08-02,24.110000610351562
2020-01-28,24.18000030517578
2020-04-16,24.06999969482422
2019-11-13,23.790000915527344
2020-01-31,22.889999389648438
2018-12-04,22.420000076293945
2018-11-02,21.84000015258789
2019-07-16,21.8799991607666
2018-08-30,21.75
2018-10-01,22.110000610351562
2019-06-14,22.040000915527344
2019-05-13,22.0
2019-04-11,21.969999313354492
2019-02-06,21.719999313354492
2019-09-18,21.700000762939453
2020-02-03,22.3700008392334
2020-04-22,22.979999542236328
2019-11-19,23.5
2020-02-06,23.219999313354492
2019-11-22,22.8799991607666
2019-03-25,22.59000015258789
2019-02-21,22.81999969482422
2018-12-19,22.649999618530273
2018-07-12,22.280000686645508
2018-09-14,22.940000534057617
2018-08-13,23.020000457763672
2018-10-16,23.93000030517578
2019-07-31,23.75
2019-05-28,24.09000015258789
2019-04-26,24.579999923706055
2020-04-28,23.760000228881836
2019-11-25,23.489999771118164
2020-02-12,23.59000015258789
2020-05-01,23.920000076293945
2020-05-04,23.799999237060547
2019-06-12,23.469999313354492
2019-04-09,23.65999984741211
2019-03-08,23.920000076293945
2019-02-04,22.8799991607666
2018-07-27,22.84000015258789
2018-08-28,21.290000915527344
2019-01-03,21.3700008392334
2019-08-15,23.06999969482422
2018-10-31,22.950000762939453
2019-09-16,24.469999313354492
2020-02-18,24.360000610351562
2020-05-07,24.350000381469727
2018-08-17,25.610000610351562
2019-12-04,25.790000915527344
2020-02-21,26.170000076293945
2018-12-17,25.31999969482422
2019-08-30,25.09000015258789
2018-11-15,25.860000610351562
2019-07-29,26.059999465942383
2019-06-27,27.329999923706055
2019-04-24,24.829999923706055
2018-07-10,25.84000015258789
2018-09-12,25.889999389648438
2019-02-19,25.270000457763672
2019-01-18,25.510000228881836
