Dates,COG
2018-06-20,24.15999984741211
2018-06-21,24.15999984741211
2018-06-25,23.110000610351562
2018-06-22,23.219999313354492
2018-06-26,23.510000228881836
2018-06-27,23.389999389648438
2018-06-28,23.65999984741211
2018-06-29,23.799999237060547
2018-07-02,23.520000457763672
2018-07-03,23.389999389648438
2018-07-05,23.440000534057617
2018-07-16,23.579999923706055
2018-09-18,23.719999313354492
2019-01-24,23.649999618530273
2019-09-05,23.649999618530273
2018-11-21,23.270000457763672
2020-01-13,23.450000762939453
2020-04-01,23.700000762939453
2020-06-19,23.65999984741211
2019-10-29,23.940000534057617
2020-01-16,24.420000076293945
2020-06-22,24.239999771118164
2018-10-03,24.299999237060547
2018-07-31,24.270000457763672
2019-03-12,24.969999313354492
2019-02-08,24.719999313354492
2019-01-07,22.809999465942383
2018-12-06,22.729999542236328
2019-08-19,23.5
2019-07-18,23.290000915527344
2019-05-15,23.079999923706055
2019-09-20,23.450000762939453
2019-11-01,23.540000915527344
2020-04-07,23.780000686645508
2020-06-25,23.399999618530273
2020-06-16,23.540000915527344
2019-11-04,23.639999389648438
2020-01-22,23.360000610351562
2019-11-07,23.719999313354492
2020-04-13,22.979999542236328
2019-07-01,23.5
2019-05-30,23.600000381469727
2018-08-15,23.989999771118164
2018-10-18,24.5
2019-03-27,24.459999084472656
2019-01-22,24.25
2018-12-21,24.149999618530273
2019-09-03,23.979999542236328
2018-11-19,23.979999542236328
2019-08-02,24.1200008392334
2020-01-28,24.149999618530273
2020-04-16,23.829999923706055
2019-11-13,23.010000228881836
2020-01-31,22.479999542236328
2018-12-04,21.90999984741211
2018-11-02,21.84000015258789
2019-07-16,21.860000610351562
2018-08-30,21.940000534057617
2018-10-01,22.059999465942383
2019-06-14,22.06999969482422
2019-05-13,21.920000076293945
2019-04-11,21.56999969482422
2019-02-06,21.709999084472656
2019-09-18,22.260000228881836
2020-02-03,22.899999618530273
2020-04-22,23.209999084472656
2019-11-19,23.200000762939453
2020-02-06,23.239999771118164
2019-11-22,22.459999084472656
2019-03-25,22.969999313354492
2019-02-21,22.520000457763672
2018-12-19,22.299999237060547
2018-07-12,22.850000381469727
2018-09-14,23.09000015258789
2018-08-13,23.790000915527344
2018-10-16,23.90999984741211
2019-07-31,24.350000381469727
2019-05-28,24.40999984741211
2019-04-26,24.0
2020-04-28,23.190000534057617
2019-11-25,23.3799991607666
2020-02-12,23.899999618530273
2020-05-01,23.899999618530273
2020-05-04,23.799999237060547
2019-06-12,23.59000015258789
2019-04-09,23.969999313354492
2019-03-08,23.15999984741211
2019-02-04,22.739999771118164
2018-07-27,21.18000030517578
2018-08-28,21.399999618530273
2019-01-03,22.920000076293945
2019-08-15,22.959999084472656
2018-10-31,24.270000457763672
2019-09-16,24.229999542236328
2020-02-18,24.350000381469727
2020-05-07,24.549999237060547
2018-08-17,25.989999771118164
2019-12-04,25.790000915527344
2020-02-21,25.469999313354492
2018-12-17,25.229999542236328
2019-08-30,25.610000610351562
2018-11-15,25.389999389648438
2019-07-29,26.489999771118164
2019-06-27,25.84000015258789
2019-04-24,25.639999389648438
2018-07-10,25.739999771118164
2018-09-12,25.799999237060547
2019-02-19,25.290000915527344
2019-01-18,25.780000686645508
2020-02-24,25.59000015258789
2020-05-13,24.969999313354492
2019-12-10,24.260000228881836
2020-02-27,24.899999618530273
2019-12-13,24.690000534057617
2020-05-19,25.15999984741211
2019-03-06,24.90999984741211
2018-11-30,25.100000381469727
2019-08-13,25.209999084472656
2019-07-12,25.229999542236328
2019-06-10,25.290000915527344
2019-05-09,25.190000534057617
2018-07-25,24.450000762939453
2018-09-27,24.1200008392334
2018-10-29,23.309999465942383
2019-10-16,22.610000610351562
2019-12-16,22.950000762939453
2020-03-04,22.559999465942383
2020-05-22,22.43000030517578
2019-10-01,22.809999465942383
2019-12-19,22.15999984741211
2018-09-10,23.59000015258789
2019-05-24,23.770000457763672
2018-08-09,22.950000762939453
2019-04-22,22.350000381469727
2019-03-21,23.530000686645508
2019-01-16,23.3799991607666
2019-08-28,23.1299991607666
2018-11-13,24.06999969482422
2018-10-12,24.420000076293945
2019-06-25,23.850000381469727
2020-03-10,24.1200008392334
2020-05-28,24.18000030517578
2019-10-07,24.65999984741211
2020-03-13,24.799999237060547
2019-10-10,25.030000686645508
2020-03-16,25.260000228881836
2020-06-03,25.6200008392334
2018-11-28,25.209999084472656
2018-09-25,24.959999084472656
2018-07-23,25.479999542236328
2018-08-24,25.90999984741211
2019-07-10,25.510000228881836
2019-05-07,25.6200008392334
2019-04-05,25.350000381469727
2019-03-04,24.950000762939453
2019-01-31,25.06999969482422
2019-09-12,24.889999389648438
2019-12-31,24.760000228881836
2020-03-19,24.139999389648438
2020-01-03,23.719999313354492
2020-06-09,23.950000762939453
2019-02-15,24.40999984741211
2019-01-14,24.709999084472656
2018-07-06,24.59000015258789
2018-08-07,24.719999313354492
2018-10-10,25.229999542236328
2018-12-13,25.18000030517578
2019-08-26,24.950000762939453
2019-07-25,24.540000915527344
2019-05-22,24.260000228881836
2019-03-19,24.889999389648438
2020-01-06,25.110000610351562
2020-03-25,24.760000228881836
2020-06-12,24.6200008392334
2019-10-22,25.239999771118164
2020-01-09,25.34000015258789
2020-06-15,25.75
2019-10-25,25.40999984741211
2020-03-31,25.1200008392334
2020-06-18,24.670000076293945
2019-04-03,24.899999618530273
2018-08-22,25.520000457763672
2018-10-25,25.979999542236328
2019-01-29,26.049999237060547
2018-12-28,25.93000030517578
2018-11-26,25.950000762939453
2019-08-09,25.959999084472656
2019-07-08,26.40999984741211
2019-06-06,26.59000015258789
2019-09-10,25.959999084472656
2020-01-15,26.389999389648438
2020-04-03,26.389999389648438
2019-10-31,26.299999237060547
2020-04-06,26.360000610351562
2020-06-24,26.100000381469727
2018-11-09,25.8700008392334
2019-07-23,25.899999618530273
2019-06-21,25.489999771118164
2019-05-20,25.81999969482422
2019-04-18,26.170000076293945
2018-09-06,26.81999969482422
2018-10-08,27.139999389648438
2019-02-13,27.149999618530273
2018-12-11,27.06999969482422
2019-09-25,27.299999237060547
2020-01-21,27.360000610351562
2020-04-09,27.43000030517578
2019-11-06,27.040000915527344
2020-01-24,26.1299991607666
2020-01-27,26.170000076293945
2020-04-15,26.190000534057617
2018-12-26,26.110000610351562
2019-08-07,26.010000228881836
2019-06-04,26.65999984741211
2018-09-21,25.959999084472656
2018-07-19,25.889999389648438
2018-08-20,25.3799991607666
2018-10-23,25.110000610351562
2019-05-03,25.3700008392334
2019-04-01,25.469999313354492
2019-02-28,25.5
2019-11-12,25.579999923706055
2020-01-30,25.940000534057617
2019-11-15,25.959999084472656
2020-04-21,25.84000015258789
2019-04-16,26.299999237060547
2019-03-15,26.360000610351562
2019-02-11,26.270000457763672
2019-01-10,26.170000076293945
2019-08-22,26.450000762939453
2018-11-07,27.350000381469727
2018-08-03,26.600000381469727
2018-09-04,25.610000610351562
2019-06-19,25.700000762939453
2019-09-23,25.700000762939453
2019-11-18,25.270000457763672
2020-02-05,25.170000076293945
2020-04-24,25.020000457763672
2019-03-29,25.290000915527344
2019-11-21,25.479999542236328
2020-04-27,25.280000686645508
2020-02-11,25.43000030517578
2020-04-30,25.440000534057617
2019-05-01,24.18000030517578
2019-02-26,23.989999771118164
2019-01-25,23.719999313354492
2018-12-24,23.899999618530273
2019-09-06,23.770000457763672
2018-07-17,24.0
2018-09-19,23.8799991607666
2019-08-05,24.06999969482422
2019-10-08,23.59000015258789
2019-12-11,23.43000030517578
2019-11-27,23.229999542236328
2020-02-14,22.959999084472656
2020-05-06,22.6299991607666
2019-01-08,22.65999984741211
2018-12-07,22.959999084472656
2019-08-20,23.010000228881836
2018-11-05,23.020000457763672
2019-07-19,23.530000686645508
2018-10-04,23.639999389648438
2019-06-17,23.84000015258789
2019-05-16,23.93000030517578
2018-08-01,24.030000686645508
2019-03-13,23.809999465942383
2019-12-03,24.0
2020-02-20,23.510000228881836
2019-12-06,23.25
2020-05-12,22.389999389648438
2019-12-09,22.399999618530273
2020-02-26,22.31999969482422
2020-05-15,22.260000228881836
2019-03-28,22.270000457763672
2018-09-17,22.110000610351562
2018-08-16,21.790000915527344
2018-10-19,19.15999984741211
2019-04-29,19.1299991607666
2019-01-23,19.329999923706055
2019-09-04,19.15999984741211
2018-11-20,18.729999542236328
2019-07-02,18.270000457763672
2019-05-31,17.450000762939453
2019-12-12,17.290000915527344
2020-05-18,17.459999084472656
2019-09-27,17.670000076293945
2020-03-03,17.3700008392334
2020-05-21,17.350000381469727
2019-05-14,16.989999771118164
2018-08-31,16.15999984741211
2018-07-30,16.299999237060547
2018-10-02,16.469999313354492
2019-04-12,16.75
2019-03-11,16.809999465942383
2019-02-07,16.84000015258789
2019-07-17,16.81999969482422
2019-09-19,16.84000015258789
2019-10-21,16.549999237060547
2019-12-18,16.600000381469727
2020-03-06,16.790000915527344
2019-10-03,17.229999542236328
2020-03-09,17.1200008392334
2020-05-27,17.020000457763672
2019-12-24,17.1299991607666
2020-03-12,17.399999618530273
2018-12-20,17.549999237060547
2019-08-01,18.399999618530273
2018-08-14,18.59000015258789
2018-07-13,19.010000228881836
2018-10-17,18.649999618530273
2019-05-29,18.809999465942383
