Dates,COG
2018-06-20,24.190000534057617
2018-06-21,24.600000381469727
2018-06-25,24.799999237060547
2018-06-22,23.290000915527344
2018-06-26,23.6200008392334
2018-06-27,23.790000915527344
2018-06-28,23.780000686645508
2018-06-29,24.209999084472656
2018-07-02,23.84000015258789
2018-07-03,23.860000610351562
2018-07-05,23.68000030517578
2018-07-16,23.709999084472656
2018-09-18,23.93000030517578
2019-01-24,24.059999465942383
2019-09-05,24.040000915527344
2018-11-21,23.780000686645508
2020-01-13,23.690000534057617
2020-04-01,23.729999542236328
2020-06-19,23.950000762939453
2019-10-29,23.989999771118164
2020-01-16,24.540000915527344
2020-06-22,24.420000076293945
2018-10-03,24.6299991607666
2018-07-31,24.510000228881836
2019-03-12,24.969999313354492
2019-02-08,25.229999542236328
2019-01-07,24.43000030517578
2018-12-06,23.100000381469727
2019-08-19,23.639999389648438
2019-07-18,23.40999984741211
2019-05-15,23.360000610351562
2019-09-20,23.579999923706055
2019-11-01,23.75
2020-04-07,23.940000534057617
2020-06-25,23.75
2020-06-16,23.709999084472656
2019-11-04,23.739999771118164
2020-01-22,23.729999542236328
2019-11-07,23.8799991607666
2020-04-13,23.6200008392334
2019-07-01,23.579999923706055
2019-05-30,23.770000457763672
2018-08-15,24.1299991607666
2018-10-18,24.709999084472656
2019-03-27,24.760000228881836
2019-01-22,24.440000534057617
2018-12-21,24.469999313354492
2019-09-03,24.31999969482422
2018-11-19,24.209999084472656
2019-08-02,24.239999771118164
2020-01-28,24.270000457763672
2020-04-16,24.190000534057617
2019-11-13,23.8700008392334
2020-01-31,22.889999389648438
2018-12-04,22.459999084472656
2018-11-02,22.09000015258789
2019-07-16,22.030000686645508
2018-08-30,22.079999923706055
2018-10-01,22.200000762939453
2019-06-14,22.190000534057617
2019-05-13,22.1299991607666
2019-04-11,21.979999542236328
2019-02-06,21.860000610351562
2019-09-18,22.360000610351562
2020-02-03,23.020000457763672
2020-04-22,23.31999969482422
2019-11-19,23.56999969482422
2020-02-06,23.31999969482422
2019-11-22,22.979999542236328
2019-03-25,23.170000076293945
2019-02-21,23.190000534057617
2018-12-19,22.649999618530273
2018-07-12,23.059999465942383
2018-09-14,23.360000610351562
2018-08-13,23.860000610351562
2018-10-16,24.229999542236328
2019-07-31,24.600000381469727
2019-05-28,25.15999984741211
2019-04-26,24.760000228881836
2020-04-28,23.93000030517578
2019-11-25,23.6299991607666
2020-02-12,24.31999969482422
2020-05-01,24.239999771118164
2020-05-04,24.110000610351562
2019-06-12,23.809999465942383
2019-04-09,24.15999984741211
2019-03-08,23.920000076293945
2019-02-04,23.329999923706055
2018-07-27,22.84000015258789
2018-08-28,21.579999923706055
2019-01-03,23.34000015258789
2019-08-15,23.399999618530273
2018-10-31,24.389999389648438
2019-09-16,24.600000381469727
