Dates,MDT
2018-06-20,86.45999908447266
2018-06-21,86.27999877929688
2018-06-25,86.66000366210938
2018-06-22,86.69999694824219
2018-06-26,86.72000122070312
2018-06-27,86.43000030517578
2018-06-28,85.5199966430664
2018-06-29,84.68000030517578
2018-07-02,84.37999725341797
2018-07-03,85.27999877929688
2018-07-05,85.38999938964844
2018-07-16,85.80999755859375
2018-09-18,86.52999877929688
2019-01-24,87.16999816894531
2019-09-05,86.79000091552734
2018-11-21,87.48999786376953
2020-01-13,87.88999938964844
2020-04-01,88.19999694824219
2020-06-19,87.87000274658203
2019-10-29,88.29000091552734
2020-01-16,87.9000015258789
2020-06-22,87.77999877929688
2018-10-03,87.58999633789062
2018-07-31,88.81999969482422
2019-03-12,88.6500015258789
2019-02-08,89.94999694824219
2019-01-07,89.29000091552734
2018-12-06,88.70999908447266
2019-08-19,89.36000061035156
2019-07-18,89.95999908447266
2019-05-15,89.79000091552734
2019-09-20,89.80000305175781
2019-11-01,90.3499984741211
2020-04-07,90.63999938964844
2020-06-25,90.80999755859375
2020-06-16,90.80999755859375
2019-11-04,90.87000274658203
2020-01-22,90.5
2019-11-07,90.69999694824219
2020-04-13,90.91000366210938
2019-07-01,91.2699966430664
2019-05-30,91.29000091552734
2018-08-15,90.6500015258789
2018-10-18,94.0
2019-03-27,94.87000274658203
2019-01-22,95.36000061035156
2018-12-21,95.66000366210938
2019-09-03,95.61000061035156
2018-11-19,95.55000305175781
2019-08-02,95.86000061035156
2020-01-28,96.44000244140625
2020-04-16,96.31999969482422
2019-11-13,96.56999969482422
2020-01-31,95.44999694824219
2018-12-04,95.80999755859375
2018-11-02,96.30000305175781
2019-07-16,96.63999938964844
2018-08-30,96.18000030517578
2018-10-01,96.02999877929688
2019-06-14,96.52999877929688
2019-05-13,96.94999694824219
2019-04-11,97.01000213623047
2019-02-06,95.80999755859375
2019-09-18,97.2699966430664
2020-02-03,97.18000030517578
2020-04-22,97.58999633789062
2019-11-19,97.98999786376953
2020-02-06,99.01000213623047
2019-11-22,99.3499984741211
2019-03-25,98.81999969482422
2019-02-21,97.62000274658203
2018-12-19,98.72000122070312
2018-07-12,99.2699966430664
2018-09-14,99.3499984741211
2018-08-13,97.1500015258789
2018-10-16,97.26000213623047
2019-07-31,96.75
2019-05-28,95.68000030517578
2019-04-26,96.0999984741211
2020-04-28,95.02999877929688
2019-11-25,94.43000030517578
2020-02-12,93.8499984741211
2020-05-01,94.93000030517578
2020-05-04,95.62999725341797
2019-06-12,97.16999816894531
2019-04-09,95.66000366210938
2019-03-08,93.94000244140625
2019-02-04,92.5
2018-07-27,93.12000274658203
2018-08-28,91.80000305175781
2019-01-03,91.02999877929688
2019-08-15,91.08999633789062
2018-10-31,89.6500015258789
2019-09-16,91.0
2020-02-18,90.12999725341797
2020-05-07,91.88999938964844
2018-08-17,91.94999694824219
2019-12-04,91.54000091552734
2020-02-21,93.23999786376953
2018-12-17,94.0
2019-08-30,94.69000244140625
2018-11-15,94.4800033569336
2019-07-29,92.5999984741211
2019-06-27,92.86000061035156
2019-04-24,91.54000091552734
2018-07-10,92.72000122070312
2018-09-12,94.01000213623047
2019-02-19,94.87000274658203
2019-01-18,92.76000213623047
2020-02-24,92.5
2020-05-13,90.62000274658203
2019-12-10,91.69000244140625
2020-02-27,93.38999938964844
2019-12-13,95.37999725341797
2020-05-19,96.80999755859375
2019-03-06,98.0
2018-11-30,98.58000183105469
2019-08-13,95.20999908447266
2019-07-12,95.91999816894531
2019-06-10,94.0
2019-05-09,96.4800033569336
2018-07-25,96.4000015258789
2018-09-27,96.58000183105469
2018-10-29,94.4000015258789
2019-10-16,93.47000122070312
2019-12-16,92.95999908447266
2020-03-04,93.72000122070312
2020-05-22,91.1500015258789
2019-10-01,89.11000061035156
2019-12-19,88.2300033569336
2018-09-10,86.38999938964844
2019-05-24,87.44999694824219
2018-08-09,90.20999908447266
2019-04-22,89.91999816894531
2019-03-21,89.52999877929688
2019-01-16,87.62000274658203
2019-08-28,86.83999633789062
2018-11-13,88.37000274658203
2018-10-12,83.27999877929688
2019-06-25,83.79000091552734
2020-03-10,83.86000061035156
2020-05-28,84.16999816894531
2019-10-07,84.3499984741211
2020-03-13,85.2699966430664
2019-10-10,86.58000183105469
2020-03-16,86.97000122070312
2020-06-03,88.5199966430664
2018-11-28,86.81999969482422
2018-09-25,87.08000183105469
2018-07-23,87.26000213623047
2018-08-24,87.68000030517578
2019-07-10,86.5199966430664
2019-05-07,85.95999908447266
2019-04-05,86.48999786376953
2019-03-04,87.73999786376953
2019-01-31,88.87000274658203
2019-09-12,88.30999755859375
2019-12-31,88.26000213623047
2020-03-19,88.27999877929688
2020-01-03,88.41000366210938
2020-06-09,88.43000030517578
2019-02-15,89.4800033569336
2019-01-14,90.0
2018-07-06,90.76000213623047
2018-08-07,90.83999633789062
2018-10-10,91.95999908447266
2018-12-13,93.22000122070312
2019-08-26,92.44999694824219
2019-07-25,92.66999816894531
2019-05-22,93.0
2019-03-19,93.91999816894531
2020-01-06,92.25
2020-03-25,91.0
2020-06-12,90.93000030517578
2019-10-22,91.18000030517578
2020-01-09,92.51000213623047
2020-06-15,92.01000213623047
2019-10-25,92.87999725341797
2020-03-31,91.80999755859375
2020-06-18,90.9800033569336
2019-04-03,90.97000122070312
2018-08-22,92.23999786376953
2018-10-25,92.86000061035156
2019-01-29,93.0999984741211
2018-12-28,93.36000061035156
2018-11-26,93.26000213623047
2019-08-09,92.05999755859375
2019-07-08,92.38999938964844
2019-06-06,90.97000122070312
2019-09-10,91.62999725341797
2020-01-15,90.37999725341797
2020-04-03,91.36000061035156
2019-10-31,91.06999969482422
2020-04-06,90.30000305175781
2020-06-24,90.22000122070312
2018-11-09,91.62999725341797
2019-07-23,90.94999694824219
2019-06-21,90.83999633789062
2019-05-20,88.5
2019-04-18,89.72000122070312
2018-09-06,89.16999816894531
2018-10-08,88.68000030517578
2019-02-13,88.72000122070312
2018-12-11,89.19999694824219
2019-09-25,88.0
2020-01-21,87.12999725341797
2020-04-09,87.51000213623047
2019-11-06,86.23999786376953
2020-01-24,84.54000091552734
2020-01-27,83.76000213623047
2020-04-15,84.47000122070312
2018-12-26,84.88999938964844
2019-08-07,85.75
2019-06-04,87.25
2018-09-21,87.2300033569336
2018-07-19,87.61000061035156
2018-08-20,88.81999969482422
2018-10-23,88.29000091552734
2019-05-03,89.55000305175781
2019-04-01,88.5
2019-02-28,89.75
2019-11-12,89.0199966430664
2020-01-30,88.33999633789062
2019-11-15,87.52999877929688
2020-04-21,87.26000213623047
2019-04-16,87.44999694824219
2019-03-15,87.2300033569336
2019-02-11,88.66999816894531
2019-01-10,87.22000122070312
2019-08-22,87.51000213623047
2018-11-07,88.0199966430664
2018-08-03,87.72000122070312
2018-09-04,91.08000183105469
2019-06-19,92.4000015258789
2019-09-23,92.88999938964844
2019-11-18,91.18000030517578
2020-02-05,91.87000274658203
2020-04-24,92.12000274658203
2019-03-29,92.77999877929688
2019-11-21,94.0
2020-04-27,95.69999694824219
2020-02-11,96.51000213623047
2020-04-30,96.94000244140625
2019-05-01,97.02999877929688
2019-02-26,98.0
2019-01-25,97.52999877929688
2018-12-24,97.5
2019-09-06,97.5999984741211
2018-07-17,97.51000213623047
2018-09-19,97.81999969482422
2019-08-05,97.62999725341797
2019-10-08,99.30999755859375
2019-12-11,99.20999908447266
2019-11-27,99.29000091552734
2020-02-14,99.1500015258789
2020-05-06,98.45999908447266
