Dates,MDT
2018-06-20,86.12999725341797
2018-06-21,86.30000305175781
2018-06-25,86.80999755859375
2018-06-22,86.73999786376953
2018-06-26,86.86000061035156
2018-06-27,85.48999786376953
2018-06-28,86.33000183105469
2018-06-29,85.61000061035156
2018-07-02,86.02999877929688
2018-07-03,85.9800033569336
2018-07-05,85.91000366210938
2018-07-16,86.62999725341797
2018-09-18,87.12999725341797
2019-01-24,87.38999938964844
2019-09-05,87.26000213623047
2018-11-21,87.87000274658203
2020-01-13,88.36000061035156
2020-04-01,87.7300033569336
2020-06-19,88.29000091552734
2019-10-29,88.01000213623047
2020-01-16,88.41999816894531
2020-06-22,88.0199966430664
2018-10-03,88.62999725341797
2018-07-31,88.91000366210938
2019-03-12,89.7300033569336
2019-02-08,89.26000213623047
2019-01-07,88.66000366210938
2018-12-06,89.08000183105469
2019-08-19,90.2300033569336
2019-07-18,90.23999786376953
2019-05-15,89.88999938964844
2019-09-20,90.4800033569336
2019-11-01,90.58999633789062
2020-04-07,90.8499984741211
2020-06-25,90.80999755859375
2020-06-16,91.22000122070312
2019-11-04,90.5999984741211
2020-01-22,90.73999786376953
2019-11-07,91.05000305175781
2020-04-13,90.98999786376953
2019-07-01,91.0999984741211
2019-05-30,90.5999984741211
2018-08-15,90.02999877929688
2018-10-18,95.16999816894531
2019-03-27,95.58000183105469
2019-01-22,95.61000061035156
2018-12-21,95.55000305175781
2019-09-03,95.44000244140625
2018-11-19,95.7699966430664
2019-08-02,96.58999633789062
2020-01-28,96.80999755859375
2020-04-16,96.41000366210938
2019-11-13,95.55999755859375
2020-01-31,96.04000091552734
2018-12-04,96.48999786376953
2018-11-02,96.31999969482422
2019-07-16,96.37000274658203
2018-08-30,96.08000183105469
2018-10-01,96.25
2019-06-14,96.94999694824219
2019-05-13,97.01000213623047
2019-04-11,96.02999877929688
2019-02-06,96.87999725341797
2019-09-18,96.45999908447266
2020-02-03,97.4800033569336
2020-04-22,97.8499984741211
2019-11-19,98.86000061035156
2020-02-06,99.0
2019-11-22,99.16999816894531
2019-03-25,97.69999694824219
2019-02-21,98.37000274658203
2018-12-19,99.48999786376953
2018-07-12,99.0199966430664
2018-09-14,97.47000122070312
2018-08-13,96.9800033569336
2018-10-16,97.16999816894531
2019-07-31,95.97000122070312
2019-05-28,96.19000244140625
2019-04-26,95.06999969482422
2020-04-28,93.11000061035156
2019-11-25,94.69000244140625
2020-02-12,93.81999969482422
2020-05-01,96.55000305175781
2020-05-04,97.29000091552734
2019-06-12,95.91999816894531
2019-04-09,93.94000244140625
2019-03-08,93.62000274658203
2019-02-04,93.08999633789062
2018-07-27,91.47000122070312
2018-08-28,91.76000213623047
2019-01-03,89.75
2019-08-15,89.44999694824219
2018-10-31,90.2699966430664
2019-09-16,89.81999969482422
2020-02-18,91.55000305175781
2020-05-07,91.41999816894531
2018-08-17,91.61000061035156
2019-12-04,92.51000213623047
2020-02-21,94.12000274658203
2018-12-17,94.73999786376953
2019-08-30,94.36000061035156
2018-11-15,92.63999938964844
2019-07-29,92.06999969482422
2019-06-27,92.11000061035156
2019-04-24,92.7699966430664
2018-07-10,93.69999694824219
2018-09-12,90.37000274658203
2019-02-19,92.16000366210938
2019-01-18,92.97000122070312
2020-02-24,92.01000213623047
2020-05-13,92.05999755859375
2019-12-10,93.12999725341797
2020-02-27,95.37000274658203
2019-12-13,96.5999984741211
2020-05-19,97.52999877929688
2019-03-06,98.75
2018-11-30,96.48999786376953
2019-08-13,96.23999786376953
2019-07-12,94.23999786376953
2019-06-10,95.4800033569336
2019-05-09,95.47000122070312
2018-07-25,95.70999908447266
2018-09-27,95.5
2018-10-29,93.72000122070312
2019-10-16,91.8499984741211
2019-12-16,92.0
2020-03-04,91.26000213623047
2020-05-22,89.9000015258789
2019-10-01,88.5999984741211
2019-12-19,85.80000305175781
2018-09-10,88.66000366210938
2019-05-24,89.6500015258789
2018-08-09,89.26000213623047
2019-04-22,90.95999908447266
2019-03-21,87.91999816894531
2019-01-16,85.44999694824219
2019-08-28,88.12999725341797
2018-11-13,82.44999694824219
2018-10-12,83.02999877929688
2019-06-25,84.30000305175781
2020-03-10,84.83999633789062
2020-05-28,84.83999633789062
2019-10-07,84.75
2020-03-13,86.02999877929688
2019-10-10,86.98999786376953
2020-03-16,87.5999984741211
2020-06-03,87.30000305175781
2018-11-28,87.0
2018-09-25,87.16000366210938
2018-07-23,87.2300033569336
2018-08-24,87.0199966430664
2019-07-10,86.41999816894531
2019-05-07,86.47000122070312
2019-04-05,87.83000183105469
2019-03-04,88.38999938964844
2019-01-31,88.30999755859375
2019-09-12,87.80999755859375
2019-12-31,88.02999877929688
2020-03-19,88.86000061035156
2020-01-03,88.9000015258789
2020-06-09,89.01000213623047
2019-02-15,89.5999984741211
2019-01-14,90.25
2018-07-06,90.66999816894531
2018-08-07,91.2300033569336
2018-10-10,92.2699966430664
2018-12-13,92.33000183105469
2019-08-26,92.80000305175781
2019-07-25,92.61000061035156
2019-05-22,93.7699966430664
2019-03-19,92.22000122070312
2020-01-06,91.29000091552734
2020-03-25,90.88999938964844
2020-06-12,90.5
2019-10-22,92.08999633789062
2020-01-09,92.29000091552734
2020-06-15,92.72000122070312
2019-10-25,92.08000183105469
2020-03-31,91.08000183105469
2020-06-18,90.5199966430664
2019-04-03,92.0
2018-08-22,92.44000244140625
2018-10-25,93.0199966430664
2019-01-29,93.33000183105469
2018-12-28,93.79000091552734
2018-11-26,91.88999938964844
2019-08-09,92.66000366210938
2019-07-08,91.72000122070312
2019-06-06,92.0999984741211
2019-09-10,90.38999938964844
2020-01-15,90.62000274658203
2020-04-03,91.06999969482422
2019-10-31,90.26000213623047
2020-04-06,89.95999908447266
2020-06-24,91.08000183105469
2018-11-09,90.69000244140625
2019-07-23,90.4000015258789
2019-06-21,88.44999694824219
2019-05-20,89.2300033569336
2019-04-18,88.93000030517578
2018-09-06,88.98999786376953
2018-10-08,88.72000122070312
2019-02-13,88.62999725341797
2018-12-11,87.5999984741211
2019-09-25,86.75
2020-01-21,86.87000274658203
2020-04-09,86.1500015258789
2019-11-06,84.7300033569336
2020-01-24,84.22000122070312
2020-01-27,84.1500015258789
2020-04-15,85.0999984741211
2018-12-26,85.63999938964844
2019-08-07,86.86000061035156
2019-06-04,87.3499984741211
2018-09-21,87.44000244140625
2018-07-19,88.80999755859375
2018-08-20,88.30999755859375
2018-10-23,89.13999938964844
2019-05-03,89.58000183105469
2019-04-01,90.1500015258789
2019-02-28,89.2699966430664
2019-11-12,89.0
2020-01-30,88.13999938964844
2019-11-15,88.33000183105469
2020-04-21,87.33000183105469
2019-04-16,87.66000366210938
2019-03-15,88.2699966430664
2019-02-11,88.11000061035156
2019-01-10,87.7300033569336
2019-08-22,87.56999969482422
2018-11-07,87.7699966430664
2018-08-03,88.76000213623047
2018-09-04,91.63999938964844
2019-06-19,93.02999877929688
2019-09-23,91.30999755859375
2019-11-18,91.5199966430664
2020-02-05,92.58000183105469
2020-04-24,92.58000183105469
2019-03-29,93.33000183105469
2019-11-21,94.41000366210938
2020-04-27,96.55000305175781
2020-02-11,96.5
2020-04-30,97.11000061035156
2019-05-01,97.75
2019-02-26,97.55999755859375
2019-01-25,97.52999877929688
2018-12-24,97.5
2019-09-06,97.5
2018-07-17,97.31999969482422
2018-09-19,97.95999908447266
2019-08-05,98.75
2019-10-08,99.26000213623047
2019-12-11,99.37999725341797
2019-11-27,99.16000366210938
2020-02-14,98.9000015258789
2020-05-06,97.22000122070312
2019-01-08,97.4800033569336
2018-12-07,97.38999938964844
2019-08-20,98.0999984741211
2018-11-05,98.05000305175781
2019-07-19,98.80999755859375
2018-10-04,98.11000061035156
2019-06-17,98.0199966430664
2019-05-16,98.44000244140625
2018-08-01,98.8499984741211
2019-03-13,100.0
2019-12-03,99.25
2020-02-20,99.81999969482422
2019-12-06,99.87000274658203
2020-05-12,100.91999816894531
2019-12-09,101.33999633789062
2020-02-26,100.80000305175781
2020-05-15,101.23999786376953
2019-03-28,101.61000061035156
2018-09-17,102.33000183105469
2018-08-16,102.08999633789062
2018-10-19,102.55000305175781
2019-04-29,103.26000213623047
2019-01-23,103.75
2019-09-04,101.94000244140625
2018-11-20,102.37000274658203
2019-07-02,102.33000183105469
2019-05-31,99.51000213623047
2019-12-12,101.23999786376953
2020-05-18,101.38999938964844
2019-09-27,102.27999877929688
2020-03-03,101.66999816894531
2020-05-21,101.0
2019-05-14,102.4000015258789
2018-08-31,100.93000030517578
2018-07-30,101.75
2018-10-02,102.76000213623047
2019-04-12,104.18000030517578
2019-03-11,106.91000366210938
2019-02-07,107.79000091552734
2019-07-17,107.83000183105469
2019-09-19,106.05000305175781
2019-10-21,106.88999938964844
2019-12-18,107.54000091552734
2020-03-06,108.0
2019-10-03,107.80000305175781
2020-03-09,107.88999938964844
2020-05-27,107.47000122070312
2019-12-24,107.66000366210938
2020-03-12,107.72000122070312
2018-12-20,108.69000244140625
2019-08-01,107.93000030517578
2018-08-14,107.4800033569336
2018-07-13,108.62999725341797
2018-10-17,110.37999725341797
2019-05-29,109.66999816894531
2019-03-26,109.05000305175781
2019-02-22,109.33999633789062
2019-10-04,110.0
2019-11-05,111.01000213623047
2019-12-27,111.18000030517578
2020-06-02,110.83999633789062
2019-12-30,109.76000213623047
2020-03-18,107.62000274658203
2020-06-05,107.4000015258789
2019-07-15,107.31999969482422
2018-12-03,108.62000274658203
2019-06-13,108.22000122070312
2019-01-04,105.94000244140625
2018-08-29,106.93000030517578
2019-02-05,108.55999755859375
2018-11-01,107.26000213623047
2019-08-16,105.01000213623047
2019-04-10,106.75
2019-09-17,107.41999816894531
2019-10-15,107.58000183105469
2020-01-02,107.56999969482422
2020-06-08,108.19000244140625
2019-10-18,108.5
2020-03-24,108.51000213623047
2020-06-11,108.12000274658203
2020-01-08,106.62000274658203
2019-04-25,104.48999786376953
2019-07-30,105.22000122070312
2019-02-20,105.29000091552734
2018-07-11,105.44000244140625
2018-09-13,106.22000122070312
2018-10-15,107.55000305175781
2019-06-28,108.55000305175781
2018-12-18,108.9000015258789
2018-11-16,108.56999969482422
2019-10-02,107.1500015258789
2020-03-27,105.52999877929688
2020-01-10,106.87000274658203
2019-10-24,106.80000305175781
2020-03-30,107.02999877929688
2020-06-17,107.95999908447266
2020-01-14,108.62999725341797
2020-04-02,109.01000213623047
2019-01-02,109.20999908447266
2019-08-14,112.05999755859375
2018-10-30,111.25
2019-06-11,111.06999969482422
2019-05-10,111.79000091552734
2019-04-08,110.48999786376953
2018-08-27,110.81999969482422
2018-07-26,111.77999877929688
2018-09-28,111.33000183105469
2019-03-07,112.47000122070312
2019-10-30,111.38999938964844
2020-01-17,110.91000366210938
2020-06-23,110.98999786376953
2020-04-08,111.94000244140625
2020-06-26,112.19999694824219
2019-03-22,113.08999633789062
2019-01-17,111.12999725341797
2019-08-29,111.04000091552734
2018-11-14,111.72000122070312
2019-06-26,112.37999725341797
2018-09-11,113.5199966430664
2018-07-09,114.54000091552734
2018-08-10,114.3499984741211
2019-04-23,113.80000305175781
2019-09-30,113.48999786376953
2020-01-23,113.73999786376953
2019-11-08,113.88999938964844
2020-04-14,113.7699966430664
2019-11-11,112.58000183105469
2020-01-29,113.3499984741211
2020-04-17,112.93000030517578
2018-07-24,113.44999694824219
2018-09-26,114.55999755859375
2019-05-08,113.87999725341797
2019-03-05,114.88999938964844
2019-02-01,114.48999786376953
2018-12-31,116.5
2018-11-29,118.38999938964844
2019-08-12,118.63999938964844
2019-07-11,118.01000213623047
2019-09-13,117.04000091552734
2019-11-14,117.33000183105469
2020-04-20,118.86000061035156
2020-02-04,119.02999877929688
2020-04-23,120.31999969482422
2018-12-14,121.08999633789062
2019-08-27,120.97000122070312
2018-08-08,119.26000213623047
2018-10-11,119.2300033569336
2018-11-12,119.18000030517578
2019-07-26,118.37000274658203
2019-06-24,118.1500015258789
2019-05-23,115.44000244140625
2019-03-20,117.98999786376953
2019-01-15,119.98999786376953
2019-11-20,120.62000274658203
2020-02-07,121.30000305175781
2020-02-10,118.94999694824219
2020-04-29,119.37999725341797
2019-11-26,118.94999694824219
2020-02-13,116.48999786376953
2019-01-30,116.83000183105469
2018-08-23,117.33000183105469
2018-09-24,112.66000366210938
2018-11-27,113.7699966430664
2018-10-26,113.86000061035156
2019-07-09,113.27999877929688
2019-06-07,111.3499984741211
2019-05-06,108.52999877929688
2019-04-04,106.1500015258789
2019-09-11,100.9800033569336
2019-11-29,100.66999816894531
2020-05-05,102.62000274658203
2019-12-02,100.4000015258789
2020-02-19,103.58999633789062
2020-05-08,100.18000030517578
2019-05-21,99.05999755859375
2019-03-18,92.4000015258789
2018-09-07,96.36000061035156
2018-08-06,92.44000244140625
2018-10-09,84.4000015258789
2019-02-14,88.81999969482422
2018-12-12,77.43000030517578
2019-07-24,80.20999908447266
2019-09-26,74.54000091552734
2019-10-28,79.22000122070312
