Dates,MDT
2018-06-20,86.66999816894531
2018-06-21,86.80000305175781
2018-06-25,87.58000183105469
2018-06-22,86.94999694824219
2018-06-26,87.33999633789062
2018-06-27,86.51000213623047
2018-06-28,86.54000091552734
2018-06-29,86.68000030517578
2018-07-02,86.11000061035156
2018-07-03,86.87000274658203
2018-07-05,86.0
2018-07-16,87.02999877929688
2018-09-18,87.2300033569336
2019-01-24,87.52999877929688
2019-09-05,87.58000183105469
2018-11-21,87.97000122070312
2020-01-13,88.5999984741211
2020-04-01,88.30000305175781
2020-06-19,88.83000183105469
2019-10-29,88.7699966430664
2020-01-16,88.93000030517578
2020-06-22,88.55000305175781
2018-10-03,88.7300033569336
2018-07-31,89.19000244140625
2019-03-12,89.94999694824219
2019-02-08,90.04000091552734
2019-01-07,89.36000061035156
2018-12-06,89.33000183105469
2019-08-19,90.3499984741211
2019-07-18,90.73999786376953
2019-05-15,90.38999938964844
2019-09-20,90.5999984741211
2019-11-01,90.8499984741211
2020-04-07,91.0199966430664
2020-06-25,91.2300033569336
2020-06-16,91.47000122070312
2019-11-04,91.12999725341797
2020-01-22,91.41999816894531
2019-11-07,91.5
2020-04-13,91.16000366210938
2019-07-01,91.37000274658203
2019-05-30,91.33999633789062
2018-08-15,90.87999725341797
2018-10-18,95.79000091552734
2019-03-27,96.13999938964844
2019-01-22,96.5
2018-12-21,96.18000030517578
2019-09-03,95.91999816894531
2018-11-19,96.23999786376953
2019-08-02,96.73999786376953
2020-01-28,97.37999725341797
2020-04-16,96.76000213623047
2019-11-13,96.69000244140625
2020-01-31,96.12000274658203
2018-12-04,96.91000366210938
2018-11-02,96.88999938964844
2019-07-16,97.05999755859375
2018-08-30,96.62000274658203
2018-10-01,96.5199966430664
2019-06-14,97.0
2019-05-13,97.27999877929688
2019-04-11,97.1500015258789
2019-02-06,97.04000091552734
2019-09-18,97.37999725341797
2020-02-03,97.76000213623047
2020-04-22,98.0
2019-11-19,98.95999908447266
2020-02-06,99.6500015258789
2019-11-22,100.1500015258789
2019-03-25,100.0
2019-02-21,98.87999725341797
2018-12-19,99.66000366210938
2018-07-12,99.47000122070312
2018-09-14,99.7699966430664
2018-08-13,97.62999725341797
2018-10-16,97.70999908447266
2019-07-31,97.16999816894531
2019-05-28,96.5
2019-04-26,96.80999755859375
2020-04-28,95.62999725341797
2019-11-25,95.16000366210938
2020-02-12,94.81999969482422
2020-05-01,96.91999816894531
2020-05-04,97.4000015258789
2019-06-12,97.43000030517578
2019-04-09,95.80000305175781
2019-03-08,94.3499984741211
2019-02-04,93.55000305175781
2018-07-27,93.94999694824219
2018-08-28,92.41000366210938
2019-01-03,91.7300033569336
2019-08-15,91.4800033569336
2018-10-31,90.62000274658203
2019-09-16,91.36000061035156
2020-02-18,91.94999694824219
2020-05-07,92.8499984741211
2018-08-17,92.31999969482422
2019-12-04,92.61000061035156
2020-02-21,94.19999694824219
2018-12-17,94.75
2019-08-30,94.86000061035156
2018-11-15,94.62999725341797
2019-07-29,93.08999633789062
2019-06-27,93.52999877929688
2019-04-24,92.79000091552734
2018-07-10,94.5999984741211
2018-09-12,94.2300033569336
2019-02-19,94.88999938964844
2019-01-18,93.30999755859375
2020-02-24,93.0
2020-05-13,92.58000183105469
2019-12-10,93.16000366210938
2020-02-27,95.56999969482422
2019-12-13,97.30999755859375
2020-05-19,97.58999633789062
2019-03-06,99.13999938964844
2018-11-30,99.41000366210938
2019-08-13,96.23999786376953
2019-07-12,96.22000122070312
2019-06-10,95.91000366210938
2019-05-09,97.41000366210938
2018-07-25,97.12000274658203
2018-09-27,96.91000366210938
2018-10-29,94.76000213623047
2019-10-16,93.47000122070312
2019-12-16,93.27999877929688
2020-03-04,93.94000244140625
2020-05-22,91.87999725341797
2019-10-01,91.23999786376953
2019-12-19,88.58999633789062
2018-09-10,88.68000030517578
2019-05-24,89.66000366210938
2018-08-09,90.63999938964844
2019-04-22,91.20999908447266
2019-03-21,90.13999938964844
2019-01-16,87.7300033569336
2019-08-28,88.70999908447266
2018-11-13,89.08000183105469
2018-10-12,83.95999908447266
2019-06-25,85.5
2020-03-10,84.91000366210938
2020-05-28,84.87999725341797
2019-10-07,84.9800033569336
2020-03-13,86.56999969482422
2019-10-10,87.31999969482422
2020-03-16,88.19000244140625
2020-06-03,88.62000274658203
2018-11-28,87.0199966430664
2018-09-25,87.29000091552734
2018-07-23,87.31999969482422
2018-08-24,87.91000366210938
2019-07-10,87.0
2019-05-07,87.08000183105469
2019-04-05,87.97000122070312
2019-03-04,89.31999969482422
2019-01-31,89.44999694824219
2019-09-12,88.45999908447266
2019-12-31,88.62000274658203
2020-03-19,89.0999984741211
2020-01-03,89.36000061035156
2020-06-09,89.51000213623047
2019-02-15,89.9000015258789
2019-01-14,90.5199966430664
2018-07-06,90.94999694824219
