Dates,MDT
2019-11-12,4556400.0
2020-01-30,6844200.0
2019-11-15,4239900.0
2020-04-21,3823500.0
2019-04-16,3194600.0
2019-03-15,3696200.0
2019-02-11,5013100.0
2019-01-10,4735800.0
2019-08-22,4677400.0
2018-11-07,6403400.0
2018-08-03,7391300.0
2018-09-04,12993200.0
2019-06-19,7341200.0
2019-09-23,8852200.0
2019-11-18,5830300.0
2020-02-05,4400700.0
2020-04-24,5949900.0
2019-03-29,8489100.0
2019-11-21,6871300.0
2020-04-27,7867800.0
2020-02-11,6495100.0
2020-04-30,4848500.0
2019-05-01,3975900.0
2019-02-26,3621500.0
2019-01-25,3108800.0
2018-12-24,4281400.0
2019-09-06,3056900.0
2018-07-17,2749500.0
2018-09-19,3654000.0
2019-08-05,4307100.0
2019-10-08,4887200.0
2019-12-11,7027600.0
2019-11-27,4037900.0
2020-02-14,4416100.0
2020-05-06,4315000.0
2019-01-08,7428000.0
2018-12-07,5539400.0
2019-08-20,3326900.0
2018-11-05,3380300.0
2019-07-19,2326000.0
2018-10-04,2319800.0
2019-06-17,4384800.0
2019-05-16,5665300.0
2018-08-01,3482100.0
2019-03-13,3981500.0
2019-12-03,3545600.0
2020-02-20,3075700.0
2019-12-06,3632800.0
2020-05-12,5579100.0
2019-12-09,3922900.0
2020-02-26,5292400.0
2020-05-15,3061400.0
2019-03-28,3304500.0
2018-09-17,3429900.0
2018-08-16,3007500.0
2018-10-19,3515600.0
2019-04-29,3131300.0
2019-01-23,3892300.0
2019-09-04,6937100.0
2018-11-20,4287800.0
2019-07-02,3632200.0
2019-05-31,4598700.0
2019-12-12,4786400.0
2020-05-18,3954100.0
2019-09-27,4951200.0
2020-03-03,6602100.0
2020-05-21,2486500.0
2019-05-14,3687500.0
2018-08-31,4715100.0
2018-07-30,4366000.0
2018-10-02,4758100.0
2019-04-12,6106800.0
2019-03-11,11295400.0
2019-02-07,6549300.0
2019-07-17,4402600.0
2019-09-19,5316000.0
2019-10-21,3092600.0
2019-12-18,4429500.0
2020-03-06,3924300.0
2019-10-03,3992900.0
2020-03-09,3776500.0
2020-05-27,4360100.0
2019-12-24,4320900.0
2020-03-12,4148200.0
2018-12-20,4484900.0
2019-08-01,4652700.0
2018-08-14,5063900.0
2018-07-13,6209100.0
2018-10-17,5203200.0
2019-05-29,6828600.0
2019-03-26,3402100.0
2019-02-22,4290900.0
2019-10-04,5486000.0
2019-11-05,3646400.0
2019-12-27,7342900.0
2020-06-02,3268200.0
2019-12-30,6023400.0
2020-03-18,6715100.0
2020-06-05,4042500.0
2019-07-15,3111800.0
2018-12-03,3627500.0
2019-06-13,3539600.0
2019-01-04,4413800.0
2018-08-29,2955200.0
2019-02-05,3421500.0
2018-11-01,3991000.0
2019-08-16,4633800.0
2019-04-10,2901200.0
2019-09-17,2797200.0
2019-10-15,3652800.0
2020-01-02,1906900.0
2020-06-08,2720500.0
2019-10-18,2986200.0
2020-03-24,2332700.0
2020-06-11,3155100.0
2020-01-08,4169000.0
2019-04-25,6141000.0
2019-07-30,4543500.0
2019-02-20,3482500.0
2018-07-11,2671900.0
2018-09-13,2651100.0
2018-10-15,3587000.0
2019-06-28,3064900.0
2018-12-18,3999200.0
2018-11-16,3844200.0
2019-10-02,3524800.0
2020-03-27,4135600.0
2020-01-10,3654000.0
2019-10-24,2630200.0
2020-03-30,2312800.0
2020-06-17,3090400.0
2020-01-14,2413500.0
2020-04-02,2230800.0
2019-01-02,3400600.0
2019-08-14,6223500.0
2018-10-30,7547200.0
2019-06-11,7542100.0
2019-05-10,6029500.0
2019-04-08,7026200.0
2018-08-27,5567600.0
2018-07-26,5652600.0
2018-09-28,9385400.0
2019-03-07,3367200.0
2019-10-30,2786600.0
2020-01-17,3429800.0
2020-06-23,3573500.0
2020-04-08,3003400.0
2020-06-26,3205700.0
2019-03-22,3623000.0
2019-01-17,3403400.0
2019-08-29,3850700.0
2018-11-14,2897200.0
2019-06-26,3741400.0
2018-09-11,4180300.0
2018-07-09,4304000.0
2018-08-10,3864300.0
2019-04-23,4895100.0
2019-09-30,5116600.0
2020-01-23,10323900.0
2019-11-08,3726500.0
2020-04-14,1281400.0
2019-11-11,2942500.0
2020-01-29,2458900.0
2020-04-17,2112800.0
2018-07-24,2806400.0
2018-09-26,3917000.0
2019-05-08,2764600.0
2019-03-05,3332000.0
2019-02-01,4443800.0
2018-12-31,5482800.0
2018-11-29,5120900.0
2019-08-12,3180900.0
2019-07-11,3367100.0
2019-09-13,5694200.0
2019-11-14,3683200.0
2020-04-20,4019400.0
2020-02-04,4906100.0
2020-04-23,5596900.0
2018-12-14,4169400.0
2019-08-27,4125900.0
2018-08-08,3382500.0
2018-10-11,4192100.0
2018-11-12,3422700.0
2019-07-26,3019500.0
2019-06-24,5056200.0
2019-05-23,6067800.0
2019-03-20,5618400.0
2019-01-15,4000300.0
2019-11-20,3811000.0
2020-02-07,3763700.0
2020-02-10,3946900.0
2020-04-29,4056800.0
2019-11-26,3959300.0
2020-02-13,7629200.0
2019-01-30,5639900.0
2018-08-23,3815600.0
2018-09-24,12050300.0
2018-11-27,5198400.0
2018-10-26,4914900.0
2019-07-09,5493800.0
2019-06-07,5334300.0
2019-05-06,7074400.0
2019-04-04,5426300.0
2019-09-11,7263500.0
2019-11-29,11689000.0
2020-05-05,8358000.0
2019-12-02,8371600.0
2020-02-19,8935200.0
2020-05-08,5881600.0
2019-05-21,6843100.0
2019-03-18,9053800.0
2018-09-07,9725800.0
2018-08-06,7893800.0
2018-10-09,11417400.0
2019-02-14,13456400.0
2018-12-12,10210000.0
2019-07-24,11584600.0
2019-09-26,10468300.0
2019-10-28,11112000.0
2019-12-05,11355200.0
2020-05-11,11494600.0
2019-07-03,9955900.0
2020-02-25,16273700.0
2020-05-14,12537800.0
2020-02-28,10665800.0
2019-08-08,8248200.0
2019-06-05,14088100.0
2018-07-20,8110000.0
2018-08-21,7152600.0
2018-10-24,5625700.0
2019-04-02,8952300.0
2019-03-01,7688400.0
2019-01-28,7655400.0
2018-12-27,8080500.0
2019-09-09,5355500.0
2020-03-02,5013600.0
2020-05-20,7727300.0
2019-12-17,7944400.0
2020-03-05,9559900.0
2019-02-12,4729700.0
2019-01-11,5472900.0
2018-12-10,7696500.0
2019-08-23,5854900.0
2018-11-08,4631500.0
2019-07-22,5019000.0
2019-06-20,4501000.0
2018-09-05,5393600.0
2019-04-17,5496300.0
2019-09-24,4172000.0
2019-12-20,4717600.0
2020-05-26,4200200.0
2019-04-30,3605900.0
2019-12-23,4403500.0
2020-03-11,4278500.0
2020-05-29,3490400.0
2019-12-26,4411800.0
2020-06-01,7111000.0
2019-05-02,6355800.0
2019-02-27,8591500.0
2018-11-23,7047500.0
2019-08-06,4801700.0
2018-07-18,4270900.0
2018-09-20,7021400.0
2018-10-22,6518300.0
2019-07-05,7086300.0
2019-06-03,6163700.0
2019-10-09,5444200.0
2019-10-11,8961700.0
2020-03-17,4860000.0
2020-06-04,8363300.0
2019-10-14,7508900.0
2020-03-20,8785200.0
2018-11-06,10060400.0
2019-06-18,6929600.0
2019-05-17,5622500.0
2019-04-15,6098300.0
2019-03-14,8829600.0
2019-01-09,7333400.0
2018-08-02,6026000.0
2018-10-05,6500100.0
2019-08-21,5360900.0
2019-10-17,3692600.0
2020-03-23,7084200.0
2020-06-10,5370200.0
2019-02-25,5160200.0
2020-01-07,10928600.0
2020-03-26,5671100.0
2019-10-23,9108200.0
