Dates,MDT
2018-06-20,4334200.0
2018-06-21,3404300.0
2018-06-25,5406100.0
2018-06-22,5242700.0
2018-06-26,8009500.0
2018-06-27,6347900.0
2018-06-28,3948400.0
2018-06-29,5082500.0
2018-07-02,4677100.0
2018-07-03,3002500.0
2018-07-05,3148800.0
2018-07-16,3618100.0
2018-09-18,3476800.0
2019-01-24,3489600.0
2019-09-05,3858300.0
2018-11-21,3507200.0
2020-01-13,4441800.0
2020-04-01,2833200.0
2020-06-19,5026700.0
2019-10-29,5015800.0
2020-01-16,3975000.0
2020-06-22,4313100.0
2018-10-03,2953900.0
2018-07-31,3202900.0
2019-03-12,3438100.0
2019-02-08,3884900.0
2019-01-07,4486600.0
2018-12-06,4178000.0
2019-08-19,6244300.0
2019-07-18,4810200.0
2019-05-15,3395000.0
2019-09-20,2611000.0
2019-11-01,2946100.0
2020-04-07,3521700.0
2020-06-25,4692300.0
2020-06-16,3852100.0
2019-11-04,3444200.0
2020-01-22,5030300.0
2019-11-07,3875300.0
2020-04-13,4082600.0
2019-07-01,4190300.0
2019-05-30,8973200.0
2018-08-15,6630800.0
2018-10-18,14732400.0
2019-03-27,8582500.0
2019-01-22,6545400.0
2018-12-21,5332200.0
2019-09-03,5593300.0
2018-11-19,5151000.0
2019-08-02,3809900.0
2020-01-28,4523700.0
2020-04-16,4239500.0
2019-11-13,4448600.0
2020-01-31,4451800.0
2018-12-04,4943900.0
2018-11-02,5664200.0
2019-07-16,3188000.0
2018-08-30,3573700.0
2018-10-01,3667200.0
2019-06-14,3972800.0
2019-05-13,3303000.0
2019-04-11,3989000.0
2019-02-06,4477200.0
2019-09-18,3184900.0
2020-02-03,4337400.0
2020-04-22,7973700.0
2019-11-19,5640100.0
2020-02-06,5694300.0
2019-11-22,5693900.0
2019-03-25,4710700.0
2019-02-21,4430800.0
2018-12-19,3633000.0
2018-07-12,3880000.0
2018-09-14,4449700.0
2018-08-13,4211200.0
2018-10-16,4631000.0
2019-07-31,4650300.0
2019-05-28,3179100.0
2019-04-26,5841100.0
2020-04-28,7177300.0
2019-11-25,4814700.0
2020-02-12,4107200.0
2020-05-01,4982400.0
2020-05-04,5105500.0
2019-06-12,4298800.0
2019-04-09,6750100.0
2019-03-08,3991300.0
2019-02-04,5530000.0
2018-07-27,4918900.0
2018-08-28,4622300.0
2019-01-03,6725600.0
2019-08-15,6266400.0
2018-10-31,5582200.0
2019-09-16,8496800.0
2020-02-18,5213700.0
2020-05-07,5054100.0
2018-08-17,3955800.0
2019-12-04,3927000.0
2020-02-21,5484100.0
2018-12-17,5330100.0
2019-08-30,4306400.0
2018-11-15,4276800.0
2019-07-29,4953900.0
2019-06-27,4291900.0
2019-04-24,6575200.0
2018-07-10,7922000.0
2018-09-12,6780900.0
2019-02-19,8270800.0
2019-01-18,6829400.0
2020-02-24,2560300.0
2020-05-13,4957600.0
2019-12-10,6094800.0
2020-02-27,6589400.0
2019-12-13,6013900.0
2020-05-19,6581400.0
2019-03-06,6258400.0
2018-11-30,7123000.0
2019-08-13,8221600.0
2019-07-12,5902900.0
2019-06-10,5092500.0
2019-05-09,4765000.0
2018-07-25,6047000.0
2018-09-27,4952900.0
2018-10-29,6337800.0
2019-10-16,7224100.0
2019-12-16,5655200.0
2020-03-04,7639700.0
2020-05-22,7693800.0
2019-10-01,10918500.0
2019-12-19,3748100.0
2018-09-10,5816600.0
2019-05-24,6015400.0
2018-08-09,4508100.0
2019-04-22,5436400.0
2019-03-21,7099100.0
2019-01-16,6099800.0
2019-08-28,6275400.0
2018-11-13,17462700.0
2018-10-12,14472200.0
2019-06-25,7894300.0
2020-03-10,5279200.0
2020-05-28,5054300.0
2019-10-07,5294700.0
2020-03-13,6323400.0
2019-10-10,5066800.0
2020-03-16,7521700.0
2020-06-03,8549300.0
2018-11-28,6567000.0
2018-09-25,4642900.0
2018-07-23,4515400.0
2018-08-24,5283500.0
2019-07-10,5143400.0
2019-05-07,3670600.0
2019-04-05,5385700.0
2019-03-04,9536200.0
2019-01-31,5727400.0
2019-09-12,4970900.0
2019-12-31,5640800.0
2020-03-19,3417400.0
2020-01-03,4304900.0
2020-06-09,3982200.0
2019-02-15,4020000.0
2019-01-14,3713900.0
2018-07-06,3483500.0
2018-08-07,4644100.0
2018-10-10,5622500.0
2018-12-13,6891400.0
2019-08-26,4924800.0
2019-07-25,4222600.0
2019-05-22,4551300.0
2019-03-19,7216800.0
2020-01-06,4541800.0
2020-03-25,7327200.0
2020-06-12,12189600.0
2019-10-22,8021400.0
2020-01-09,5620100.0
2020-06-15,6073900.0
2019-10-25,4070700.0
2020-03-31,4876100.0
2020-06-18,4113900.0
2019-04-03,4639100.0
2018-08-22,6149100.0
2018-10-25,6638200.0
2019-01-29,5578600.0
2018-12-28,9493800.0
2018-11-26,8347700.0
2019-08-09,5909400.0
2019-07-08,4772600.0
2019-06-06,4217000.0
2019-09-10,4291700.0
2020-01-15,3336900.0
2020-04-03,4463300.0
2019-10-31,4822400.0
2020-04-06,6534900.0
2020-06-24,4742700.0
2018-11-09,4467100.0
2019-07-23,3684700.0
2019-06-21,7633200.0
2019-05-20,6085300.0
2019-04-18,6211900.0
2018-09-06,5464500.0
2018-10-08,4938700.0
2019-02-13,5031400.0
2018-12-11,7878900.0
2019-09-25,7324200.0
2020-01-21,5815900.0
2020-04-09,8424600.0
2019-11-06,9388300.0
2020-01-24,6798000.0
2020-01-27,3878400.0
2020-04-15,6415800.0
2018-12-26,4389200.0
2019-08-07,5928200.0
2019-06-04,3435200.0
2018-09-21,4069000.0
2018-07-19,7380700.0
2018-08-20,4685200.0
2018-10-23,4761900.0
2019-05-03,3705100.0
2019-04-01,5504700.0
2019-02-28,6455600.0
