Dates,FITB
2018-06-20,30.93000030517578
2018-06-21,30.899999618530273
2018-06-25,30.860000610351562
2018-06-22,30.170000076293945
2018-06-26,30.149999618530273
2018-06-27,29.780000686645508
2018-06-28,29.06999969482422
2018-06-29,29.450000762939453
2018-07-02,29.1200008392334
2018-07-03,29.239999771118164
2018-07-05,29.200000762939453
2018-07-16,29.209999084472656
2018-09-18,30.030000686645508
2019-01-24,30.190000534057617
2019-09-05,29.969999313354492
2018-11-21,29.75
2020-01-13,29.399999618530273
2020-04-01,29.579999923706055
2020-06-19,29.68000030517578
2019-10-29,30.280000686645508
2020-01-16,29.920000076293945
2020-06-22,28.829999923706055
2018-10-03,29.350000381469727
2018-07-31,29.639999389648438
2019-03-12,29.520000457763672
2019-02-08,29.8700008392334
2019-01-07,29.989999771118164
2018-12-06,30.030000686645508
2019-08-19,29.979999542236328
2019-07-18,30.040000915527344
2019-05-15,30.15999984741211
2019-09-20,30.09000015258789
2019-11-01,29.739999771118164
2020-04-07,29.90999984741211
2020-06-25,29.93000030517578
2020-06-16,29.850000381469727
2019-11-04,29.420000076293945
2020-01-22,29.559999465942383
2019-11-07,29.65999984741211
2020-04-13,29.559999465942383
2019-07-01,30.040000915527344
2019-05-30,29.860000610351562
2018-08-15,29.899999618530273
2018-10-18,30.309999465942383
2019-03-27,29.989999771118164
2019-01-22,29.790000915527344
2018-12-21,29.65999984741211
2019-09-03,29.93000030517578
2018-11-19,29.940000534057617
2019-08-02,29.760000228881836
2020-01-28,29.469999313354492
2020-04-16,29.459999084472656
2019-11-13,29.850000381469727
2020-01-31,29.889999389648438
2018-12-04,29.84000015258789
2018-11-02,29.6299991607666
2019-07-16,29.639999389648438
2018-08-30,29.600000381469727
2018-10-01,29.31999969482422
2019-06-14,29.100000381469727
2019-05-13,29.3700008392334
2019-04-11,29.1200008392334
2019-02-06,28.8799991607666
2019-09-18,29.65999984741211
2020-02-03,30.1299991607666
2020-04-22,29.860000610351562
2019-11-19,29.739999771118164
2020-02-06,29.280000686645508
2019-11-22,29.190000534057617
2019-03-25,28.389999389648438
2019-02-21,28.229999542236328
2018-12-19,28.170000076293945
2018-07-12,28.06999969482422
2018-09-14,28.649999618530273
2018-08-13,29.0
2018-10-16,28.899999618530273
2019-07-31,28.760000228881836
2019-05-28,28.610000610351562
2019-04-26,28.84000015258789
2020-04-28,28.020000457763672
2019-11-25,27.81999969482422
2020-02-12,27.139999389648438
2020-05-01,27.079999923706055
2020-05-04,27.459999084472656
2019-06-12,27.229999542236328
2019-04-09,26.790000915527344
2019-03-08,26.43000030517578
2019-02-04,26.200000762939453
2018-07-27,26.190000534057617
2018-08-28,26.040000915527344
2019-01-03,26.270000457763672
2019-08-15,26.950000762939453
2018-10-31,26.90999984741211
2019-09-16,27.59000015258789
2020-02-18,27.399999618530273
2020-05-07,27.68000030517578
2018-08-17,27.729999542236328
2019-12-04,28.059999465942383
2020-02-21,28.100000381469727
2018-12-17,28.040000915527344
2019-08-30,28.09000015258789
2018-11-15,28.079999923706055
2019-07-29,28.1299991607666
2019-06-27,27.979999542236328
2019-04-24,27.6299991607666
2018-07-10,27.65999984741211
2018-09-12,27.719999313354492
2019-02-19,27.329999923706055
2019-01-18,27.260000228881836
2020-02-24,26.969999313354492
2020-05-13,27.489999771118164
2019-12-10,27.329999923706055
2020-02-27,27.440000534057617
2019-12-13,27.579999923706055
2020-05-19,28.09000015258789
2019-03-06,28.309999465942383
2018-11-30,27.889999389648438
2019-08-13,25.959999084472656
2019-07-12,26.389999389648438
2019-06-10,25.510000228881836
2019-05-09,25.3700008392334
2018-07-25,25.15999984741211
2018-09-27,24.989999771118164
2018-10-29,24.389999389648438
2019-10-16,24.079999923706055
2019-12-16,24.09000015258789
2020-03-04,23.719999313354492
2020-05-22,23.170000076293945
2019-10-01,23.56999969482422
2019-12-19,22.780000686645508
2018-09-10,23.540000915527344
2019-05-24,23.559999465942383
2018-08-09,23.739999771118164
2019-04-22,23.700000762939453
2019-03-21,24.209999084472656
2019-01-16,24.489999771118164
2019-08-28,24.899999618530273
2018-11-13,25.170000076293945
2018-10-12,25.139999389648438
2019-06-25,25.270000457763672
2020-03-10,25.06999969482422
2020-05-28,25.1299991607666
2019-10-07,25.420000076293945
2020-03-13,25.479999542236328
2019-10-10,26.299999237060547
2020-03-16,26.479999542236328
2020-06-03,27.030000686645508
2018-11-28,27.959999084472656
2018-09-25,27.899999618530273
2018-07-23,27.75
2018-08-24,28.020000457763672
2019-07-10,27.920000076293945
2019-05-07,27.790000915527344
2019-04-05,27.450000762939453
2019-03-04,27.030000686645508
2019-01-31,27.100000381469727
2019-09-12,27.149999618530273
2019-12-31,27.1299991607666
2020-03-19,27.010000228881836
2020-01-03,27.549999237060547
2020-06-09,26.8700008392334
2019-02-15,26.65999984741211
2019-01-14,27.239999771118164
2018-07-06,27.219999313354492
2018-08-07,26.709999084472656
2018-10-10,27.25
2018-12-13,27.649999618530273
2019-08-26,27.940000534057617
2019-07-25,27.979999542236328
2019-05-22,27.899999618530273
2019-03-19,28.110000610351562
2020-01-06,27.799999237060547
2020-03-25,27.860000610351562
2020-06-12,27.8700008392334
2019-10-22,28.059999465942383
2020-01-09,27.959999084472656
2020-06-15,27.479999542236328
2019-10-25,27.469999313354492
2020-03-31,27.139999389648438
2020-06-18,26.81999969482422
2019-04-03,27.209999084472656
2018-08-22,27.8799991607666
2018-10-25,28.229999542236328
2019-01-29,28.489999771118164
2018-12-28,28.59000015258789
2018-11-26,28.8700008392334
2019-08-09,29.0
2019-07-08,27.799999237060547
2019-06-06,26.3799991607666
2019-09-10,25.40999984741211
2020-01-15,24.989999771118164
2020-04-03,25.079999923706055
2019-10-31,25.200000762939453
2020-04-06,25.43000030517578
2020-06-24,25.780000686645508
2018-11-09,26.3799991607666
2019-07-23,26.6299991607666
2019-06-21,26.90999984741211
2019-05-20,26.84000015258789
2019-04-18,26.950000762939453
