Dates,SAR
2018-06-20,21.09389305114746
2018-06-21,20.945098876953125
2018-06-25,21.251441955566406
2018-06-22,22.49431610107422
2018-06-26,24.279857635498047
2018-06-27,23.92099952697754
2018-06-28,24.157320022583008
2018-06-29,24.236093521118164
2018-07-02,23.360830307006836
2018-07-03,23.150766372680664
2018-07-05,23.31706428527832
2018-07-16,24.052288055419922
2018-09-18,23.67592430114746
2019-01-24,23.457107543945312
2019-09-05,21.654062271118164
2018-11-21,21.66281509399414
2020-01-13,21.400236129760742
2020-04-01,21.417739868164062
2020-06-19,21.706575393676758
2019-10-29,21.47901153564453
2020-01-16,21.444000244140625
2020-06-22,21.5665340423584
2018-10-03,21.4527530670166
2018-07-31,21.435245513916016
2019-03-12,21.522769927978516
2019-02-08,21.400236129760742
2019-01-07,21.13765525817871
2018-12-06,21.13765525817871
2019-08-19,21.16391372680664
2019-07-18,21.172664642333984
2019-05-15,21.198923110961914
2019-09-20,21.032623291015625
2019-11-01,21.225183486938477
2020-04-07,21.10264778137207
2020-06-25,21.13765525817871
2020-06-16,21.09389305114746
2019-11-04,21.198923110961914
2020-01-22,21.120149612426758
2019-11-07,20.962604522705078
2020-04-13,20.586240768432617
2019-07-01,20.78754997253418
2019-05-30,20.8050537109375
2018-08-15,20.875076293945312
2018-10-18,21.01511573791504
2019-03-27,21.16391372680664
2019-01-22,21.076387405395508
2018-12-21,21.120149612426758
2019-09-03,20.945098876953125
2018-11-19,21.303958892822266
2019-08-02,21.592792510986328
2020-01-28,21.73283576965332
2020-04-16,21.750341415405273
2019-11-13,21.619050979614258
2020-01-31,21.42649269104004
2018-12-04,21.128902435302734
2018-11-02,20.962604522705078
2019-07-16,21.050127029418945
2018-08-30,21.128902435302734
2018-10-01,21.356470108032227
2019-06-14,21.417739868164062
2019-05-13,21.417743682861328
2019-04-11,21.596593856811523
2019-02-06,21.283599853515625
2019-09-18,21.274658203125
2020-02-03,20.92588996887207
2020-04-22,20.916948318481445
2019-11-19,20.70232391357422
2020-02-06,20.791751861572266
2019-11-22,20.80963897705078
2019-03-25,20.693382263183594
2019-02-21,20.639726638793945
2018-12-19,20.657611846923828
2018-07-12,20.612895965576172
2018-09-14,20.693382263183594
2018-08-13,20.460872650146484
2018-10-16,20.88117790222168
2019-07-31,21.21205711364746
2019-05-28,21.158403396606445
2019-04-26,20.899065017700195
2020-04-28,20.738094329833984
2019-11-25,20.800695419311523
2020-02-12,20.94377899169922
2020-05-01,20.755979537963867
2020-05-04,20.68444061279297
2019-06-12,20.49664306640625
2019-04-09,20.18364715576172
2019-03-08,20.058452606201172
2019-02-04,19.7544002532959
2018-07-27,19.351980209350586
2018-08-28,19.2357234954834
2019-01-03,18.878015518188477
2019-08-15,18.627622604370117
