Dates,SAR
2018-06-20,24.350000381469727
2018-06-21,24.200000762939453
2018-06-25,24.299999237060547
2018-06-22,26.729999542236328
2018-06-26,28.299999237060547
2018-06-27,28.239999771118164
2018-06-28,27.600000381469727
2018-06-29,27.90999984741211
2018-07-02,27.68000030517578
2018-07-03,27.260000228881836
2018-07-05,26.920000076293945
2018-07-16,27.5
2018-09-18,27.81999969482422
2019-01-24,27.190000534057617
2019-09-05,24.81999969482422
2018-11-21,24.850000381469727
2020-01-13,24.850000381469727
2020-04-01,24.639999389648438
2020-06-19,24.799999237060547
2019-10-29,24.770000457763672
2020-01-16,24.790000915527344
2020-06-22,24.65999984741211
2018-10-03,24.700000762939453
2018-07-31,24.75
2019-03-12,24.670000076293945
2019-02-08,24.65999984741211
2019-01-07,24.5
2018-12-06,24.40999984741211
2019-08-19,24.459999084472656
2019-07-18,24.329999923706055
2019-05-15,24.360000610351562
2019-09-20,24.299999237060547
2019-11-01,24.25
2020-04-07,24.299999237060547
2020-06-25,24.260000228881836
2020-06-16,24.209999084472656
2019-11-04,24.260000228881836
2020-01-22,24.260000228881836
2019-11-07,24.25
2020-04-13,24.110000610351562
2019-07-01,24.0
2019-05-30,23.989999771118164
2018-08-15,23.989999771118164
2018-10-18,24.219999313354492
2019-03-27,24.299999237060547
2019-01-22,24.350000381469727
2018-12-21,24.329999923706055
2019-09-03,24.34000015258789
2018-11-19,24.350000381469727
2019-08-02,24.700000762939453
2020-01-28,24.950000762939453
2020-04-16,24.90999984741211
2019-11-13,24.889999389648438
2020-01-31,24.81999969482422
2018-12-04,24.829999923706055
2018-11-02,24.56999969482422
2019-07-16,24.389999389648438
2018-08-30,24.239999771118164
2018-10-01,24.399999618530273
2019-06-14,24.579999923706055
2019-05-13,24.190000534057617
2019-04-11,24.170000076293945
2019-02-06,24.18000030517578
2019-09-18,23.979999542236328
2020-02-03,23.700000762939453
2020-04-22,23.6299991607666
2019-11-19,23.5
2020-02-06,23.329999923706055
2019-11-22,23.34000015258789
2019-03-25,23.420000076293945
2019-02-21,23.3799991607666
2018-12-19,23.350000381469727
2018-07-12,23.149999618530273
2018-09-14,23.229999542236328
2018-08-13,23.399999618530273
2018-10-16,23.389999389648438
2019-07-31,23.889999389648438
2019-05-28,23.90999984741211
2019-04-26,23.790000915527344
2020-04-28,23.59000015258789
2019-11-25,23.5
2020-02-12,23.530000686645508
2020-05-01,23.610000610351562
2020-05-04,23.299999237060547
2019-06-12,23.18000030517578
2019-04-09,23.15999984741211
2019-03-08,23.0
2019-02-04,22.670000076293945
2018-07-27,22.229999542236328
2018-08-28,21.639999389648438
2019-01-03,21.440000534057617
2019-08-15,21.3799991607666
2018-10-31,20.780000686645508
2019-09-16,21.299999237060547
2020-02-18,21.31999969482422
2020-05-07,21.399999618530273
2018-08-17,21.510000228881836
2019-12-04,21.200000762939453
2020-02-21,21.549999237060547
2018-12-17,22.3799991607666
2019-08-30,21.93000030517578
2018-11-15,21.639999389648438
2019-07-29,21.149999618530273
2019-06-27,21.0
2019-04-24,21.0
2018-07-10,21.239999771118164
2018-09-12,21.200000762939453
2019-02-19,20.899999618530273
2019-01-18,20.899999618530273
2020-02-24,20.850000381469727
2020-05-13,21.139999389648438
2019-12-10,21.56999969482422
2020-02-27,22.010000228881836
2019-12-13,21.950000762939453
2020-05-19,22.209999084472656
2019-03-06,23.170000076293945
2018-11-30,22.8799991607666
2019-08-13,22.709999084472656
2019-07-12,23.049999237060547
2019-06-10,23.15999984741211
2019-05-09,23.200000762939453
2018-07-25,23.190000534057617
2018-09-27,23.170000076293945
2018-10-29,22.100000381469727
2019-10-16,21.979999542236328
2019-12-16,21.06999969482422
2020-03-04,20.75
2020-05-22,20.3799991607666
2019-10-01,19.549999237060547
2019-12-19,19.18000030517578
2018-09-10,19.540000915527344
2019-05-24,20.469999313354492
2018-08-09,20.5
2019-04-22,20.739999771118164
2019-03-21,20.75
2019-01-16,21.6299991607666
2019-08-28,21.600000381469727
2018-11-13,21.690000534057617
2018-10-12,21.899999618530273
2019-06-25,22.389999389648438
2020-03-10,22.40999984741211
2020-05-28,22.34000015258789
2019-10-07,21.920000076293945
2020-03-13,22.200000762939453
2019-10-10,22.260000228881836
2020-03-16,22.15999984741211
2020-06-03,22.200000762939453
2018-11-28,22.489999771118164
2018-09-25,22.450000762939453
2018-07-23,22.709999084472656
2018-08-24,22.709999084472656
2019-07-10,22.75
2019-05-07,23.049999237060547
2019-04-05,23.450000762939453
2019-03-04,23.399999618530273
2019-01-31,23.06999969482422
2019-09-12,23.079999923706055
2019-12-31,23.1299991607666
2020-03-19,23.149999618530273
2020-01-03,23.100000381469727
2020-06-09,23.190000534057617
2019-02-15,23.149999618530273
2019-01-14,23.15999984741211
2018-07-06,23.1299991607666
2018-08-07,23.1299991607666
2018-10-10,23.1299991607666
2018-12-13,23.149999618530273
2019-08-26,23.139999389648438
2019-07-25,23.200000762939453
2019-05-22,23.399999618530273
2019-03-19,23.399999618530273
2020-01-06,23.229999542236328
2020-03-25,23.200000762939453
2020-06-12,23.149999618530273
2019-10-22,23.200000762939453
2020-01-09,23.18000030517578
2020-06-15,23.149999618530273
2019-10-25,23.100000381469727
2020-03-31,23.079999923706055
2020-06-18,23.18000030517578
2019-04-03,23.18000030517578
2018-08-22,23.299999237060547
2018-10-25,22.90999984741211
2019-01-29,22.889999389648438
2018-12-28,22.899999618530273
2018-11-26,22.8799991607666
2019-08-09,22.829999923706055
2019-07-08,22.739999771118164
2019-06-06,22.639999389648438
2019-09-10,22.729999542236328
2020-01-15,22.399999618530273
2020-04-03,22.459999084472656
2019-10-31,22.31999969482422
2020-04-06,22.299999237060547
2020-06-24,22.540000915527344
2018-11-09,23.1299991607666
2019-07-23,23.1299991607666
2019-06-21,23.1299991607666
2019-05-20,23.079999923706055
2019-04-18,23.079999923706055
2018-09-06,23.139999389648438
2018-10-08,23.09000015258789
2019-02-13,24.299999237060547
2018-12-11,24.239999771118164
2019-09-25,24.799999237060547
2020-01-21,24.790000915527344
2020-04-09,24.6299991607666
2019-11-06,24.549999237060547
2020-01-24,24.610000610351562
2020-01-27,24.850000381469727
2020-04-15,25.200000762939453
2018-12-26,25.25
2019-08-07,25.100000381469727
2019-06-04,25.100000381469727
2018-09-21,25.239999771118164
2018-07-19,25.459999084472656
2018-08-20,25.350000381469727
2018-10-23,25.299999237060547
2019-05-03,25.649999618530273
2019-04-01,25.600000381469727
2019-02-28,25.59000015258789
2019-11-12,25.5
2020-01-30,25.34000015258789
2019-11-15,25.43000030517578
2020-04-21,24.799999237060547
2019-04-16,24.780000686645508
2019-03-15,24.790000915527344
2019-02-11,24.700000762939453
2019-01-10,24.979999542236328
2019-08-22,25.229999542236328
2018-11-07,25.190000534057617
2018-08-03,25.049999237060547
2018-09-04,25.100000381469727
2019-06-19,25.030000686645508
2019-09-23,25.360000610351562
2019-11-18,25.649999618530273
2020-02-05,25.649999618530273
2020-04-24,25.209999084472656
2019-03-29,24.81999969482422
2019-11-21,24.850000381469727
2020-04-27,24.899999618530273
2020-02-11,24.829999923706055
2020-04-30,24.84000015258789
2019-05-01,24.950000762939453
2019-02-26,24.950000762939453
2019-01-25,24.420000076293945
2018-12-24,24.25
2019-09-06,24.25
2018-07-17,24.149999618530273
2018-09-19,23.90999984741211
2019-08-05,24.0
2019-10-08,23.959999084472656
2019-12-11,23.799999237060547
2019-11-27,23.809999465942383
2020-02-14,23.899999618530273
2020-05-06,24.170000076293945
2019-01-08,24.700000762939453
2018-12-07,24.739999771118164
2019-08-20,24.709999084472656
2018-11-05,24.600000381469727
2019-07-19,24.190000534057617
2018-10-04,24.280000686645508
2019-06-17,24.049999237060547
2019-05-16,24.06999969482422
2018-08-01,24.389999389648438
2019-03-13,24.75
2019-12-03,24.790000915527344
2020-02-20,25.100000381469727
2019-12-06,24.760000228881836
2020-05-12,24.75
2019-12-09,25.049999237060547
2020-02-26,25.0
2020-05-15,24.969999313354492
2019-03-28,25.049999237060547
2018-09-17,25.170000076293945
2018-08-16,25.190000534057617
2018-10-19,25.649999618530273
2019-04-29,25.780000686645508
2019-01-23,25.43000030517578
2019-09-04,25.299999237060547
2018-11-20,25.209999084472656
2019-07-02,25.049999237060547
2019-05-31,24.889999389648438
2019-12-12,24.75
2020-05-18,24.690000534057617
2019-09-27,24.989999771118164
2020-03-03,24.8799991607666
2020-05-21,24.719999313354492
2019-05-14,24.5
2018-08-31,24.299999237060547
2018-07-30,24.149999618530273
2018-10-02,24.229999542236328
2019-04-12,24.389999389648438
2019-03-11,24.5
2019-02-07,24.75
2019-07-17,24.719999313354492
2019-09-19,24.68000030517578
2019-10-21,24.5
2019-12-18,24.729999542236328
2020-03-06,24.780000686645508
2019-10-03,24.950000762939453
2020-03-09,25.219999313354492
2020-05-27,25.15999984741211
2019-12-24,25.31999969482422
2020-03-12,25.6299991607666
2018-12-20,25.579999923706055
2019-08-01,25.790000915527344
2018-08-14,25.799999237060547
2018-07-13,25.649999618530273
2018-10-17,25.1200008392334
2019-05-29,25.100000381469727
2019-03-26,24.950000762939453
2019-02-22,24.68000030517578
2019-10-04,24.709999084472656
2019-11-05,24.809999465942383
2019-12-27,24.600000381469727
2020-06-02,24.6200008392334
2019-12-30,24.549999237060547
2020-03-18,24.399999618530273
2020-06-05,24.65999984741211
2019-07-15,24.889999389648438
2018-12-03,24.8700008392334
2019-06-13,24.739999771118164
2019-01-04,24.360000610351562
2018-08-29,24.260000228881836
2019-02-05,24.18000030517578
2018-11-01,24.420000076293945
2019-08-16,24.459999084472656
2019-04-10,24.5
2019-09-17,25.239999771118164
2019-10-15,25.350000381469727
2020-01-02,24.940000534057617
2020-06-08,24.959999084472656
2019-10-18,24.93000030517578
2020-03-24,24.899999618530273
2020-06-11,25.0
2020-01-08,25.020000457763672
2019-04-25,24.979999542236328
2019-07-30,24.780000686645508
2019-02-20,24.729999542236328
2018-07-11,25.0
2018-09-13,25.110000610351562
2018-10-15,25.190000534057617
2019-06-28,25.1299991607666
2018-12-18,25.09000015258789
2018-11-16,25.450000762939453
2019-10-02,25.979999542236328
2020-03-27,26.190000534057617
2020-01-10,26.329999923706055
2019-10-24,26.389999389648438
2020-03-30,25.579999923706055
2020-06-17,25.649999618530273
2020-01-14,25.780000686645508
2020-04-02,25.649999618530273
2019-01-02,25.639999389648438
2019-08-14,25.600000381469727
2018-10-30,25.3799991607666
2019-06-11,25.3700008392334
2019-05-10,25.34000015258789
2019-04-08,25.110000610351562
2018-08-27,25.100000381469727
2018-07-26,25.200000762939453
2018-09-28,25.110000610351562
2019-03-07,25.260000228881836
2019-10-30,25.270000457763672
2020-01-17,25.239999771118164
2020-06-23,25.110000610351562
2020-04-08,25.170000076293945
2020-06-26,25.15999984741211
2019-03-22,25.40999984741211
2019-01-17,25.389999389648438
2019-08-29,25.420000076293945
2018-11-14,25.399999618530273
2019-06-26,25.559999465942383
2018-09-11,25.489999771118164
2018-07-09,25.649999618530273
2018-08-10,25.719999313354492
2019-04-23,25.719999313354492
2019-09-30,25.59000015258789
2020-01-23,25.309999465942383
2019-11-08,25.110000610351562
2020-04-14,25.200000762939453
2019-11-11,25.190000534057617
2020-01-29,25.18000030517578
2020-04-17,25.149999618530273
2018-07-24,25.149999618530273
2018-09-26,25.059999465942383
2019-05-08,24.940000534057617
2019-03-05,25.110000610351562
2019-02-01,25.040000915527344
2018-12-31,25.1299991607666
2018-11-29,26.079999923706055
2019-08-12,27.040000915527344
2019-07-11,27.510000228881836
2019-09-13,27.790000915527344
2019-11-14,27.799999237060547
2020-04-20,28.190000534057617
2020-02-04,28.489999771118164
2020-04-23,28.700000762939453
2018-12-14,28.59000015258789
2019-08-27,27.780000686645508
2018-08-08,27.440000534057617
2018-10-11,26.84000015258789
2018-11-12,27.1299991607666
2019-07-26,27.270000457763672
2019-06-24,27.239999771118164
2019-05-23,27.1200008392334
2019-03-20,26.719999313354492
2019-01-15,26.8700008392334
2019-11-20,26.8799991607666
2020-02-07,27.280000686645508
2020-02-10,27.260000228881836
2020-04-29,27.479999542236328
2019-11-26,27.799999237060547
2020-02-13,27.84000015258789
2019-01-30,27.559999465942383
2018-08-23,27.940000534057617
2018-09-24,27.90999984741211
2018-11-27,27.799999237060547
2018-10-26,27.889999389648438
2019-07-09,27.700000762939453
2019-06-07,27.520000457763672
2019-05-06,27.469999313354492
2019-04-04,26.790000915527344
2019-09-11,25.75
2019-11-29,24.200000762939453
2020-05-05,24.670000076293945
