Dates,SAR
2018-06-20,23.90999984741211
2018-06-21,23.700000762939453
2018-06-25,24.059999465942383
2018-06-22,25.010000228881836
2018-06-26,26.190000534057617
2018-06-27,26.899999618530273
2018-06-28,27.020000457763672
2018-06-29,27.329999923706055
2018-07-02,26.100000381469727
2018-07-03,26.280000686645508
2018-07-05,26.450000762939453
2018-07-16,26.510000228881836
2018-09-18,26.610000610351562
2019-01-24,26.600000381469727
2019-09-05,24.549999237060547
2018-11-21,24.510000228881836
2020-01-13,24.3700008392334
2020-04-01,24.15999984741211
2020-06-19,24.31999969482422
2019-10-29,24.420000076293945
2020-01-16,24.360000610351562
2020-06-22,24.469999313354492
2018-10-03,24.399999618530273
2018-07-31,24.420000076293945
2019-03-12,24.399999618530273
2019-02-08,24.399999618530273
2019-01-07,24.110000610351562
2018-12-06,24.100000381469727
2019-08-19,24.149999618530273
2019-07-18,24.149999618530273
2019-05-15,24.100000381469727
2019-09-20,24.010000228881836
2019-11-01,24.0
2020-04-07,24.010000228881836
2020-06-25,24.049999237060547
2020-06-16,24.0
2019-11-04,24.010000228881836
2020-01-22,24.0
2019-11-07,23.899999618530273
2020-04-13,23.5
2019-07-01,23.549999237060547
2019-05-30,23.719999313354492
2018-08-15,23.799999237060547
2018-10-18,23.850000381469727
2019-03-27,24.0
2019-01-22,23.899999618530273
2018-12-21,24.049999237060547
2019-09-03,23.93000030517578
2018-11-19,23.93000030517578
2019-08-02,24.34000015258789
2020-01-28,24.639999389648438
2020-04-16,24.559999465942383
2019-11-13,24.579999923706055
2020-01-31,24.350000381469727
2018-12-04,24.049999237060547
2018-11-02,23.950000762939453
2019-07-16,23.950000762939453
2018-08-30,24.0
2018-10-01,24.010000228881836
2019-06-14,24.25
2019-05-13,23.610000610351562
2019-04-11,23.799999237060547
2019-02-06,23.65999984741211
2019-09-18,23.549999237060547
2020-02-03,23.389999389648438
2020-04-22,23.0
2019-11-19,23.020000457763672
2020-02-06,23.049999237060547
2019-11-22,23.049999237060547
2019-03-25,23.020000457763672
2019-02-21,23.049999237060547
2018-12-19,23.100000381469727
2018-07-12,23.049999237060547
2018-09-14,23.010000228881836
2018-08-13,22.850000381469727
2018-10-16,22.8799991607666
2019-07-31,23.420000076293945
2019-05-28,23.579999923706055
2019-04-26,23.31999969482422
2020-04-28,23.110000610351562
2019-11-25,23.260000228881836
2020-02-12,23.299999237060547
2020-05-01,23.200000762939453
2020-05-04,23.020000457763672
2019-06-12,22.780000686645508
2019-04-09,22.520000457763672
2019-03-08,22.329999923706055
2019-02-04,21.950000762939453
2018-07-27,21.479999542236328
