Dates,NFLX
2020-01-02,324.7799987792969
2020-01-03,325.5299987792969
2020-01-08,321.20001220703125
2020-01-06,330.29998779296875
2020-01-07,331.04998779296875
2020-01-09,334.6099853515625
2020-01-10,327.2699890136719
2020-01-13,331.510009765625
2020-01-14,335.5199890136719
2020-01-15,336.6000061035156
2020-01-16,335.8500061035156
2020-01-27,337.3800048828125
2020-02-20,332.5899963378906
2020-02-12,323.6000061035156
2020-04-16,325.010009765625
2020-02-04,345.8800048828125
2020-05-28,341.0199890136719
2020-07-08,342.7799987792969
2020-06-19,338.54998779296875
2020-05-12,339.25
2020-06-22,340.9800109863281
2020-06-03,346.2799987792969
2020-05-15,356.1000061035156
2020-03-06,362.29998779296875
2020-02-27,362.510009765625
2020-04-15,363.57000732421875
2020-02-03,362.5199890136719
2020-02-11,369.7200012207031
2020-02-19,375.8800048828125
2020-04-07,376.510009765625
2020-03-30,379.42999267578125
2020-04-23,379.19000244140625
2020-05-01,384.8999938964844
2020-07-14,376.67999267578125
2020-06-25,377.8999938964844
2020-06-16,361.0
2020-05-18,357.7200012207031
2020-06-09,365.0
2020-05-21,370.6000061035156
2020-01-17,356.79998779296875
2020-03-13,364.5
2020-03-05,367.3999938964844
2020-02-26,370.510009765625
2020-02-18,368.6400146484375
2020-04-22,356.8500061035156
2020-02-10,341.7200012207031
2020-04-14,347.8500061035156
2020-04-06,344.7900085449219
2020-04-30,307.32000732421875
2020-06-12,307.3900146484375
2020-06-15,294.75
2020-05-27,290.25
2020-05-08,300.0
2020-07-07,316.82000732421875
2020-03-31,332.0
2020-06-18,340.8800048828125
2020-04-13,353.0299987792969
2020-03-20,339.1700134277344
2020-03-12,341.7300109863281
2020-01-24,353.0
2020-03-04,361.1700134277344
2020-02-25,366.44000244140625
2020-04-21,361.0199890136719
2020-04-29,360.05999755859375
2020-05-07,357.510009765625
2020-05-11,361.7099914550781
2020-07-10,369.3399963378906
2020-06-02,368.30999755859375
2020-05-14,363.0299987792969
2020-07-13,367.70001220703125
2020-06-24,394.8500061035156
2020-06-05,412.25
2020-02-28,431.6099853515625
2020-01-23,414.70001220703125
2020-04-20,430.55999755859375
2020-02-24,425.6000061035156
2020-01-31,413.0
2020-03-19,419.260009765625
2020-03-27,415.8800048828125
2020-03-11,420.8399963378906
2020-03-03,402.9100036621094
2020-04-28,393.6000061035156
2020-05-06,408.0
2020-06-08,411.7300109863281
2020-05-20,414.8699951171875
2020-07-01,421.55999755859375
2020-06-30,426.3900146484375
2020-06-11,430.6600036621094
2020-03-10,433.6400146484375
2020-03-02,435.55999755859375
2020-01-22,431.3599853515625
2020-01-30,427.2699890136719
2020-02-07,432.82000732421875
2020-04-03,437.510009765625
2020-03-26,443.3500061035156
2020-03-18,450.4700012207031
2020-04-27,444.0
2020-05-05,430.25
2020-05-26,427.17999267578125
2020-07-06,413.1400146484375
2020-06-17,397.8599853515625
2020-05-29,411.5
2020-07-09,411.8500061035156
2020-06-01,415.9800109863281
2020-01-21,419.4599914550781
2020-01-29,418.04998779296875
2020-03-25,410.0299987792969
2020-03-17,404.25
2020-03-09,406.5
2020-02-14,420.30999755859375
2020-02-06,430.54998779296875
2020-04-02,424.1600036621094
2020-05-04,412.45001220703125
2020-04-24,415.4200134277344
2020-05-13,425.17999267578125
2020-06-23,439.2200012207031
2020-06-04,442.79998779296875
2020-07-15,445.6000061035156
2020-04-08,454.2099914550781
2020-06-26,464.5
2020-05-19,454.0
2020-04-09,454.0
2020-04-01,442.239990234375
2020-03-24,432.1400146484375
2020-03-16,447.0
2020-01-28,454.0
2020-02-05,475.5299987792969
2020-02-13,479.79998779296875
2020-02-21,490.8299865722656
2020-04-17,493.80999755859375
2020-03-23,495.7799987792969
2020-06-29,511.2799987792969
2020-06-10,520.9600219726562
2020-05-22,490.489990234375
2020-07-02,510.17999267578125
