Dates,HES
2018-06-20,62.63999938964844
2018-06-21,61.709999084472656
2018-06-25,64.56999969482422
2018-06-22,62.290000915527344
2018-06-26,63.77000045776367
2018-06-27,65.56999969482422
2018-06-28,65.55999755859375
2018-06-29,66.88999938964844
2018-07-02,64.88999938964844
2018-07-03,65.95999908447266
2018-07-05,66.37999725341797
2018-07-16,67.55000305175781
2018-09-18,69.20999908447266
2019-01-24,69.5999984741211
2019-09-05,66.81999969482422
2018-11-21,66.73999786376953
2020-01-13,66.54000091552734
2020-04-01,63.880001068115234
2020-06-19,63.459999084472656
2019-10-29,64.13999938964844
2020-01-16,64.5
2020-06-22,64.04000091552734
2018-10-03,64.23999786376953
2018-07-31,65.05999755859375
2019-03-12,64.87999725341797
2019-02-08,64.33000183105469
2019-01-07,63.61000061035156
2018-12-06,64.68000030517578
2019-08-19,65.62999725341797
2019-07-18,64.80000305175781
2019-05-15,65.81999969482422
2019-09-20,66.30000305175781
2019-11-01,66.95999908447266
2020-04-07,67.25
2020-06-25,65.93000030517578
2020-06-16,64.0
2019-11-04,64.2699966430664
2020-01-22,63.33000183105469
2019-11-07,63.91999816894531
2020-04-13,61.5
2019-07-01,62.7400016784668
2019-05-30,62.349998474121094
2018-08-15,62.959999084472656
2018-10-18,63.400001525878906
2019-03-27,65.19000244140625
2019-01-22,64.55000305175781
2018-12-21,65.13999938964844
2019-09-03,66.1500015258789
2018-11-19,65.77999877929688
2019-08-02,67.20999908447266
2020-01-28,68.16999816894531
2020-04-16,67.33999633789062
2019-11-13,65.68000030517578
2020-01-31,65.41000366210938
2018-12-04,62.970001220703125
2018-11-02,62.630001068115234
2019-07-16,62.54999923706055
2018-08-30,64.37999725341797
2018-10-01,65.05999755859375
2019-06-14,65.23999786376953
2019-05-13,66.01000213623047
2019-04-11,66.7699966430664
2019-02-06,68.5199966430664
2019-09-18,69.41999816894531
2020-02-03,69.37999725341797
2020-04-22,70.51000213623047
2019-11-19,72.04000091552734
2020-02-06,71.63999938964844
2019-11-22,70.44000244140625
2019-03-25,71.58000183105469
2019-02-21,71.58000183105469
2018-12-19,74.58999633789062
2018-07-12,73.36000061035156
2018-09-14,73.9800033569336
2018-08-13,72.58000183105469
2018-10-16,72.44000244140625
2019-07-31,71.11000061035156
2019-05-28,72.56999969482422
2019-04-26,67.19000244140625
2020-04-28,65.5
2019-11-25,66.16000366210938
2020-02-12,65.63999938964844
2020-05-01,65.80000305175781
2020-05-04,64.77999877929688
2019-06-12,64.11000061035156
2019-04-09,63.560001373291016
2019-03-08,62.939998626708984
2019-02-04,61.43000030517578
2018-07-27,58.15999984741211
2018-08-28,58.9900016784668
2019-01-03,58.11000061035156
2019-08-15,56.15999984741211
2018-10-31,57.08000183105469
2019-09-16,57.400001525878906
2020-02-18,57.84000015258789
2020-05-07,56.349998474121094
2018-08-17,58.63999938964844
2019-12-04,58.65999984741211
2020-02-21,60.880001068115234
2018-12-17,59.22999954223633
2019-08-30,59.150001525878906
2018-11-15,57.459999084472656
2019-07-29,55.959999084472656
2019-06-27,56.02000045776367
2019-04-24,57.220001220703125
2018-07-10,57.68000030517578
2018-09-12,56.959999084472656
2019-02-19,54.86000061035156
2019-01-18,56.189998626708984
2020-02-24,53.650001525878906
2020-05-13,53.099998474121094
2019-12-10,53.20000076293945
2020-02-27,54.029998779296875
2019-12-13,54.439998626708984
2020-05-19,53.88999938964844
2019-03-06,56.45000076293945
2018-11-30,54.91999816894531
2019-08-13,53.369998931884766
2019-07-12,52.61000061035156
2019-06-10,51.4900016784668
2019-05-09,51.97999954223633
2018-07-25,51.7400016784668
2018-09-27,52.209999084472656
2018-10-29,50.900001525878906
2019-10-16,49.7599983215332
2019-12-16,47.310001373291016
2020-03-04,46.0
2020-05-22,43.5099983215332
2019-10-01,41.4900016784668
