Dates,HES
2018-06-20,61.720001220703125
2018-06-21,61.36000061035156
2018-06-25,63.290000915527344
2018-06-22,62.13999938964844
2018-06-26,61.90999984741211
2018-06-27,64.8499984741211
2018-06-28,64.87999725341797
2018-06-29,66.08999633789062
2018-07-02,64.44000244140625
2018-07-03,65.55999755859375
2018-07-05,65.81999969482422
2018-07-16,65.62999725341797
2018-09-18,67.77999877929688
2019-01-24,69.0
2019-09-05,66.0199966430664
2018-11-21,65.6500015258789
2020-01-13,66.4000015258789
2020-04-01,63.369998931884766
2020-06-19,62.619998931884766
2019-10-29,62.02000045776367
2020-01-16,64.08999633789062
2020-06-22,63.540000915527344
2018-10-03,63.470001220703125
2018-07-31,64.23999786376953
2019-03-12,62.79999923706055
2019-02-08,63.099998474121094
2019-01-07,63.290000915527344
2018-12-06,64.43000030517578
2019-08-19,64.52999877929688
2019-07-18,63.810001373291016
2019-05-15,63.849998474121094
2019-09-20,65.16999816894531
2019-11-01,65.58999633789062
2020-04-07,66.95999908447266
2020-06-25,65.12999725341797
2020-06-16,63.90999984741211
2019-11-04,63.560001373291016
2020-01-22,63.11000061035156
2019-11-07,63.5
2020-04-13,60.38999938964844
2019-07-01,61.619998931884766
2019-05-30,62.25
2018-08-15,62.220001220703125
2018-10-18,63.29999923706055
2019-03-27,64.01000213623047
2019-01-22,64.01000213623047
2018-12-21,64.87999725341797
2019-09-03,64.94000244140625
2018-11-19,65.4000015258789
2019-08-02,66.22000122070312
2020-01-28,66.87999725341797
2020-04-16,66.86000061035156
2019-11-13,65.52999877929688
2020-01-31,64.43000030517578
2018-12-04,62.77000045776367
2018-11-02,61.31999969482422
2019-07-16,62.45000076293945
2018-08-30,62.16999816894531
2018-10-01,64.6500015258789
2019-06-14,63.5099983215332
2019-05-13,64.91999816894531
2019-04-11,66.30000305175781
2019-02-06,67.0
2019-09-18,68.4800033569336
2020-02-03,69.12999725341797
2020-04-22,69.29000091552734
2019-11-19,71.52999877929688
2020-02-06,71.51000213623047
2019-11-22,70.2300033569336
2019-03-25,71.11000061035156
2019-02-21,71.08999633789062
2018-12-19,71.45999908447266
2018-07-12,73.22000122070312
2018-09-14,72.9000015258789
2018-08-13,72.08999633789062
2018-10-16,71.68000030517578
2019-07-31,70.73999786376953
2019-05-28,71.12000274658203
2019-04-26,66.9000015258789
2020-04-28,64.43000030517578
2019-11-25,65.08999633789062
2020-02-12,65.47000122070312
2020-05-01,65.12000274658203
2020-05-04,63.65999984741211
2019-06-12,63.04999923706055
2019-04-09,63.209999084472656
2019-03-08,62.38999938964844
2019-02-04,60.11000061035156
2018-07-27,58.06999969482422
2018-08-28,58.38999938964844
