Dates,HES
2018-06-20,62.29999923706055
2018-06-21,62.209999084472656
2018-06-25,63.599998474121094
2018-06-22,64.16999816894531
2018-06-26,62.720001220703125
2018-06-27,64.88999938964844
2018-06-28,65.93000030517578
2018-06-29,66.2699966430664
2018-07-02,65.87000274658203
2018-07-03,65.91000366210938
2018-07-05,66.62000274658203
2018-07-16,65.70999908447266
2018-09-18,68.1500015258789
2019-01-24,69.9000015258789
2019-09-05,68.4800033569336
2018-11-21,67.41999816894531
2020-01-13,66.80999755859375
2020-04-01,65.12999725341797
2020-06-19,63.220001220703125
2019-10-29,63.08000183105469
2020-01-16,64.13999938964844
2020-06-22,64.73999786376953
2018-10-03,64.16999816894531
2018-07-31,64.83999633789062
2019-03-12,64.9800033569336
2019-02-08,64.6500015258789
2019-01-07,63.810001373291016
2018-12-06,64.55999755859375
2019-08-19,64.70999908447266
2019-07-18,64.7699966430664
2019-05-15,64.44999694824219
2019-09-20,65.43000030517578
2019-11-01,66.52999877929688
2020-04-07,67.91999816894531
2020-06-25,66.52999877929688
2020-06-16,65.95999908447266
2019-11-04,63.869998931884766
2020-01-22,64.13999938964844
2019-11-07,64.16000366210938
2020-04-13,63.029998779296875
2019-07-01,62.099998474121094
2019-05-30,63.209999084472656
2018-08-15,62.220001220703125
2018-10-18,63.59000015258789
2019-03-27,64.4000015258789
2019-01-22,64.81999969482422
2018-12-21,65.55000305175781
2019-09-03,65.25
2018-11-19,66.16999816894531
2019-08-02,66.33999633789062
2020-01-28,67.43000030517578
2020-04-16,67.83000183105469
2019-11-13,67.43000030517578
2020-01-31,65.20999908447266
2018-12-04,65.27999877929688
2018-11-02,62.25
2019-07-16,62.939998626708984
2018-08-30,62.16999816894531
2018-10-01,65.0199966430664
2019-06-14,64.83000183105469
2019-05-13,64.91999816894531
2019-04-11,66.69999694824219
2019-02-06,67.51000213623047
2019-09-18,68.4800033569336
2020-02-03,70.0
2020-04-22,69.6500015258789
2019-11-19,71.62000274658203
2020-02-06,72.87000274658203
2019-11-22,71.02999877929688
2019-03-25,71.38999938964844
2019-02-21,71.08999633789062
2018-12-19,71.88999938964844
2018-07-12,74.61000061035156
2018-09-14,73.97000122070312
2018-08-13,73.33999633789062
2018-10-16,72.73999786376953
2019-07-31,71.55000305175781
2019-05-28,71.33000183105469
2019-04-26,72.05999755859375
2020-04-28,66.79000091552734
2019-11-25,67.26000213623047
2020-02-12,66.5
2020-05-01,65.79000091552734
2020-05-04,65.45999908447266
2019-06-12,63.59000015258789
2019-04-09,64.5
2019-03-08,63.369998931884766
2019-02-04,61.970001220703125
2018-07-27,62.04999923706055
2018-08-28,58.90999984741211
2019-01-03,57.83000183105469
2019-08-15,58.40999984741211
2018-10-31,56.209999084472656
2019-09-16,60.150001525878906
2020-02-18,57.90999984741211
2020-05-07,58.130001068115234
2018-08-17,57.040000915527344
2019-12-04,58.83000183105469
2020-02-21,59.61000061035156
2018-12-17,60.63999938964844
2019-08-30,57.88999938964844
2018-11-15,59.86000061035156
2019-07-29,57.290000915527344
2019-06-27,57.36000061035156
2019-04-24,55.810001373291016
2018-07-10,57.34000015258789
2018-09-12,56.68000030517578
2019-02-19,55.79999923706055
2019-01-18,55.720001220703125
2020-02-24,53.66999816894531
2020-05-13,54.22999954223633
2019-12-10,53.08000183105469
2020-02-27,53.38999938964844
2019-12-13,54.099998474121094
2020-05-19,53.689998626708984
2019-03-06,56.13999938964844
2018-11-30,56.459999084472656
2019-08-13,53.58000183105469
2019-07-12,54.58000183105469
2019-06-10,51.75
2019-05-09,52.63999938964844
2018-07-25,52.81999969482422
2018-09-27,51.7400016784668
2018-10-29,51.43000030517578
2019-10-16,50.72999954223633
2019-12-16,49.75
2020-03-04,47.65999984741211
2020-05-22,45.40999984741211
2019-10-01,43.27000045776367
2019-12-19,40.63999938964844
2018-09-10,37.2599983215332
2019-05-24,39.689998626708984
2018-08-09,41.720001220703125
2019-04-22,40.650001525878906
2019-03-21,39.290000915527344
2019-01-16,42.400001525878906
2019-08-28,43.5
2018-11-13,45.810001373291016
2018-10-12,48.70000076293945
2019-06-25,49.150001525878906
2020-03-10,49.68000030517578
2020-05-28,51.0099983215332
2019-10-07,50.400001525878906
2020-03-13,51.599998474121094
2019-10-10,51.849998474121094
2020-03-16,50.709999084472656
2020-06-03,52.5099983215332
2018-11-28,51.93000030517578
2018-09-25,52.349998474121094
2018-07-23,50.900001525878906
2018-08-24,51.540000915527344
2019-07-10,51.560001373291016
2019-05-07,52.25
2019-04-05,52.91999816894531
2019-03-04,54.040000915527344
2019-01-31,54.599998474121094
2019-09-12,54.77000045776367
2019-12-31,55.400001525878906
2020-03-19,54.70000076293945
2020-01-03,54.20000076293945
2020-06-09,52.310001373291016
2019-02-15,51.83000183105469
2019-01-14,54.81999969482422
2018-07-06,55.36000061035156
2018-08-07,55.709999084472656
2018-10-10,57.7599983215332
2018-12-13,57.0099983215332
2019-08-26,57.369998931884766
2019-07-25,58.31999969482422
2019-05-22,58.349998474121094
2019-03-19,56.65999984741211
2020-01-06,57.38999938964844
2020-03-25,58.20000076293945
2020-06-12,58.33000183105469
2019-10-22,58.2599983215332
2020-01-09,59.779998779296875
2020-06-15,59.90999984741211
2019-10-25,58.09000015258789
2020-03-31,56.91999816894531
2020-06-18,55.06999969482422
2019-04-03,55.7400016784668
2018-08-22,56.380001068115234
2018-10-25,57.869998931884766
2019-01-29,58.02000045776367
2018-12-28,57.540000915527344
2018-11-26,58.470001220703125
2019-08-09,59.630001068115234
2019-07-08,57.93000030517578
2019-06-06,59.810001373291016
2019-09-10,59.70000076293945
2020-01-15,58.599998474121094
2020-04-03,60.689998626708984
2019-10-31,61.029998779296875
2020-04-06,59.61000061035156
2020-06-24,61.59000015258789
2018-11-09,61.08000183105469
2019-07-23,61.54999923706055
2019-06-21,60.54999923706055
2019-05-20,59.5
2019-04-18,61.0
2018-09-06,63.099998474121094
2018-10-08,62.709999084472656
2019-02-13,62.959999084472656
2018-12-11,62.970001220703125
2019-09-25,65.0
2020-01-21,65.69999694824219
2020-04-09,65.27999877929688
2019-11-06,66.6500015258789
2020-01-24,66.05000305175781
2020-01-27,66.94999694824219
2020-04-15,67.75
2018-12-26,67.75
2019-08-07,66.45999908447266
2019-06-04,63.4900016784668
2018-09-21,64.0199966430664
2018-07-19,64.5
2018-08-20,64.37999725341797
2018-10-23,61.779998779296875
2019-05-03,62.75
