Dates,MKC
2018-06-20,106.22000122070312
2018-06-21,106.1500015258789
2018-06-25,106.4800033569336
2018-06-22,107.06999969482422
2018-06-26,107.86000061035156
2018-06-27,108.27999877929688
2018-06-28,117.81999969482422
2018-06-29,117.12999725341797
2018-07-02,117.58000183105469
2018-07-03,116.61000061035156
2018-07-05,118.16999816894531
2018-07-16,119.86000061035156
2018-09-18,120.2300033569336
2019-01-24,120.0
2019-09-05,118.62000274658203
2018-11-21,119.5999984741211
2020-01-13,119.2699966430664
2020-04-01,119.33000183105469
2020-06-19,119.48999786376953
2019-10-29,119.30000305175781
2020-01-16,118.9000015258789
2020-06-22,118.41999816894531
2018-10-03,118.05000305175781
2018-07-31,117.62999725341797
2019-03-12,117.83999633789062
2019-02-08,119.56999969482422
2019-01-07,119.13999938964844
2018-12-06,117.2300033569336
2019-08-19,117.91000366210938
2019-07-18,118.4000015258789
2019-05-15,119.94000244140625
2019-09-20,122.58000183105469
2019-11-01,122.30000305175781
2020-04-07,121.86000061035156
2020-06-25,121.77999877929688
2020-06-16,121.7300033569336
2019-11-04,121.44000244140625
2020-01-22,121.52999877929688
2019-11-07,122.20999908447266
2020-04-13,124.16999816894531
2019-07-01,125.8499984741211
2019-05-30,126.54000091552734
2018-08-15,126.87000274658203
2018-10-18,126.83999633789062
2019-03-27,123.83000183105469
2019-01-22,123.95999908447266
2018-12-21,124.51000213623047
2019-09-03,124.91000366210938
2018-11-19,123.8499984741211
2019-08-02,124.33999633789062
2020-01-28,124.44999694824219
2020-04-16,125.0
2019-11-13,126.81999969482422
2020-01-31,127.86000061035156
2018-12-04,129.75999450683594
2018-11-02,130.86000061035156
2019-07-16,131.80999755859375
2018-08-30,131.8800048828125
2018-10-01,131.38999938964844
2019-06-14,131.52000427246094
2019-05-13,132.35000610351562
2019-04-11,132.8300018310547
2019-02-06,132.2899932861328
2019-09-18,131.7100067138672
2020-02-03,130.22999572753906
2020-04-22,130.92999267578125
2019-11-19,130.82000732421875
2020-02-06,130.6699981689453
2019-11-22,130.63999938964844
2019-03-25,129.57000732421875
