Dates,MKC
2018-06-20,105.19000244140625
2018-06-21,104.83000183105469
2018-06-25,104.52999877929688
2018-06-22,105.33999633789062
2018-06-26,105.5999984741211
2018-06-27,105.66000366210938
2018-06-28,108.19999694824219
2018-06-29,113.88999938964844
2018-07-02,114.80999755859375
2018-07-03,114.97000122070312
2018-07-05,115.58999633789062
2018-07-16,117.44000244140625
2018-09-18,119.18000030517578
2019-01-24,117.44000244140625
2019-09-05,117.08000183105469
2018-11-21,117.58000183105469
2020-01-13,117.58999633789062
2020-04-01,118.12000274658203
2020-06-19,118.12999725341797
2019-10-29,117.20999908447266
2020-01-16,117.16999816894531
2020-06-22,117.19999694824219
2018-10-03,116.44000244140625
2018-07-31,115.94999694824219
2019-03-12,116.3499984741211
2019-02-08,117.69000244140625
2019-01-07,117.63999938964844
2018-12-06,116.0
2019-08-19,116.36000061035156
2019-07-18,116.6500015258789
2019-05-15,117.45999908447266
2019-09-20,119.88999938964844
2019-11-01,121.41000366210938
2020-04-07,120.45999908447266
2020-06-25,120.2699966430664
2020-06-16,120.26000213623047
2019-11-04,119.63999938964844
2020-01-22,120.36000061035156
2019-11-07,120.87999725341797
2020-04-13,122.05999755859375
2019-07-01,124.5
2019-05-30,125.0199966430664
2018-08-15,125.95999908447266
2018-10-18,123.0
2019-03-27,122.33000183105469
2019-01-22,122.9800033569336
2018-12-21,123.23999786376953
2019-09-03,122.91000366210938
2018-11-19,122.55000305175781
2019-08-02,123.08000183105469
2020-01-28,123.26000213623047
2020-04-16,123.72000122070312
2019-11-13,124.52999877929688
2020-01-31,125.93000030517578
2018-12-04,126.79000091552734
2018-11-02,128.5
2019-07-16,130.6199951171875
2018-08-30,130.0
2018-10-01,129.72000122070312
2019-06-14,129.94000244140625
2019-05-13,130.80999755859375
2019-04-11,131.41000366210938
2019-02-06,129.49000549316406
2019-09-18,129.6199951171875
2020-02-03,128.75999450683594
2020-04-22,129.7899932861328
2019-11-19,129.3699951171875
2020-02-06,129.1699981689453
2019-11-22,129.10000610351562
2019-03-25,122.0
2019-02-21,128.19000244140625
2018-12-19,130.8000030517578
2018-07-12,132.19000244140625
2018-09-14,132.80999755859375
2018-08-13,132.80999755859375
2018-10-16,134.97999572753906
2019-07-31,135.17999267578125
2019-05-28,135.27999877929688
2019-04-26,134.1300048828125
2020-04-28,131.38999938964844
2019-11-25,130.9199981689453
2020-02-12,132.5500030517578
2020-05-01,134.38999938964844
2020-05-04,135.17999267578125
2019-06-12,136.6199951171875
2019-04-09,138.42999267578125
2019-03-08,139.5
2019-02-04,138.77999877929688
2018-07-27,140.5
2018-08-28,138.64999389648438
2019-01-03,136.64999389648438
2019-08-15,139.0399932861328
2018-10-31,140.1999969482422
2019-09-16,141.5
2020-02-18,143.3699951171875
2020-05-07,142.08999633789062
2018-08-17,144.0
2019-12-04,146.16000366210938
2020-02-21,148.66000366210938
2018-12-17,148.8000030517578
2019-08-30,149.16000366210938
2018-11-15,148.3699951171875
2019-07-29,146.9199981689453
2019-06-27,146.85000610351562
2019-04-24,146.66000366210938
2018-07-10,147.91000366210938
2018-09-12,148.75
2019-02-19,146.5
2019-01-18,144.10000610351562
2020-02-24,143.38999938964844
2020-05-13,143.85000610351562
2019-12-10,144.47000122070312
2020-02-27,146.05999755859375
2019-12-13,147.75999450683594
2020-05-19,148.5800018310547
2019-03-06,149.55999755859375
2018-11-30,151.1999969482422
2019-08-13,148.16000366210938
2019-07-12,149.4499969482422
2019-06-10,147.60000610351562
2019-05-09,151.47999572753906
2018-07-25,153.7899932861328
2018-09-27,153.75999450683594
2018-10-29,151.30999755859375
2019-10-16,145.1999969482422
2019-12-16,144.72999572753906
2020-03-04,141.69000244140625
2020-05-22,137.5500030517578
2019-10-01,137.77000427246094
2019-12-19,134.0500030517578
2018-09-10,134.02000427246094
2019-05-24,135.19000244140625
2018-08-09,137.44000244140625
2019-04-22,137.8000030517578
2019-03-21,134.49000549316406
2019-01-16,135.52999877929688
2019-08-28,136.08999633789062
2018-11-13,136.2899932861328
2018-10-12,137.27999877929688
2019-06-25,139.55999755859375
2020-03-10,138.32000732421875
2020-05-28,139.0
2019-10-07,138.3800048828125
2020-03-13,139.07000732421875
2019-10-10,139.0399932861328
2020-03-16,138.61000061035156
2020-06-03,138.5500030517578
2018-11-28,136.58999633789062
2018-09-25,137.61000061035156
2018-07-23,119.0
2018-08-24,121.0
2019-07-10,119.72000122070312
2019-05-07,120.05999755859375
2019-04-05,121.7300033569336
2019-03-04,122.19000244140625
2019-01-31,122.52999877929688
2019-09-12,120.48999786376953
2019-12-31,122.0199966430664
2020-03-19,122.8499984741211
2020-01-03,121.69999694824219
2020-06-09,124.11000061035156
2019-02-15,125.91000366210938
2019-01-14,126.94000244140625
2018-07-06,127.8499984741211
2018-08-07,126.95999908447266
2018-10-10,128.1199951171875
2018-12-13,128.39999389648438
2019-08-26,129.22999572753906
2019-07-25,130.58999633789062
2019-05-22,131.1699981689453
2019-03-19,132.69000244140625
2020-01-06,132.77000427246094
2020-03-25,132.2100067138672
2020-06-12,134.63999938964844
2019-10-22,135.60000610351562
2020-01-09,133.3699951171875
2020-06-15,134.9600067138672
2019-10-25,135.4199981689453
2020-03-31,135.47000122070312
2020-06-18,135.75999450683594
2019-04-03,136.61000061035156
2018-08-22,137.64999389648438
2018-10-25,138.4600067138672
2019-01-29,138.80999755859375
2018-12-28,138.50999450683594
2018-11-26,139.6199951171875
2019-08-09,139.50999450683594
2019-07-08,138.94000244140625
2019-06-06,138.77999877929688
2019-09-10,141.9600067138672
2020-01-15,141.94000244140625
2020-04-03,143.9499969482422
2019-10-31,145.6699981689453
2020-04-06,147.0500030517578
2020-06-24,148.49000549316406
2018-11-09,148.61000061035156
2019-07-23,149.22999572753906
2019-06-21,149.55999755859375
2019-05-20,150.7100067138672
2019-04-18,150.5399932861328
2018-09-06,148.7899932861328
2018-10-08,152.33999633789062
2019-02-13,153.17999267578125
2018-12-11,153.33999633789062
2019-09-25,153.05999755859375
2020-01-21,153.67999267578125
2020-04-09,152.69000244140625
2019-11-06,151.8699951171875
2020-01-24,151.1300048828125
2020-01-27,151.67999267578125
2020-04-15,150.9600067138672
2018-12-26,150.42999267578125
2019-08-07,149.5399932861328
2019-06-04,150.6699981689453
2018-09-21,152.27999877929688
2018-07-19,153.07000732421875
2018-08-20,152.36000061035156
2018-10-23,150.67999267578125
2019-05-03,151.9499969482422
2019-04-01,151.02000427246094
2019-02-28,151.72000122070312
2019-11-12,152.5800018310547
2020-01-30,153.14999389648438
2019-11-15,153.5800018310547
2020-04-21,152.0
2019-04-16,154.02999877929688
2019-03-15,153.7100067138672
2019-02-11,154.25999450683594
2019-01-10,154.47000122070312
2019-08-22,154.27999877929688
2018-11-07,153.49000549316406
2018-08-03,152.8000030517578
2018-09-04,154.33999633789062
2019-06-19,154.60000610351562
2019-09-23,152.7899932861328
2019-11-18,152.10000610351562
2020-02-05,153.25
2020-04-24,153.50999450683594
2019-03-29,155.4199981689453
2019-11-21,152.7100067138672
2020-04-27,153.47999572753906
2020-02-11,155.58999633789062
2020-04-30,157.3000030517578
2019-05-01,156.19000244140625
2019-02-26,156.07000732421875
2019-01-25,156.30999755859375
2018-12-24,154.80999755859375
2019-09-06,156.1999969482422
2018-07-17,153.41000366210938
2018-09-19,153.1699981689453
2019-08-05,153.22999572753906
2019-10-08,154.22000122070312
2019-12-11,154.25999450683594
2019-11-27,153.24000549316406
2020-02-14,152.69000244140625
2020-05-06,148.66000366210938
2019-01-08,146.0
2018-12-07,150.41000366210938
2019-08-20,154.33999633789062
2018-11-05,155.25999450683594
2019-07-19,157.99000549316406
2018-10-04,159.57000732421875
2019-06-17,159.3699951171875
2019-05-16,157.72000122070312
2018-08-01,157.2100067138672
2019-03-13,155.9499969482422
2019-12-03,156.49000549316406
2020-02-20,158.55999755859375
2019-12-06,158.8699951171875
2020-05-12,159.35000610351562
2019-12-09,159.63999938964844
2020-02-26,158.72000122070312
2020-05-15,158.2899932861328
2019-03-28,158.1699981689453
2018-09-17,156.75
2018-08-16,157.77000427246094
2018-10-19,160.02999877929688
2019-04-29,160.86000061035156
2019-01-23,160.74000549316406
2019-09-04,157.02000427246094
2018-11-20,157.27999877929688
2019-07-02,157.6699981689453
2019-05-31,153.92999267578125
2019-12-12,154.17999267578125
2020-05-18,153.7899932861328
2019-09-27,159.0399932861328
2020-03-03,161.88999938964844
2020-05-21,163.19000244140625
2019-05-14,164.9499969482422
2018-08-31,165.9499969482422
2018-07-30,166.6300048828125
2018-10-02,166.6300048828125
2019-04-12,164.86000061035156
2019-03-11,160.5500030517578
2019-02-07,159.5
2019-07-17,160.52000427246094
2019-09-19,160.05999755859375
2019-10-21,160.6999969482422
2019-12-18,160.94000244140625
2020-03-06,162.25999450683594
2019-10-03,162.74000549316406
2020-03-09,162.69000244140625
2020-05-27,162.1999969482422
2019-12-24,163.1699981689453
2020-03-12,163.0800018310547
2018-12-20,163.50999450683594
2019-08-01,160.5500030517578
2018-08-14,154.10000610351562
2018-07-13,154.94000244140625
2018-10-17,157.5800018310547
2019-05-29,155.8300018310547
2019-03-26,156.25
2019-02-22,158.58999633789062
2019-10-04,157.42999267578125
2019-11-05,159.19000244140625
2019-12-27,160.08999633789062
2020-06-02,159.7100067138672
2019-12-30,158.8699951171875
2020-03-18,159.36000061035156
2020-06-05,160.27000427246094
2019-07-15,155.92999267578125
2018-12-03,156.00999450683594
2019-06-13,158.64999389648438
2019-01-04,162.50999450683594
2018-08-29,164.89999389648438
2019-02-05,166.7899932861328
2018-11-01,166.75999450683594
2019-08-16,166.63999938964844
2019-04-10,164.36000061035156
2019-09-17,164.35000610351562
2019-10-15,164.0500030517578
2020-01-02,162.75999450683594
2020-06-08,160.82000732421875
2019-10-18,159.75
2020-03-24,160.4600067138672
2020-06-11,161.52999877929688
2020-01-08,161.1699981689453
2019-04-25,160.4600067138672
2019-07-30,159.1999969482422
2019-02-20,158.94000244140625
2018-07-11,158.19000244140625
2018-09-13,159.00999450683594
2018-10-15,160.02000427246094
2019-06-28,161.4499969482422
2018-12-18,160.0
2018-11-16,160.22000122070312
2019-10-02,157.61000061035156
2020-03-27,157.86000061035156
2020-01-10,158.72000122070312
2019-10-24,157.88999938964844
2020-03-30,158.49000549316406
2020-06-17,159.35000610351562
2020-01-14,159.60000610351562
2020-04-02,160.75999450683594
2019-01-02,162.6699981689453
2019-08-14,160.6999969482422
2018-10-30,160.92999267578125
2019-06-11,164.61000061035156
2019-05-10,165.44000244140625
2019-04-08,166.0
2018-08-27,164.5
2018-07-26,165.75
2018-09-28,166.14999389648438
2019-03-07,167.75
2019-10-30,168.88999938964844
2020-01-17,167.92999267578125
2020-06-23,168.17999267578125
2020-04-08,169.33999633789062
2020-06-26,170.4499969482422
2019-03-22,171.55999755859375
2019-01-17,171.58999633789062
2019-08-29,168.00999450683594
2018-11-14,169.10000610351562
2019-06-26,166.3300018310547
2018-09-11,165.6699981689453
2018-07-09,167.0800018310547
2018-08-10,166.7100067138672
2019-04-23,166.47999572753906
2019-09-30,167.1999969482422
2020-01-23,168.2100067138672
2019-11-08,167.14999389648438
2020-04-14,167.22000122070312
2019-11-11,167.8699951171875
2020-01-29,169.82000732421875
2020-04-17,168.9499969482422
2018-07-24,169.6699981689453
2018-09-26,167.3699951171875
2019-05-08,167.1300048828125
2019-03-05,169.6199951171875
2019-02-01,168.16000366210938
2018-12-31,167.3000030517578
2018-11-29,161.11000061035156
2019-08-12,161.72000122070312
2019-07-11,164.3000030517578
2019-09-13,165.50999450683594
2019-11-14,167.1699981689453
2020-04-20,166.1199951171875
2020-02-04,166.97999572753906
2020-04-23,168.72999572753906
