Dates,MKC
2018-06-20,105.75
2018-06-21,105.9000015258789
2018-06-25,104.52999877929688
2018-06-22,106.05000305175781
2018-06-26,106.9000015258789
2018-06-27,106.63999938964844
2018-06-28,109.25
2018-06-29,115.08999633789062
2018-07-02,116.16999816894531
2018-07-03,116.13999938964844
2018-07-05,116.0
2018-07-16,118.27999877929688
2018-09-18,119.87000274658203
2019-01-24,119.5199966430664
2019-09-05,117.86000061035156
2018-11-21,119.12999725341797
2020-01-13,117.62000274658203
2020-04-01,119.1500015258789
2020-06-19,118.12999725341797
2019-10-29,119.30000305175781
2020-01-16,117.2699966430664
2020-06-22,118.41999816894531
2018-10-03,117.8499984741211
2018-07-31,117.23999786376953
2019-03-12,116.9800033569336
2019-02-08,118.44999694824219
2019-01-07,119.06999969482422
2018-12-06,117.19000244140625
2019-08-19,117.12000274658203
2019-07-18,117.69000244140625
2019-05-15,117.4800033569336
2019-09-20,120.04000091552734
2019-11-01,121.91999816894531
2020-04-07,121.80000305175781
2020-06-25,120.9800033569336
2020-06-16,121.30999755859375
2019-11-04,120.30000305175781
2020-01-22,121.18000030517578
2019-11-07,121.05999755859375
2020-04-13,122.08999633789062
2019-07-01,124.5
2019-05-30,125.29000091552734
2018-08-15,126.55999755859375
2018-10-18,126.48999786376953
2019-03-27,123.5
2019-01-22,123.1500015258789
2018-12-21,123.9000015258789
2019-09-03,124.70999908447266
2018-11-19,123.36000061035156
2019-08-02,123.72000122070312
2020-01-28,123.70999908447266
2020-04-16,124.05999755859375
2019-11-13,124.52999877929688
2020-01-31,126.22000122070312
2018-12-04,127.5
2018-11-02,129.14999389648438
2019-07-16,130.8300018310547
2018-08-30,131.4600067138672
2018-10-01,130.49000549316406
2019-06-14,131.52000427246094
2019-05-13,131.27000427246094
2019-04-11,132.2100067138672
2019-02-06,132.2899932861328
2019-09-18,131.10000610351562
2020-02-03,130.0
2020-04-22,130.14999389648438
2019-11-19,130.0
2020-02-06,129.7899932861328
2019-11-22,129.32000732421875
2019-03-25,124.5
2019-02-21,128.50999450683594
2018-12-19,132.0
