Dates,MKC
2020-02-04,168.67999267578125
2020-04-23,171.14999389648438
2018-12-14,172.52999877929688
2019-08-27,172.77000427246094
2018-08-08,172.6699981689453
2018-10-11,172.7100067138672
2018-11-12,166.05999755859375
2019-07-26,167.41000366210938
2019-06-24,165.50999450683594
2019-05-23,163.3699951171875
2019-03-20,163.16000366210938
2019-01-15,160.6999969482422
2019-11-20,162.00999450683594
2020-02-07,162.1199951171875
2020-02-10,163.11000061035156
2020-04-29,163.61000061035156
2019-11-26,163.25
2020-02-13,165.0399932861328
2019-01-30,167.0800018310547
2018-08-23,166.83999633789062
2018-09-24,164.91000366210938
2018-11-27,164.02999877929688
2018-10-26,163.8300018310547
2019-07-09,162.1999969482422
2019-06-07,160.99000549316406
2019-05-06,158.3699951171875
2019-04-04,153.11000061035156
2019-09-11,150.25999450683594
2019-11-29,146.19000244140625
2020-05-05,152.47000122070312
2019-12-02,149.89999389648438
2020-02-19,153.8800048828125
2020-05-08,153.5399932861328
2019-05-21,150.63999938964844
2019-03-18,144.02999877929688
2018-09-07,151.52999877929688
2018-08-06,146.61000061035156
2018-10-09,131.17999267578125
2019-02-14,135.0
2018-12-12,120.37000274658203
2019-07-24,138.6999969482422
2019-09-26,141.02999877929688
2019-10-28,125.62999725341797
2019-12-05,124.54000091552734
2020-05-11,113.83000183105469
2019-07-03,124.93000030517578
2020-02-25,124.19000244140625
2020-05-14,131.63999938964844
2020-02-28,132.2899932861328
2019-08-08,143.14999389648438
2019-06-05,141.2100067138672
2018-07-20,138.6199951171875
2018-08-21,145.2100067138672
2018-10-24,146.8800048828125
2019-04-02,152.00999450683594
2019-03-01,150.3000030517578
2019-01-28,149.10000610351562
2018-12-27,154.3000030517578
2019-09-09,148.69000244140625
2020-03-02,153.19000244140625
2020-05-20,152.55999755859375
2019-12-17,155.4199981689453
2020-03-05,156.88999938964844
2019-02-12,156.1199951171875
2019-01-11,151.17999267578125
2018-12-10,153.3699951171875
2019-08-23,151.6199951171875
2018-11-08,154.25999450683594
2019-07-22,156.8699951171875
2019-06-20,156.6999969482422
2018-09-05,156.4600067138672
2019-04-17,156.83999633789062
2019-09-24,154.4199981689453
2019-12-20,157.38999938964844
2020-05-26,160.2100067138672
2019-04-30,160.22000122070312
2019-12-23,160.86000061035156
2020-03-11,164.02999877929688
2020-05-29,164.85000610351562
2019-12-26,168.6199951171875
2020-06-01,168.52000427246094
2019-05-02,175.52000427246094
2019-02-27,177.97999572753906
2018-11-23,176.3300018310547
2019-08-06,172.52000427246094
2018-07-18,173.58999633789062
2018-09-20,170.55999755859375
2018-10-22,171.8699951171875
2019-07-05,171.02999877929688
2019-06-03,172.0
2019-10-09,172.50999450683594
2019-10-11,175.16000366210938
2020-03-17,176.57000732421875
2020-06-04,175.4199981689453
2019-10-14,174.3000030517578
2020-03-20,170.77000427246094
2018-11-06,170.8300018310547
2019-06-18,172.77000427246094
2019-05-17,171.10000610351562
2019-04-15,172.41000366210938
2019-03-14,167.83999633789062
2019-01-09,166.5399932861328
2018-08-02,170.39999389648438
2018-10-05,172.97000122070312
2019-08-21,174.13999938964844
2019-10-17,173.8800048828125
2020-03-23,172.1999969482422
2020-06-10,172.6999969482422
2019-02-25,172.41000366210938
2020-01-07,172.27000427246094
2020-03-26,178.5399932861328
2019-10-23,176.25
