Dates,WST
2019-09-16,907400.0
2020-02-18,398000.0
2020-05-07,299300.0
2018-08-17,292800.0
2019-12-04,239900.0
2020-02-21,376700.0
2018-12-17,371300.0
2019-08-30,377200.0
2018-11-15,380400.0
2019-07-29,229600.0
2019-06-27,177100.0
2019-04-24,215300.0
2018-07-10,224500.0
2018-09-12,241400.0
2019-02-19,259800.0
2019-01-18,224600.0
2020-02-24,100200.0
2020-05-13,408500.0
2019-12-10,204400.0
2020-02-27,293600.0
2019-12-13,261600.0
2020-05-19,344000.0
2019-03-06,279700.0
2018-11-30,354400.0
2019-08-13,446000.0
2019-07-12,404500.0
2019-06-10,493200.0
2019-05-09,466100.0
2018-07-25,441200.0
2018-09-27,363900.0
2018-10-29,282400.0
2019-10-16,407900.0
2019-12-16,351100.0
2020-03-04,350400.0
2020-05-22,322600.0
2019-10-01,1022600.0
2019-12-19,240300.0
2018-09-10,265400.0
2019-05-24,449100.0
2018-08-09,322000.0
2019-04-22,439200.0
2019-03-21,337900.0
2019-01-16,482600.0
2019-08-28,818600.0
2018-11-13,362300.0
2018-10-12,383500.0
2019-06-25,241400.0
2020-03-10,227500.0
2020-05-28,156800.0
2019-10-07,277400.0
2020-03-13,269600.0
2019-10-10,265900.0
2020-03-16,612500.0
2020-06-03,482900.0
2018-11-28,396200.0
2018-09-25,244800.0
2018-07-23,192500.0
2018-08-24,241900.0
2019-07-10,228000.0
2019-05-07,262600.0
2019-04-05,400600.0
2019-03-04,371900.0
2019-01-31,856200.0
2019-09-12,606100.0
2019-12-31,321700.0
2020-03-19,408500.0
2020-01-03,419300.0
2020-06-09,602600.0
2019-02-15,705100.0
2019-01-14,429700.0
2018-07-06,627700.0
2018-08-07,1187600.0
2018-10-10,1215700.0
2018-12-13,1877200.0
2019-08-26,1202600.0
2019-07-25,448100.0
2019-05-22,338400.0
2019-03-19,475300.0
2020-01-06,344700.0
2020-03-25,182900.0
2020-06-12,519000.0
2019-10-22,447100.0
2020-01-09,441500.0
2020-06-15,421700.0
2019-10-25,447100.0
2020-03-31,325700.0
2020-06-18,356100.0
2019-04-03,200800.0
2018-08-22,326500.0
2018-10-25,595000.0
2019-01-29,481800.0
2018-12-28,880800.0
2018-11-26,369400.0
2019-08-09,471500.0
2019-07-08,257300.0
2019-06-06,328400.0
2019-09-10,232200.0
2020-01-15,441400.0
2020-04-03,301400.0
2019-10-31,403700.0
2020-04-06,488200.0
2020-06-24,486000.0
2018-11-09,608500.0
2019-07-23,337600.0
2019-06-21,473500.0
2019-05-20,364000.0
2019-04-18,291800.0
2018-09-06,263700.0
2018-10-08,286600.0
2019-02-13,240900.0
2018-12-11,277800.0
2019-09-25,323600.0
2020-01-21,421600.0
2020-04-09,429700.0
2019-11-06,317100.0
2020-01-24,379800.0
2020-01-27,393900.0
2020-04-15,286800.0
2018-12-26,385900.0
2019-08-07,779500.0
2019-06-04,459200.0
2018-09-21,368100.0
2018-07-19,226500.0
2018-08-20,426100.0
2018-10-23,208700.0
2019-05-03,433500.0
2019-04-01,444000.0
2019-02-28,279700.0
2019-11-12,307900.0
2020-01-30,180800.0
2019-11-15,192200.0
2020-04-21,201700.0
2019-04-16,470300.0
2019-03-15,214100.0
2019-02-11,349000.0
2019-01-10,176200.0
2019-08-22,354400.0
2018-11-07,241400.0
2018-08-03,132300.0
2018-09-04,196100.0
2019-06-19,154700.0
2019-09-23,141500.0
2019-11-18,161600.0
2020-02-05,124400.0
2020-04-24,212200.0
2019-03-29,279000.0
2019-11-21,185200.0
2020-04-27,244800.0
2020-02-11,182000.0
2020-04-30,251600.0
2019-05-01,243500.0
2019-02-26,168600.0
2019-01-25,190700.0
2018-12-24,258800.0
2019-09-06,170000.0
2018-07-17,245600.0
2018-09-19,191300.0
2019-08-05,200400.0
2019-10-08,158700.0
2019-12-11,382700.0
2019-11-27,178300.0
2020-02-14,256800.0
2020-05-06,263900.0
2019-01-08,248400.0
2018-12-07,1071700.0
2019-08-20,261700.0
2018-11-05,258600.0
2019-07-19,239100.0
2018-10-04,174700.0
2019-06-17,193000.0
2019-05-16,198300.0
2018-08-01,221700.0
2019-03-13,143000.0
2019-12-03,188800.0
2020-02-20,258700.0
2019-12-06,151800.0
2020-05-12,249100.0
2019-12-09,359500.0
2020-02-26,292100.0
2020-05-15,330300.0
2019-03-28,238200.0
2018-09-17,431500.0
2018-08-16,1148600.0
2018-10-19,657700.0
2019-04-29,512600.0
2019-01-23,559500.0
2019-09-04,472200.0
2018-11-20,332600.0
2019-07-02,322900.0
2019-05-31,547400.0
2019-12-12,353400.0
2020-05-18,321600.0
2019-09-27,423900.0
2020-03-03,320900.0
2020-05-21,165200.0
2019-05-14,287500.0
2018-08-31,268200.0
2018-07-30,143900.0
2018-10-02,161100.0
2019-04-12,171600.0
2019-03-11,164500.0
2019-02-07,216000.0
2019-07-17,188800.0
2019-09-19,203000.0
2019-10-21,175100.0
2019-12-18,212700.0
2020-03-06,146600.0
2019-10-03,153200.0
2020-03-09,259400.0
2020-05-27,291800.0
2019-12-24,339200.0
2020-03-12,226400.0
2018-12-20,252400.0
2019-08-01,504500.0
2018-08-14,600900.0
2018-07-13,436600.0
2018-10-17,207000.0
2019-05-29,325900.0
2019-03-26,389900.0
2019-02-22,317600.0
2019-10-04,290200.0
2019-11-05,270700.0
2019-12-27,726400.0
2020-06-02,339600.0
2019-12-30,547500.0
2020-03-18,337700.0
2020-06-05,274400.0
2019-07-15,280500.0
2018-12-03,318300.0
2019-06-13,262200.0
2019-01-04,416800.0
2018-08-29,692000.0
2019-02-05,611800.0
2018-11-01,327900.0
2019-08-16,571400.0
2019-04-10,245300.0
2019-09-17,204200.0
2019-10-15,247400.0
2020-01-02,159800.0
2020-06-08,299900.0
2019-10-18,327700.0
2020-03-24,447600.0
2020-06-11,268700.0
2020-01-08,246400.0
2019-04-25,330900.0
2019-07-30,820400.0
2019-02-20,719700.0
2018-07-11,412900.0
2018-09-13,304000.0
2018-10-15,362600.0
2019-06-28,408800.0
2018-12-18,413900.0
2018-11-16,307000.0
2019-10-02,358500.0
2020-03-27,510100.0
2020-01-10,546200.0
2019-10-24,275900.0
2020-03-30,543300.0
2020-06-17,241100.0
2020-01-14,370900.0
2020-04-02,365300.0
2019-01-02,206800.0
2019-08-14,276800.0
2018-10-30,341900.0
2019-06-11,322400.0
2019-05-10,530400.0
2019-04-08,367400.0
2018-08-27,286300.0
2018-07-26,458300.0
2018-09-28,3416800.0
2019-03-07,472300.0
2019-10-30,157800.0
2020-01-17,592800.0
2020-06-23,372500.0
2020-04-08,563100.0
2020-06-26,293900.0
2019-03-22,430900.0
2019-01-17,247600.0
2019-08-29,267900.0
2018-11-14,287300.0
2019-06-26,449800.0
2018-09-11,341600.0
2018-07-09,500100.0
2018-08-10,444400.0
2019-04-23,343100.0
2019-09-30,558800.0
2020-01-23,532300.0
2019-11-08,155500.0
2020-04-14,83600.0
2019-11-11,118300.0
2020-01-29,176300.0
2020-04-17,200800.0
2018-07-24,480600.0
2018-09-26,527800.0
2019-05-08,316100.0
2019-03-05,331900.0
2019-02-01,289800.0
2018-12-31,533900.0
2018-11-29,726600.0
2019-08-12,469500.0
2019-07-11,606300.0
2019-09-13,453500.0
2019-11-14,415100.0
2020-04-20,452600.0
2020-02-04,348400.0
2020-04-23,311300.0
2018-12-14,506200.0
2019-08-27,814600.0
2018-08-08,391200.0
2018-10-11,615500.0
2018-11-12,204800.0
2019-07-26,261200.0
2019-06-24,331600.0
2019-05-23,567900.0
2019-03-20,324100.0
2019-01-15,376800.0
2019-11-20,474900.0
2020-02-07,197300.0
2020-02-10,227100.0
2020-04-29,182300.0
2019-11-26,247100.0
2020-02-13,464600.0
2019-01-30,615000.0
2018-08-23,396900.0
2018-09-24,477900.0
2018-11-27,473500.0
2018-10-26,481500.0
2019-07-09,307100.0
2019-06-07,337600.0
2019-05-06,448300.0
2019-04-04,483200.0
2019-09-11,468100.0
2019-11-29,834400.0
2020-05-05,446500.0
2019-12-02,485900.0
2020-02-19,489200.0
2020-05-08,301300.0
2019-05-21,552300.0
2019-03-18,735800.0
2018-09-07,571800.0
2018-08-06,1013700.0
2018-10-09,1054200.0
2019-02-14,930800.0
2018-12-12,971800.0
2019-07-24,891200.0
2019-09-26,823100.0
2019-10-28,683900.0
2019-12-05,709600.0
2020-05-11,555400.0
2019-07-03,623400.0
2020-02-25,483100.0
2020-05-14,671400.0
2020-02-28,546600.0
2019-08-08,445100.0
2019-06-05,555600.0
2018-07-20,481000.0
2018-08-21,495200.0
2018-10-24,604600.0
2019-04-02,351500.0
2019-03-01,535800.0
2019-01-28,401300.0
2018-12-27,380400.0
2019-09-09,336000.0
2020-03-02,355600.0
2020-05-20,389400.0
2019-12-17,363400.0
2020-03-05,408500.0
2019-02-12,318400.0
2019-01-11,359500.0
2018-12-10,751500.0
2019-08-23,1013600.0
2018-11-08,885000.0
2019-07-22,456000.0
2019-06-20,335300.0
2018-09-05,516800.0
2019-04-17,682400.0
2019-09-24,352500.0
2019-12-20,397200.0
2020-05-26,426600.0
2019-04-30,362300.0
2019-12-23,413400.0
2020-03-11,387900.0
2020-05-29,785800.0
2019-12-26,505900.0
2020-06-01,475100.0
2019-05-02,447600.0
2019-02-27,847200.0
2018-11-23,429400.0
2019-08-06,1203000.0
2018-07-18,1083600.0
2018-09-20,16495700.0
2018-10-22,536300.0
2019-07-05,729200.0
2019-06-03,915900.0
2019-10-09,755800.0
2019-10-11,1589400.0
2020-03-17,443200.0
2020-06-04,526400.0
2019-10-14,464200.0
2020-03-20,492600.0
2018-11-06,546600.0
2019-06-18,660600.0
2019-05-17,470100.0
2019-04-15,598200.0
2019-03-14,609700.0
2019-01-09,681500.0
2018-08-02,707700.0
2018-10-05,467600.0
2019-08-21,779900.0
2019-10-17,692600.0
2020-03-23,1186900.0
2020-06-10,759400.0
2019-02-25,922700.0
2020-01-07,651300.0
2020-03-26,566900.0
2019-10-23,1649200.0
