Dates,WST
2018-06-20,213000.0
2018-06-21,281400.0
2018-06-25,786700.0
2018-06-22,195600.0
2018-06-26,290900.0
2018-06-27,325700.0
2018-06-28,514400.0
2018-06-29,514700.0
2018-07-02,353100.0
2018-07-03,137000.0
2018-07-05,475000.0
2018-07-16,253800.0
2018-09-18,301000.0
2019-01-24,379900.0
2019-09-05,324500.0
2018-11-21,393800.0
2020-01-13,457700.0
2020-04-01,403600.0
2020-06-19,326100.0
2019-10-29,469200.0
2020-01-16,453700.0
2020-06-22,329900.0
2018-10-03,199900.0
2018-07-31,270800.0
2019-03-12,305400.0
2019-02-08,1410500.0
2019-01-07,541200.0
2018-12-06,436000.0
2019-08-19,409900.0
2019-07-18,410200.0
2019-05-15,427200.0
2019-09-20,398900.0
2019-11-01,228700.0
2020-04-07,517800.0
2020-06-25,249800.0
2020-06-16,145000.0
2019-11-04,194800.0
2020-01-22,207500.0
2019-11-07,467100.0
2020-04-13,312900.0
2019-07-01,393300.0
2019-05-30,137100.0
2018-08-15,260500.0
2018-10-18,263300.0
2019-03-27,181700.0
2019-01-22,156100.0
2018-12-21,184400.0
2019-09-03,303300.0
2018-11-19,397500.0
2019-08-02,456300.0
2020-01-28,210000.0
2020-04-16,228500.0
2019-11-13,371200.0
2020-01-31,292600.0
2018-12-04,377800.0
2018-11-02,229100.0
2019-07-16,227200.0
2018-08-30,174700.0
2018-10-01,268700.0
2019-06-14,399200.0
2019-05-13,466000.0
2019-04-11,340100.0
2019-02-06,329900.0
2019-09-18,363000.0
2020-02-03,504200.0
2020-04-22,503300.0
2019-11-19,538200.0
2020-02-06,280700.0
2019-11-22,355300.0
2019-03-25,307500.0
2019-02-21,656500.0
2018-12-19,245800.0
2018-07-12,270200.0
2018-09-14,729000.0
2018-08-13,376700.0
2018-10-16,208300.0
2019-07-31,208000.0
2019-05-28,261200.0
2019-04-26,493400.0
2020-04-28,565600.0
2019-11-25,242800.0
2020-02-12,161900.0
2020-05-01,212400.0
2020-05-04,187900.0
2019-06-12,228700.0
2019-04-09,237300.0
2019-03-08,186700.0
2019-02-04,499900.0
2018-07-27,341500.0
2018-08-28,952500.0
2019-01-03,484500.0
2019-08-15,595200.0
2018-10-31,380700.0
