Dates,WST
2018-06-20,102.13999938964844
2018-06-21,102.0
2018-06-25,101.77999877929688
2018-06-22,101.05999755859375
2018-06-26,99.63999938964844
2018-06-27,100.0
2018-06-28,98.70999908447266
2018-06-29,99.81999969482422
2018-07-02,98.80999755859375
2018-07-03,99.61000061035156
2018-07-05,99.61000061035156
2018-07-16,100.80999755859375
2018-09-18,101.61000061035156
2019-01-24,101.58000183105469
2019-09-05,100.73999786376953
2018-11-21,100.8499984741211
2020-01-13,101.08000183105469
2020-04-01,100.37000274658203
2020-06-19,99.19000244140625
2019-10-29,98.95999908447266
2020-01-16,99.72000122070312
2020-06-22,100.0199966430664
2018-10-03,100.12000274658203
2018-07-31,100.69000244140625
2019-03-12,99.9000015258789
2019-02-08,113.29000091552734
2019-01-07,112.58999633789062
2018-12-06,110.4000015258789
2019-08-19,110.80000305175781
2019-07-18,111.5199966430664
2019-05-15,114.79000091552734
2019-09-20,115.66999816894531
2019-11-01,116.05000305175781
2020-04-07,116.70999908447266
2020-06-25,116.69000244140625
2020-06-16,116.23999786376953
2019-11-04,116.04000091552734
2020-01-22,116.55999755859375
2019-11-07,117.75
2020-04-13,117.12000274658203
2019-07-01,115.36000061035156
2019-05-30,116.37999725341797
2018-08-15,116.69000244140625
2018-10-18,116.43000030517578
2019-03-27,116.12999725341797
2019-01-22,116.37000274658203
2018-12-21,117.05000305175781
2019-09-03,117.66999816894531
2018-11-19,118.05000305175781
2019-08-02,117.83999633789062
2020-01-28,117.4000015258789
2020-04-16,117.51000213623047
2019-11-13,117.27999877929688
2020-01-31,116.9800033569336
2018-12-04,117.05000305175781
2018-11-02,117.16999816894531
2019-07-16,117.5
2018-08-30,117.2300033569336
2018-10-01,117.76000213623047
2019-06-14,119.44999694824219
2019-05-13,121.13999938964844
2019-04-11,121.05999755859375
2019-02-06,120.29000091552734
2019-09-18,120.33999633789062
2020-02-03,122.0
2020-04-22,121.98999786376953
2019-11-19,124.51000213623047
2020-02-06,123.47000122070312
2019-11-22,123.88999938964844
2019-03-25,122.97000122070312
2019-02-21,123.91000366210938
2018-12-19,125.08999633789062
2018-07-12,123.54000091552734
2018-09-14,124.76000213623047
2018-08-13,123.06999969482422
2018-10-16,121.0
2019-07-31,121.30000305175781
2019-05-28,120.6500015258789
2019-04-26,118.55999755859375
2020-04-28,115.4800033569336
2019-11-25,116.7300033569336
2020-02-12,116.44999694824219
2020-05-01,119.5199966430664
2020-05-04,119.52999877929688
2019-06-12,119.4000015258789
2019-04-09,117.08000183105469
2019-03-08,114.55000305175781
2019-02-04,114.33000183105469
2018-07-27,116.76000213623047
2018-08-28,111.45999908447266
2019-01-03,103.05999755859375
2019-08-15,102.98999786376953
2018-10-31,104.69999694824219
2019-09-16,107.68000030517578
2020-02-18,107.05000305175781
2020-05-07,107.47000122070312
2018-08-17,107.95999908447266
2019-12-04,108.37999725341797
2020-02-21,111.20999908447266
2018-12-17,112.80999755859375
2019-08-30,111.93000030517578
2018-11-15,111.05999755859375
2019-07-29,109.4000015258789
2019-06-27,108.22000122070312
2019-04-24,109.05999755859375
2018-07-10,111.01000213623047
2018-09-12,110.13999938964844
2019-02-19,106.5199966430664
2019-01-18,107.0
2020-02-24,107.04000091552734
2020-05-13,108.0
2019-12-10,106.23999786376953
2020-02-27,108.25
2019-12-13,110.08000183105469
2020-05-19,110.3499984741211
2019-03-06,111.62999725341797
2018-11-30,111.02999877929688
2019-08-13,108.55000305175781
2019-07-12,109.22000122070312
2019-06-10,108.76000213623047
2019-05-09,109.5999984741211
2018-07-25,109.4000015258789
2018-09-27,108.6500015258789
2018-10-29,106.75
2019-10-16,105.0199966430664
2019-12-16,105.61000061035156
2020-03-04,102.52999877929688
2020-05-22,99.31999969482422
2019-10-01,99.12999725341797
2019-12-19,94.66999816894531
2018-09-10,96.56999969482422
2019-05-24,96.3499984741211
2018-08-09,97.36000061035156
2019-04-22,98.30000305175781
2019-03-21,97.4000015258789
2019-01-16,96.52999877929688
2019-08-28,98.69999694824219
2018-11-13,99.5
2018-10-12,101.86000061035156
2019-06-25,104.51000213623047
2020-03-10,104.0
2020-05-28,103.91000366210938
2019-10-07,104.0
2020-03-13,104.54000091552734
2019-10-10,105.4000015258789
2020-03-16,105.66000366210938
2020-06-03,105.5
2018-11-28,104.69000244140625
2018-09-25,106.58000183105469
2018-07-23,105.81999969482422
2018-08-24,107.38999938964844
2019-07-10,106.8499984741211
2019-05-07,106.30000305175781
2019-04-05,106.54000091552734
2019-03-04,108.55999755859375
2019-01-31,108.91999816894531
2019-09-12,105.0999984741211
2019-12-31,106.16999816894531
2020-03-19,104.54000091552734
2020-01-03,104.19000244140625
2020-06-09,103.5999984741211
2019-02-15,104.3499984741211
2019-01-14,105.1500015258789
2018-07-06,105.9800033569336
2018-08-07,105.44999694824219
2018-10-10,102.83999633789062
2018-12-13,103.27999877929688
2019-08-26,103.0
2019-07-25,105.18000030517578
2019-05-22,104.61000061035156
2019-03-19,105.93000030517578
2020-01-06,105.27999877929688
2020-03-25,104.5
2020-06-12,105.27999877929688
2019-10-22,107.0
2020-01-09,106.25
2020-06-15,105.08000183105469
2019-10-25,105.0999984741211
2020-03-31,103.25
2020-06-18,102.27999877929688
2019-04-03,103.16000366210938
2018-08-22,103.69999694824219
2018-10-25,105.41999816894531
2019-01-29,106.18000030517578
2018-12-28,106.70999908447266
2018-11-26,106.0999984741211
2019-08-09,106.4800033569336
2019-07-08,106.05000305175781
2019-06-06,107.3499984741211
2019-09-10,106.8499984741211
2020-01-15,105.2699966430664
2020-04-03,106.2699966430664
2019-10-31,106.86000061035156
2020-04-06,108.76000213623047
2020-06-24,110.38999938964844
2018-11-09,112.38999938964844
2019-07-23,111.80999755859375
2019-06-21,112.87999725341797
2019-05-20,112.27999877929688
2019-04-18,113.94000244140625
2018-09-06,113.18000030517578
2018-10-08,113.6500015258789
2019-02-13,114.66000366210938
2018-12-11,114.66999816894531
2019-09-25,116.11000061035156
2020-01-21,117.16000366210938
2020-04-09,117.38999938964844
2019-11-06,114.38999938964844
2020-01-24,112.69999694824219
2020-01-27,112.54000091552734
2020-04-15,115.41000366210938
2018-12-26,116.05999755859375
2019-08-07,123.08999633789062
2019-06-04,124.0999984741211
2018-09-21,123.80999755859375
2018-07-19,123.94000244140625
2018-08-20,123.19999694824219
2018-10-23,122.01000213623047
2019-05-03,123.19000244140625
2019-04-01,123.05999755859375
