Dates,WST
2018-06-20,100.88961029052734
2018-06-21,99.93894958496094
2018-06-25,100.00826263427734
2018-06-22,97.68112182617188
2018-06-26,98.35450744628906
2018-06-27,97.09685516357422
2018-06-28,97.7207260131836
2018-06-29,98.3248062133789
2018-07-02,97.73062896728516
2018-07-03,97.95840454101562
2018-07-05,98.44364166259766
2018-07-16,99.58245849609375
2018-09-18,100.04789733886719
2019-01-24,99.82013702392578
2019-09-05,99.02790832519531
2018-11-21,99.6022720336914
2020-01-13,99.05760955810547
2020-04-01,97.49297332763672
2020-06-19,98.04832458496094
2019-10-29,97.19547271728516
2020-01-16,98.64332580566406
2020-06-22,98.78216552734375
2018-10-03,99.24825286865234
2018-07-31,98.16732025146484
2019-03-12,98.8416748046875
2019-02-08,109.92874145507812
2019-01-07,108.72881317138672
2018-12-06,108.10404968261719
2019-08-19,108.73873138427734
2019-07-18,110.18659210205078
2019-05-15,112.94349670410156
2019-09-20,113.79634857177734
2019-11-01,115.06571197509766
2020-04-07,115.16487121582031
2020-06-25,114.62934875488281
2020-06-16,114.36160278320312
2019-11-04,113.86576080322266
2020-01-22,114.17317199707031
2019-11-07,116.27555847167969
2020-04-13,113.9351806640625
2019-07-01,113.78641510009766
2019-05-30,115.05577087402344
2018-08-15,114.44093322753906
2018-10-18,114.99628448486328
2019-03-27,114.99628448486328
2019-01-22,115.13511657714844
2018-12-21,115.84912872314453
2019-09-03,116.41439056396484
2018-11-19,116.18630981445312
2019-08-02,116.3747329711914
2020-01-28,116.11688995361328
2020-04-16,116.07723236083984
2019-11-13,115.21446990966797
2020-01-31,115.41279602050781
2018-12-04,115.61113739013672
2018-11-02,115.30370330810547
2019-07-16,116.05738830566406
2018-08-30,115.54170989990234
2018-10-01,116.74166107177734
2019-06-14,117.87218475341797
2019-05-13,119.57788848876953
2019-04-11,118.0010986328125
2019-02-06,118.73495483398438
2019-09-18,119.31011962890625
2020-02-03,119.10187530517578
2020-04-22,120.5794906616211
2019-11-19,121.74967956542969
2020-02-06,121.57117462158203
2019-11-22,121.33318328857422
2019-03-25,121.69017791748047
2019-02-21,122.4438705444336
2018-12-19,121.97776794433594
2018-07-12,120.7381591796875
2018-09-14,122.94963836669922
2018-08-13,118.59610748291016
2018-10-16,119.38947296142578
2019-07-31,118.60603332519531
2019-05-28,117.7928466796875
2019-04-26,114.17317199707031
2020-04-28,113.1517562866211
2019-11-25,114.97644805908203
2020-02-12,114.5896987915039
2020-05-01,118.32836151123047
2020-05-04,117.94161224365234
2019-06-12,115.5615463256836
2019-04-09,112.8244857788086
2019-03-08,113.03274536132812
2019-02-04,113.1121826171875
2018-07-27,111.09638214111328
2018-08-28,103.61913299560547
2019-01-03,100.42168426513672
2019-08-15,100.61035919189453
2018-10-31,103.95675659179688
2019-09-16,105.17813873291016
2020-02-18,104.19507598876953
2020-05-07,105.41647338867188
2018-08-17,106.89604187011719
2019-12-04,107.5513916015625
2020-02-21,110.3814468383789
2018-12-17,110.97723388671875
2019-08-30,110.20270538330078
2018-11-15,106.15127563476562
2019-07-29,106.16120910644531
2019-06-27,105.71436309814453
2019-04-24,107.83937072753906
2018-07-10,109.36859130859375
2018-09-12,104.65185546875
2019-02-19,104.43339538574219
2019-01-18,104.49297332763672
2020-02-24,104.96961212158203
2020-05-13,105.44625854492188
2019-12-10,104.29437255859375
2020-02-27,107.31307983398438
2019-12-13,108.0081787109375
2020-05-19,108.79264831542969
2019-03-06,110.0736083984375
2018-11-30,108.48482513427734
2019-08-13,107.74007415771484
2019-07-12,105.2774429321289
2019-06-10,106.8662338256836
2019-05-09,105.91295623779297
2018-07-25,106.99532318115234
2018-09-27,106.36973571777344
2018-10-29,103.89716339111328
2019-10-16,101.31539154052734
2019-12-16,99.91526794433594
2020-03-04,98.65415954589844
2020-05-22,96.966064453125
2019-10-01,94.44385528564453
2019-12-19,92.3486328125
2018-09-10,95.83404541015625
2019-05-24,95.63544464111328
2018-08-09,95.55601501464844
2019-04-22,97.34339904785156
2019-03-21,95.73475646972656
2019-01-16,93.86791229248047
2019-08-28,97.55191802978516
2018-11-13,97.8597640991211
2018-10-12,100.97777557373047
2019-06-25,103.06306457519531
2020-03-10,103.13256072998047
2020-05-28,103.10277557373047
2019-10-07,101.94097137451172
2020-03-13,103.08291625976562
2019-10-10,103.77800750732422
2020-03-16,103.52976989746094
2020-06-03,104.5128402709961
2018-11-28,103.86647033691406
2018-09-25,104.11507415771484
2018-07-23,104.87083435058594
2018-08-24,106.13374328613281
2019-07-10,105.13931274414062
2019-05-07,104.82111358642578
2019-04-05,105.31831359863281
2019-03-04,107.66511535644531
2019-01-31,102.64334106445312
2019-09-12,104.18467712402344
2019-12-31,103.27975463867188
2020-03-19,103.31954193115234
2020-01-03,102.22569274902344
2020-06-09,102.11630249023438
2019-02-15,102.99139404296875
2019-01-14,104.37361145019531
2018-07-06,105.24870300292969
2018-08-07,100.3363037109375
2018-10-10,101.34066772460938
2018-12-13,101.93730926513672
2019-08-26,102.29529571533203
2019-07-25,103.24993133544922
2019-05-22,103.69741821289062
2019-03-19,104.52278137207031
2020-01-06,103.19026184082031
2020-03-25,103.30958557128906
2020-06-12,104.16478729248047
2019-10-22,105.54702758789062
2020-01-09,104.31394958496094
2020-06-15,103.90625
2019-10-25,102.03675842285156
2020-03-31,101.89752960205078
2020-06-18,101.00255584716797
2019-04-03,102.46434783935547
2018-08-22,102.85216522216797
2018-10-25,104.65205383300781
2019-01-29,105.41775512695312
2018-12-28,105.11943054199219
2018-11-26,105.34815216064453
2019-08-09,105.18903350830078
2019-07-08,104.50289154052734
2019-06-06,106.2132797241211
2019-09-10,103.09082794189453
2020-01-15,104.37361145019531
2020-04-03,104.91060638427734
2019-10-31,105.72601318359375
2020-04-06,106.95909881591797
2020-06-24,109.58434295654297
2018-11-09,111.15550994873047
2019-07-23,110.64835357666016
2019-06-21,111.17540740966797
2019-05-20,111.23506927490234
2019-04-18,112.23942565917969
2018-09-06,112.49797821044922
2018-10-08,112.31897735595703
2019-02-13,113.91004180908203
2018-12-11,113.89015197753906
2019-09-25,115.12322235107422
2020-01-21,116.24691009521484
2020-04-09,113.39923095703125
2019-11-06,111.158935546875
2020-01-24,111.03944396972656
2020-01-27,111.67670440673828
2020-04-15,114.7035903930664
2018-12-26,114.71354675292969
2019-08-07,121.73316955566406
2019-06-04,123.14704895019531
2018-09-21,121.78295135498047
2018-07-19,123.25657653808594
2018-08-20,120.07036590576172
2018-10-23,121.31498718261719
2019-05-03,122.32062530517578
2019-04-01,122.25093078613281
2019-02-28,120.87688446044922
2019-11-12,119.9210205078125
2020-01-30,119.93096160888672
2019-11-15,119.89114379882812
2020-04-21,117.04347229003906
2019-04-16,115.81877136230469
2019-03-15,115.89842987060547
2019-02-11,116.66510009765625
2019-01-10,115.90837860107422
2019-08-22,116.93394470214844
2018-11-07,118.01924133300781
2018-08-03,117.69065856933594
2018-09-04,115.55989074707031
2019-06-19,115.78889465332031
2019-09-23,115.16161346435547
2019-11-18,114.87286376953125
2020-02-05,115.34083557128906
2020-04-24,114.10618591308594
2019-03-29,114.20575714111328
2019-11-21,115.79885864257812
2020-04-27,116.93394470214844
2020-02-11,117.57118225097656
2020-04-30,118.79588317871094
2019-05-01,119.44308471679688
2019-02-26,120.16993713378906
2019-01-25,121.66348266601562
2018-12-24,121.37472534179688
2019-09-06,120.15998077392578
2018-07-17,120.14006805419922
2018-09-19,120.82709503173828
