Dates,WST
2018-10-23,120.19999694824219
2019-05-03,122.41999816894531
2019-04-01,120.97000122070312
2019-02-28,121.72000122070312
2019-11-12,121.55999755859375
2020-01-30,119.2300033569336
2019-11-15,119.86000061035156
2020-04-21,118.37000274658203
2019-04-16,117.6500015258789
2019-03-15,115.79000091552734
2019-02-11,116.83000183105469
2019-01-10,116.48999786376953
2019-08-22,116.0
2018-11-07,118.23999786376953
2018-08-03,118.45999908447266
2018-09-04,117.5999984741211
2019-06-19,116.83999633789062
2019-09-23,116.30999755859375
2019-11-18,115.02999877929688
2020-02-05,115.5199966430664
2020-04-24,114.1500015258789
2019-03-29,114.5999984741211
2019-11-21,115.86000061035156
2020-04-27,116.98999786376953
2020-02-11,117.36000061035156
2020-04-30,118.58999633789062
2019-05-01,119.91000366210938
2019-02-26,120.83999633789062
2019-01-25,120.73999786376953
2018-12-24,122.25
2019-09-06,122.01000213623047
2018-07-17,120.75
2018-09-19,121.27999877929688
2019-08-05,121.58000183105469
2019-10-08,122.94999694824219
2019-12-11,121.56999969482422
2019-11-27,121.75
2020-02-14,122.30999755859375
2020-05-06,122.83000183105469
2019-01-08,122.5199966430664
2018-12-07,123.55000305175781
2019-08-20,126.0
2018-11-05,124.61000061035156
2019-07-19,124.02999877929688
2018-10-04,123.48999786376953
2019-06-17,123.48999786376953
2019-05-16,121.97000122070312
2018-08-01,124.55999755859375
2019-03-13,124.37999725341797
2019-12-03,124.58999633789062
2020-02-20,124.44000244140625
2019-12-06,124.4800033569336
2020-05-12,123.22000122070312
2019-12-09,121.80000305175781
2020-02-26,122.27999877929688
2020-05-15,121.7300033569336
2019-03-28,123.0999984741211
2018-09-17,122.2300033569336
2018-08-16,130.3699951171875
2018-10-19,134.3000030517578
2019-04-29,137.60000610351562
2019-01-23,137.91000366210938
2019-09-04,137.0500030517578
2018-11-20,137.58999633789062
2019-07-02,136.72000122070312
2019-05-31,133.6300048828125
2019-12-12,134.61000061035156
2020-05-18,137.1999969482422
2019-09-27,140.5800018310547
2020-03-03,142.6699981689453
2020-05-21,142.91000366210938
2019-05-14,143.02999877929688
2018-08-31,143.47999572753906
2018-07-30,143.0
2018-10-02,143.7899932861328
2019-04-12,146.3699951171875
2019-03-11,145.75999450683594
2019-02-07,145.64999389648438
2019-07-17,146.72999572753906
2019-09-19,145.75999450683594
2019-10-21,144.52000427246094
2019-12-18,146.33999633789062
2020-03-06,145.75999450683594
2019-10-03,146.75
2020-03-09,147.3000030517578
2020-05-27,144.5
2019-12-24,145.05999755859375
2020-03-12,149.30999755859375
2018-12-20,150.24000549316406
2019-08-01,149.8699951171875
2018-08-14,144.80999755859375
2018-07-13,141.6199951171875
2018-10-17,145.49000549316406
2019-05-29,145.42999267578125
2019-03-26,143.42999267578125
2019-02-22,142.2100067138672
2019-10-04,143.35000610351562
2019-11-05,141.89999389648438
2019-12-27,143.64999389648438
2020-06-02,143.08999633789062
2019-12-30,144.86000061035156
2020-03-18,143.52999877929688
2020-06-05,145.5
2019-07-15,143.77000427246094
2018-12-03,140.66000366210938
2019-06-13,142.6199951171875
2019-01-04,138.60000610351562
2018-08-29,137.6699981689453
2019-02-05,140.86000061035156
2018-11-01,141.5800018310547
2019-08-16,139.4499969482422
2019-04-10,138.82000732421875
2019-09-17,140.3000030517578
2019-10-15,142.13999938964844
2020-01-02,141.99000549316406
2020-06-08,142.74000549316406
2019-10-18,141.58999633789062
2020-03-24,141.0500030517578
2020-06-11,141.1199951171875
2020-01-08,141.60000610351562
2019-04-25,140.36000061035156
2019-07-30,139.47999572753906
2019-02-20,144.4199981689453
2018-07-11,138.9499969482422
2018-09-13,140.9600067138672
2018-10-15,142.2100067138672
2019-06-28,143.02000427246094
2018-12-18,144.3000030517578
2018-11-16,144.8699951171875
2019-10-02,147.92999267578125
2020-03-27,147.60000610351562
2020-01-10,147.1300048828125
2019-10-24,147.91000366210938
2020-03-30,147.63999938964844
2020-06-17,146.92999267578125
2020-01-14,147.6699981689453
2020-04-02,146.97000122070312
2019-01-02,147.97000122070312
2019-08-14,149.1199951171875
2018-10-30,150.0
2019-06-11,149.91000366210938
2019-05-10,149.22000122070312
2019-04-08,149.77000427246094
2018-08-27,147.52999877929688
2018-07-26,146.97000122070312
2018-09-28,146.24000549316406
2019-03-07,148.67999267578125
2019-10-30,149.85000610351562
2020-01-17,147.1300048828125
2020-06-23,148.1300048828125
2020-04-08,148.5500030517578
2020-06-26,147.72000122070312
2019-03-22,148.08999633789062
2019-01-17,147.4600067138672
2019-08-29,145.27999877929688
2018-11-14,145.39999389648438
2019-06-26,143.38999938964844
2018-09-11,145.91000366210938
2018-07-09,148.1199951171875
2018-08-10,147.72000122070312
2019-04-23,148.72000122070312
2019-09-30,149.5399932861328
2020-01-23,150.16000366210938
2019-11-08,151.0
2020-04-14,150.99000549316406
2019-11-11,151.0399932861328
2020-01-29,151.42999267578125
2020-04-17,150.8699951171875
2018-07-24,150.66000366210938
2018-09-26,150.25
2019-05-08,149.6999969482422
2019-03-05,151.35000610351562
2019-02-01,151.7899932861328
2018-12-31,151.97999572753906
2018-11-29,150.6199951171875
2019-08-12,152.0
2019-07-11,152.77000427246094
2019-09-13,155.9499969482422
2019-11-14,156.3699951171875
2020-04-20,157.5
2020-02-04,158.77999877929688
2020-04-23,156.9199981689453
2018-12-14,158.07000732421875
2019-08-27,156.77000427246094
2018-08-08,157.0399932861328
2018-10-11,153.85000610351562
2018-11-12,156.0
2019-07-26,157.44000244140625
2019-06-24,157.47999572753906
2019-05-23,157.0800018310547
2019-03-20,156.60000610351562
2019-01-15,159.82000732421875
2019-11-20,159.8000030517578
2020-02-07,159.66000366210938
2020-02-10,160.02999877929688
2020-04-29,158.8300018310547
2019-11-26,160.91000366210938
2020-02-13,162.33999633789062
2019-01-30,165.4600067138672
2018-08-23,174.77999877929688
2018-09-24,174.38999938964844
2018-11-27,172.5800018310547
2018-10-26,173.33999633789062
2019-07-09,171.47000122070312
2019-06-07,166.49000549316406
2019-05-06,167.30999755859375
2019-04-04,162.66000366210938
2019-09-11,155.4600067138672
2019-11-29,151.55999755859375
2020-05-05,151.5399932861328
2019-12-02,156.72000122070312
2020-02-19,157.0500030517578
2020-05-08,156.19000244140625
2019-05-21,149.7899932861328
2019-03-18,149.0
2018-09-07,143.13999938964844
2018-08-06,140.08999633789062
2018-10-09,140.50999450683594
2019-02-14,146.99000549316406
2018-12-12,137.08999633789062
2019-07-24,132.83999633789062
2019-09-26,135.47000122070312
2019-10-28,143.49000549316406
2019-12-05,137.55999755859375
2020-05-11,130.4499969482422
2019-07-03,134.11000061035156
2020-02-25,135.97000122070312
2020-05-14,136.42999267578125
2020-02-28,142.7899932861328
2019-08-08,143.72999572753906
2019-06-05,153.02000427246094
2018-07-20,149.27000427246094
2018-08-21,149.0
2018-10-24,154.27999877929688
2019-04-02,156.0
2019-03-01,165.83999633789062
2019-01-28,157.82000732421875
2018-12-27,164.7899932861328
2019-09-09,160.75999450683594
2020-03-02,164.0
2020-05-20,164.13999938964844
2019-12-17,166.19000244140625
2020-03-05,170.25999450683594
2019-02-12,168.75999450683594
2019-01-11,167.72000122070312
2018-12-10,167.50999450683594
2019-08-23,179.0500030517578
2018-11-08,190.0
2019-07-22,195.86000061035156
2019-06-20,199.99000549316406
2018-09-05,193.17999267578125
2019-04-17,188.07000732421875
2019-09-24,187.63999938964844
2019-12-20,191.11000061035156
2020-05-26,190.1699981689453
2019-04-30,195.3000030517578
2019-12-23,197.99000549316406
2020-03-11,199.75
2020-05-29,198.8000030517578
2019-12-26,212.0
2020-06-01,205.4499969482422
2019-05-02,202.33999633789062
2019-02-27,210.92999267578125
2018-11-23,217.1199951171875
2019-08-06,214.25
2018-07-18,214.39999389648438
2018-09-20,209.6999969482422
2018-10-22,212.75
2019-07-05,213.74000549316406
2019-06-03,204.25
2019-10-09,203.0
2019-10-11,207.67999267578125
2020-03-17,214.5500030517578
2020-06-04,210.75
2019-10-14,211.19000244140625
2020-03-20,208.5500030517578
2018-11-06,202.6300048828125
2019-06-18,201.5500030517578
2019-05-17,209.02999877929688
2019-04-15,207.8000030517578
2019-03-14,212.10000610351562
2019-01-09,206.85000610351562
2018-08-02,199.17999267578125
2018-10-05,211.1300048828125
2019-08-21,212.11000061035156
2019-10-17,211.88999938964844
2020-03-23,215.9199981689453
2020-06-10,216.22999572753906
2019-02-25,219.0
2020-01-07,216.5399932861328
2020-03-26,217.72999572753906
2019-10-23,224.82000732421875
