Dates,WST
2018-06-20,101.87999725341797
2018-06-21,100.91999816894531
2018-06-25,100.98999786376953
2018-06-22,98.63999938964844
2018-06-26,99.31999969482422
2018-06-27,98.05000305175781
2018-06-28,98.68000030517578
2018-06-29,99.29000091552734
2018-07-02,98.69000244140625
2018-07-03,98.91999816894531
2018-07-05,99.41000366210938
2018-07-16,100.55999755859375
2018-09-18,101.02999877929688
2019-01-24,100.80000305175781
2019-09-05,100.0
2018-11-21,100.58000183105469
2020-01-13,100.02999877929688
2020-04-01,98.44999694824219
2020-06-19,98.87000274658203
2019-10-29,98.01000213623047
2020-01-16,99.47000122070312
2020-06-22,99.61000061035156
2018-10-03,100.08000183105469
2018-07-31,98.98999786376953
2019-03-12,99.66999816894531
2019-02-08,110.8499984741211
2019-01-07,109.63999938964844
2018-12-06,109.01000213623047
2019-08-19,109.6500015258789
2019-07-18,111.11000061035156
2019-05-15,113.88999938964844
2019-09-20,114.75
2019-11-01,116.02999877929688
2020-04-07,116.12999725341797
2020-06-25,115.58999633789062
2020-06-16,115.31999969482422
2019-11-04,114.81999969482422
2020-01-22,115.12999725341797
2019-11-07,117.25
2020-04-13,114.88999938964844
2019-07-01,114.73999786376953
2019-05-30,116.0199966430664
2018-08-15,115.4000015258789
2018-10-18,115.95999908447266
2019-03-27,115.95999908447266
2019-01-22,116.0999984741211
2018-12-21,116.81999969482422
2019-09-03,117.38999938964844
2018-11-19,117.16000366210938
2019-08-02,117.3499984741211
2020-01-28,117.08999633789062
2020-04-16,117.05000305175781
2019-11-13,116.18000030517578
2020-01-31,116.37999725341797
2018-12-04,116.58000183105469
2018-11-02,116.2699966430664
2019-07-16,117.02999877929688
2018-08-30,116.51000213623047
2018-10-01,117.72000122070312
2019-06-14,118.86000061035156
2019-05-13,120.58000183105469
2019-04-11,118.98999786376953
2019-02-06,119.7300033569336
2019-09-18,120.30999755859375
2020-02-03,120.0999984741211
2020-04-22,121.58999633789062
2019-11-19,122.7699966430664
2020-02-06,122.58999633789062
2019-11-22,122.3499984741211
2019-03-25,122.70999908447266
2019-02-21,123.47000122070312
2018-12-19,123.0
2018-07-12,121.75
2018-09-14,123.9800033569336
2018-08-13,119.58999633789062
2018-10-16,120.38999938964844
2019-07-31,119.5999984741211
2019-05-28,118.77999877929688
2019-04-26,115.12999725341797
2020-04-28,114.0999984741211
2019-11-25,115.94000244140625
2020-02-12,115.55000305175781
2020-05-01,119.31999969482422
2020-05-04,118.93000030517578
2019-06-12,116.52999877929688
2019-04-09,113.7699966430664
2019-03-08,113.9800033569336
2019-02-04,113.91000366210938
2018-07-27,111.87999725341797
2018-08-28,104.3499984741211
2019-01-03,101.12999725341797
2019-08-15,101.31999969482422
2018-10-31,104.69000244140625
2019-09-16,105.91999816894531
2020-02-18,104.93000030517578
2020-05-07,106.16000366210938
2018-08-17,107.6500015258789
2019-12-04,108.30999755859375
2020-02-21,111.16000366210938
2018-12-17,111.76000213623047
2019-08-30,110.9800033569336
2018-11-15,106.9000015258789
2019-07-29,106.91000366210938
2019-06-27,106.45999908447266
2019-04-24,108.5999984741211
2018-07-10,110.13999938964844
2018-09-12,105.38999938964844
2019-02-19,105.16999816894531
2019-01-18,105.2300033569336
2020-02-24,105.70999908447266
2020-05-13,106.19000244140625
2019-12-10,105.02999877929688
2020-02-27,108.06999969482422
2019-12-13,108.7699966430664
2020-05-19,109.55999755859375
2019-03-06,110.8499984741211
2018-11-30,109.25
2019-08-13,108.5
2019-07-12,106.0199966430664
2019-06-10,107.62000274658203
2019-05-09,106.66000366210938
2018-07-25,107.75
2018-09-27,107.12000274658203
2018-10-29,104.62999725341797
2019-10-16,102.02999877929688
2019-12-16,100.62000274658203
2020-03-04,99.3499984741211
2020-05-22,97.6500015258789
2019-10-01,95.11000061035156
2019-12-19,93.0
2018-09-10,96.51000213623047
2019-05-24,96.30999755859375
2018-08-09,96.2300033569336
2019-04-22,98.02999877929688
2019-03-21,96.41000366210938
2019-01-16,94.52999877929688
2019-08-28,98.23999786376953
2018-11-13,98.55000305175781
2018-10-12,101.69000244140625
2019-06-25,103.79000091552734
2020-03-10,103.86000061035156
2020-05-28,103.83000183105469
2019-10-07,102.66000366210938
2020-03-13,103.80999755859375
2019-10-10,104.51000213623047
2020-03-16,104.26000213623047
2020-06-03,105.25
2018-11-28,104.44999694824219
2018-09-25,104.69999694824219
2018-07-23,105.45999908447266
2018-08-24,106.7300033569336
2019-07-10,105.7300033569336
2019-05-07,105.41000366210938
2019-04-05,105.91000366210938
2019-03-04,108.2699966430664
2019-01-31,103.22000122070312
2019-09-12,104.7699966430664
2019-12-31,103.86000061035156
2020-03-19,103.9000015258789
2020-01-03,102.80000305175781
2020-06-09,102.69000244140625
2019-02-15,103.56999969482422
