Dates,WST
2018-06-20,101.02999877929688
2018-06-21,100.77999877929688
2018-06-25,100.70999908447266
2018-06-22,98.4000015258789
2018-06-26,98.25
2018-06-27,97.97000122070312
2018-06-28,96.93000030517578
2018-06-29,98.70999908447266
2018-07-02,97.91000366210938
2018-07-03,98.80000305175781
2018-07-05,98.04000091552734
2018-07-16,99.52999877929688
2018-09-18,100.81999969482422
2019-01-24,100.4800033569336
2019-09-05,99.88999938964844
2018-11-21,100.0999984741211
2020-01-13,99.83999633789062
2020-04-01,97.5
2020-06-19,97.72000122070312
2019-10-29,96.97000122070312
2020-01-16,97.8499984741211
2020-06-22,98.69000244140625
2018-10-03,98.72000122070312
2018-07-31,98.51000213623047
2019-03-12,98.29000091552734
2019-02-08,100.55000305175781
2019-01-07,108.44000244140625
2018-12-06,108.16999816894531
2019-08-19,108.01000213623047
2019-07-18,109.33000183105469
2019-05-15,110.8499984741211
2019-09-20,113.61000061035156
2019-11-01,113.94000244140625
2020-04-07,115.22000122070312
2020-06-25,114.70999908447266
2020-06-16,115.22000122070312
2019-11-04,114.43000030517578
2020-01-22,114.30999755859375
2019-11-07,114.7699966430664
2020-04-13,114.43000030517578
2019-07-01,113.94000244140625
2019-05-30,114.44999694824219
2018-08-15,115.04000091552734
2018-10-18,114.66000366210938
2019-03-27,114.80999755859375
2019-01-22,115.30999755859375
2018-12-21,115.55000305175781
2019-09-03,116.81999969482422
2018-11-19,116.05999755859375
2019-08-02,116.37000274658203
2020-01-28,116.20999908447266
2020-04-16,115.87999725341797
2019-11-13,115.23999786376953
2020-01-31,115.06999969482422
2018-12-04,116.08000183105469
2018-11-02,115.61000061035156
2019-07-16,116.56999969482422
2018-08-30,116.12999725341797
2018-10-01,115.94999694824219
2019-06-14,118.20999908447266
2019-05-13,118.8499984741211
2019-04-11,118.05999755859375
2019-02-06,118.55999755859375
2019-09-18,119.01000213623047
2020-02-03,119.83000183105469
2020-04-22,120.02999877929688
2019-11-19,121.79000091552734
2020-02-06,121.18000030517578
2019-11-22,121.2300033569336
2019-03-25,121.48999786376953
2019-02-21,122.4000015258789
2018-12-19,122.75
2018-07-12,121.19999694824219
2018-09-14,121.08000183105469
2018-08-13,119.19999694824219
2018-10-16,118.79000091552734
2019-07-31,118.5199966430664
2019-05-28,118.05000305175781
2019-04-26,114.91000366210938
2020-04-28,112.55000305175781
2019-11-25,114.18000030517578
2020-02-12,114.8499984741211
2020-05-01,115.62000274658203
2020-05-04,117.58000183105469
2019-06-12,115.83999633789062
2019-04-09,113.31999969482422
2019-03-08,113.12000274658203
2019-02-04,110.52999877929688
2018-07-27,111.52999877929688
2018-08-28,101.94000244140625
2019-01-03,99.80000305175781
2019-08-15,100.02999877929688
2018-10-31,101.23999786376953
2019-09-16,104.62000274658203
2020-02-18,103.08000183105469
2020-05-07,105.16999816894531
2018-08-17,105.88999938964844
2019-12-04,106.72000122070312
2020-02-21,108.4000015258789
2018-12-17,110.22000122070312
2019-08-30,109.97000122070312
2018-11-15,106.75
2019-07-29,106.31999969482422
2019-06-27,106.30000305175781
2019-04-24,105.3499984741211
2018-07-10,107.5199966430664
2018-09-12,104.83000183105469
2019-02-19,103.13999938964844
2019-01-18,105.08000183105469
2020-02-24,103.52999877929688
2020-05-13,105.61000061035156
2019-12-10,104.68000030517578
2020-02-27,104.77999877929688
2019-12-13,107.29000091552734
2020-05-19,108.41000366210938
2019-03-06,109.30000305175781
2018-11-30,107.91999816894531
2019-08-13,104.12000274658203
2019-07-12,105.29000091552734
2019-06-10,105.52999877929688
2019-05-09,105.1500015258789
2018-07-25,107.69000244140625
2018-09-27,106.02999877929688
2018-10-29,104.18000030517578
2019-10-16,101.41999816894531
2019-12-16,99.83999633789062
2020-03-04,98.3499984741211
2020-05-22,95.66000366210938
2019-10-01,94.37999725341797
2019-12-19,91.75
2018-09-10,92.77999877929688
2019-05-24,92.30999755859375
2018-08-09,94.80000305175781
2019-04-22,96.63999938964844
2019-03-21,94.20999908447266
2019-01-16,93.08000183105469
2019-08-28,94.98999786376953
2018-11-13,98.12999725341797
2018-10-12,98.76000213623047
2019-06-25,102.20999908447266
2020-03-10,101.61000061035156
2020-05-28,102.37999725341797
2019-10-07,102.3499984741211
2020-03-13,102.5
2019-10-10,104.01000213623047
2020-03-16,103.55999755859375
2020-06-03,103.6500015258789
2018-11-28,102.45999908447266
2018-09-25,104.30999755859375
2018-07-23,104.19000244140625
2018-08-24,105.4800033569336
2019-07-10,104.9800033569336
2019-05-07,104.95999908447266
2019-04-05,104.7699966430664
2019-03-04,105.19000244140625
2019-01-31,102.58999633789062
2019-09-12,102.33000183105469
2019-12-31,103.73999786376953
2020-03-19,103.05000305175781
2020-01-03,102.58000183105469
2020-06-09,101.79000091552734
2019-02-15,102.75
2019-01-14,103.83999633789062
2018-07-06,104.5199966430664
2018-08-07,98.5999984741211
2018-10-10,100.93000030517578
2018-12-13,101.5999984741211
2019-08-26,101.7300033569336
2019-07-25,103.19999694824219
2019-05-22,103.4800033569336
2019-03-19,104.58999633789062
2020-01-06,103.70999908447266
2020-03-25,103.05000305175781
2020-06-12,103.51000213623047
2019-10-22,105.08999633789062
2020-01-09,103.6500015258789
2020-06-15,103.9800033569336
2019-10-25,102.31999969482422
2020-03-31,102.06999969482422
2020-06-18,101.1500015258789
2019-04-03,101.80999755859375
2018-08-22,102.66999816894531
2018-10-25,103.20999908447266
2019-01-29,104.77999877929688
2018-12-28,105.29000091552734
2018-11-26,104.08000183105469
2019-08-09,105.2699966430664
2019-07-08,104.36000061035156
2019-06-06,104.66000366210938
2019-09-10,103.5199966430664
2020-01-15,103.05000305175781
2020-04-03,104.81999969482422
2019-10-31,104.7300033569336
2020-04-06,106.12999725341797
2020-06-24,108.11000061035156
2018-11-09,110.08999633789062
2019-07-23,110.12999725341797
2019-06-21,111.27999877929688
2019-05-20,110.66000366210938
2019-04-18,111.66000366210938
2018-09-06,111.08999633789062
2018-10-08,112.16000366210938
2019-02-13,112.7300033569336
2018-12-11,113.25
2019-09-25,114.4800033569336
2020-01-21,115.83999633789062
2020-04-09,113.33000183105469
2019-11-06,110.83999633789062
2020-01-24,109.87999725341797
2020-01-27,110.13999938964844
2020-04-15,112.33000183105469
2018-12-26,114.37999725341797
2019-08-07,118.0
2019-06-04,120.5
2018-09-21,121.70999908447266
2018-07-19,122.1500015258789
2018-08-20,120.2699966430664
2018-10-23,119.69999694824219
2019-05-03,122.01000213623047
2019-04-01,120.97000122070312
2019-02-28,120.30000305175781
2019-11-12,120.37999725341797
2020-01-30,118.3499984741211
2019-11-15,117.70999908447266
2020-04-21,117.08999633789062
2019-04-16,115.69999694824219
