Dates,CMS
2018-06-20,2015700.0
2018-06-21,2488200.0
2018-06-25,2898500.0
2018-06-22,2858700.0
2018-06-26,3099400.0
2018-06-27,2983900.0
2018-06-28,1897100.0
2018-06-29,2810500.0
2018-07-02,2459900.0
2018-07-03,1448200.0
2018-07-05,2582300.0
2018-07-16,2360900.0
2018-09-18,2744400.0
2019-01-24,3849700.0
2019-09-05,1564000.0
2018-11-21,2278900.0
2020-01-13,1701200.0
2020-04-01,2201400.0
2020-06-19,1464800.0
2019-10-29,2207000.0
2020-01-16,1812500.0
2020-06-22,2530700.0
2018-10-03,1959100.0
2018-07-31,4161300.0
2019-03-12,4387100.0
2019-02-08,3789400.0
2019-01-07,3804100.0
2018-12-06,3187500.0
2019-08-19,3151200.0
2019-07-18,3117800.0
2019-05-15,2882900.0
2019-09-20,2380900.0
2019-11-01,2547800.0
2020-04-07,2347600.0
2020-06-25,2018900.0
2020-06-16,2246100.0
2019-11-04,2237900.0
2020-01-22,2071300.0
2019-11-07,1695400.0
2020-04-13,2802700.0
2019-07-01,1915300.0
2019-05-30,2191800.0
2018-08-15,1474300.0
2018-10-18,2276600.0
2019-03-27,2152000.0
2019-01-22,1909300.0
2018-12-21,1320000.0
2019-09-03,2569100.0
2018-11-19,1502600.0
2019-08-02,1696000.0
2020-01-28,1575200.0
2020-04-16,1641400.0
2019-11-13,1911200.0
2020-01-31,2014400.0
2018-12-04,2354600.0
2018-11-02,2521400.0
2019-07-16,1702700.0
2018-08-30,1431400.0
2018-10-01,1613100.0
2019-06-14,1459100.0
2019-05-13,1458900.0
2019-04-11,1952100.0
2019-02-06,2022700.0
2019-09-18,2637200.0
2020-02-03,2144200.0
2020-04-22,3123700.0
2019-11-19,1651400.0
2020-02-06,1755800.0
2019-11-22,2303900.0
2019-03-25,1361700.0
2019-02-21,2185200.0
2018-12-19,1623600.0
2018-07-12,1695300.0
2018-09-14,1985300.0
2018-08-13,2571300.0
2018-10-16,2249900.0
2019-07-31,1822500.0
2019-05-28,1955700.0
2019-04-26,3659800.0
2020-04-28,3947800.0
2019-11-25,3077600.0
2020-02-12,2318000.0
2020-05-01,1559600.0
2020-05-04,1798000.0
2019-06-12,1867300.0
2019-04-09,2253900.0
2019-03-08,1918800.0
2019-02-04,2295200.0
2018-07-27,3169700.0
2018-08-28,3961200.0
2019-01-03,5504800.0
2019-08-15,4564700.0
2018-10-31,4382000.0
2019-09-16,3993200.0
2020-02-18,2885700.0
2020-05-07,3546200.0
2018-08-17,2886100.0
2019-12-04,2424900.0
2020-02-21,2678800.0
2018-12-17,2885600.0
2019-08-30,3453600.0
2018-11-15,2855800.0
2019-07-29,2648700.0
2019-06-27,2565400.0
2019-04-24,2506900.0
2018-07-10,2760700.0
2018-09-12,3261800.0
2019-02-19,3472200.0
2019-01-18,2297600.0
2020-02-24,925300.0
2020-05-13,1645400.0
2019-12-10,1792100.0
2020-02-27,2012900.0
2019-12-13,2069100.0
2020-05-19,2829300.0
2019-03-06,2089800.0
2018-11-30,2345000.0
2019-08-13,3511100.0
2019-07-12,2478500.0
2019-06-10,2168400.0
2019-05-09,1918800.0
2018-07-25,1867900.0
2018-09-27,1969300.0
2018-10-29,2250700.0
2019-10-16,2983400.0
2019-12-16,2277800.0
2020-03-04,2983900.0
2020-05-22,3849300.0
2019-10-01,5023400.0
2019-12-19,2121700.0
2018-09-10,3448700.0
2019-05-24,3255700.0
2018-08-09,2788300.0
2019-04-22,2719500.0
2019-03-21,3019300.0
2019-01-16,3091200.0
2019-08-28,2958900.0
2018-11-13,2254800.0
2018-10-12,2220000.0
2019-06-25,2587900.0
2020-03-10,2445200.0
2020-05-28,1910400.0
2019-10-07,2568700.0
2020-03-13,2269900.0
2019-10-10,2326600.0
2020-03-16,2009700.0
2020-06-03,2254300.0
2018-11-28,1900200.0
2018-09-25,2626200.0
2018-07-23,2204000.0
2018-08-24,2031000.0
2019-07-10,1730600.0
2019-05-07,1702600.0
2019-04-05,1898400.0
2019-03-04,3523800.0
2019-01-31,2814200.0
2019-09-12,2690400.0
2019-12-31,2081900.0
2020-03-19,1674400.0
2020-01-03,1852900.0
2020-06-09,2096700.0
2019-02-15,1733000.0
2019-01-14,1982800.0
2018-07-06,1853600.0
2018-08-07,2277800.0
2018-10-10,3460500.0
2018-12-13,2526900.0
2019-08-26,4088500.0
2019-07-25,2502100.0
2019-05-22,2086000.0
2019-03-19,1964200.0
2020-01-06,2299100.0
2020-03-25,1651900.0
2020-06-12,3427300.0
2019-10-22,2853400.0
2020-01-09,2343600.0
2020-06-15,1981300.0
2019-10-25,1604500.0
2020-03-31,2040000.0
2020-06-18,1762800.0
2019-04-03,1836200.0
2018-08-22,2223700.0
2018-10-25,1522200.0
2019-01-29,1883400.0
2018-12-28,5486800.0
2018-11-26,2124000.0
2019-08-09,3222500.0
2019-07-08,2447800.0
2019-06-06,2142200.0
2019-09-10,3300200.0
2020-01-15,1756900.0
2020-04-03,1362600.0
2019-10-31,1694500.0
2020-04-06,2209900.0
2020-06-24,2332100.0
2018-11-09,3074000.0
2019-07-23,3251700.0
2019-06-21,2133500.0
2019-05-20,2128000.0
2019-04-18,1657200.0
2018-09-06,2022700.0
2018-10-08,1866300.0
2019-02-13,1702000.0
2018-12-11,2993700.0
2019-09-25,1935100.0
2020-01-21,1810500.0
2020-04-09,1995800.0
2019-11-06,1551800.0
2020-01-24,2178400.0
2020-01-27,3798500.0
2020-04-15,3014000.0
2018-12-26,2043100.0
2019-08-07,1869000.0
2019-06-04,2117100.0
2018-09-21,2062100.0
2018-07-19,2091000.0
2018-08-20,1892000.0
2018-10-23,2338100.0
2019-05-03,1459300.0
2019-04-01,1316800.0
2019-02-28,1529000.0
2019-11-12,1551200.0
2020-01-30,2349900.0
2019-11-15,1676900.0
2020-04-21,2095600.0
2019-04-16,1699000.0
2019-03-15,1146900.0
2019-02-11,1530900.0
2019-01-10,1819600.0
2019-08-22,1365300.0
2018-11-07,2077700.0
2018-08-03,1561700.0
2018-09-04,1499300.0
2019-06-19,1398900.0
2019-09-23,2562200.0
2019-11-18,2433900.0
2020-02-05,3115800.0
2020-04-24,4776600.0
2019-03-29,2605200.0
2019-11-21,3343500.0
2020-04-27,2323200.0
2020-02-11,2134800.0
2020-04-30,2182000.0
2019-05-01,2038100.0
2019-02-26,1429200.0
2019-01-25,1346300.0
2018-12-24,1614700.0
2019-09-06,2071200.0
2018-07-17,1884400.0
2018-09-19,2163800.0
2019-08-05,2061400.0
2019-10-08,1888400.0
2019-12-11,4012700.0
2019-11-27,2413000.0
2020-02-14,2086000.0
2020-05-06,1922500.0
2019-01-08,1705700.0
2018-12-07,2563100.0
2019-08-20,1772000.0
2018-11-05,2037600.0
2019-07-19,984900.0
2018-10-04,1307600.0
2019-06-17,1257400.0
2019-05-16,1520400.0
2018-08-01,1373000.0
2019-03-13,1404200.0
2019-12-03,1432600.0
2020-02-20,1348300.0
2019-12-06,1060100.0
2020-05-12,1344800.0
2019-12-09,1132900.0
2020-02-26,1494900.0
2020-05-15,1383800.0
2019-03-28,2117900.0
2018-09-17,1945500.0
2018-08-16,1929100.0
2018-10-19,1926000.0
2019-04-29,1960100.0
2019-01-23,1973800.0
2019-09-04,2652500.0
2018-11-20,2080000.0
2019-07-02,1496400.0
2019-05-31,2960100.0
2019-12-12,2041400.0
2020-05-18,1938100.0
2019-09-27,2053200.0
2020-03-03,1990500.0
2020-05-21,1343500.0
2019-05-14,2034700.0
2018-08-31,2107100.0
2018-07-30,2559300.0
2018-10-02,2069300.0
